# _tick,_time,plr_track_ground_roughness,track_ground_roughness,plr_track_pit_gap_low,track_pit_gap_low,plr_track_pit_gap_high,track_pit_gap_high,plr_track_stump_height_low,track_stump_height_low,plr_track_stump_height_high,track_stump_height_high,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:BipedalWalker-MADS-POET-Rose-3a-Eval-v0,test_returns:BipedalWalker-MADS-POET-Rose-3a-Eval-v0,target_agent_return,target_solved_rate,sps
0,1784900014.5838845,,4.842040260118665,,3.7751878454582766,,6.505082389339805,,1.9365519122220576,,3.8935696240514517,0.0,0.0,0.0,0.0,32768,42,16,1,-108.0859,0.12321669878438116,-0.0033681407323456368,5.678079420328141,0,0.0,0.0,0.0,,,0.37631372136551444,0,0,0.0,-109.816696,-109.81669616699219,0.0,4083.6877304953427
1,1784900051.9040802,,4.108978630974889,,3.1720663301530294,,6.390150664374232,,1.5052410709904507,,2.864222014322877,0.0,0.0,0.0,0.0,196608,232,96,6,-112.226524,0.09442894598469138,-0.0029998831581906416,5.607744184136391,0,0.0,0.0,0.0,,,0.3841552391313562,0,0,0.0,-121.56777,-121.5677719116211,0.0,4390.1165993322265
2,1784900089.6922305,,4.356929711066186,,2.8810722375055775,,5.665430184453726,,1.353586495097261,,3.729043947532773,0.0,0.0,0.0,0.0,360448,379,176,11,-112.29265,0.06706853820942342,-0.0032864318462088706,5.509321099519729,0,0.0,0.0,0.0,,,0.3766148950197989,0,0,0.0,-116.3922,-116.39219665527344,0.0,4335.750630253559
3,1784900127.3224578,,3.7683882954297587,,2.9386558092664927,,6.062908135354519,,1.6405390854924917,,3.1098209135234356,0.0,0.0,0.0,0.0,524288,488,256,16,-111.48618,0.05055500399321318,-0.00272643597854767,5.399142247438431,0,0.0,0.0,0.0,,,0.42642015632717,0,0,0.0,-111.59731,-111.5973129272461,0.0,4353.946297753263
4,1784900165.158964,,5.221251575276256,,3.0185883585363626,,6.480136401951313,,1.4844941813498735,,3.6669612489640713,0.0,0.0,0.0,0.0,688128,575,336,21,-108.72987,0.041056997957639396,-0.002484243328217417,5.261419403553009,0,0.0,0.0,0.0,,,0.4564059649749147,0,0,0.0,-104.643105,-104.64310455322266,0.0,4330.21404962651
5,1784900204.2407799,,4.660875177942216,,3.63236490637064,,6.569744925945997,,1.1620241557830013,,3.720466010272503,0.0,0.0,0.0,0.0,851968,635,416,26,-109.627365,0.04769187559140846,-0.0020390090663568116,5.114517313241959,0,0.0,0.0,0.0,,,0.46638003133315153,0,0,0.0,-110.83596,-110.8359603881836,0.0,4192.230527022012
6,1784900242.9207106,,5.992347942665219,,3.372428735019639,,6.24491963069886,,1.4737617981154472,,3.7626172602176666,0.0,0.0,0.0,0.0,1015808,686,496,31,-103.5303,0.036199410608969626,-0.003029256049194373,4.937906384468079,0,0.0,0.0,0.0,,,0.49220519439363847,0,0,0.0,-114.2018,-114.20179748535156,0.0,4235.789714399657
7,1784900281.597188,,5.136906588450074,,4.520120993256569,,6.257584439590573,,1.8007858656346798,,3.338555060327053,0.0,0.0,0.0,0.0,1179648,730,576,36,-99.34554,0.0341678889351897,-0.0025125936197582634,4.72471455335617,0,0.0,0.0,0.0,,,0.5188726047237069,0,0,0.0,-123.21566,-123.21566009521484,0.0,4236.167701170156
8,1784900320.9155738,,4.973749616765417,,3.45885353628546,,6.718854289501905,,1.8380492401774973,,3.4676310000941157,0.0,0.0,0.0,0.0,1343488,785,656,41,-99.19772,0.037444632092956454,-0.0023655112003325486,4.611534801125527,0,0.0,0.0,0.0,,,0.5483736162955786,0,0,0.0,-139.38153,-139.38153076171875,0.0,4167.007353451121
9,1784900359.023353,,3.7917034549172968,,2.3454977213259554,,4.874752704054117,,2.0143185392953455,,3.769356729462743,0.0,0.0,0.0,0.0,1507328,847,736,46,-100.591934,0.03851278360234574,-0.002320415969006717,4.457811477780342,0,0.0,0.0,0.0,,,0.5986942273845818,0,0,0.0,-108.49428,-108.49427795410156,0.0,4299.380579826927
10,1784900398.0311165,,4.914412754587829,,2.6560007804073393,,6.262754034250975,,2.5950266516883858,,3.5414698510430753,0.0,0.0,0.0,0.0,1671168,903,816,51,-92.90911,0.044466678402386606,-0.0015461537812370806,4.305655634403228,0,0.0,0.0,0.0,,,0.6494987457101434,0,0,0.0,-98.47837,-98.4783706665039,0.0,4200.189584239772
11,1784900434.837283,,4.638289174763486,,3.1527434184681624,,6.326151313260198,,1.7768327455269173,,3.1707727443426847,0.0,0.0,0.0,0.0,1835008,966,896,56,-95.31095,0.04526524392422289,-0.0009018266791827045,4.154714202880859,0,0.0,0.0,0.0,,,0.6638211763360868,0,0,0.0,-94.61288,-94.61287689208984,0.0,4451.425201228227
12,1784900473.340068,,6.057835528627038,,1.882996573112905,,5.444199051707983,,2.936942793894559,,3.9669104013592005,0.0,0.0,0.0,0.0,1998848,1034,976,61,-93.181145,0.05548652790021151,-0.0019217390959965996,4.054324445128441,0,0.0,0.0,0.0,,,0.6987554266896969,0,0,0.0,-101.58948,-101.5894775390625,0.0,4255.280791795393
13,1784900511.8055863,,4.596516345627606,,3.1316878329380415,,6.544919954612851,,2.619563265616307,,3.967921007424593,0.0,0.0,0.0,0.0,2162688,1099,1056,66,-93.6094,0.05899454248137772,-0.00081153180799447,3.937432147562504,0,0.0,0.0,0.0,,,0.768258721847251,0,0,0.0,-99.13423,-99.13423156738281,0.0,4259.399887318576
14,1784900549.992306,,5.3867115767207,,3.421379128121771,,6.580910105258226,,2.6135185337625444,,4.154318505898118,0.0,0.0,0.0,0.0,2326528,1166,1136,71,-92.84763,0.05859484110260382,-0.0005750902753788977,3.821103923022747,0,0.0,0.0,0.0,,,0.7913966501675539,0,0,0.0,-100.16974,-100.16973876953125,0.0,4290.491900478309
15,1784900590.6787705,,4.729968044994166,,3.1316659157164395,,6.384749254211783,,2.600619997829199,,4.134755022823811,0.0,0.0,0.0,0.0,2490368,1239,1216,76,-94.20842,0.07472690129652619,-0.0016134000747115352,3.724163202941418,0,0.0,0.0,0.0,,,0.7962390294755999,0,0,0.0,-113.26692,-113.26692199707031,0.0,4026.896109049339
16,1784900630.7757921,,4.816749203018844,,2.1902617043815553,,6.332889515906572,,2.2493585059419274,,3.7824731739237905,0.0,0.0,0.0,0.0,2654208,1315,1296,81,-95.89842,0.07589746480807662,-0.000661603112530429,3.6122073352336885,0,0.0,0.0,0.0,,,0.8363953191392598,0,0,0.0,-118.25386,-118.25386047363281,0.0,4086.087031503598
17,1784900668.4510162,,7.32591237872839,,2.9492040059994906,,5.334919691085815,,1.984969002660364,,3.6877571418881416,0.0,0.0,0.0,0.0,2818048,1388,1376,86,-93.300514,0.07665689042769372,-0.0013390015199547633,3.4921723559498785,0,0.0,0.0,0.0,,,0.8612365926174682,0,0,0.0,-97.38428,-97.38427734375,0.0,4348.744100199806
18,1784900709.0788598,,4.241084659006447,,2.9046322591602802,,6.3536859676241875,,2.213771604001522,,3.5935412673279643,0.0,0.0,0.0,0.0,2981888,1464,1456,91,-91.13073,0.07186096019577234,-0.0009736356310895644,3.368240277469158,0,0.0,0.0,0.0,,,0.8976780321905663,0,0,0.0,-135.13225,-135.1322479248047,0.0,4032.7060891535984
19,1784900747.1191075,,4.029703370761126,,2.558764917193912,,5.3586656879633665,,2.0359928073594347,,3.4851755620911717,0.0,0.0,0.0,0.0,3145728,1539,1536,96,-90.87111,0.07851965324953199,-0.001260135613847524,3.277938166260719,0,0.0,0.0,0.0,,,0.8992355948734673,0,0,0.0,-93.04838,-93.04837799072266,0.0,4307.018561865815
20,1784900786.515286,,6.256148973479867,,1.525871100020595,,5.544437970966101,,1.8806170392781496,,3.4598251152783632,0.0,0.0,0.0,0.0,3309568,1613,1616,101,-88.2355,0.0642785423900932,0.000416189142561052,3.1288870230317114,0,0.0,0.0,0.0,,,1.0015199333041978,0,0,0.0,-94.261765,-94.26176452636719,0.0,4158.7738214908
21,1784900824.4897335,,4.7846799495164305,,1.510225807724055,,5.789094055071473,,1.7414690356235951,,3.9553962275385857,0.0,0.0,0.0,0.0,3473408,1684,1696,106,-95.45868,0.07022346460726112,-0.0002783913427265361,2.995062017440796,0,0.0,0.0,0.0,,,1.0145919895407167,0,0,0.0,-91.37565,-91.37564849853516,0.0,4314.48298169642
