# _tick,_time,plr_track_ground_roughness,track_ground_roughness,plr_track_student_ground_roughness,track_student_ground_roughness,plr_track_pit_gap_low,track_pit_gap_low,plr_track_student_pit_gap_low,track_student_pit_gap_low,plr_track_pit_gap_high,track_pit_gap_high,plr_track_student_pit_gap_high,track_student_pit_gap_high,plr_track_stump_height_low,track_stump_height_low,plr_track_student_stump_height_low,track_student_stump_height_low,plr_track_stump_height_high,track_stump_height_high,plr_track_student_stump_height_high,track_student_stump_height_high,plr_track_stair_height_low,track_stair_height_low,plr_track_student_stair_height_low,track_student_stair_height_low,plr_track_stair_height_high,track_stair_height_high,plr_track_student_stair_height_high,track_student_stair_height_high,plr_track_stair_steps,track_stair_steps,plr_track_student_stair_steps,track_student_stair_steps,plr_track_ued_ground_roughness,track_ued_ground_roughness,plr_track_ued_pit_gap_low,track_ued_pit_gap_low,plr_track_ued_pit_gap_high,track_ued_pit_gap_high,plr_track_ued_stump_height_low,track_ued_stump_height_low,plr_track_ued_stump_height_high,track_ued_stump_height_high,plr_track_ued_stair_height_low,track_ued_stair_height_low,plr_track_ued_stair_height_high,track_ued_stair_height_high,plr_track_ued_stair_steps,track_ued_stair_steps,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,dces_l_pi,dces_l_delta,dces_l_tot,dces_q_delta,dces_q_delta_std,dces_w1,dces_w2,dces_buf,dces_c_std,dces_c_absmean,dces_reg_std,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,dps_mode,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:BipedalWalker-MADS-Hard-Eval-v0,test_returns:BipedalWalker-MADS-Hard-Eval-v0,sps,target_agent_return
10,1784862655.4535308,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.638349816668779,,5.241078932769597,,9.442230976186693,,0.729687903804006,,3.6515002525411546,,1.5609854776412249,,4.715618881862611,,7.375,-0.1019253134727478,-0.008061663625994697,0.08361146843526512,1.4126607291400433,0.6290988326072693,0.8722031712532043,0.5780473351478577,0.04514459893107414,0.1719949096441269,1.9283905029296875,0.24624866247177124,816,0.2880174517631531,5.04430627822876,0.021840395405888557,1671168,4604,816,51,-97.651245,0.023376596404705196,-0.0015507037969655357,4.277922886610031,-113.99697,0.014887468027882277,-0.0016200886828301008,3.949914176762104,,,static,0.6968875884686658,0.698911269343928,1.3773805162156298,0.0,-122.40415,2121.600465153743,-97.651245
11,1784862732.917843,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.150268444092944,,5.8506147912703454,,9.649115836247802,,1.1830040256027132,,4.089522301626857,,2.040873021353036,,4.803988819941878,,7.6875,-0.00647878460586071,-0.009267679881304502,0.018143150991818402,1.4149479120969772,0.6859737038612366,0.9885295629501343,0.5451681613922119,-0.14304161071777344,0.28924405574798584,1.4506465196609497,0.26305726170539856,896,0.3982926309108734,5.431860446929932,0.01221031229943037,1835008,4893,896,56,-103.54153,0.029468599695246667,-0.0010800486576044931,4.153812831640243,-107.75566,0.005934507722849957,-0.0015049793379148468,3.7364621266722677,,,static,0.7348293426140604,0.7720898054854884,0.7977449296360183,0.0,-123.09918,2115.0386893859336,-103.54153
12,1784862809.8151941,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.609387473203242,,5.848831948824227,,9.463496305979788,,0.9588569551706314,,3.914781431260053,,1.8469389897072688,,4.766259513184195,,7.9375,-0.07717537879943848,-0.010539185313973576,0.004975579933670815,1.4147993139922619,0.5971032381057739,0.8869811296463013,0.43951094150543213,0.05965017154812813,0.16895692050457,1.6391838788986206,0.21393343806266785,976,0.44905734062194824,5.2932562828063965,0.011902181431651115,1998848,5202,976,61,-98.37953,0.03363569765351713,-0.0006495977082522586,4.003649072349072,-105.50157,0.008689022914040834,-0.0013318958212039434,3.503066045045853,,,static,0.7805736220313031,0.8490929411726675,0.6478400656454247,0.0,-117.12319,2130.6338533659086,-98.37953
13,1784862887.5009859,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.213208972389111,,6.224929805845022,,9.672773350030184,,1.159414979047142,,4.1337282485328615,,2.1821590652689338,,4.916472152413917,,8.1875,-0.07897385209798813,-0.0034404387697577477,0.036195910070091486,1.4223464354872704,0.6356890797615051,0.917435884475708,0.49101823568344116,-0.08151707053184509,0.10074230283498764,1.5363214015960693,0.1874786764383316,1056,0.42646324634552,5.586273193359375,0.01750047504901886,2162688,5522,1056,66,-91.22261,0.03623474341584369,-0.0008267991041066125,3.865190941095352,-110.08699,0.01081019504345022,-0.0012969038463779726,3.2634680330753327,,,static,0.856518328819309,0.8854215943426386,1.1512160345238378,0.0,-113.942894,2109.00740553582,-91.22261
14,1784862963.0225925,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.538994346279651,,6.725389875471592,,9.984737352468073,,1.3044225901830941,,4.254145812941715,,2.344966405071318,,4.974013110913802,,8.8125,-0.10965625941753387,-0.004184162360616028,0.0446865088888444,1.4232505410909653,0.6648924350738525,0.910815417766571,0.4625488817691803,0.153816819190979,0.10774699598550797,1.4069592952728271,0.1950051486492157,1136,0.2536924481391907,5.867396354675293,0.016581891104578972,2326528,5826,1136,71,-96.68074,0.029372987675014884,-0.0012260235889698379,3.7220755770802496,-104.28926,0.017430234007770197,-0.0003406251034903107,3.1056679472327233,,,static,0.8856907813068814,0.8708389790116164,1.1485825083626482,0.0,-112.88629,2169.444792589598,-96.68074
15,1784863041.9264154,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.6989836032444146,,5.6129296944709495,,9.541887439787388,,0.8258507533464581,,3.8890494797669817,,1.7457504810299724,,4.701073070522398,,7.625,-0.09069741517305374,-0.0014809174463152885,0.014117210906988475,1.4246501214802265,0.5024493932723999,0.8553105592727661,0.2656599283218384,0.03097042813897133,0.08724672347307205,1.495269775390625,0.1906096488237381,1216,0.3816785216331482,5.205065727233887,0.01355484127998352,2490368,6145,1216,76,-91.374275,0.03323675162391737,-0.0005912376480409875,3.5972849130630493,-90.47103,0.009571328427409754,-0.000693594197218772,2.88969809114933,,,static,0.9467322170219816,1.0355113311880269,0.8117879739841712,0.0,-106.51428,2076.4521343395586,-91.374275
16,1784863120.219749,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.28115950524807,,6.593765197321773,,9.91756621724926,,1.052266437036451,,4.267300552106462,,2.068913406226784,,4.975048748776317,,8.3125,-0.04482888802886009,8.047817391343415e-05,0.008574158782721497,1.4160610511898994,0.7159086465835571,0.8795254826545715,0.5823953747749329,0.14737685024738312,0.18339242041110992,1.231569528579712,0.20481939613819122,1296,0.36459916830062866,5.68356466293335,0.013234476558864117,2654208,6419,1296,81,-92.15365,0.03867593844188377,-0.0006933774609933607,3.4973729819059374,-103.15566,0.013740739302011206,-0.0021104241357534194,2.660709123313427,,,static,0.9207812178189305,0.95376318512264,0.7347888071232649,0.0,-109.62846,2092.6437071300165,-92.15365
17,1784863197.5386918,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.522666549310088,,5.371316161006689,,9.465582836419344,,0.9075286313891411,,3.8383658747188747,,1.7626032429398037,,4.731307486305013,,7.5625,-0.12598039209842682,-0.022807190660387278,0.0024189297218981665,1.4104046747088432,0.7477461099624634,0.8577566742897034,0.6384317874908447,0.17590361833572388,0.0818391814827919,1.360214352607727,0.18749001622200012,1376,0.3774052560329437,5.145234107971191,0.03991134464740753,2818048,6712,1376,86,-85.99199,0.036918808950576934,-0.0009232582684489899,3.347684179246426,-91.820274,0.021111111185746267,-0.00041454583551967514,2.468687225878239,,,static,1.033068660979998,1.0934384213956947,0.6640018049005709,0.0,-121.615845,2119.01442585376,-85.99199
18,1784863274.2949204,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.154156939825043,,6.094530766829848,,9.745991163770668,,1.0823558360571042,,4.034232809673995,,2.030499156215228,,4.867704147472978,,8.3125,-0.06623310595750809,-0.003079248359426856,0.0062753590536885895,1.40284014493227,0.6018796563148499,0.8972209095954895,0.3912670612335205,-0.15049336850643158,0.10915675759315491,1.35952627658844,0.18517351150512695,1456,0.4098774492740631,5.540246486663818,0.02214531973004341,2981888,6968,1456,91,-84.71111,0.034034077206160876,-0.0012662214357987978,3.2232117488980294,-92.278,0.010278847723384388,-0.0016598962261923588,2.226970325410366,,,static,0.922338207378151,1.132334494925368,0.7889066766137106,0.0,-131.91405,2134.5498511483534,-84.71111
19,1784863351.259315,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.874806376290508,,5.921236184192821,,9.775974814780056,,1.1079734709346667,,4.01584461145103,,2.101883617724525,,4.902405763277784,,8.1875,-0.08449745178222656,-6.522645708173513e-05,0.0013562467011070112,1.4065549671649933,0.5610745549201965,0.8643568754196167,0.3757982552051544,-0.014809686690568924,0.08514144271612167,1.4447777271270752,0.17282027006149292,1536,0.42551249265670776,5.485952854156494,0.011835246346890926,3145728,7194,1536,96,-88.89206,0.027495069522410633,-0.0014781364632654003,3.157351367175579,-78.54891,0.008232766915170942,-0.00046991620474727823,1.9379493564367294,,,static,0.9863300629532012,1.1291579062719763,0.7123981627867304,0.0,-101.9989,2128.776435578619,-88.89206
20,1784863427.0839906,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.262034486746415,,6.056893311906606,,9.828876016661525,,0.9577224985696375,,4.203442784957588,,2.147188309529156,,4.913102789316326,,8.0625,-0.057579755783081055,0.0005136929685249925,0.02918960733222775,1.3985407389700413,0.6485571265220642,0.9488537311553955,0.5104909539222717,-0.09010740369558334,0.10876400023698807,1.0502718687057495,0.20175409317016602,1616,0.393078088760376,5.553969860076904,0.014816741459071636,3309568,7432,1616,101,-85.69377,0.027435198321472853,-0.0014984201232437044,3.04449173361063,-68.63025,0.017794054292608052,-0.002800298825604841,1.7398728542029858,,,static,1.0051243709632247,1.2665902670834348,0.8674712549373071,0.0,-104.85185,2160.7742504896246,-85.69377
21,1784863504.62369,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.999838353134692,,5.999287741375156,,9.751837821677327,,0.988742689602077,,3.8887289701087866,,1.9535861653566826,,4.855184969026595,,8.0625,-0.05760575830936432,-0.00811617512954399,0.004057890586409485,1.3980656638741493,0.5732979774475098,0.9563219547271729,0.4756740927696228,-0.006707215681672096,0.07467225939035416,1.2352180480957031,0.16811253130435944,1696,0.3877285420894623,5.43746280670166,0.02684822678565979,3473408,7647,1696,106,-77.78163,0.026561505126301198,-0.0006379022146575153,2.941725693643093,-73.82095,0.011836011122795753,-0.0011828411727037747,1.5489796906709672,,,static,1.0652021441322137,1.1907548667348202,0.7507109490141358,0.0,-108.264244,2112.9830312682566,-77.78163
22,1784863581.3091109,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.31349167600274,,6.390334763564169,,9.871826338523533,,1.1275306048064522,,4.159080509096384,,2.062151164514944,,4.924797985702753,,8.375,-0.09045834094285965,0.00031125039095059037,0.012390906980726868,1.398881684988737,0.49167561531066895,1.0295069217681885,0.35313498973846436,0.051640257239341736,0.06810746341943741,0.9681811332702637,0.17950277030467987,1776,0.385363906621933,5.653026103973389,0.017781006172299385,3637248,7837,1776,111,-83.943375,0.01686353425029665,-0.001239157826785231,2.8547005698084833,-70.342094,0.008613274482195265,-0.0006570328507223167,1.4183650933206082,,,static,1.2284350361739744,1.411664910536039,0.7390635257875482,0.0,-127.23196,2136.519923644951,-83.943375
23,1784863657.4313772,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.078159187920392,,6.263444685377181,,9.890711201354861,,0.9734428664669394,,4.022220775252208,,2.07456226676004,,4.9306625123135746,,8.3125,-0.05429945886135101,-0.00022407920914702117,0.04155237019585911,1.4082580097019672,0.4518834054470062,0.8508114218711853,0.2975079119205475,-0.02867813967168331,0.13850322365760803,0.9528820514678955,0.17341674864292145,1856,0.41192394495010376,5.568212985992432,0.012586044147610664,3801088,8005,1856,116,-77.361725,0.01314686588011682,-0.000854692132998025,2.743689352273941,-71.39407,0.004718909773509949,-0.0012059797169058583,1.196127676963806,,,static,1.053584124988698,1.4731432126582575,1.0988597488950447,0.0,-94.18723,2152.3269015540827,-77.361725
24,1784863733.791801,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.589184055570513,,5.728554043918848,,9.617151146754622,,0.8181237005628645,,3.745703922584653,,1.8368086647242308,,4.766657018801197,,7.6875,-0.089057557284832,-0.0020677921129390597,0.0034611958617460914,1.404572505503893,0.38819777965545654,0.9176663756370544,0.31402939558029175,0.038781553506851196,0.14858660101890564,0.8141947984695435,0.18203555047512054,1936,0.42067617177963257,5.223710060119629,0.010147924534976482,3964928,8201,1936,121,-87.21544,0.015652921138098463,-0.0007003267412073911,2.6580283850431443,-53.10401,0.003657197454595007,0.000604412610118743,1.0625979438424111,,,static,1.2121176975048746,1.7106808896530505,0.6273997574970747,0.0,-106.73611,2145.6139494427025,-87.21544
25,1784863809.544131,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.902394349919632,,6.069845520891249,,9.389347190968692,,0.8361732222838327,,3.8364458377473056,,1.8650605140719563,,4.7185507118701935,,7.5,0.0007331203669309616,-0.007918039802461863,0.011204078764421865,1.4065287709236145,0.41556137800216675,0.8610725998878479,0.26150017976760864,-0.07101832330226898,0.351691335439682,0.9125158786773682,0.17307201027870178,2016,0.41319018602371216,5.2647271156311035,0.00973697192966938,4128768,8370,2016,126,-74.71486,0.011705141843413003,-7.079296483425424e-05,2.5646577790379523,-50.942833,0.002754472477681702,-0.0008085319088422694,0.8050401750952005,,,static,1.2078427797482085,1.6202884773660249,0.6059206621594736,0.0,-88.38952,2162.837795201597,-74.71486
26,1784863887.0127664,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.229724473785609,,6.111021613120101,,9.70262228930369,,1.1671697467681952,,4.074139692354947,,2.181535001611337,,4.826188785023987,,8.375,0.034468889236450195,0.00048316066386178136,0.08841867290902883,1.4028232619166374,0.5849032402038574,0.8593627214431763,0.4813407361507416,-0.10031477361917496,0.40187445282936096,0.9476355314254761,0.15704390406608582,2096,0.4299464821815491,5.583425521850586,0.019350972026586533,4292608,8559,2096,131,-75.23936,0.013864508754340931,-0.0010488087515113874,2.486151748895645,-73.40912,0.013440635779988951,-0.0012654909151024185,0.7048151966184377,,,static,1.1262259140701034,1.4635153896537951,1.5053216252307071,0.0,-101.99672,2114.9215046181675,-75.23936
27,1784863962.9403112,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.946738430822734,,6.059108376968652,,9.761758544133045,,0.9508803145727143,,3.9176485620846506,,1.9630869468674064,,4.894677915261127,,7.8125,-0.04887695983052254,-0.009969531674869359,0.0013100089199724607,1.3987916223704815,0.5240916013717651,0.9227850437164307,0.3289244472980499,0.02839169278740883,0.11176883429288864,0.8819092512130737,0.1537754088640213,2176,0.40610912442207336,5.413300037384033,0.019304456189274788,4456448,8735,2176,136,-76.62381,0.014708954945672304,-0.00039894444780657067,2.332862748205662,-69.10888,0.011599297690554521,-0.0011777838575653733,0.5786510061472654,,,static,1.233759914337431,1.3661764822282048,0.7768666337198185,0.0,-93.840805,2157.8456693200146,-76.62381
