# _tick,_time,plr_track_ground_roughness,track_ground_roughness,plr_track_student_ground_roughness,track_student_ground_roughness,plr_track_pit_gap_low,track_pit_gap_low,plr_track_student_pit_gap_low,track_student_pit_gap_low,plr_track_pit_gap_high,track_pit_gap_high,plr_track_student_pit_gap_high,track_student_pit_gap_high,plr_track_stump_height_low,track_stump_height_low,plr_track_student_stump_height_low,track_student_stump_height_low,plr_track_stump_height_high,track_stump_height_high,plr_track_student_stump_height_high,track_student_stump_height_high,plr_track_stair_height_low,track_stair_height_low,plr_track_student_stair_height_low,track_student_stair_height_low,plr_track_stair_height_high,track_stair_height_high,plr_track_student_stair_height_high,track_student_stair_height_high,plr_track_stair_steps,track_stair_steps,plr_track_student_stair_steps,track_student_stair_steps,plr_track_ued_ground_roughness,track_ued_ground_roughness,plr_track_ued_pit_gap_low,track_ued_pit_gap_low,plr_track_ued_pit_gap_high,track_ued_pit_gap_high,plr_track_ued_stump_height_low,track_ued_stump_height_low,plr_track_ued_stump_height_high,track_ued_stump_height_high,plr_track_ued_stair_height_low,track_ued_stair_height_low,plr_track_ued_stair_height_high,track_ued_stair_height_high,plr_track_ued_stair_steps,track_ued_stair_steps,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,dces_l_pi,dces_l_delta,dces_l_tot,dces_q_delta,dces_q_delta_std,dces_w1,dces_w2,dces_buf,dces_c_std,dces_c_absmean,dces_reg_std,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,dps_mode,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:BipedalWalker-MADS-Hard-Eval-v0,test_returns:BipedalWalker-MADS-Hard-Eval-v0,sps,target_agent_return
0,1784861878.3942676,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.633700551348738,,5.4778640158474445,,9.503262209706008,,0.7736851830850355,,3.884127721641562,,1.765573728363961,,4.74512336589396,,7.625,-0.13115479052066803,0.0006423232262022793,0.13006100431084633,1.419154830276966,0.9933656454086304,0.0,1.0008260011672974,-0.047012247145175934,0.003756654215976596,0.700956404209137,0.5899293422698975,16,0.365970253944397,5.176042079925537,0.5117347836494446,32768,495,16,1,-113.719826,0.4543093340471387,-0.001625784829229815,5.677921691536904,-108.92644,0.5294457418844104,-0.0029409663795377126,5.680707636475563,,,static,0.3745828270183603,0.39352836384694234,1.5358769416841653,0.0,-106.64669,2016.0310158504867,-113.719826
1,1784861957.7975755,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.34809351619333,,5.558997332118452,,9.342952887061983,,0.8852362397446996,,3.6821767592373362,,1.67181645805249,,4.713792335242033,,7.375,-0.17084698379039764,-0.0014111602795310318,0.039145833521615714,1.4238503985106945,0.9342314004898071,0.9355784058570862,0.8705018758773804,-0.010940711945295334,0.0027851168997585773,0.7669234871864319,0.5610642433166504,96,0.341335266828537,5.0722575187683105,0.10741560161113739,196608,2448,96,6,-128.66185,0.13454467286355792,-0.009248468137229793,5.655024516582489,-124.95046,0.1413908960763365,-0.005068708062754013,5.660174214839936,,,static,0.41968622543678646,0.41364268994087877,1.0637428390345527,0.0,-113.314514,2063.3910322853517,-128.66185
2,1784862035.2765481,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.878134319049423,,5.687329753302038,,9.542359480401501,,0.8984965693671256,,3.8580493253539316,,1.793609714251943,,4.781430589035153,,7.3125,-0.13038121163845062,-0.033049114936147816,0.0008131950544338906,1.4254266284406185,0.9640384912490845,0.9345128536224365,0.9240285158157349,0.00024661095812916756,0.0046699256636202335,0.8526005148887634,0.570132851600647,176,0.37081003189086914,5.21898889541626,0.034314803779125214,360448,2811,176,11,-185.60896,0.029195436195004733,-0.0035250553330115507,5.607243975996971,-130.7684,0.03217379497364163,-0.0032389820655225774,5.591983842849731,,,static,0.33977376657194547,0.37356495944849016,0.6126666969105381,0.0,-143.00015,2114.6383190078427,-185.60896
3,1784862114.2404025,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.250330065609887,,6.0257669852580875,,9.776653315871954,,1.159363960963674,,4.195071185735287,,2.080070210620761,,4.855804152553901,,8.0625,-0.11983463168144226,-0.0023102256818674505,0.0007016316703811754,1.421314224600792,0.9136872291564941,0.931833028793335,0.8217468857765198,-0.020590201020240784,0.00969952717423439,1.0688310861587524,0.5077530145645142,256,0.43939176201820374,5.550694942474365,0.025686943903565407,524288,3026,256,16,-117.562584,0.007478543987963349,-0.005835938159725629,5.436632484197617,-132.95398,0.014967404556227849,-0.0021972269692923873,5.481542778015137,,,static,0.4367385009129512,0.40571555245463564,0.7082143579488738,0.0,-139.14104,2074.873364869424,-117.562584
4,1784862191.5832624,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.943154440727085,,6.195906237699091,,9.822179665614385,,1.0758254053071141,,3.9681432431098074,,2.0272052153013647,,4.813502532429993,,8.0625,-0.09865184128284454,-0.01605058740824461,0.0013298991698320606,1.4076675772666931,0.8406343460083008,0.9243861436843872,0.6456615328788757,0.0023212824016809464,0.023501060903072357,1.5612069368362427,0.423776775598526,336,0.4205529987812042,5.488552093505859,0.03256591409444809,688128,3220,336,21,-156.92899,0.00928913073730655,-0.0019275413622381165,5.297470161318779,-124.005775,0.015481003577588127,-0.002121585636632517,5.272138434648514,,,static,0.4258418019396924,0.41508630751519054,0.7036516407731872,0.0,-124.07007,2118.359485558218,-156.92899
5,1784862268.802567,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.40215785347391,,6.372027402801905,,9.86262007971527,,1.2368649309501052,,4.133201016345993,,2.049640410579741,,4.93763547972776,,8.1875,-0.08834344148635864,-0.009750184137374163,0.01589751691062702,1.4024901501834393,0.7038645148277283,0.9117740988731384,0.32729899883270264,0.00954713299870491,0.05635971575975418,2.438544750213623,0.34396421909332275,416,0.3801092803478241,5.647706508636475,0.02060474082827568,851968,3421,416,26,-134.50458,0.009833172798971645,-0.003235816398228053,5.102728614211083,-123.55232,0.018325026327511297,-0.0020547191947116517,5.08085443675518,,,static,0.46198117946009776,0.4493834298297788,0.9254147107963224,0.0,-124.64182,2121.7496325394463,-134.50458
6,1784862347.0264316,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.562632413581014,,5.945660499390215,,9.774234723299742,,0.9800374267360894,,3.9422765830531716,,1.9817642311099917,,4.831900626886636,,7.8125,-0.07133768498897552,-0.005568907508859411,0.0013548332499340177,1.3989837169647217,0.6376804113388062,0.8993750810623169,0.29764634370803833,0.04438150301575661,0.07419788837432861,2.7416000366210938,0.29656195640563965,496,0.3748665153980255,5.353875637054443,0.021338017657399178,1015808,3640,496,31,-135.36037,0.014261249272385612,-0.0014797346346313133,4.923553344607353,-124.97124,0.023145835020113737,-0.001802423874323722,4.878320643305779,,,static,0.528177562223412,0.5276668619919147,0.7180379866107388,0.0,-118.14315,2094.5013864714792,-135.36037
7,1784862424.1088688,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.715868917061016,,5.612376591423526,,9.405218358733691,,0.6520114736049436,,3.683883478923235,,1.7330212816596031,,4.660644474439323,,7.4375,-0.1038581132888794,-0.012322179332841188,0.10438069235533476,1.4100949950516224,0.67976313829422,0.8797432780265808,0.3928339183330536,0.06782139837741852,0.14346803724765778,2.364891529083252,0.3098733127117157,576,0.35661497712135315,5.112565517425537,0.02959473989903927,1179648,3848,576,36,-143.51936,0.015971235564211383,-0.0020734426405397246,4.74298620223999,-116.504745,0.016105527261970565,-0.0009847858331340832,4.6570742458105086,,,static,0.5508554252513402,0.5519278553020823,1.5552978883660968,0.0,-133.35915,2125.5163543285553,-143.51936
8,1784862502.3716583,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.406342985341325,,6.3431986179202795,,9.903188701719046,,1.1543541839928366,,4.258375141769648,,2.211392638273537,,4.927976449718699,,8.3125,-0.03758208453655243,-0.0018792592454701662,0.003039577462914167,1.4175249375402927,0.7514411211013794,0.8523693084716797,0.5576236844062805,-0.12902744114398956,0.1828092485666275,1.9715442657470703,0.2953731417655945,656,0.3707193434238434,5.689666271209717,0.018597524613142014,1343488,4073,656,41,-117.88768,0.018702189228497444,-0.0015026530440081843,4.592133802175522,-116.44564,0.00886599843215663,-0.0018730521711404434,4.4230503141880035,,,static,0.5884889102875519,0.5641595706123721,0.6025168828775385,0.0,-129.08475,2093.4599247181263,-117.88768
9,1784862578.228812,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.374309384962544,,6.149894270114601,,9.945763524621725,,1.1698431810364127,,4.21427955199033,,2.2559839016757905,,4.900823173113167,,8.1875,-0.03481852263212204,-0.002228123019449413,0.04527321699424647,1.4123508371412754,0.6903217434883118,0.8901307582855225,0.512161135673523,-0.1180235743522644,0.17717230319976807,1.8433048725128174,0.28817057609558105,736,0.3858606219291687,5.649799346923828,0.013867611065506935,1507328,4326,736,46,-114.97664,0.019395734695717693,-0.001848557531775441,4.4301318526268005,-125.75655,0.010008032052428461,-0.0013889516776544042,4.189775773882866,,,static,0.602846583516067,0.6556396839813735,1.187642208665077,0.0,-105.823326,2159.8490815702257,-114.97664
