# _tick,_time,plr_track_ground_roughness,track_ground_roughness,plr_track_pit_gap_low,track_pit_gap_low,plr_track_pit_gap_high,track_pit_gap_high,plr_track_stump_height_low,track_stump_height_low,plr_track_stump_height_high,track_stump_height_high,plr_track_stair_height_low,track_stair_height_low,plr_track_stair_height_high,track_stair_height_high,plr_track_stair_steps,track_stair_steps,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:BipedalWalker-MADS-Hard-Eval-v0,test_returns:BipedalWalker-MADS-Hard-Eval-v0,target_agent_return,target_solved_rate,sps
0,1784900015.413005,,4.5974424527958035,,2.3528930894099176,,5.405728849582374,,1.46618418439175,,3.01342710852623,,0.9395454832701944,,3.002246869727969,,5.0,0.0,0.0,0.0,0.0,32768,56,16,1,-108.760605,0.17345768674276768,-0.003135006174852606,5.667807361483574,0,0.0,0.0,0.0,,,0.3789170138272207,0,0,0.0,-143.56497,-143.56497192382812,0.0,3584.509450868386
1,1784900053.679282,,5.490371873602271,,4.19021311448887,,7.030131109058857,,0.9806027499917036,,2.030925555154681,,1.3829288445413113,,3.1718760263174772,,4.625,0.0,0.0,0.0,0.0,196608,302,96,6,-110.0588,0.11891493480652571,-0.002762993307260331,5.643781703710556,0,0.0,0.0,0.0,,,0.35472421514096064,0,0,0.0,-111.83956,-111.83956146240234,0.0,4281.576531637237
2,1784900093.44219,,5.936311949044466,,3.9645314356312156,,7.139130625873804,,1.7732279689516872,,3.16034993622452,,2.215911482926458,,3.966003442183137,,4.625,0.0,0.0,0.0,0.0,360448,520,176,11,-107.99111,0.10477221561595798,-0.002967204592277994,5.617105641961098,0,0.0,0.0,0.0,,,0.35402587278410425,0,0,0.0,-115.22091,-115.22090911865234,0.0,4120.422992162034
3,1784900134.745312,,5.342696402221918,,3.618703526444733,,6.953673427924514,,1.429278064169921,,3.335654465481639,,1.6073801750826533,,3.065736540593207,,4.75,0.0,0.0,0.0,0.0,524288,716,256,16,-106.04336,0.07910314647015185,-0.0031006320627056994,5.525008228421211,0,0.0,0.0,0.0,,,0.3858593080001039,0,0,0.0,-108.738075,-108.73807525634766,0.0,3966.7703713770634
4,1784900176.1594386,,5.992092220112681,,2.5779300555586815,,6.507043354213238,,1.3164757686899975,,3.463043188676238,,1.8870681873522699,,3.2834078557789326,,3.4375,0.0,0.0,0.0,0.0,688128,849,336,21,-103.97893,0.05386120532639325,-0.0028307018568739296,5.411836382746697,0,0.0,0.0,0.0,,,0.41039150932910784,0,0,0.0,-142.42598,-142.4259796142578,0.0,3956.1419992416554
5,1784900216.5285974,,6.4577616192400455,,3.4428382490295917,,6.748078353703022,,1.1458878556732088,,3.2398980809375644,,2.019641251536086,,3.272751495242119,,5.1875,0.0,0.0,0.0,0.0,851968,945,416,26,-105.42253,0.043197999126277864,-0.002214415853086393,5.288229662179947,0,0.0,0.0,0.0,,,0.4304693305458457,0,0,0.0,-132.43098,-132.4309844970703,0.0,4058.5436816927195
6,1784900256.7422748,,5.997367408126593,,3.9277576259337366,,7.56956497207284,,1.5253084246069193,,3.1643979344516993,,1.7361536889802665,,3.7068874947726727,,4.3125,0.0,0.0,0.0,0.0,1015808,1023,496,31,-107.58225,0.047773801314178854,-0.0030151794650009832,5.134692248702049,0,0.0,0.0,0.0,,,0.4421335559170535,0,0,0.0,-137.8398,-137.8397979736328,0.0,4074.236387071739
7,1784900296.4189775,,6.418406653392594,,2.8729719010880217,,6.480204556137323,,2.3827015061397105,,3.2327526016160846,,1.8167567881118885,,3.0818755365908146,,4.8125,0.0,0.0,0.0,0.0,1179648,1077,576,36,-102.34532,0.0277718634926714,-0.002069307157944422,4.942199450731278,0,0.0,0.0,0.0,,,0.4654019182137249,0,0,0.0,-139.23776,-139.23776245117188,0.0,4129.372675825776
8,1784900336.3750007,,5.439461576752365,,4.268587630940601,,6.960537247359753,,1.2624293536646292,,2.7722569659817964,,1.2691804161295295,,2.8016190184280276,,5.6875,0.0,0.0,0.0,0.0,1343488,1128,656,41,-101.27902,0.035846435860730705,-0.002262143611733336,4.75567393898964,0,0.0,0.0,0.0,,,0.516330035608697,0,0,0.0,-118.36851,-118.3685073852539,0.0,4100.511473962223
9,1784900374.467792,,4.399642276694067,,4.739313223399222,,7.395384069532156,,2.1425932756392285,,3.25066524092108,,1.0874466702807695,,3.619429995305836,,4.125,0.0,0.0,0.0,0.0,1507328,1184,736,46,-101.27232,0.0499311993829906,-0.0024248987690953074,4.569955238699913,0,0.0,0.0,0.0,,,0.5439084911940775,0,0,0.0,-117.883286,-117.88328552246094,0.0,4301.07038239695
10,1784900412.279313,,6.258994380768854,,3.2739245146512985,,6.232506060041487,,1.9841632386669517,,3.6862599616870284,,1.3328792236279696,,3.2537413435056806,,4.1875,0.0,0.0,0.0,0.0,1671168,1246,816,51,-100.0892,0.05894472082145512,-0.0022086181706981733,4.4038788884878155,0,0.0,0.0,0.0,,,0.5912762632783866,0,0,0.0,-111.97158,-111.9715805053711,0.0,4333.073257376844
11,1784900452.2602859,,4.367378377792193,,2.399330059415661,,6.869773995131254,,1.276488903677091,,3.2254322804510593,,1.3619273842778057,,2.5849272578489035,,5.3125,0.0,0.0,0.0,0.0,1835008,1310,896,56,-95.852066,0.06565818742383271,-0.0018565599370049314,4.263952058553696,0,0.0,0.0,0.0,,,0.5964549766503228,0,0,0.0,-94.228,-94.22799682617188,0.0,4097.947891300062
12,1784900490.1178677,,4.986031709704548,,3.2864097665878944,,6.355167841538787,,1.8116482221375918,,3.2827319856733084,,2.176665528677404,,4.0388780646026134,,4.8125,0.0,0.0,0.0,0.0,1998848,1375,976,61,-93.4038,0.057551545766182245,-0.002249572590517346,4.1139250040054325,0,0.0,0.0,0.0,,,0.6692994983306837,0,0,0.0,-93.54594,-93.54593658447266,0.0,4327.798321300941
13,1784900529.403984,,4.511471218429506,,2.0917288190685213,,6.450331415981054,,2.0676448778249323,,3.885546177625656,,1.4745213069343777,,3.2276687398552895,,4.1875,0.0,0.0,0.0,0.0,2162688,1446,1056,66,-95.474754,0.06449017624836414,-0.002325045675388537,4.017015492916107,0,0.0,0.0,0.0,,,0.670966481552014,0,0,0.0,-113.6943,-113.69429779052734,0.0,4170.431985034819
14,1784900569.1693635,,3.5590923852214473,,2.504697480762843,,7.730977963656187,,1.5811294627201278,,3.6875910963863134,,1.2608711447683163,,3.491928174626082,,4.625,0.0,0.0,0.0,0.0,2326528,1516,1136,71,-95.33241,0.07307104214560241,-0.00228450394643005,3.872274149954319,0,0.0,0.0,0.0,,,0.7242827021407021,0,0,0.0,-100.724754,-100.7247543334961,0.0,4120.16478883784
15,1784900606.9033852,,4.2435147310607135,,3.289629267528653,,6.804733611643314,,1.4000416584894992,,3.603137913160026,,1.809528130106628,,3.07513109408319,,5.0,0.0,0.0,0.0,0.0,2490368,1590,1216,76,-96.79028,0.07844077479094266,-0.002154028058430413,3.769363224506378,0,0.0,0.0,0.0,,,0.7661298798228643,0,0,0.0,-95.42711,-95.42710876464844,0.0,4341.971096005061
16,1784900647.094563,,3.73193712963257,,2.0117338915588334,,6.215518806129694,,1.6271365864668041,,3.5843603778630495,,1.1651212169090286,,3.006360464496538,,4.3125,0.0,0.0,0.0,0.0,2654208,1665,1296,81,-88.186554,0.06836238789837808,-0.0022665055861580186,3.6104904413223267,0,0.0,0.0,0.0,,,0.7527296433325537,0,0,0.0,-83.790634,-83.79063415527344,0.0,4076.516336337712
17,1784900685.594685,,4.002809822559357,,2.44870733236894,,6.716534555889666,,1.3109282901859842,,3.193978974595666,,1.854594979668036,,3.236122098751366,,4.9375,0.0,0.0,0.0,0.0,2818048,1732,1376,86,-87.5366,0.08103115907870233,-0.0023220218557980844,3.505487026274204,0,0.0,0.0,0.0,,,0.8056283628524514,0,0,0.0,-104.119125,-104.11912536621094,0.0,4255.5708008518295
18,1784900728.5952628,,4.830504767596722,,2.277255833032541,,6.703713890165091,,0.9938871725171339,,3.3662402420304716,,1.495485981940874,,3.301604059524834,,5.0625,0.0,0.0,0.0,0.0,2981888,1803,1456,91,-91.491356,0.06707067082170397,-0.0012783862184733152,3.3808910444378855,0,0.0,0.0,0.0,,,0.8828081211770471,0,0,0.0,-129.0167,-129.01669311523438,0.0,3810.1809934530443
19,1784900767.6365619,,4.104205220937729,,3.309784753364511,,7.1866074576973915,,1.9171027251286432,,3.6841754615306854,,1.9258849858306348,,3.3256027672905475,,4.875,0.0,0.0,0.0,0.0,3145728,1879,1536,96,-89.18059,0.07528740386478602,-0.0013274026510771363,3.305049681663513,0,0.0,0.0,0.0,,,0.868200164778969,0,0,0.0,-99.221306,-99.22130584716797,0.0,4196.586298028767
20,1784900807.648586,,4.251085058785975,,3.247889944759663,,6.6988989524543285,,1.2868539697956294,,3.090079384855926,,1.8684262479655445,,3.800807474181056,,4.375,0.0,0.0,0.0,0.0,3309568,1949,1616,101,-85.34121,0.07454556627199053,-0.0008822174946544692,3.193748837709427,0,0.0,0.0,0.0,,,0.9081194262749619,0,0,0.0,-91.63941,-91.63941192626953,0.0,4094.7693692749503
21,1784900849.7692597,,6.294162111589685,,2.199379620142281,,6.486785691231489,,2.278263111365959,,3.8726468989625573,,1.6459463106002659,,3.2427911181002855,,5.375,0.0,0.0,0.0,0.0,3473408,2019,1696,106,-85.98662,0.07200668347068132,-3.880745643982664e-05,3.062911733984947,0,0.0,0.0,0.0,,,0.9845116280595174,0,0,0.0,-94.44041,-94.4404067993164,0.0,3889.7729800306447
22,1784900887.3348005,,4.826207132427953,,1.7476294288644567,,5.830973167903721,,1.4285029991879128,,3.3747121412307024,,1.5013930315035395,,3.195973578840494,,5.0,0.0,0.0,0.0,0.0,3637248,2091,1776,111,-85.18509,0.06402399539947509,-0.0010264290001941844,2.9563629984855653,0,0.0,0.0,0.0,,,1.0075952957289056,0,0,0.0,-89.19279,-89.19278717041016,0.0,4361.443863597303
23,1784900929.0721998,,4.941208983073011,,2.8409638557059225,,7.088679228909314,,1.2907204493421887,,3.4619079483672976,,1.4623691907036118,,3.075545122846961,,5.625,0.0,0.0,0.0,0.0,3801088,2166,1856,116,-85.93691,0.07633188525214792,-0.000509246761794202,2.864059630036354,0,0.0,0.0,0.0,,,0.9958234261499161,0,0,0.0,-96.71452,-96.71452331542969,0.0,3925.5012887372977
