# _tick,_time,plr_track_area,track_area,plr_track_perimeter,track_perimeter,plr_track_amplitude,track_amplitude,plr_track_convex,track_convex,plr_track_notches,track_notches,plr_track_complexity,track_complexity,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,dps_lambda_skill,dps_lambda_target,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:CarRacingF1-Germany-v0,test_returns:CarRacingF1-Germany-v0,sps,target_agent_return
110,1784648006.9197962,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,-0.08349286764860153,0.00038718938594684005,0.21668526262510568,1.415045153349638,1102000,3259,8816,551,305.0113,0.04506085638422519,-0.026323332531319465,-2.491182804107666,273.40927,0.02946578699629754,-0.01182561730456655,-2.506426766514778,,,0.95,0.88,4.843625631373153,4.090835701185488,0.8400807793570104,1.0,570.35504,35.56738106353181,570.35504
111,1784648265.5567732,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,-0.3634968101978302,-0.0055542769259773195,0.40948483697138727,1.4155818745493889,1112000,3285,8896,556,308.39716,0.03795936837559566,-0.023331672095082467,-2.4686227291822433,264.23758,0.04255002539139241,-0.0211402015756903,-2.474414348602295,,,0.95,0.88,5.011320192615578,5.054058469716895,1.0933487899367451,,,38.6642316820491,
112,1784648522.8649921,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,-0.4840279519557953,-0.0037803153973072767,0.36555009451694787,1.4044827222824097,1122000,3303,8976,561,219.52133,0.0204292913840618,-0.02771727020444814,-2.4746440947055817,258.0855,0.04101560317212716,-0.014910035975844949,-2.484218016266823,,,0.95,0.88,5.070873902662112,4.57047075965083,0.9213339879646789,,,38.86389660233602,
113,1784648779.2087224,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,-0.42895030975341797,-0.0019155581248924136,0.49329678574576974,1.411225188523531,1132000,3326,9056,566,234.31912,0.04593076813034713,-0.02460567908565281,-2.47067728638649,227.44467,0.043944620876573026,-0.01689702291332651,-2.4814848825335503,,,0.95,0.88,4.9704330262973855,4.514874988178553,1.0258798748056952,,,39.01012168167579,
114,1784649037.463922,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,0.22950126230716705,-0.011832016869448125,0.022458705672761425,1.4152598045766354,1142000,3348,9136,571,307.64755,0.02751691613229923,-0.020772591877175728,-2.527594029903412,318.13007,0.011961815529502928,-0.0069760137412231416,-2.5172559544444084,,,0.95,0.88,5.226770561869234,5.686010352183414,0.7659580163258666,,,38.721388570625614,
115,1784649315.4736962,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,-0.029366515576839447,-0.001031836960464716,0.10663282498717308,1.4122261442244053,1152000,3361,9216,576,350.34808,0.008880684865289368,-0.021336783276638016,-2.493994228541851,299.57977,0.02505521778948605,-0.014860040676467179,-2.475127063691616,,,0.95,0.88,5.871456005694518,5.901599412800255,1.0529533085917682,1.0,622.4986,35.969958077708796,622.4986
116,1784649569.4598694,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,-0.19586043059825897,-0.003503876185277477,0.14876109140459448,1.409063410013914,1162000,3373,9296,581,303.33194,0.01714305646601133,-0.018614395670738304,-2.5656878277659416,298.27472,0.02016646257834509,-0.021419972508738283,-2.50481990724802,,,0.95,0.88,4.828755239041859,4.496941562522219,0.8687213301124541,,,39.372222225001856,
117,1784649826.3398278,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,-0.26171576976776123,-0.0028065198566764593,0.2808454716578126,1.4093529060482979,1172000,3392,9376,586,285.1468,0.024560880672652274,-0.017592054238775745,-2.5424643382430077,363.07504,0.028282787883654237,-0.017912294279085472,-2.5078976824879646,,,0.95,0.88,6.153612728052364,5.071428865244754,0.657865526449453,,,38.92868895625607,
118,1784650082.494321,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,-0.21781094372272491,0.000755855580791831,0.1730998369748704,1.416766468435526,1182000,3402,9456,591,312.3333,0.01327817325363867,-0.004257873630095332,-2.596427731215954,304.62668,0.02321755897719413,-0.025530354607326444,-2.5399864688515663,,,0.95,0.88,7.476090098349251,5.884563947075388,0.7049158618642342,,,39.03894032419144,
119,1784650340.3702936,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,0.05488772317767143,-0.0006579125765711069,0.10235748483682983,1.422094937413931,1192000,3411,9536,596,294.61945,0.020705022267065942,-0.02232229359651683,-2.5833210721611977,244.7978,0.014192575152264908,-0.018229171910206787,-2.5849627181887627,,,0.95,0.88,4.537568245210375,5.56780616677591,0.6667395426604718,,,38.77833323655042,
120,1784650619.973762,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,0.15272830426692963,-0.011678042879793793,0.1813361308304593,1.422413244843483,1202000,3429,9616,601,283.1666,0.009348903768113814,-0.0194930131547153,-2.607277564704418,210.23502,0.017503544950159267,-0.014749573097105895,-2.585774749517441,,,0.95,0.88,6.873389938930346,4.678052106502218,0.9907297733990843,1.0,594.69305,35.7649341381474,594.69305
121,1784650876.5160108,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,0.29553133249282837,0.0004826832446269691,0.04940947936847806,1.430710256099701,1212000,3443,9696,606,272.51855,0.027920309163164347,-0.018753870215732604,-2.5455278009176254,255.75546,0.015242498076986521,-0.028970762192329857,-2.541814625263214,,,0.95,0.88,5.066078301948078,5.749766828984679,1.0795378411310068,,,38.979934078587476,
122,1784651134.6400552,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,0.16746197640895844,0.000582776265218854,0.08854245045222342,1.424745000898838,1222000,3463,9776,611,267.01193,0.036918203404638916,-0.025554433261277154,-2.5920243114233017,267.01263,0.01897886276128702,-0.014424650482396828,-2.5982666686177254,,,0.95,0.88,4.967191869486085,5.399265473286224,0.7347785823502426,,,38.74106348537889,
123,1784651387.0653977,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,-0.27335137128829956,-0.0082571943057701,0.24103883933275938,1.4161894135177135,1232000,3474,9856,616,229.14787,0.027708475710824132,-0.012947780907779816,-2.5700348392128944,284.42642,0.026961027644574642,-0.012425791597706848,-2.572083815932274,,,0.95,0.88,5.542572568406925,6.102635109838474,0.7543044097536699,,,39.61567411641271,
124,1784651644.8359892,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,-0.05378616601228714,-0.00025340833235532045,0.08219239098252729,1.4139893017709255,1242000,3495,9936,621,287.4228,0.04060606751590967,-0.011638071824563667,-2.598210372030735,241.60684,0.023910573043394834,-0.01662909399601631,-2.581872448325157,,,0.95,0.88,6.525598650361442,4.712231288542132,1.0090713058331648,,,38.79418448930966,
125,1784651921.4520044,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,-0.3407505750656128,-7.802736945450306e-05,0.3035802834201604,1.419332779943943,1252000,3519,10016,626,206.89368,0.0341096076881513,-0.02436143781960709,-2.619430221617222,195.60619,0.03562415164196864,-0.005519947691936977,-2.5650996044278145,,,0.95,0.88,4.665617842521957,6.07713622110936,1.221487479383401,0.6666666666666666,411.9896,36.15119706235181,411.9896
126,1784652178.8606572,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,-0.5902706980705261,-0.001301577896811068,0.42742804158478975,1.41366745531559,1262000,3542,10096,631,294.3144,0.014208474283805117,-0.002999774180352688,-2.6187146678566933,252.98416,0.04958075436297804,-0.013135987592249876,-2.633655048906803,,,0.95,0.88,5.366612409815845,5.525495504826813,1.091958865134774,,,38.84873295637181,
127,1784652436.9944143,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,-0.5862194299697876,-0.0008008043514564633,0.43842037161812186,1.4136868566274643,1272000,3573,10176,636,326.44724,0.04342918569454923,-0.008993768309437655,-2.6450915187597275,269.21793,0.059968355926685035,-0.017422269796952605,-2.647214390337467,,,0.95,0.88,5.719968858038435,5.03909139518359,1.214773646516007,,,38.739605597984536,
128,1784652693.0820444,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,-0.42454391717910767,-0.0012513460824266076,0.3783097439445555,1.4221874363720417,1282000,3589,10256,641,300.8203,0.021356893033953384,-0.022037409788936202,-2.645662397146225,286.84256,0.036685806582681835,-0.02308122639078647,-2.6787810623645782,,,0.95,0.88,4.837029404566138,5.221080402264511,0.9614210264728873,,,39.049133300604744,
129,1784652950.5518317,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,0.401670902967453,0.0004552572499960661,0.08584844396682456,1.4245134443044662,1292000,3609,10336,646,312.31354,0.021205857396125793,-0.008693738975125598,-2.637444883584976,252.7792,0.016612850624369457,-0.02043151208818017,-2.6882225051522255,,,0.95,0.88,6.228721252006156,5.813904528503606,1.0673947427506818,,,38.83950892802505,
130,1784653228.6189911,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,0.06141135096549988,-0.0015085160266608,0.10400983691215515,1.432665605098009,1302000,3637,10416,651,293.59393,0.037897257250733674,-0.014863648902974091,-2.6592197194695473,318.84943,0.031253595429006964,-0.016855768250536585,-2.669180281460285,,,0.95,0.88,5.429698191549391,4.845672180921529,0.8956277393386733,1.0,494.80652,35.96253496575035,494.80652
131,1784653487.4996314,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,0.22357505559921265,0.00012623320799320936,0.21834115008823574,1.4318647794425488,1312000,3669,10496,656,307.20758,0.03663422155659646,-0.007264039503752429,-2.6982097402215004,379.26373,0.030525646347086877,-0.016272335109533742,-2.677040472626686,,,0.95,0.88,6.300645824751729,4.467262023959286,0.7238371068311873,,,38.627840254102104,
132,1784653748.0502486,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,0.2002432942390442,-0.0014028616133145988,0.145876593189314,1.4290018752217293,1322000,3696,10576,661,298.8308,0.04111767531139776,-0.020679356472101063,-2.7065915539860725,272.61978,0.014973065321100876,-0.014521107077598572,-2.678578458726406,,,0.95,0.88,5.22719394968377,5.269151356423043,0.9290981290100104,,,38.38025806700857,
133,1784654006.264735,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,0.022282153367996216,0.0003321733674965799,0.33178722439333797,1.4278741665184498,1332000,3724,10656,666,288.9324,0.04345616785576567,-0.02753181490697898,-2.7079445347189903,293.1139,0.03396080801030621,-0.02137259373557754,-2.6978416219353676,,,0.95,0.88,5.170765994681171,5.327855786235738,1.125630086318666,,,38.7274944253619,
134,1784654264.6861815,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,-0.9085994362831116,-0.007478189480025321,0.7653984138742089,1.431303109973669,1342000,3756,10736,671,321.6061,0.03280076140072197,-0.020282959289033897,-2.6706847101449966,297.83496,0.07559142471291125,-0.02613753785044537,-2.7133056297898293,,,0.95,0.88,4.40210196162437,5.676756035145047,1.254990022057699,,,38.69647842794405,
135,1784654543.6740355,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,-0.08817242085933685,-0.001054076594300568,0.29507092316634953,1.4251255504786968,1352000,3797,10816,676,314.19794,0.043016586219891906,-0.017274607373110484,-2.69160632789135,341.7105,0.0453814712818712,-0.02162981745277648,-2.660638801753521,,,0.95,0.88,5.47883900897262,6.052135846956021,1.0176590928871385,1.0,636.7014,35.843854442374926,636.7014
136,1784654803.332932,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,0.2759644389152527,0.0004837083979509771,0.2833373767789453,1.4324608333408833,1362000,3843,10896,681,350.85248,0.042464766127523035,-0.01909490697653382,-2.6609068885445595,336.20834,0.03085220279172063,-0.023654512013308704,-2.632885232567787,,,0.95,0.88,4.950289352373037,4.752222914779093,1.3311400199290042,,,38.512063801064684,
137,1784655061.9996393,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,0.054166264832019806,-0.015682954399380833,0.1463296810979955,1.4218472130596638,1372000,3873,10976,686,259.69598,0.02424449333921075,-0.02139339267159812,-2.6595384776592255,305.34204,0.025137991877272725,-0.01703840240588761,-2.680487297475338,,,0.95,0.88,4.5673577466553175,6.750295459136946,1.3727325362083067,,,38.65978776282496,
138,1784655322.2545748,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,-0.3870998024940491,-0.002837669337168336,0.45372600480914116,1.4173475690186024,1382000,3909,11056,691,301.20056,0.055279365042224526,-0.014420487506868085,-2.7046587094664574,257.81635,0.04559276229701936,-0.027987674140604213,-2.654544487595558,,,0.95,0.88,6.573712435182932,5.27833700797761,0.9982601850629758,,,38.42386294190142,
139,1784655580.608799,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,-0.07263462990522385,-0.00036457600072026253,0.20790150808170438,1.428936567157507,1392000,3941,11136,696,296.70386,0.044531917315907776,-0.012594607040227856,-2.6885467395186424,224.51257,0.029504541773349047,-0.015411131462315097,-2.707021377980709,,,0.95,0.88,10.905879086169662,5.277397194261555,0.7884747082379201,,,38.70654721909104,
140,1784655859.1636965,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,-0.02512713149189949,3.327408921904862e-05,0.25142940576188266,1.427032008767128,1402000,3974,11216,701,339.53943,0.047398536931723356,-0.019581500886488357,-2.687850348651409,220.05655,0.02902971743606031,-0.019149095616739942,-2.741727188229561,,,0.95,0.88,4.128602303314183,5.118347931922845,1.028415353667432,1.0,480.33667,35.899566439672036,480.33667
141,1784656116.2354512,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,-0.44256192445755005,4.6749599277973175e-05,0.47476049279794097,1.4238694123923779,1412000,4001,11296,706,332.95813,0.017865673318738118,-0.019187199661246268,-2.776196427643299,342.24506,0.048521215794608,-0.02194432241958566,-2.7704081758856773,,,0.95,0.88,5.070283594509656,6.283048913357019,1.1826840202756341,,,38.89964485307197,
142,1784656380.5830843,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,0.07078607380390167,0.00037994643207639456,0.15284094482194632,1.424315333366394,1422000,4029,11376,711,274.97015,0.0201124737795908,-0.019507568911649287,-2.722270682454109,359.43353,0.0273730032495223,-0.017502600621810416,-2.731580503284931,,,0.95,0.88,5.466275168874304,5.678578696781045,1.0251753481825392,,,37.828981144303235,
143,1784656647.616797,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,-0.39354267716407776,-0.0034218704095110297,0.3965345253236592,1.4180945008993149,1432000,4055,11456,716,322.2468,0.013272300770040601,-0.018631162696692627,-2.7024744004011154,285.792,0.041410103265661746,-0.021954337367787957,-2.7349420487880707,,,0.95,0.88,5.8459685544223685,5.163041883367816,1.060158056301523,,,37.44844962589406,
144,1784656910.781213,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,-0.3267771899700165,0.0001459378399886191,0.2592257132928353,1.4237681776285172,1442000,4072,11536,721,313.54868,0.012274765380425379,-0.015853245616199274,-2.735254593193531,306.42706,0.02575319237075746,-0.022052986563721788,-2.739204190671444,,,0.95,0.88,6.8940855856894485,4.575147704180706,0.7700643110228199,,,37.99905894207347,
145,1784657196.8930633,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,0.11839930713176727,-0.00516394292935729,0.16742312698625028,1.420785315334797,1452000,4102,11616,726,346.4013,0.03571370634017512,-0.013152710380381905,-2.7044349759817123,309.39252,0.025381514889886603,-0.010288911747920793,-2.7833525016903877,,,0.95,0.88,4.415263667098548,4.595806383889343,0.9464181209419221,0.6666666666666666,403.05435,34.9513653547853,403.05435
146,1784657462.1222928,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,-0.11334981769323349,-0.0022516417084261775,0.2891319391783327,1.4252605773508549,1462000,4131,11696,731,283.17657,0.029440027370583266,-0.009593471058906289,-2.728115938603878,299.39072,0.03251648845616728,-0.014753119623492239,-2.777375377714634,,,0.95,0.88,5.552268541994131,5.964326292015104,1.1076297952304581,,,37.70323502075138,
147,1784657725.629519,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,0.12805813550949097,-0.0021045185276307166,0.16581957309972495,1.4237999208271503,1472000,4147,11776,736,313.67883,0.027556499262573197,-0.012319969890086213,-2.7706798389554024,273.37387,0.031061460613273084,-0.005525542859686539,-2.8349590748548508,,,0.95,0.88,5.031027640660916,6.256411096775889,0.840370359280344,,,37.94962458724437,
148,1784657990.5475829,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,-0.5143492221832275,-0.0037324164295569062,0.6275305384770036,1.4390460960566998,1482000,4175,11856,741,378.79413,0.029340747685637325,-0.017890517649902904,-2.7600212544202805,271.70868,0.045395607710815966,-0.007387881055819889,-2.8362129107117653,,,0.95,0.88,5.261504556323242,7.006708421527127,0.8382872244990202,,,37.74751931512676,
149,1784658253.2224488,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,0.051647644490003586,0.0004032993456348777,0.23235167266102508,1.4240498282015324,1492000,4196,11936,746,244.64734,0.04328336572507396,-0.0017938416785909794,-2.772354729473591,313.07358,0.024511913798050955,-0.008283834194344308,-2.7890893667936325,,,0.95,0.88,6.470941941881796,5.892800688045233,0.9632765592797239,,,38.06987758001388,
150,1784658537.498792,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,0.22330626845359802,-0.006327117822365835,0.1529664193512872,1.4177038557827473,1502000,4216,12016,751,304.47635,0.04223616811214015,-0.022487437294330448,-2.7583634108304977,240.00058,0.02059809342608787,-0.01330173556925729,-2.7698682993650436,,,0.95,0.88,5.465272823569619,5.718213199148983,1.1927050628519993,1.0,630.2336,35.177039178612986,630.2336
151,1784658801.5760677,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,0.07549966871738434,0.0009600596968084574,0.22633910039439797,1.4198794476687908,1512000,4242,12096,756,265.68707,0.024314486887305975,-0.011588586916332133,-2.7461697161197662,351.51184,0.030324474966619164,-0.009434102968953084,-2.770350992679596,,,0.95,0.88,5.235799182811558,4.813634638456569,0.9704456189187215,,,37.86770319751143,
152,1784659067.134463,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,-0.2326928675174713,0.0001471411087550223,0.20959770143963397,1.4266608841717243,1522000,4270,12176,761,299.02042,0.027062917419243604,-0.01057220089569455,-2.7596287578344345,273.5788,0.02980926603777334,-0.01704359236100572,-2.7706649899482727,,,0.95,0.88,5.729916231721474,5.742154980329158,1.1060333449974435,,,37.65650200219943,
153,1784659330.911014,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,0.028316793963313103,-0.000518301036208868,0.15094499569386244,1.4288751184940338,1532000,4294,12256,766,292.22314,0.018537754978751764,-0.009934486395536624,-2.7167786434292793,355.39825,0.023950934875756502,-0.009341351164039224,-2.7594304382801056,,,0.95,0.88,7.3023929332300455,5.479778110859414,0.8778037113383956,,,37.910874710599984,
154,1784659592.9630244,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,-0.07718774676322937,0.0012409534538164735,0.2070283826906234,1.42852096632123,1542000,4307,12336,771,338.33368,0.027470413740957156,-0.01747865487686795,-2.748695433139801,298.1701,0.02419356652535498,-0.02190748518478358,-2.778000645339489,,,0.95,0.88,5.049205879062937,5.346002624962967,0.7964374909823595,,,38.160363682979984,
155,1784659876.0198746,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,-0.46566852927207947,-0.0048950446653179824,0.3216543095186353,1.433988731354475,1552000,4332,12416,776,331.79767,0.04233501775888726,-0.01762372414668789,-2.766208417713642,318.9949,0.036270929558668286,-0.020411119734490057,-2.7909609228372574,,,0.95,0.88,5.326794912837789,6.729752526704037,1.2243586317228514,1.0,609.4296,35.32859279773212,609.4296
156,1784660138.2861333,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,-0.0004791170358657837,-0.006124884763266891,0.15353655949002132,1.4300661385059357,1562000,4349,12496,781,290.19354,0.03189650987042114,-0.021284599089995027,-2.7174176573753357,279.18594,0.017414621310308576,-0.018187622876212117,-2.7724806889891624,,,0.95,0.88,6.050455117253198,5.522601575097742,0.8886209312364568,,,38.12918855931775,
157,1784660402.0408866,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,0.017198879271745682,-0.003234860021620989,0.2156928984913975,1.426070049405098,1572000,4368,12576,786,309.4129,0.03075329604325816,-0.00924804497117293,-2.7087202593684196,283.016,0.02917461789911613,-0.02014343152904985,-2.7656541541218758,,,0.95,0.88,4.450344909822476,6.626697000265848,0.9652877316093719,,,37.9140103538733,
158,1784660667.3571408,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,-0.12825928628444672,-0.0065916976891458035,0.20027100504375994,1.4298651777207851,1582000,4390,12656,791,295.6937,0.030323726299684495,-0.017816915300500114,-2.7084009647369385,280.61554,0.030599502904806286,-0.006081284524952935,-2.6972107365727425,,,0.95,0.88,5.412458070994377,5.038486228179097,0.7814575633781969,,,37.69086698725521,
159,1784660932.1570363,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,-0.0011236369609832764,-0.011490189121104777,0.1612752751680091,1.431169033050537,1592000,4407,12736,796,318.46423,0.01914377449429594,-0.022753041084797587,-2.738411508500576,299.07077,0.019188158825272694,-0.01993493490954279,-2.7378168553113937,,,0.95,0.88,4.925349199599221,4.066709286078229,0.9411069476213729,,,37.76436587353204,
160,1784661212.5030258,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,-0.14697308838367462,-0.0033818145748227835,0.3259791617747396,1.4252745024859905,1602000,4425,12816,801,252.98486,0.03305139689473435,-0.017503085601674684,-2.7195263355970383,305.1764,0.032257914543151855,-0.013986476880745613,-2.678612418472767,,,0.95,0.88,5.835447730328728,6.230936461246782,0.7998166927574226,1.0,570.75507,35.6702085578433,570.75507
161,1784661474.7603242,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,-0.32158491015434265,0.0006157272728160024,0.5429389786440879,1.4213724806904793,1612000,4440,12896,806,252.7404,0.019742979464353994,-0.009381696829223074,-2.7142897248268127,259.16537,0.04695113725028932,-0.011875321386469295,-2.716475047171116,,,0.95,0.88,5.190330923569642,7.167374498666328,0.9774681686802829,,,38.13049321139225,
162,1784661736.328959,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,0.41489967703819275,-0.00034677365329116583,0.12581406312528998,1.4201483130455017,1622000,4467,12976,811,258.00586,0.022397243650630116,-0.025913957812008448,-2.696322426199913,368.03088,0.020169956871541217,-0.015072582845277793,-2.757772222161293,,,0.95,0.88,4.3799561409984,5.925445825164706,1.0954003027237362,,,38.230882714051035,
163,1784661996.339923,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,-0.1556699573993683,-0.013265988207422197,0.30108963616658,1.4221582300961018,1632000,4494,13056,816,282.10034,0.017032994161127135,-0.002346445635339478,-2.733350209891796,300.7753,0.03285569534637034,-0.014500030360068195,-2.7162816300988197,,,0.95,0.88,6.24514906984861,4.9674491615338345,0.8447135049806276,,,38.45991702427657,
164,1784662260.6639209,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,-0.1474282443523407,-0.0024621763732284307,0.2884025345556438,1.4232525192201138,1642000,4523,13136,821,261.4664,0.03430301422486082,-0.01723343010962708,-2.723306618630886,298.92426,0.04089085280429572,-0.01402531006897334,-2.7289696112275124,,,0.95,0.88,6.075412554234145,4.905923721349634,0.9035131672165702,,,37.83235758471221,
165,1784662544.0803342,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,-0.03920401632785797,0.00011142785660922527,0.34481003100518137,1.4324917569756508,1652000,4549,13216,826,304.92133,0.03988033515634015,-0.012784737788024358,-2.755435548722744,327.117,0.03504387981956825,-0.0005257037446426693,-2.722840316593647,,,0.95,0.88,5.873452443908889,5.953614145751345,0.8518349543674402,1.0,454.33115,35.283771479223184,454.33115
166,1784662805.91446,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,-0.04142766073346138,-0.006870096316561103,0.1507964298943989,1.429122719913721,1662000,4570,13296,831,282.03543,0.026509039103984833,-0.015719284394435817,-2.737085610628128,323.56604,0.022713126469170675,-0.0212251103221206,-2.762574225664139,,,0.95,0.88,6.316065238553083,5.4932702596588365,1.1100494298521033,,,38.19211846077616,
167,1784663066.6279786,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,0.05141358822584152,-0.0010757636046037078,0.22449023253284395,1.4255606643855572,1672000,4588,13376,836,339.8398,0.018333562125917524,-0.02484326800367853,-2.736144319176674,348.1973,0.03192270128056407,-0.019308729859403684,-2.7295612543821335,,,0.95,0.88,5.090254677305641,7.806338838732137,0.8570285006455188,,,38.35627726684426,
