# _tick,_time,plr_track_ground_roughness,track_ground_roughness,plr_track_pit_gap_low,track_pit_gap_low,plr_track_pit_gap_high,track_pit_gap_high,plr_track_stump_height_low,track_stump_height_low,plr_track_stump_height_high,track_stump_height_high,plr_track_stair_height_low,track_stair_height_low,plr_track_stair_height_high,track_stair_height_high,plr_track_stair_steps,track_stair_steps,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:BipedalWalker-MADS-Medium-Eval-v0,test_returns:BipedalWalker-MADS-Medium-Eval-v0,target_agent_return,target_solved_rate,sps
0,1784463091.7551954,,5.503174852347001,,3.7738147820709855,,6.504503656178713,,2.1674901922233403,,3.746371166780591,,1.4373942439851817,,3.0222844425588846,,5.5,0.0,0.0,0.0,0.0,32768,47,16,1,-108.89894,0.14774136929772794,-0.00402571527120017,5.674874809384346,0,0.0,0.0,0.0,,,0.36112759564784747,0,0,0.0,-109.05528,-109.05528259277344,0.0,2073.40250512631
1,1784463175.1468549,,3.427086187293753,,4.416478872299194,,6.138497423380613,,1.4168128609890118,,2.401412292383611,,1.4635598217137158,,2.4808985833078623,,4.8125,0.0,0.0,0.0,0.0,196608,271,96,6,-108.78331,0.10032935310155153,-0.002993030843208544,5.623408424854278,0,0.0,0.0,0.0,,,0.3533856904369432,0,0,0.0,-137.2917,-137.2917022705078,0.0,1964.70453480413
2,1784463255.895603,,4.202388385310769,,3.3376757882069796,,5.91998347081244,,0.9023501625051722,,2.494171755388379,,1.1062123276497005,,2.505841529928148,,3.5625,0.0,0.0,0.0,0.0,360448,467,176,11,-108.867775,0.08689171073492616,-0.0022397366497898473,5.571665185689926,0,0.0,0.0,0.0,,,0.35838806784123467,0,0,0.0,-110.06676,-110.06675720214844,0.0,2029.0096310553104
3,1784463336.0089848,,4.5236804615706205,,2.880520422477275,,6.273776609450579,,1.1058013501497044,,2.2835746919736266,,0.9896476624999195,,2.1952704107388854,,4.375,0.0,0.0,0.0,0.0,524288,657,256,16,-104.81763,0.08534370036795735,-0.0024936034802522044,5.450824183225632,0,0.0,0.0,0.0,,,0.38868607045433756,0,0,0.0,-105.43992,-105.4399185180664,0.0,2045.1014229195766
4,1784463410.915294,,5.527439899742603,,3.217456905404106,,6.065197270363569,,1.064968766295351,,2.1662135887891054,,1.4236538810655475,,2.485853610560298,,4.75,0.0,0.0,0.0,0.0,688128,821,336,21,-106.61428,0.06695820416789502,-0.0021399865858256818,5.303354772925377,0,0.0,0.0,0.0,,,0.4123109663632284,0,0,0.0,-105.788895,-105.78889465332031,0.0,2187.2679248984236
5,1784463483.0285056,,5.330685295630246,,3.673071349039674,,6.914316415786743,,1.193638807253592,,2.7975137764588,,1.1003296260605566,,2.32251800596714,,5.125,0.0,0.0,0.0,0.0,851968,962,416,26,-103.18874,0.07559211247134953,-0.002965199833852239,5.170089060068131,0,0.0,0.0,0.0,,,0.4510559745350019,0,0,0.0,-107.29225,-107.29225158691406,0.0,2271.981876120722
6,1784463548.7013233,,4.567003827542067,,3.6100098094902933,,6.554504092782736,,1.0096654522931203,,2.8454715595580637,,1.4746460900641978,,2.6294247154146433,,4.0,0.0,0.0,0.0,0.0,1015808,1084,496,31,-106.44955,0.08483329135924578,-0.002206829721399117,4.990167832374572,0,0.0,0.0,0.0,,,0.4727438467748806,0,0,0.0,-98.34334,-98.34333801269531,0.0,2494.79174528781
7,1784463609.795451,,4.167961147613823,,3.1035363720729947,,6.820217724889517,,1.01524407742545,,2.7390512777492404,,1.5515264577697963,,2.4195361393503845,,3.875,0.0,0.0,0.0,0.0,1179648,1183,576,36,-102.858444,0.08508054851554334,-0.0025280261295847596,4.823011803627014,0,0.0,0.0,0.0,,,0.4987876084349631,0,0,0.0,-103.73745,-103.7374496459961,0.0,2681.766848573294
8,1784463672.6312346,,4.688496824819595,,4.283259934745729,,7.0082855224609375,,0.8836940074615995,,2.2200420266017318,,1.0668472381075844,,2.573778573423624,,4.5,0.0,0.0,0.0,0.0,1343488,1287,656,41,-106.295815,0.09768823729828,-0.0022888133593369276,4.665799760818482,0,0.0,0.0,0.0,,,0.580523987092412,0,0,0.0,-89.9314,-89.931396484375,0.0,2607.4302759576653
9,1784463731.3365002,,4.3760702619329095,,3.648270992562175,,6.776947695761919,,0.8439653464301955,,2.025775145739317,,0.9117994667030871,,2.8930289670825005,,5.125,0.0,0.0,0.0,0.0,1507328,1373,736,46,-97.79454,0.06706182910129428,-0.002511835511540994,4.5152132421731945,0,0.0,0.0,0.0,,,0.5965933617947057,0,0,0.0,-83.99655,-83.99655151367188,0.0,2790.893960079104
10,1784463786.5189579,,4.197741451207548,,4.437928316183388,,7.238459177315235,,1.339195795590058,,2.858458226546645,,1.0862161172553897,,2.172482928726822,,4.125,0.0,0.0,0.0,0.0,1671168,1449,816,51,-97.54988,0.0835576368495822,-0.002331961423624307,4.335833466053009,0,0.0,0.0,0.0,,,0.6122298882767806,0,0,0.0,-101.79152,-101.79151916503906,0.0,2969.055266830795
