# _tick,_time,plr_track_ground_roughness,track_ground_roughness,plr_track_student_ground_roughness,track_student_ground_roughness,plr_track_pit_gap_low,track_pit_gap_low,plr_track_student_pit_gap_low,track_student_pit_gap_low,plr_track_pit_gap_high,track_pit_gap_high,plr_track_student_pit_gap_high,track_student_pit_gap_high,plr_track_stump_height_low,track_stump_height_low,plr_track_student_stump_height_low,track_student_stump_height_low,plr_track_stump_height_high,track_stump_height_high,plr_track_student_stump_height_high,track_student_stump_height_high,plr_track_ued_ground_roughness,track_ued_ground_roughness,plr_track_ued_pit_gap_low,track_ued_pit_gap_low,plr_track_ued_pit_gap_high,track_ued_pit_gap_high,plr_track_ued_stump_height_low,track_ued_stump_height_low,plr_track_ued_stump_height_high,track_ued_stump_height_high,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,dps_lambda_skill,dps_lambda_target,dps_mode,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:BipedalWalker-MADS-POET-Rose-3a-Eval-v0,test_returns:BipedalWalker-MADS-POET-Rose-3a-Eval-v0,sps,target_agent_return
16,1784821205.6959214,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.910926630254835,,5.441432628547773,,7.71944441460073,,2.3217834383249283,,2.9504145600358243,-0.10016059130430222,-0.006584212904272135,0.013733666251937393,1.4524907693266869,2654208,6819,1296,81,-104.29299,0.013129253522492945,-0.0008875397543306462,3.0364623248577116,-101.074356,0.008245497231837363,-0.0019386925603612326,2.903683577477932,,,0.95,0.9,both,0.6351546168435457,0.6425691124358156,1.1587018843276327,0.0,-92.893005,2179.8749337115355,-104.29299
17,1784821277.9738758,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.203198664763477,,5.11785728414543,,7.474357682163827,,2.174972978536971,,2.9624304487369955,-0.09047383069992065,-0.018009893159614876,0.09589082813181449,1.444205105304718,2818048,7012,1376,86,-101.58672,0.015443906659493222,-0.0009958367198123596,2.855018198490143,-97.5078,0.008351134267286398,-0.0012914979015477002,2.7415351822972296,,,0.95,0.9,both,0.6116694540316654,0.6089689386032855,1.6302334348981777,0.0,-91.62632,2266.805205043867,-101.58672
18,1784821353.1244097,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.127056343015283,,4.654033730737865,,6.991275301203132,,1.918196170765441,,2.871475808788091,-0.07235221564769745,-0.0009443139424547553,0.013154607702745125,1.4406704306602478,2981888,7193,1456,91,-95.15349,0.02145423523033969,-0.0009004556945001241,2.6720257818698885,-105.10809,0.01850827589223627,-0.0004325127360061742,2.5968466997146606,,,0.95,0.9,both,0.6684572423426915,0.711990240191788,0.7747575899801213,0.0,-90.02051,2180.158754853061,-95.15349
19,1784821428.3809798,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.586313596228138,,5.325719207990915,,7.559755637310445,,2.2661236200947315,,3.0019706815073732,0.011210390366613865,-0.0003298441297374666,0.0045730416240985505,1.4413118623197079,3145728,7362,1536,96,-98.70789,0.012698146565526258,-0.0012319757959630806,2.5041216269135473,-96.014114,0.009798549058905337,-0.002510764339240268,2.388178864121437,,,0.95,0.9,both,0.6764092025892103,0.6725082365422111,0.5558972312845939,0.0,-97.273026,2177.0856767322634,-98.70789
20,1784821501.6638813,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.659551088698208,,4.3147922763600945,,6.699224673677236,,1.771112062735483,,2.6340378093300387,-0.05092631280422211,-0.005852000435879745,0.017392970170476474,1.4458208195865154,3309568,7574,1616,101,-81.37634,0.01577622023760341,0.0005270201159873978,2.3562006160616873,-82.73756,0.012928329722490162,-0.0013951433225884101,2.2485533118247987,,,0.95,0.9,both,0.7746753583701272,0.8033969238028899,0.7847806445614645,0.0,-82.79415,2235.7175203108786,-81.37634
21,1784821573.6415188,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.855762293795124,,4.2380659996997565,,6.640083963982761,,1.7654615249484777,,2.556675403378904,-0.05692426487803459,-0.014887909157550894,0.10404984498745762,1.4424262940883636,3473408,7762,1696,106,-79.24963,0.013147942977957428,-0.0006923583692696411,2.204505518078804,-88.87096,0.011617956336704083,-0.0002515234271413647,2.067637577652931,,,0.95,0.9,both,0.8391837804724979,0.8300578920098897,1.378089874557857,0.0,-86.451965,2276.263186787267,-79.24963
22,1784821646.5937228,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,6.068475757725537,,5.377830112352967,,7.992755868472159,,2.362456269096583,,3.156727833673358,0.006773354951292276,0.0019442722186795436,0.017667789616098162,1.4564022198319435,3637248,7935,1776,111,-70.50619,0.00783317545428872,-0.0018783946085022762,1.9779411904513835,-84.24162,0.01062270269030705,-0.0007384796263067983,1.9336311414837837,,,0.95,0.9,both,0.873951374905236,0.9474732719937482,1.5410979389328672,0.0,-76.01617,2245.853614261543,-70.50619
23,1784821721.4591734,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.840139658655971,,4.498827490315307,,6.52215955167776,,1.8021638742648065,,2.5770678529515862,-0.08616134524345398,-0.0035535942297428846,0.03389918906032108,1.4619806297123432,3801088,8155,1856,116,-83.85519,0.019681603531353176,0.00039900343836052343,1.8452232375741004,-79.91145,0.019332994474098086,-0.0013797488529235125,1.7413083627820014,,,0.95,0.9,both,0.9036749917285849,0.8853885276690063,0.790018347356773,0.0,-74.17415,2188.46022182253,-83.85519
24,1784821795.5598755,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.2711166125081945,,4.485886598937213,,6.877981794066727,,1.8547636698931456,,2.6978973100194708,0.018975794315338135,-0.010743511316832155,0.013161087830667384,1.4576277993619442,3964928,8352,1936,121,-84.46992,0.022885389195289464,8.500040639773943e-05,1.6440793119370938,-78.10536,0.00924170866201166,-0.0014986704802140594,1.6176230281591415,,,0.95,0.9,both,0.9674369546709837,1.1247410059641072,0.9562119528294113,0.0,-82.30384,2211.04409793371,-84.46992
25,1784821866.3461936,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.34202338848263,,4.921705714892596,,7.195100942743011,,1.9085093343164772,,2.522554587223567,-0.1337335854768753,-0.0024360334791708738,0.04606509528821334,1.4556705206632614,4128768,8580,2016,126,-72.18518,0.01652925561647862,0.0009253209325834177,1.5352088801562787,-75.374664,0.018026800977531822,-0.0005451717544929125,1.499556801468134,,,0.95,0.9,both,0.9424534469518558,1.019740399999481,0.9237265258182213,0.0,-77.93445,2314.5715343237753,-72.18518
26,1784821941.0127363,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.687058950774372,,5.438275163993239,,7.445993456291035,,2.2705712816677988,,2.9709889664663933,0.0702531561255455,0.00025912621640600264,0.009233140550350072,1.4492008201777935,4292608,8839,2096,131,-82.50709,0.029427147388923915,-0.00037390283978311345,1.414252185076475,-80.181335,0.009220669385103974,-0.0010413060954306275,1.3500268764793872,,,0.95,0.9,both,1.0162262951871632,1.0518486770354474,0.7796817358656203,0.0,-79.26737,2194.2894832913557,-82.50709
27,1784822015.2677372,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.790856495499611,,4.971010879613459,,7.740334840491414,,2.2264606764074415,,2.8983095921576023,0.15331891179084778,-0.003701255758642219,0.040619234860059805,1.462683692574501,4456448,9146,2176,136,-84.60207,0.03741143330698833,-0.0005186693204450421,1.3356427364051342,-69.16606,0.007880134749575518,-0.0011793222394771874,1.227582824975252,,,0.95,0.9,both,1.0501939967560079,1.1528606998869682,1.0487820604010059,0.0,-74.16267,2206.4506345300447,-84.60207
28,1784822089.2071328,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.831144264026079,,5.277214114554226,,7.676915168762207,,2.289838558936026,,3.0084865856915712,0.13067159056663513,0.0009908144347718917,0.02336634905077517,1.4628563486039639,4620288,9476,2256,141,-86.40119,0.04854896806646138,0.0003733841615030542,1.2241610638797282,-87.34163,0.01648094870033674,0.0006907015660544858,1.1338831514120102,,,0.95,0.9,both,1.1372485219072757,1.120457633298289,0.9567216577835935,0.0,-76.87232,2215.869227679324,-86.40119
29,1784822160.838837,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.442400488071144,,4.914606372825801,,7.151082285679877,,2.0309486278201803,,2.5528862751089036,0.1797853261232376,-0.0025813247193582356,0.16422603779938072,1.4608904346823692,4784128,9807,2336,146,-88.40745,0.04315964838024229,-0.000634217049810104,1.1011053994297981,-65.80153,0.014248755190055817,0.0005922014708630741,1.0200768008828163,,,0.95,0.9,both,1.1448851727724396,1.1650525565135617,1.8814592765321205,0.0,-86.93817,2287.2540905037554,-88.40745
30,1784822231.6983345,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.8261912683956325,,5.364004010567442,,7.783514941693284,,2.3387320446781814,,3.041727377101779,0.1966128945350647,-0.0010669093462638557,0.025124025327386335,1.47433190792799,4947968,10132,2416,151,-77.137985,0.022909993771463633,5.930096813244745e-05,0.9604050662368536,-85.180275,0.016432295186677947,0.00012835382658522577,0.915510342642665,,,0.95,0.9,both,1.2110443753637423,1.1671932786341175,0.7572348286978048,0.0,-74.910416,2312.182202764486,-77.137985
31,1784822304.8509877,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.926730203907937,,5.246113382163458,,7.853381520137191,,2.156599745329004,,3.0631179891352076,0.226027250289917,-0.0040863637404982,0.03727175446692854,1.4822569899260998,5111808,10470,2496,156,-73.31401,0.027750148181803526,-0.00047212909121299165,0.8522257201373578,-75.35765,0.014880152032128535,-0.0004025986680062488,0.7791464660316706,,,0.95,0.9,both,1.2697906690676415,1.1791624131650837,1.2224586745124504,0.0,-70.258446,2239.700674958398,-73.31401
32,1784822378.7873206,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.797334751114249,,4.27086490043439,,6.656505284365267,,1.7861757898353972,,2.5411252517951652,0.052884869277477264,0.0007065381491884182,0.054142136534210294,1.476235181093216,5275648,10817,2576,161,-86.01451,0.01741850978578441,-0.00041458269115537407,0.7903337616473436,-83.07457,0.013689927046652884,-0.000814762276422698,0.7333572931587696,,,0.95,0.9,both,1.2452412413661045,1.3111278494722867,0.939190872064767,0.0,-76.979225,2215.9599142448023,-86.01451
33,1784822450.2922473,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.382163628935814,,4.767261998727918,,7.308900049887598,,2.2130039306357503,,2.7000548185314983,0.18994899094104767,-0.003950891230488196,0.032370101296692155,1.4844852313399315,5439488,11109,2656,166,-81.70895,0.02816520860651508,0.0005016719929699321,0.6955235552042722,-71.21559,0.006619300533202477,0.000768710307602305,0.6680702984333038,,,0.95,0.9,both,1.2652291856266442,1.288646623219687,1.1340964754623122,0.0,-77.04458,2291.310143100502,-81.70895
34,1784822525.3471274,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.538612411357462,,3.9696875028312206,,6.455666270107031,,1.6436927039176226,,2.473095986293629,0.1617480218410492,-0.0021323217661119998,0.0663572809426114,1.487807683646679,5603328,11364,2736,171,-73.77251,0.018749768479028716,0.001344637189322384,0.6278656966984272,-62.923897,0.01109157855680678,0.0007297747884877026,0.5408257842063904,,,0.95,0.9,both,1.2888275080584912,1.2050111835490658,1.2856525526203983,0.0,-56.73055,2182.9367558307663,-73.77251
35,1784822597.2140367,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.517691557761282,,4.0714140162672265,,6.515406355261803,,1.6561754154972732,,2.4101492147892714,0.10355024039745331,0.0009185716626234353,0.015160454095166642,1.4929422736167908,5767168,11572,2816,176,-67.38885,0.01955361749860458,0.0008318408152263145,0.504288374632597,-63.022625,0.010084140097023919,5.359215792850591e-05,0.3952426727861166,,,0.95,0.9,both,1.2763163458587663,1.2634725213930245,0.9561389485802069,0.0,-77.308105,2279.769516169017,-67.38885
36,1784822671.138554,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,6.063935581129044,,5.6177508775144815,,7.860237466637045,,2.3287698086351156,,3.152765665203333,0.0829986035823822,0.0013063149963272735,0.03908131363277789,1.4942214339971542,5931008,11753,2896,181,-67.03981,0.012092552856483963,-0.00016440251565654762,0.3705168955028057,-65.74975,0.00545171327830758,8.818242640700192e-05,0.2790548508986831,,,0.95,0.9,both,1.2011023475291016,1.240979916876205,1.40626442451528,0.0,-54.764503,2216.3161673101426,-67.03981
37,1784822745.5751932,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.340547604253516,,5.242435827385634,,7.498300997540355,,2.074395784351509,,2.6596720023080707,0.042206551879644394,-0.001129092153860256,0.008809471997665241,1.5001556873321533,6094848,11932,2976,186,-48.341152,0.006420854404132115,-0.00045403860494843686,0.19675737228244544,-67.48798,0.007701492286287248,0.00037410046643344687,0.1794085243716836,,,0.95,0.9,both,1.2220098252740885,1.1650309771351073,0.7330936463668383,0.0,-46.502186,2201.06501896224,-48.341152
38,1784822821.1498036,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.810869526350871,,4.545559436548501,,7.234635720029473,,1.9468031778233126,,2.701883775764145,-0.011515041813254356,-0.005487265589181334,0.008495860391121823,1.5113612785935402,6258688,12103,3056,191,-39.36196,0.0063028276679688135,0.0002819624794938136,0.02524116709828377,-58.438072,0.008464544749585912,0.001044317818741547,0.030173740535974502,,,0.95,0.9,both,1.1991988431884522,1.2450909549391311,0.8311782246233453,0.0,-43.575302,2167.923976587229,-39.36196
