# _tick,_time,plr_track_ground_roughness,track_ground_roughness,plr_track_pit_gap_low,track_pit_gap_low,plr_track_pit_gap_high,track_pit_gap_high,plr_track_stump_height_low,track_stump_height_low,plr_track_stump_height_high,track_stump_height_high,plr_track_stair_height_low,track_stair_height_low,plr_track_stair_height_high,track_stair_height_high,plr_track_stair_steps,track_stair_steps,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:BipedalWalker-MADS-Hard-Eval-v0,test_returns:BipedalWalker-MADS-Hard-Eval-v0,target_agent_return,target_solved_rate,sps
0,1784033547.4495997,,8.0,,6.0,,10.0,,1.0,,4.0,,2.0,,5.0,,8.0,0.0,0.0,0.0,0.0,32768,392,408,1,-110.0657,0.5995634138584137,-0.0008124890824547038,5.687739965319634,0,0.0,0.0,0.0,,,0.38518061785516094,0,0,0.0,-102.20619,-102.20619201660156,0.0,1826.7846004002452
1,1784033644.5602205,,8.0,,6.0,,10.0,,1.0,,4.0,,2.0,,5.0,,8.0,0.0,0.0,0.0,0.0,196608,2318,2414,6,-104.5874,0.12251780098304152,-0.0016398421925259755,5.656718897819519,0,0.0,0.0,0.0,,,0.48499867636796345,0,0,0.0,-105.35344,-105.35343933105469,0.0,1687.1485028393552
2,1784033729.858434,,8.0,,6.0,,10.0,,1.0,,4.0,,2.0,,5.0,,8.0,0.0,0.0,0.0,0.0,360448,3891,4067,11,-112.11006,0.08415732337161899,-0.006192231568275019,5.582780441641807,0,0.0,0.0,0.0,,,0.43156852358639686,0,0,0.0,-118.47306,-118.47306060791016,0.0,1920.790030337179
3,1784033794.741942,,8.0,,6.0,,10.0,,1.0,,4.0,,2.0,,5.0,,8.0,0.0,0.0,0.0,0.0,524288,4174,4430,16,-129.97499,0.019136904343031346,-0.003921031559002586,5.512867668271065,0,0.0,0.0,0.0,,,0.38495393283475704,0,0,0.0,-139.48344,-139.4834442138672,0.0,2525.142500893933
4,1784033854.9713645,,8.0,,6.0,,10.0,,1.0,,4.0,,2.0,,5.0,,8.0,0.0,0.0,0.0,0.0,688128,4284,4620,21,-128.96594,0.014075196333578788,-0.0032865119574125856,5.371282723546028,0,0.0,0.0,0.0,,,0.41433147859194436,0,0,0.0,-125.90389,-125.90389251708984,0.0,2720.2647174197245
5,1784033914.1581588,,8.0,,6.0,,10.0,,1.0,,4.0,,2.0,,5.0,,8.0,0.0,0.0,0.0,0.0,851968,4380,4796,26,-127.2653,0.008209041974623688,-0.0030213909005396998,5.19011256992817,0,0.0,0.0,0.0,,,0.41674868095203854,0,0,0.0,-128.5133,-128.5133056640625,0.0,2768.1850129095947
6,1784033973.226915,,8.0,,6.0,,10.0,,1.0,,4.0,,2.0,,5.0,,8.0,0.0,0.0,0.0,0.0,1015808,4473,4969,31,-132.68927,0.004597117715456988,-0.002250511638703756,5.019864934682846,0,0.0,0.0,0.0,,,0.47462993723769936,0,0,0.0,-127.232376,-127.23237609863281,0.0,2773.7160945585474
7,1784034037.7824652,,8.0,,6.0,,10.0,,1.0,,4.0,,2.0,,5.0,,8.0,0.0,0.0,0.0,0.0,1179648,4566,5142,36,-135.683,0.010239805022138171,-0.001794581588183064,4.864753547310829,0,0.0,0.0,0.0,,,0.4618625839594164,0,0,0.0,-120.62465,-120.62464904785156,0.0,2537.9694484044776
8,1784034097.446893,,8.0,,6.0,,10.0,,1.0,,4.0,,2.0,,5.0,,8.0,0.0,0.0,0.0,0.0,1343488,4648,5304,41,-125.49951,0.005098646950500552,-0.0025423082464840264,4.6138228058815,0,0.0,0.0,0.0,,,0.5247525358535322,0,0,0.0,-116.49487,-116.494873046875,0.0,2746.02487436931
9,1784034158.9668152,,8.0,,6.0,,10.0,,1.0,,4.0,,2.0,,5.0,,8.0,0.0,0.0,0.0,0.0,1507328,4730,5466,46,-118.21706,0.009733076422708108,-0.0020452635653782636,4.383827486634255,0,0.0,0.0,0.0,,,0.586830818777891,0,0,0.0,-114.09863,-114.0986328125,0.0,2663.2029652805545
