# _tick,_time,plr_track_ground_roughness,track_ground_roughness,plr_track_student_ground_roughness,track_student_ground_roughness,plr_track_pit_gap_low,track_pit_gap_low,plr_track_student_pit_gap_low,track_student_pit_gap_low,plr_track_pit_gap_high,track_pit_gap_high,plr_track_student_pit_gap_high,track_student_pit_gap_high,plr_track_stump_height_low,track_stump_height_low,plr_track_student_stump_height_low,track_student_stump_height_low,plr_track_stump_height_high,track_stump_height_high,plr_track_student_stump_height_high,track_student_stump_height_high,plr_track_ued_ground_roughness,track_ued_ground_roughness,plr_track_ued_pit_gap_low,track_ued_pit_gap_low,plr_track_ued_pit_gap_high,track_ued_pit_gap_high,plr_track_ued_stump_height_low,track_ued_stump_height_low,plr_track_ued_stump_height_high,track_ued_stump_height_high,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,dps_lambda_skill,dps_lambda_target,dps_mode,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:BipedalWalker-MADS-POET-Rose-3a-Eval-v0,test_returns:BipedalWalker-MADS-POET-Rose-3a-Eval-v0,sps,target_agent_return
0,1784840640.1443617,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.812153580132872,,5.5035408064723015,,7.901132703293115,,2.2865841491147876,,3.0753663103096187,-8.640728950500488,0.000543035042937845,3.659419521689415,1.418771356344223,32768,556,16,1,-108.37119,0.4392375610768795,-0.002267618208134081,5.6888589531183245,-108.88103,0.5421499753370881,-0.001409556411090307,5.676048189401627,,,0.95,0.9,none,0.38797814123315194,0.38865984491107614,4.2977200013170185,0.0,-105.04468,2107.246832912763,-108.37119
1,1784840717.26258,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.311092379617548,,4.611316230671946,,7.092088941775728,,2.062506675720215,,2.686895879684016,-1.012239694595337,-0.002750168729107827,0.18074231804348528,1.4194511212408543,196608,2528,96,6,-130.3696,0.06871038002427668,-0.006355035987508017,5.713917991518974,-111.7535,0.15937270522117614,-0.00638434911670629,5.635068288445472,,,0.95,0.9,none,0.360493604465914,0.4292797986928424,1.9696100026185963,0.0,-155.46848,2124.531370487316,-130.3696
2,1784840788.3851714,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.840383179485798,,5.299874201416969,,7.671392571181059,,2.20568426605314,,3.0457814722321928,-0.1496727168560028,0.0012742787512252107,0.4095705177169293,1.420877043157816,360448,2957,176,11,-133.14232,0.050606744806282224,-0.0038070662601967344,5.671959108114242,-148.32353,0.013186493204557337,-0.004345552992890589,5.541544052958488,,,0.95,0.9,none,0.36341558841788296,0.3616166050312944,2.7420407591171223,0.0,-119.47488,2303.626606624577,-133.14232
3,1784840862.49235,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,6.20160524174571,,5.624287876300514,,8.030373239889741,,2.409850382246077,,3.121804364025593,-0.12409670650959015,0.002163120894692838,0.014838823597528972,1.42989144846797,524288,3202,256,16,-147.0738,0.015421081127715296,-0.0039534622905193825,5.558320477604866,-137.74326,0.01469608093611896,-0.0032795875958981924,5.410518890619278,,,0.95,0.9,none,0.3437541574205993,0.3939491299188652,1.231192518580043,0.0,-148.5855,2210.853018556176,-147.0738
4,1784840936.3350077,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.73879853147082,,5.462041404127376,,7.341377967502922,,2.3303720438852906,,3.1097198357456364,-0.07188457250595093,-0.002835381281329319,0.035476992328767665,1.4278234280645847,688128,3430,336,21,-125.31224,0.02206106574740261,-0.002895900003204588,5.37433289885521,-151.6829,0.009626879531424493,-0.003294638785882853,5.20902536213398,,,0.95,0.9,none,0.41231661378729373,0.40859243729809086,1.186906705765017,0.0,-128.78018,2218.7706400130483,-125.31224
5,1784841009.6077604,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.5352902719751,,5.017532175406814,,7.054761634673923,,1.8914955974323675,,2.6308237051125616,0.01404055766761303,-0.022669551777653396,0.0851757187047042,1.4301968440413475,851968,3658,416,26,-124.53099,0.01524779488099739,-0.0036204211617587136,5.166712552309036,-137.0386,0.01151956616085954,-0.002598825152381323,5.014557793736458,,,0.95,0.9,none,0.41691489824029865,0.4039288781363098,1.5092928469751827,0.0,-136.78772,2236.0301301394775,-124.53099
6,1784841085.2313833,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.991554093547165,,5.413379667326808,,7.932957608252764,,2.234463166911155,,3.0837312443181872,0.10404946655035019,-0.002802682778565213,0.01764684460067656,1.4317840225994587,1015808,3831,496,31,-123.78198,0.008807583386078477,-0.0018596188223455102,4.947066965699196,-127.19232,0.007962346434942447,-0.002090947910619434,4.809049484133721,,,0.95,0.9,none,0.48449618098039526,0.4453408804934037,0.6937262206633686,0.0,-123.81041,2166.5186967167415,-123.78198
7,1784841163.4636993,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.9134586080908775,,5.44017262943089,,7.971128429286182,,2.364250030135736,,3.1044754711911082,0.09586189687252045,0.00029232236556708813,0.03663721455086488,1.4385782182216644,1179648,4003,576,36,-120.441734,0.00902489587169839,-0.0014348501601489261,4.76241517663002,-134.8039,0.009516934619750828,-0.002801461875787936,4.605482095479966,,,0.95,0.9,none,0.45137292945885915,0.4477959613558456,1.2551946252422053,0.0,-120.940674,2094.2756513459085,-120.441734
8,1784841238.8272958,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.639722774998518,,5.135971058160067,,7.7128057880327106,,2.3304189876653254,,2.897465417161584,0.0801391527056694,-0.00275660926126875,0.003097200926276855,1.4438884668052197,1343488,4171,656,41,-114.68773,0.004649702103051823,-0.0019310430958284996,4.492820274829865,-130.14297,0.010015841154381633,-0.0020000067714136096,4.396130111813545,,,0.95,0.9,none,0.5417265058312266,0.5188367123883271,0.8606250600478564,0.0,-114.5199,2173.9936368997346,-114.68773
9,1784841312.4404137,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.357777735451236,,5.008738859556615,,7.383174123009667,,2.108357119606808,,2.850958271417767,0.05008067190647125,-0.002291352182510309,0.10148942974046804,1.4464974403381348,1507328,4334,736,46,-109.308,0.005166369410289917,-0.0020328568527474998,4.268720281124115,-123.09822,0.009303093317430466,-0.002179726217582356,4.19241538643837,,,0.95,0.9,none,0.5798600165069056,0.5507076920088421,1.728984446384891,0.0,-114.22726,2225.6900626394213,-109.308
