# _tick,_time,plr_track_ground_roughness,track_ground_roughness,plr_track_student_ground_roughness,track_student_ground_roughness,plr_track_pit_gap_low,track_pit_gap_low,plr_track_student_pit_gap_low,track_student_pit_gap_low,plr_track_pit_gap_high,track_pit_gap_high,plr_track_student_pit_gap_high,track_student_pit_gap_high,plr_track_stump_height_low,track_stump_height_low,plr_track_student_stump_height_low,track_student_stump_height_low,plr_track_stump_height_high,track_stump_height_high,plr_track_student_stump_height_high,track_student_stump_height_high,plr_track_ued_ground_roughness,track_ued_ground_roughness,plr_track_ued_pit_gap_low,track_ued_pit_gap_low,plr_track_ued_pit_gap_high,track_ued_pit_gap_high,plr_track_ued_stump_height_low,track_ued_stump_height_low,plr_track_ued_stump_height_high,track_ued_stump_height_high,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,dps_lambda_skill,dps_lambda_target,dps_mode,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:BipedalWalker-MADS-POET-Rose-3a-Eval-v0,test_returns:BipedalWalker-MADS-POET-Rose-3a-Eval-v0,sps,target_agent_return
10,1784841385.7185097,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.554545258171856,,4.121468864846975,,6.565090279560536,,1.8015579376224196,,2.6556321915704757,-0.0016942942747846246,-0.003719304921105504,0.01789910628576763,1.4542915374040604,1671168,4498,816,51,-105.465256,0.006933794311771635,-0.001912807289045304,4.022121448814869,-114.376976,0.00922822704887949,-0.001980409148382023,3.986170071363449,,,0.95,0.9,none,0.623726416882074,0.5996602328936489,0.9762311595913471,0.0,-107.60469,2235.8677685813723,-105.465256
11,1784841458.7491145,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.698063156567514,,5.113459638785571,,7.679501089733094,,2.228322754264809,,2.8873143464443274,-0.017023950815200806,-0.004773058171849698,0.24185397021938115,1.4487615749239922,1835008,4669,896,56,-97.197,0.0056891706102760505,-0.001829418486158829,3.7410926640033724,-129.40886,0.014000297579332254,-0.0021814362131408415,3.777060882747173,,,0.95,0.9,none,0.6514760991058575,0.5449009039339285,2.248522472547479,0.0,-104.752174,2243.4412928217284,-97.197
12,1784841529.1964784,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.785239613731392,,5.418542367406189,,7.625498310197145,,2.1939816276426427,,2.933221600484103,0.03792528808116913,-0.00385004177223891,0.24170135069289245,1.4543582275509834,1998848,4841,976,61,-98.42476,0.0082138973637484,-0.001453458596370183,3.528839980065823,-109.84416,0.008738771737262141,-0.0018063149094814436,3.5493641659617423,,,0.95,0.9,none,0.6384523823573401,0.628089043448366,2.320762038420701,0.0,-95.86078,2325.7073890359493,-98.42476
13,1784841598.8859851,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.189968084683642,,4.807172063738108,,7.236429202137515,,1.9914255252515431,,2.725247996626422,-0.015334750525653362,-0.0038330187380779535,0.009717247499793302,1.4486342296004295,2162688,5010,1056,66,-107.03733,0.01942270168219693,-0.002085290281684138,3.2836291909217836,-111.673584,0.01989592484314926,-0.0015861203384702094,3.2908324778079985,,,0.95,0.9,none,0.5953489743567302,0.6289725431930293,0.9040932950906624,0.0,-98.540955,2350.999018551282,-107.03733
14,1784841667.9071343,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.82600390072912,,5.044497719616629,,7.548917327774689,,1.9947145255282521,,2.9175800245720893,0.08587318658828735,-0.007093519903719425,0.018168642636737786,1.441916797310114,2326528,5182,1136,71,-96.54902,0.01474996502220165,-0.002217300059419358,3.0755018800497056,-90.845726,0.004147461127286078,-0.002907523830072023,3.088076375424862,,,0.95,0.9,none,0.693959929751724,0.7416983536098876,1.1404284620337775,0.0,-112.23983,2373.7651452388386,-96.54902
15,1784841737.541982,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.395705039889435,,4.994691324885935,,7.489136394113302,,2.1541958518791944,,2.9291388406418264,-0.007558176293969154,-0.000454890094260918,0.06533811944245826,1.4426845647394657,2490368,5364,1216,76,-103.018616,0.025460491020930932,-0.001115939654118847,2.8744350239634513,-100.97026,0.015510985685978085,-0.0016292258456815033,2.8198144406080248,,,0.95,0.9,none,0.8126294288918479,0.6683103334957113,1.2291428631733783,0.0,-111.26066,2352.845892665869,-103.018616
16,1784841809.1440492,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.8511166498064995,,5.548869949765503,,7.9701549066230655,,2.2638471926329657,,3.182971617206931,0.04947444796562195,0.0013986176054459065,0.005170504540728871,1.444375667721033,2654208,5535,1296,81,-84.43478,0.00866594969702419,-0.0010631865618051961,2.6980766713619233,-86.504814,0.009027532393520232,-0.0013318446595803834,2.5908745765686034,,,0.95,0.9,none,0.8675541870092207,0.7404688555605183,0.9041585905716383,0.0,-103.4814,2288.2026206719183,-84.43478
17,1784841880.5952015,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.7274521719664335,,5.1640449576079845,,7.57619351008907,,2.0328259146772325,,2.7674107069615275,0.06698208302259445,-0.01649586347048171,0.18672932795016095,1.4494745880365372,2818048,5699,1376,86,-72.27523,0.005295766213384923,-0.001234723832749296,2.420340894162655,-83.8229,0.01038813280465547,-0.0013803038295009174,2.3923881605267523,,,0.95,0.9,none,0.9263230000144453,0.7283042365010861,2.241209294649827,0.0,-95.70973,2293.034785125986,-72.27523
18,1784841949.9316785,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.298589215613902,,4.4873767419485375,,6.893849143292755,,1.8400177506846376,,2.648356689256616,-0.05762635916471481,-0.00861809359776089,0.015167385136010125,1.4568446688354015,2981888,5869,1456,91,-62.81843,0.0077535200616694055,-0.0018955212159198708,2.1429374873638154,-105.2755,0.025792707054642962,-0.000562244032335002,2.2398594290018083,,,0.95,0.9,none,0.9787954865547496,0.8617276447899396,0.9995303971353391,0.0,-97.785576,2362.9686079813105,-62.81843
19,1784842019.3581512,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.7058361154049635,,5.427538860589266,,7.675542920827866,,2.1947836848994484,,2.918875432573259,0.05140275880694389,-0.012465434469049796,0.01213152585842181,1.4649749137461185,3145728,6045,1536,96,-58.865204,0.006122672843048349,-0.0016678209096426145,1.9100984439253808,-71.81916,0.009515097360417713,-0.0014426753674342762,2.0821607664227484,,,0.95,0.9,none,1.0959146555920112,0.793180955168253,0.7323274146735781,0.0,-93.57527,2359.906695197387,-58.865204
20,1784842088.1908345,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.19819724583067,,4.549482029862702,,7.216665945248678,,1.8783014337532222,,2.729596064426005,0.03249581903219223,-0.009055485716089606,0.008687267110872199,1.4665966555476189,3309568,6218,1616,101,-58.63374,0.0058767964466824195,-0.0019537084925104866,1.6276977613568306,-68.264366,0.011097643262473866,-0.00042511414212640373,1.9254525780677796,,,0.95,0.9,none,1.150527472735996,0.8907978590629639,1.1245480185636891,0.0,-92.8572,2380.2656397176347,-58.63374
21,1784842158.7931578,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.575649794307537,,5.072898011188954,,7.674553779885173,,2.092798520810902,,2.7981811263307463,-0.0005135508254170418,-0.011676909452944528,0.03383906264207326,1.4635861292481422,3473408,6403,1696,106,-54.8339,0.004664629376202356,-0.0018425280693918466,1.4049281477928162,-80.938324,0.0166487065871479,-0.000793616763985483,1.803647631406784,,,0.95,0.9,none,1.2833099224559466,0.9617551787482187,1.0994811359257477,0.0,-92.805954,2320.6034801256947,-54.8339
22,1784842227.515135,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.505182424210943,,4.796998403326143,,7.502366273663938,,2.133986816756078,,2.860373428091407,0.040736086666584015,-0.0032220348384726094,0.0063810737410676666,1.4624090865254402,3637248,6589,1776,111,-58.51423,0.009356005165318492,0.0002312876080395654,1.1819849096238613,-82.442024,0.012554151864605956,-0.0008041781606152653,1.6476975671947003,,,0.95,0.9,none,1.2021655827000841,0.9577978630719809,0.6284758027372932,0.0,-91.45725,2384.098046762329,-58.51423
23,1784842296.9346125,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.93438725778833,,5.466448448598385,,8.0576799698174,,2.301466267090291,,3.0992363253608346,0.09003475308418274,0.0007484866537197377,0.012465732863347512,1.4712460562586784,3801088,6773,1856,116,-55.04772,0.005909101292490959,-5.2864933968521656e-05,0.9573036395013332,-65.10448,0.00590713467245223,-0.0009142195340245962,1.5176114358007908,,,0.95,0.9,none,1.4279224692222439,1.1213938481696974,1.1711395547217882,0.0,-97.583786,2360.144544750584,-55.04772
24,1784842365.2193408,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.109885895624757,,4.483003722969443,,6.897643707736279,,1.7845651424577227,,2.5933705391726107,-0.18554048240184784,0.0004209363542031497,0.06486350687919185,1.4779572673141956,3964928,6982,1936,121,-46.624386,0.005129950534319505,-0.00017168534395750612,0.7498318742960691,-78.70829,0.04659744842210785,0.0003696595988003537,1.3590470992028714,,,0.95,0.9,none,1.3922394426438878,1.2010234941838753,1.0243023128037483,0.0,-79.69908,2399.3652198604054,-46.624386
25,1784842433.689002,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.293903136625886,,4.673381919739768,,7.525912849232554,,2.246211858931929,,2.9300703876651824,0.03884041681885719,-0.01232568291015923,0.02872052188467933,1.475672870874405,4128768,7167,2016,126,-43.502132,0.004492672425112687,-0.00036408759915502743,0.5772955771535635,-60.41972,0.011901432351442054,-0.0012133295313105918,1.2238922022283076,,,0.95,0.9,none,1.5464441303537406,1.0907032478315832,1.0020282044708415,0.0,-100.77586,2392.8860271894905,-43.502132
26,1784842500.2299266,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.347935267724097,,4.576250820537098,,7.011835152166896,,1.9139601299539208,,2.951684262836352,-0.021743591874837875,-0.0045890249784861226,0.023008634634607006,1.4833672307431698,4292608,7363,2096,131,-48.80207,0.006458263428066857,0.0007604115489812102,0.38313141725957395,-63.688984,0.01798907589109149,-1.70668623468373e-05,1.144695295393467,,,0.95,0.9,none,1.5089117538154653,1.020508982365003,1.1228475474700534,0.0,-87.78255,2462.2425963705155,-48.80207
27,1784842567.6856987,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.023445506347343,,4.333934057503939,,7.102533261757344,,1.8002523498144,,2.5260122148902155,-0.08152220398187637,-0.02301397804694716,0.019852195779094473,1.4822252802550793,4456448,7538,2176,136,-51.454216,0.012619512516539543,0.0003485998560790904,0.24756764732301234,-70.25633,0.020941618221695536,0.0009500868512986926,0.9044877931475639,,,0.95,0.9,none,1.426608488799777,1.2122552372363475,0.685902868952444,0.0,-84.26815,2428.8507057516144,-51.454216
28,1784842636.2368202,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.250489125028253,,4.898520709713921,,7.087971713626757,,1.946766261011362,,2.7910602877964266,0.008684592321515083,-0.0008828745922073722,0.010255541325022932,1.48407394438982,4620288,7718,2256,141,-65.48565,0.01282212914666161,-3.4504893119446936e-05,0.12259260937571526,-63.492607,0.006723706303455401,0.00038829177065053956,0.7465533517301083,,,0.95,0.9,none,1.4637093367114429,1.3944047205438164,0.7847301387087441,0.0,-81.33895,2390.0423442446086,-65.48565
29,1784842704.7386854,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.741803479380906,,4.714438108392642,,7.23795769084245,,1.8574248170480132,,2.5230207025888376,-0.0014628316275775433,-0.026359083160059527,0.006685699463560013,1.4926528558135033,4784128,7916,2336,146,-47.21992,0.006754307537630666,0.0008560856505937409,0.009320414066314698,-46.943413,0.00555995153990807,0.00015073819013196045,0.6480167929083109,,,0.95,0.9,none,1.7019747762816433,1.355986899669405,0.8429034678063037,0.0,-88.26681,2391.7597578822692,-47.21992
30,1784842774.4680502,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.824693936854601,,5.2531300112605095,,7.325040666357381,,2.0165926525369287,,2.8577605322934687,0.0017815607134252787,-0.01582943252287805,0.005172868986846879,1.4929977282881737,4947968,8086,2416,151,-44.583508,0.005939608013432007,0.0002500966715160757,-0.12491738870739937,-53.251453,0.00526489444746403,-0.0015024936605186668,0.48567351438105105,,,0.95,0.9,none,1.7010594197423288,1.1045569333009944,0.673854900870658,0.0,-94.35445,2349.6554661422438,-44.583508
31,1784842845.915077,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.158244130667299,,4.558997632469982,,6.879326697293436,,1.9478618614375591,,2.7516595739871264,-0.00011338666081428528,-0.01294081419473514,0.005293805159453768,1.4894710443913937,5111808,8273,2496,156,-41.795616,0.007043042987061199,0.0008943549215473468,-0.2582083851099014,-49.753334,0.011378027977480087,0.00196865652105771,0.33961700163781644,,,0.95,0.9,none,1.6725219899056534,1.4254054163013585,0.723665666449258,0.0,-81.421326,2293.167662162289,-41.795616
32,1784842915.883341,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.700079979375005,,5.02335894247517,,7.721492673270404,,2.058195928344503,,2.967612588312477,0.03968523070216179,-0.01011900276353117,0.004640420807845658,1.4979076124727726,5275648,8448,2576,161,-43.287605,0.007125581665604841,0.0002445021615130827,-0.32539297062903644,-57.892494,0.006565003620926291,0.00020130587872699835,0.18480154871940613,,,0.95,0.9,none,1.8045810503666986,1.5228104813656642,0.8735055788358602,0.0,-107.61012,2341.6319451157983,-43.287605
33,1784842986.832237,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.119108285754919,,4.987577676773071,,7.107109168777242,,1.9638314913026989,,2.9640140924602747,-0.039774082601070404,-0.021379061683546752,0.03936735849856632,1.4967341125011444,5439488,8627,2656,166,-39.639004,0.00627375232434133,0.0007987224136741134,-0.4130484897643328,-56.01203,0.011270828131819144,0.0001450669762562029,0.0671091265976429,,,0.95,0.9,none,1.6403572564010696,1.5193798213821075,0.8872515419897153,0.0,-77.105286,2309.2692350022835,-39.639004
34,1784843055.685485,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.123116241069511,,4.559704065322876,,6.743896557018161,,1.8003582700621337,,2.7797090945387026,0.0018611715640872717,-0.005168630959815346,0.009195173202897422,1.484762255102396,5603328,8799,2736,171,-59.002003,0.009867219788429794,0.0002724649530136958,-0.5456641614437103,-45.333374,0.009346341133641545,-0.0007553371011454147,-0.04630899727344513,,,0.95,0.9,none,1.7234864792387334,1.4168310026646018,0.6185750833314446,0.0,-81.67704,2379.5537447847705,-59.002003
35,1784843123.994845,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.6389516573399305,,5.014397337159608,,7.442276087240316,,1.972509454935789,,2.8488350841071224,0.021536337211728096,-0.009639106079703197,0.047062526500667445,1.4881360530853271,5767168,8977,2816,176,-50.825996,0.01093582102912478,0.001152436425763881,-0.6312590308487416,-64.18391,0.018226240598596632,0.0011366240432835184,-0.16851940900087356,,,0.95,0.9,none,1.7629589915247788,1.4973295800838557,1.1906614604558363,0.0,-86.88485,2398.4985531513616,-50.825996
36,1784843192.5423095,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.048540922056418,,4.6757775181904435,,6.693281922838651,,1.8085452751402045,,2.5557127085048705,0.037716351449489594,-0.0033148867514682934,0.014185129664838314,1.4926254749298096,5931008,9191,2896,181,-32.31722,0.004668183176545426,0.00104756045184331,-0.7146076790988445,-61.534782,0.018724307842785493,0.00010018577449955046,-0.2378885466605425,,,0.95,0.9,none,2.1433775405524274,1.651776211313561,0.6270854288962066,0.0,-87.3578,2390.168428424791,-32.31722
37,1784843259.9977741,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.998987721744925,,4.412486328743398,,6.90555667411536,,1.7000086549669504,,2.4917224324308336,-0.1578769087791443,-0.00916514265118451,0.03148729394888505,1.487797249108553,6094848,9412,2976,186,-57.47477,0.017527948040515183,0.0007670371633139439,-0.8230272725224494,-76.398346,0.03557302326662466,0.0002294139048899524,-0.3197571450844407,,,0.95,0.9,none,1.9576387264629662,1.7374914436235005,0.7025480005947431,0.0,-93.77773,2428.8625359104963,-57.47477
38,1784843326.9266016,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.379485486540943,,4.7848314139992,,7.170145411815611,,2.0627706003724597,,2.762954799691215,-0.11274705827236176,-0.005840238302880607,0.025084476626943797,1.494255043566227,6258688,9595,3056,191,-40.537342,0.009826431210967712,0.00134227618254954,-0.9249879736453295,-54.242138,0.009362091476214118,0.0003007137856911868,-0.46107985395938156,,,0.95,0.9,none,2.225094900257111,1.902071066300683,1.1274804313021929,0.0,-90.470474,2447.9739792039895,-40.537342
