# _tick,_time,plr_track_area,track_area,plr_track_perimeter,track_perimeter,plr_track_amplitude,track_amplitude,plr_track_convex,track_convex,plr_track_notches,track_notches,plr_track_complexity,track_complexity,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:CarRacingF1-Germany-v0,test_returns:CarRacingF1-Germany-v0,target_agent_return,target_solved_rate,sps
0,1784900064.4746206,,66394.07304384946,,2305.6498398421604,,0.2011566586646966,,0.5169634446049035,,0.5190076030412164,,0.1869141571204562,0.0,0.0,0.0,0.0,2000,1,16,1,-58.393837,0.21728129032999277,-0.0016234745671681594,-0.13645184389315546,0,0.0,0.0,0.0,,,1.0402287438809095,0,0,0.0,-163.85982,-163.8598175048828,0.0,34.514550950094325
1,1784900218.8294425,,69531.00946369334,,2366.72643587347,,0.19850472935807126,,0.5169634432004596,,0.5190076030412164,,0.18581305966127426,0.0,0.0,0.0,0.0,12000,26,96,6,-14.259153,0.05721646314486861,-0.01395608026359696,-0.19262825464829803,0,0.0,0.0,0.0,,,0.7628055980539317,0,0,,,,,64.78578410058654
2,1784900374.3880308,,62747.134386376885,,2240.9032652583046,,0.20121107946628952,,0.516963451430009,,0.5190076030412164,,0.18693675433330953,0.0,0.0,0.0,0.0,22000,99,176,11,-10.789732,0.0777458178345114,-0.01934928132686764,-0.2608278328552842,0,0.0,0.0,0.0,,,0.7768925644124784,0,0,,,,,64.28446137343177
3,1784900531.9672873,,66516.90832447354,,2328.213976309358,,0.1957592556587855,,0.5169634478038517,,0.5190076030412164,,0.18467312320284954,0.0,0.0,0.0,0.0,32000,214,256,16,-10.000001,0.0905728826764971,-0.01674034916140954,-0.33192005567252636,0,0.0,0.0,0.0,,,1.0869372936479755,0,0,,,,,63.4601298671782
4,1784900691.3731356,,66112.91564744146,,2294.162102115546,,0.20435145363379423,,0.5169634568909454,,0.5190076030412164,,0.18824065788096014,0.0,0.0,0.0,0.0,42000,345,336,21,-10.534985,0.12936133169569075,-0.018145079982787138,-0.3384639658033848,0,0.0,0.0,0.0,,,1.1972005728977921,0,0,,,,,62.73295604575562
5,1784900874.7229953,,65248.82242004482,,2293.4506707214755,,0.19970412918399294,,0.5169634420753543,,0.5190076030412164,,0.18631105753924496,0.0,0.0,0.0,0.0,52000,455,416,26,-9.504564,0.2578105325810611,-0.023596209387960698,-0.39351198729127645,0,0.0,0.0,0.0,,,1.2530064858935206,0,0,0.0,-173.79512,-173.7951202392578,0.0,54.54053901720456
6,1784901032.4632287,,66009.19657449493,,2284.388692617338,,0.206039576021885,,0.5169634434981587,,0.5190076030412164,,0.18894157388582938,0.0,0.0,0.0,0.0,62000,527,496,31,-9.909624,0.3473146138712764,-0.014875154061883222,-0.4561781594529748,0,0.0,0.0,0.0,,,2.0753461690927173,0,0,,,,,63.39536458504648
7,1784901188.046665,,61664.90075617147,,2219.483494832974,,0.20385910507972185,,0.5169634491083682,,0.5190076030412164,,0.1880362302101168,0.0,0.0,0.0,0.0,72000,610,576,36,-9.019501,0.3833931665867567,-0.018078524687553,-0.6563980430364609,0,0.0,0.0,0.0,,,3.3128328951375066,0,0,,,,,64.27419685088972
8,1784901345.156704,,66077.35316400058,,2315.287516999136,,0.19694311022515132,,0.5169634474565405,,0.5190076030412164,,0.1851646667500584,0.0,0.0,0.0,0.0,82000,700,656,41,-8.759468,0.3765300028026104,-0.018711685925154597,-0.6637244373559952,0,0.0,0.0,0.0,,,3.061212402930903,0,0,,,,,63.649657216077586
9,1784901502.7677739,,65175.08272602905,,2305.99806675671,,0.1969447732406481,,0.5169634496566151,,0.5190076030412164,,0.1851653576842228,0.0,0.0,0.0,0.0,92000,797,736,46,-10.054999,0.2992390845902264,-0.021465474543219898,-0.7466976456344128,0,0.0,0.0,0.0,,,2.9440227271851596,0,0,,,,,63.44731743499181
