# _tick,_time,plr_track_ground_roughness,track_ground_roughness,plr_track_student_ground_roughness,track_student_ground_roughness,plr_track_pit_gap_low,track_pit_gap_low,plr_track_student_pit_gap_low,track_student_pit_gap_low,plr_track_pit_gap_high,track_pit_gap_high,plr_track_student_pit_gap_high,track_student_pit_gap_high,plr_track_stump_height_low,track_stump_height_low,plr_track_student_stump_height_low,track_student_stump_height_low,plr_track_stump_height_high,track_stump_height_high,plr_track_student_stump_height_high,track_student_stump_height_high,plr_track_ued_ground_roughness,track_ued_ground_roughness,plr_track_ued_pit_gap_low,track_ued_pit_gap_low,plr_track_ued_pit_gap_high,track_ued_pit_gap_high,plr_track_ued_stump_height_low,track_ued_stump_height_low,plr_track_ued_stump_height_high,track_ued_stump_height_high,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,dps_lambda_skill,dps_lambda_target,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:BipedalWalker-MADS-POET-Rose-3a-Eval-v0,test_returns:BipedalWalker-MADS-POET-Rose-3a-Eval-v0,sps
20,1783232747.4705758,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.909756218083203,,4.365577512187883,,7.099304447416216,,1.8387431683950126,,2.6191378467774484,-0.26279035210609436,-0.012185662577394396,0.17786975286435336,1.4674231931567192,6586368,9256,3216,201,-62.282875,0.016162652370985596,0.0006200091243954376,-0.2998532399535179,-82.18539,0.017462109285406768,0.0003332536638481542,-0.2941670887172222,,,0.95,0.9,1.448337905497241,1.469361631901231,0.9547920236712568,0.0,-61.937256,1157.8114204882604
21,1783233060.083826,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.854204261326231,,4.739033163757995,,6.868980010971427,,1.878827677690424,,2.5805345866829157,-0.5176807641983032,-0.0007085978650138713,0.16253852262161672,1.4746774695813656,6914048,9617,3376,211,-70.50308,0.02295829146169126,0.00016976355982478708,-0.43079235032200813,-59.849762,0.015437063146964646,0.0004186059333733283,-0.4592253215610981,,,0.95,0.9,1.3544172730546302,1.6273285685451664,1.0607860005592484,0.0,-54.34652,1048.196354372379
22,1783233334.3006828,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.338237005984411,,4.8395715481601655,,6.9795736744999886,,1.9250751589424908,,2.709298068890348,-0.5316659212112427,-0.0097657146925485,0.12631466565653682,1.470582265406847,7241728,10029,3536,221,-64.99595,0.016509226072230376,0.0005115422551170923,-0.5445372462272644,-51.85807,0.030390668206382542,0.0006105541193392128,-0.5847083255648613,,,0.95,0.9,1.357352064215591,1.5340194339718702,1.1241421514204275,0.0,-75.68045,1194.9664464790685
23,1783233614.8300798,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.523369383066893,,4.819933040533215,,7.634430378675461,,1.904302564682439,,2.727377757866634,-0.5460416078567505,-0.02153979174909182,0.1185885863378644,1.4769265614449978,7569408,10391,3696,231,-55.64102,0.009342563172685914,0.000496873060183134,-0.6429603591561317,-84.70626,0.02534753824584186,0.000557991572713945,-0.7005139335989952,,,0.95,0.9,1.4475939814706833,1.5787562387792975,1.0087146826799973,0.0,-75.35481,1168.0771462004764
24,1783233885.4596958,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.333452572114766,,5.06667962577194,,7.320316188503057,,2.1201244163676165,,2.900389379588887,-0.39716506004333496,-0.025253585423342884,0.11532887245994061,1.493264701217413,7897088,10745,3856,241,-47.450073,0.010621398201328703,0.001700683153467253,-0.7271647788584232,-71.272865,0.022158706368645652,-0.0001556178875034675,-0.7582651093602181,,,0.95,0.9,1.5946388663450737,1.4812321336527305,0.8158792463795671,0.0,-86.37583,1210.8061585961582
25,1783234172.9282024,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.793900365155423,,5.4363580592907965,,7.738456791266799,,2.136543317232281,,3.0838852589949965,0.14894545078277588,-0.004005144510301761,0.3680121313082054,1.497591271996498,8224768,11142,4016,251,-49.14697,0.012437834683805705,-0.00040969815745484084,-0.8606413379311562,-58.243397,0.013372421709937044,-0.00027717192569980397,-0.8729372344911098,,,0.95,0.9,1.508186821657403,1.6502707876205065,0.6029907357474589,0.0,-68.376724,1139.8814141225962
26,1783234486.7089183,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.275010462850332,,4.988634045934305,,6.9135377374477684,,2.004679834586568,,2.7669720365665853,-0.38695502281188965,-0.006797693040425656,0.07351687003392726,1.507699180394411,8552448,11490,4176,261,-61.353523,0.011715624140924774,0.0007198279123258544,-0.9410812623798848,-50.137207,0.014300496625946835,0.000936904399713967,-0.9813374534249306,,,0.95,0.9,1.521864614875223,1.6176292494335542,0.6243520601323483,0.0,-55.96525,1044.2964141043174
27,1783234767.6163156,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,6.031337983906269,,5.6329575683921576,,7.906460893689655,,2.3285125629627146,,3.135075742378831,0.25245440006256104,0.0020287073493818752,0.337267900002189,1.5113425627350807,8880128,11831,4336,271,-44.421272,0.009607093220984098,0.0007043550664093346,-1.0312070965766906,-61.904816,0.015607210583402776,0.0011014326664735563,-1.0723204262554646,,,0.95,0.9,1.5311746615192754,1.6673670462243186,0.8777693727564295,0.0,-51.99643,1166.5051062896298
28,1783235044.2447586,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.845026550348848,,5.536228017881513,,7.868833875574637,,2.192193181719631,,3.0290066855959594,-0.09859661757946014,0.0005695409927284345,0.039347408746834844,1.5235409624874592,9207808,12190,4496,281,-47.345276,0.01007132020604331,0.001557395773124881,-1.1419523999094963,-44.03373,0.011159822596528101,-9.942527030943893e-05,-1.1502601630985736,,,0.95,0.9,1.6553985701332152,1.604673130987814,0.9442100881317896,0.0,-58.589527,1184.549187972108
29,1783235325.6307514,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.149427746422589,,5.020833532325923,,7.105133227538317,,1.9100020279875025,,2.739417008822784,-0.06112407147884369,-0.005203016771702096,0.19903524848632514,1.5094850771129131,9535488,12573,4656,291,-45.600048,0.017516457912279293,0.00043305384751874955,-1.2104445911943913,-60.05257,0.02242743499809876,-0.0007361309028055985,-1.29505103379488,,,0.95,0.9,1.5444986315431468,1.7557806196544097,0.9176640513730321,0.0,-61.73628,1164.5213679797544
30,1783235606.2924852,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.739098759368062,,4.969435011735186,,7.546452347189188,,2.172186110226903,,2.875978529918939,-0.1996384859085083,-0.006604865699046059,0.156251547858119,1.5094094946980476,9863168,12939,4816,301,-46.691628,0.015147474600235,-7.505669782403857e-06,-1.343477463722229,-61.394714,0.014364207908511162,0.0013881277409382164,-1.3562900431454181,,,0.95,0.9,1.5021199917150305,1.8398563604503728,0.7442801550573359,0.0,-47.608368,1167.5264382745172
31,1783235895.1896474,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.825363032519817,,5.182015043974388,,7.8947831485420465,,2.2562800844898447,,2.9949370087124407,-0.24986757338047028,0.0003979128669016063,0.10054648027289659,1.5149653032422066,10190848,13313,4976,311,-33.99642,0.007879329142451753,3.350368060637265e-05,-1.424094857275486,-55.30897,0.012658325122902169,-6.14631368080154e-05,-1.4148736603558063,,,0.95,0.9,1.4170568294987802,1.9250469268728636,0.8635744795766097,0.0,-48.361134,1134.244461762057
32,1783236205.8840377,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.262382827466354,,4.7238003965467215,,7.220080736791715,,1.8831425583921373,,2.6463481635437347,-0.5498226881027222,0.0003217160156054888,0.14560585713479668,1.5069897286593914,10518528,13697,5136,321,-56.30913,0.011593421723227948,0.0012175160067272373,-1.479993399232626,-90.825066,0.02800903434981592,-0.00026326402585254984,-1.4718508191406727,,,0.95,0.9,1.8835565929318374,1.7058515731610462,1.117777285461389,0.0,-39.390015,1054.6698178261586
33,1783236500.8909113,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.483993165398715,,5.112906736787409,,7.651614753820468,,2.0498681222088635,,2.834914189996198,-0.13733609020709991,-0.002672463044291362,0.08896411571186036,1.5192493051290512,10846208,14062,5296,331,-26.767822,0.007164690636273008,0.0002938027391792275,-1.579150714725256,-43.725906,0.008429306381731293,0.0006854113948065787,-1.5842120707035066,,,0.95,0.9,1.5910299188135015,1.855338282691907,1.0041335432162506,0.0,-61.437622,1110.7537661975416
34,1783236819.4526093,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.874251417117193,,4.493200355791487,,7.061762435361743,,1.8940101772313938,,2.5416586624924093,-0.10734185576438904,-0.01023521606111899,0.1174069425323978,1.5189311653375626,11173888,14407,5456,341,-37.206734,0.00811389998125378,0.0007725221803411841,-1.6926129631698132,-53.07207,0.012864785426063462,0.0003387648350326344,-1.73863198235631,,,0.95,0.9,1.6943229317377995,1.9387641108178133,0.7355180400702763,0.0,-33.173515,1028.623346949766
35,1783237131.4368973,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.931849193759263,,5.329289629124105,,7.655965369194746,,2.190144136780873,,2.9435799645725638,-0.18567156791687012,-0.006094586104154587,0.060935288842301816,1.523412313312292,11501568,14768,5616,351,-34.67087,0.01786313022021204,0.001510116463759914,-1.7325485169887542,-52.025047,0.014145930227823556,0.00015470026264665648,-1.7854004479944705,,,0.95,0.9,1.973627613017745,1.8713233050823965,1.0421209790273753,0.0,-33.39997,1050.3093313702152
36,1783237483.4828002,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.851666621863842,,4.469994905171916,,6.592156996732228,,1.8007096470100805,,2.586108453804627,-0.2593057155609131,-0.00012924254406243563,0.0760813559172675,1.5196550823748112,11829248,15104,5776,361,-43.485065,0.005977156141307205,0.00047342967154690997,-1.8915297292172908,-27.897715,0.013397284707752987,0.0017149243445601313,-1.8970580026507378,,,0.95,0.9,1.8058706530195299,1.9692889130271687,0.7798967989453903,0.0,-44.36058,930.7877018075557
