# _tick,_time,plr_track_ground_roughness,track_ground_roughness,plr_track_student_ground_roughness,track_student_ground_roughness,plr_track_pit_gap_low,track_pit_gap_low,plr_track_student_pit_gap_low,track_student_pit_gap_low,plr_track_pit_gap_high,track_pit_gap_high,plr_track_student_pit_gap_high,track_student_pit_gap_high,plr_track_stump_height_low,track_stump_height_low,plr_track_student_stump_height_low,track_student_stump_height_low,plr_track_stump_height_high,track_stump_height_high,plr_track_student_stump_height_high,track_student_stump_height_high,plr_track_ued_ground_roughness,track_ued_ground_roughness,plr_track_ued_pit_gap_low,track_ued_pit_gap_low,plr_track_ued_pit_gap_high,track_ued_pit_gap_high,plr_track_ued_stump_height_low,track_ued_stump_height_low,plr_track_ued_stump_height_high,track_ued_stump_height_high,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,dps_lambda_skill,dps_lambda_target,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:BipedalWalker-MADS-POET-Rose-2a-Eval-v0,test_returns:BipedalWalker-MADS-POET-Rose-2a-Eval-v0,sps,target_agent_return
0,1784462186.0247152,,7.200000000000002,,7.200000000000002,,5.599999999999999,,5.599999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.82,,2.82,,7.225784141686745,,5.464477825909853,,7.312049632193521,,1.9297179254353978,,2.7849483427853556,-1.5317085981369019,-0.028853801370132715,0.299550854600966,1.4208501875400543,32768,161,16,1,-195.83076,0.054051083617378023,-0.0023318384191952646,5.665274426341057,-112.490616,0.3081699449568987,-0.002433584367099684,5.674465674161911,,,0.95,0.88,0.3690008560370802,0.35873966413627406,0.9053772972087484,0.0,-175.97217,2213.5030116029,-195.83076
1,1784462249.1949232,,7.200000000000002,,7.200000000000002,,5.599999999999999,,5.599999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.82,,2.82,,7.183612143591745,,5.5444552787221255,,7.2781554609537125,,1.974264053395018,,2.812244744854979,-0.6163350939750671,-0.006154731032438576,0.1394897293066606,1.4325728751718998,196608,551,96,6,-130.24556,0.022760806645965203,-0.004827876776107587,5.482271608710289,-121.77439,0.07612322974018752,-0.0034317373341764324,5.601776641607285,,,0.95,0.88,0.26666012917539383,0.22373070663147124,1.6346369412604795,0.0,-111.12544,2593.625969051562,-130.24556
2,1784462311.6139812,,7.200000000000002,,7.200000000000002,,5.599999999999999,,5.599999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.82,,2.82,,7.114465082617244,,5.529172676266171,,7.066641564306337,,1.965118459891528,,2.7281177025288343,-0.5640698075294495,0.00016225397121161222,0.08785796794109046,1.4329181499779224,360448,924,176,11,-127.860214,0.06088700557593256,-0.0025928013186785393,5.392692595720291,-119.20109,0.05030616946751252,-0.002120820642448962,5.482603725790978,,,0.95,0.88,0.27390438766186265,0.2378112233515351,1.1788386215523814,0.0,-137.16937,2624.8393238681883,-127.860214
3,1784462375.4714613,,7.200000000000002,,7.200000000000002,,5.599999999999999,,5.599999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.82,,2.82,,7.082575062755495,,5.649863237282261,,7.0397099105175585,,1.8894721323158592,,2.7434735455317423,-0.3951989412307739,-0.0024508690912625752,0.1103555265290197,1.4374956227838993,524288,1325,256,16,-129.77245,0.029182620299980044,-0.003206603493890725,5.330548956990242,-117.99264,0.03976909373886883,-0.0030892251299519556,5.381131672859192,,,0.95,0.88,0.28148926349056475,0.2499003193686289,1.8570216590986217,0.0,-129.3953,2565.7137187714306,-129.77245
4,1784462437.9388065,,7.200000000000002,,7.200000000000002,,5.599999999999999,,5.599999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.82,,2.82,,7.400513810222037,,5.666435521910898,,7.392168004531413,,2.0624859184608795,,2.8500564515707083,-0.04933447763323784,-0.0038948070741753327,0.016974738289718516,1.4375901781022549,688128,1584,336,21,-132.52554,0.02262613399652764,-0.003616545390104875,5.127856370806694,-122.21773,0.013522559276316315,-0.0034319346414122265,5.152968654036522,,,0.95,0.88,0.3276491873536946,0.2850758636454465,0.7078592891895057,0.0,-123.74507,2622.810336023451,-132.52554
5,1784462501.521191,,7.200000000000002,,7.200000000000002,,5.599999999999999,,5.599999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.82,,2.82,,7.010876335203648,,5.363186930771917,,6.942761004087515,,1.8231899824459106,,2.666214886761736,-0.03540404140949249,-0.00017142346769105643,0.012774901842931286,1.4355647824704647,851968,1751,416,26,-128.90445,0.010233436527778394,-0.0030598660880059468,4.879313218593597,-123.031166,0.007273632459691726,-0.00227363900266937,4.848920920491219,,,0.95,0.88,0.3647024632334225,0.3468381251821512,1.0200373863287733,0.0,-116.432724,2576.8156609208336,-128.90445
6,1784462565.3428907,,7.200000000000002,,7.200000000000002,,5.599999999999999,,5.599999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.82,,2.82,,7.610399279743433,,6.046908602118492,,7.5976802366785705,,2.180796685628593,,3.023155999573646,0.013865257613360882,0.0010680509558369522,0.02318264050700236,1.4452136792242527,1015808,1915,496,31,-119.97793,0.011807525283074938,-0.0029661420427146367,4.5966026306152346,-112.85923,0.00811388227302814,-0.001807112905953545,4.534658226370811,,,0.95,0.88,0.3526458873519922,0.3433746871452062,1.3823912855613771,0.0,-117.21108,2567.1506738543167,-119.97793
7,1784462628.9420729,,7.200000000000002,,7.200000000000002,,5.599999999999999,,5.599999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.82,,2.82,,7.278417928609997,,5.733323692111298,,7.2432135331619065,,2.01416442199843,,2.811522659729235,0.022925423458218575,-0.0028569597052410245,0.11027368169743568,1.4378001540899277,1179648,2084,576,36,-104.97721,0.01237428532622289,-3.176214631821495e-05,4.315155610442162,-120.13312,0.006024628892191686,-0.0018942874055937863,4.260416767001152,,,0.95,0.88,0.40201182090250837,0.43481384240234144,1.7026493794762616,0.0,-113.92749,2576.133504282398,-104.97721
8,1784462691.7460449,,7.200000000000002,,7.200000000000002,,5.599999999999999,,5.599999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.82,,2.82,,7.4569725673645735,,5.787769577698782,,7.406700821593404,,2.084650599223096,,2.895968563389033,-0.0776614397764206,-0.005257155869912822,0.1189920898177661,1.43216797336936,1343488,2254,656,41,-104.21397,0.008434660965576768,-0.003528649502186454,4.069544392824173,-112.855225,0.013991482919664122,-0.0015814540693099843,4.042782548069954,,,0.95,0.88,0.4659703389566232,0.40868127211843747,1.6345014347470346,0.0,-108.6412,2608.752257512267,-104.21397
9,1784462752.6407678,,7.200000000000002,,7.200000000000002,,5.599999999999999,,5.599999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.82,,2.82,,7.558335416484624,,5.969904452562332,,7.4912651346530765,,2.105965751048643,,2.9355845358222723,0.03273266181349754,-0.00723657789058052,0.0027797298243967816,1.435002900660038,1507328,2419,736,46,-101.993515,0.007683769414143171,-0.0029081455431878567,3.770771725475788,-103.76919,0.0060042393452022225,-0.0017209747660672293,3.7572151124477386,,,0.95,0.88,0.5293379369143022,0.49603766201964145,0.8564328651245938,0.0,-108.15669,2690.545070947708,-101.993515
10,1784462815.7346272,,7.200000000000002,,7.200000000000002,,5.599999999999999,,5.599999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.82,,2.82,,7.291341869393364,,5.7178944408660755,,7.270902457414195,,1.9982580674259225,,2.810679631656967,-0.0017193793319165707,-0.006313584161034669,0.07651135508785956,1.4335768707096577,1671168,2590,816,51,-103.22127,0.014769920494291,-0.0012368633426376619,3.5725775852799417,-108.98403,0.011151205579517409,-0.001964951356058009,3.4905970245599747,,,0.95,0.88,0.47290858378358547,0.47877597833219543,1.626136245668559,0.0,-105.05095,2596.7661650838886,-103.22127
11,1784462879.454165,,7.200000000000002,,7.200000000000002,,5.599999999999999,,5.599999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.82,,2.82,,6.841823570430279,,5.409221703070216,,6.958896585681941,,1.9025421850965358,,2.6972166863270104,-0.25537624955177307,-0.012257135775143979,0.12411195563618094,1.4396740831434727,1835008,2766,896,56,-100.81274,0.015971280160010794,-0.0005543260514969007,3.358999137580395,-119.17621,0.03771909467177466,-0.0035358267865376546,3.3351096391677855,,,0.95,0.88,0.5193031894676192,0.5597054831808359,1.446155399671964,0.0,-98.92651,2571.2678482532065,-100.81274
12,1784462943.330147,,7.200000000000002,,7.200000000000002,,5.599999999999999,,5.599999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.82,,2.82,,6.841625478700735,,5.3543103956617415,,6.876368014141917,,1.8328576646745205,,2.6819365619448945,-0.30529654026031494,0.00121244558977196,0.08182327449321747,1.4341592080891132,1998848,2983,976,61,-89.06057,0.008940170024288818,-0.0022743485951650655,3.068841402232647,-128.93079,0.038862842426169664,-0.0023227115321788005,3.1784592136740684,,,0.95,0.88,0.597474544658596,0.5746914501576473,1.139099731709519,0.0,-107.527855,2564.970423130143,-89.06057
13,1784463004.092475,,7.200000000000002,,7.200000000000002,,5.599999999999999,,5.599999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.82,,2.82,,6.876332240644842,,5.292195570684271,,7.0200556046911515,,1.8620296668086667,,2.6353889470919967,-0.4291262924671173,-0.0008876666688593104,0.1112122240010649,1.434506881982088,2162688,3184,1056,66,-82.34665,0.011295401840470731,-0.0012980564548342954,2.8719443276524546,-104.18174,0.04717777301557362,-0.0027301229027216324,2.9416129320859907,,,0.95,0.88,0.5745959135056189,0.6573120643655859,1.311196972901008,0.0,-114.117294,2696.4075526786387,-82.34665
14,1784463069.6262274,,7.200000000000002,,7.200000000000002,,5.599999999999999,,5.599999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.82,,2.82,,7.293614601774607,,5.767360770201776,,7.381852722261101,,2.1131178841460496,,2.8479899161611684,-0.4052554965019226,-0.004241182730766013,0.07470325520262122,1.4363246224820614,2326528,3386,1136,71,-82.3735,0.012017166614532471,-0.001668547395092901,2.5683681473135946,-122.752,0.041313451121095565,-0.0021447290680953303,2.717226877808571,,,0.95,0.88,0.6369778556625438,0.644877379901191,1.3789635808287146,0.0,-84.745346,2500.0859533121943,-82.3735
15,1784463136.4449663,,7.200000000000002,,7.200000000000002,,5.599999999999999,,5.599999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.82,,2.82,,7.563505172729492,,6.0519182197749615,,7.559993781382218,,2.1488807667046785,,2.9740956680034287,-0.33328327536582947,0.0003175171441398561,0.11371050588786602,1.427249226719141,2490368,3580,1216,76,-71.92029,0.006351924884074833,-0.0011996831621218008,2.312277600169182,-103.81383,0.031357922626193614,-0.0021197482157731427,2.443749229609966,,,0.95,0.88,0.7127494963968003,0.724640694661877,1.2320309602891868,0.0,-99.06764,2452.006506284395,-71.92029
16,1784463198.478475,,7.200000000000002,,7.200000000000002,,5.599999999999999,,5.599999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.82,,2.82,,6.982484198408201,,5.513225931907073,,7.249008301645517,,1.9264369056327268,,2.8038720237091184,-0.57297283411026,-0.003106647069216706,0.13496909593231976,1.4257378056645393,2654208,3778,1296,81,-71.4394,0.009779595816507936,-0.00036296231410233305,2.0995501235127447,-123.52704,0.029334422654937953,-0.0015155770524870604,2.217407928407192,,,0.95,0.88,0.6488344088631572,0.7734148472314415,1.3807771486579252,0.0,-110.78306,2641.153156491527,-71.4394
17,1784463264.0515833,,7.200000000000002,,7.200000000000002,,5.599999999999999,,5.599999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.82,,2.82,,6.932508203666657,,5.28901938724448,,7.033737145829946,,1.8300706906011328,,2.6545987783465534,-0.606156587600708,0.0005101245478726923,0.2842132793739438,1.42488681524992,2818048,3974,1376,86,-76.190926,0.016302104730857536,-0.0006379453974659554,1.9460516192018986,-135.67894,0.032354302192106846,-0.0011662717501167209,2.010086937248707,,,0.95,0.88,0.7012342097215283,0.7701271463455589,1.8901694350705749,0.0,-114.023865,2498.5853059638202,-76.190926
18,1784463330.7098043,,7.200000000000002,,7.200000000000002,,5.599999999999999,,5.599999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.82,,2.82,,7.252949687419459,,5.5829494637437165,,7.162161546089919,,1.9465660196729004,,2.7831089418614283,-0.5019859671592712,-0.0025444611092098057,0.10845852713100612,1.4279853999614716,2981888,4184,1456,91,-94.61687,0.01894642342813313,-0.0004975871168426238,1.8101278260350226,-98.31248,0.03468628372065723,-0.001011631362780463,1.866904904693365,,,0.95,0.88,0.721684979198517,0.7832308059822196,0.9564315088255557,0.0,-88.26936,2457.911528440226,-94.61687
19,1784463398.2081,,7.200000000000002,,7.200000000000002,,5.599999999999999,,5.599999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.82,,2.82,,7.323116614250466,,5.828974993899465,,7.546938834246248,,2.068633313756436,,2.8351535135734593,-0.42656397819519043,-0.0025266364245908335,0.11772092944011092,1.4290360510349274,3145728,4369,1536,96,-68.57621,0.009418512140109669,-0.001098223964800127,1.6152957655489444,-99.73526,0.021943614387419076,-0.0013439841473882551,1.6948486015200614,,,0.95,0.88,0.7726737139181502,0.8208830750992216,1.260307266904166,0.0,-85.76918,2427.320375122093,-68.57621
