# _tick,_time,plr_track_ground_roughness,track_ground_roughness,plr_track_pit_gap_low,track_pit_gap_low,plr_track_pit_gap_high,track_pit_gap_high,plr_track_stump_height_low,track_stump_height_low,plr_track_stump_height_high,track_stump_height_high,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:BipedalWalker-MADS-POET-Rose-2a-Eval-v0,test_returns:BipedalWalker-MADS-POET-Rose-2a-Eval-v0,target_agent_return,target_solved_rate,sps
0,1784290490.7197871,,4.9229298532009125,,3.494592549104709,,7.350078523159027,,1.557954279196565,,2.9694199422374368,0.0,0.0,0.0,0.0,32768,45,16,1,-107.53407,0.15553500833921136,-0.003930110519286245,5.673605939745903,0,0.0,0.0,0.0,,,0.36328576202217183,0,0,0.0,-112.43982,-112.4398193359375,0.0,851.074515318505
1,1784290665.3326142,,6.7361995950341225,,5.4355996660888195,,7.188867013901472,,2.090606859419495,,3.1243343744426966,0.0,0.0,0.0,0.0,196608,253,96,6,-104.705055,0.11033763498999179,-0.003224399537430145,5.565816161036492,0,0.0,0.0,0.0,,,0.3595726272104634,0,0,0.0,-106.7136,-106.7136001586914,0.0,938.3048026407511
2,1784290835.112249,,6.432545268908143,,4.760843878611922,,7.236154545098543,,1.5289553025195346,,3.2000275049358606,0.0,0.0,0.0,0.0,360448,438,176,11,-104.532005,0.08304352224804461,-0.002401129188365303,5.473756393790245,0,0.0,0.0,0.0,,,0.3641260555290121,0,0,0.0,-101.681854,-101.68185424804688,0.0,965.0152152755703
3,1784290992.6466093,,7.048512380570173,,5.0000408757478,,6.758233644068241,,1.53321671532467,,3.0651545617729425,0.0,0.0,0.0,0.0,524288,594,256,16,-105.80458,0.07143480647355319,-0.0023415101575665178,5.346474200487137,0,0.0,0.0,0.0,,,0.3781240778005329,0,0,0.0,-98.8149,-98.81490325927734,0.0,1040.0273042031035
4,1784291152.9453268,,5.931741576641798,,4.4764048140496016,,7.486203126609325,,1.7831897106952965,,3.087628036737442,0.0,0.0,0.0,0.0,688128,727,336,21,-98.41005,0.07437324980273843,-0.0011891633708728476,5.189395946264267,0,0.0,0.0,0.0,,,0.4193627008066628,0,0,0.0,-99.510056,-99.51005554199219,0.0,1022.0915686816544
5,1784291311.2246552,,6.221870239824057,,4.40853247884661,,7.709933016449213,,1.780992386629805,,2.9752267990261316,0.0,0.0,0.0,0.0,851968,856,416,26,-101.4656,0.07605899828486144,-0.0021794309112010525,5.113501119613647,0,0.0,0.0,0.0,,,0.42902995980717173,0,0,0.0,-97.66447,-97.66446685791016,0.0,1035.132032876191
6,1784291469.3123817,,6.991605684161186,,4.7215320356190205,,7.296179141849279,,1.5274863224476576,,3.1304146023467183,0.0,0.0,0.0,0.0,1015808,969,496,31,-98.7369,0.056578323454596104,-0.0019849810807500033,4.957698890566826,0,0.0,0.0,0.0,,,0.46787909643626663,0,0,0.0,-104.117874,-104.11787414550781,0.0,1036.3865692141324
7,1784291622.2551498,,6.533377133309841,,4.648358430713415,,7.640179172158241,,1.8763023428618908,,3.031395459547639,0.0,0.0,0.0,0.0,1179648,1064,576,36,-100.207794,0.04886576842982322,-0.001673846336780116,4.760187098383904,0,0.0,0.0,0.0,,,0.5102095437061461,0,0,0.0,-102.73773,-102.73773193359375,0.0,1071.2504596455592
8,1784291780.05347,,6.305412296205759,,4.903709199279547,,7.030288297683001,,1.57136196969077,,2.82945625949651,0.0,0.0,0.0,0.0,1343488,1161,656,41,-100.767296,0.06137633251491934,-0.0028218581079272552,4.588166546821594,0,0.0,0.0,0.0,,,0.4951373889924506,0,0,0.0,-94.271866,-94.27186584472656,0.0,1038.287300403486
9,1784291930.0221329,,6.094290721230209,,5.006978427991271,,7.2344329208135605,,1.9042533403262496,,3.317578760907054,0.0,0.0,0.0,0.0,1507328,1242,736,46,-102.66494,0.04893813437083736,-0.0020372144208522514,4.39494343996048,0,0.0,0.0,0.0,,,0.5484573457833397,0,0,0.0,-98.014404,-98.014404296875,0.0,1092.4948773148928
