# _tick,_time,plr_track_ground_roughness,track_ground_roughness,plr_track_student_ground_roughness,track_student_ground_roughness,plr_track_pit_gap_low,track_pit_gap_low,plr_track_student_pit_gap_low,track_student_pit_gap_low,plr_track_pit_gap_high,track_pit_gap_high,plr_track_student_pit_gap_high,track_student_pit_gap_high,plr_track_stump_height_low,track_stump_height_low,plr_track_student_stump_height_low,track_student_stump_height_low,plr_track_stump_height_high,track_stump_height_high,plr_track_student_stump_height_high,track_student_stump_height_high,plr_track_stair_height_low,track_stair_height_low,plr_track_student_stair_height_low,track_student_stair_height_low,plr_track_stair_height_high,track_stair_height_high,plr_track_student_stair_height_high,track_student_stair_height_high,plr_track_stair_steps,track_stair_steps,plr_track_student_stair_steps,track_student_stair_steps,plr_track_ued_ground_roughness,track_ued_ground_roughness,plr_track_ued_pit_gap_low,track_ued_pit_gap_low,plr_track_ued_pit_gap_high,track_ued_pit_gap_high,plr_track_ued_stump_height_low,track_ued_stump_height_low,plr_track_ued_stump_height_high,track_ued_stump_height_high,plr_track_ued_stair_height_low,track_ued_stair_height_low,plr_track_ued_stair_height_high,track_ued_stair_height_high,plr_track_ued_stair_steps,track_ued_stair_steps,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,dps_lambda_skill,dps_lambda_target,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:BipedalWalker-MADS-Hard-Eval-v0,test_returns:BipedalWalker-MADS-Hard-Eval-v0,sps,target_agent_return
0,1784564861.0089352,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.156449901638553,,6.092161896405742,,9.78827878460288,,1.0649226140230894,,4.13528734492138,,2.018527091247961,,4.946148909861222,,8.125,-5.8596510887146,-0.0031176513875834644,3.1133085042238235,1.4188675433397293,32768,54,16,1,-138.19144,0.07449306449852884,-0.003319477167678997,5.674413645267487,-165.79715,0.09382045653183013,-0.004117964560282417,5.676241090893745,,,0.95,0.85,0.3584292173816715,0.3565236088270254,4.377092047177398,0.0,-138.83978,2026.4490948582181,-138.19144
1,1784564932.6658885,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.8305231630802155,,5.848085903329775,,9.615341571858153,,0.8880239659920335,,4.029164696345106,,1.9143781438469887,,4.8399868465494365,,8.1875,-2.5305004119873047,-0.011876320582814515,0.4713796409778297,1.414538137614727,196608,296,96,6,-115.21531,0.03715632548555732,-0.0032299879821948707,5.480521082878113,-123.13821,0.09036487557459623,-0.0029180649347836153,5.559297028183937,,,0.95,0.85,0.31632845894966666,0.2294256076990942,1.6895087805566575,0.0,-121.14486,2286.449658577149,-115.21531
2,1784565000.7893987,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.49257558118552,,5.553168216720223,,9.399417616426945,,0.7210476979380473,,3.626523365266621,,1.7909010779585515,,4.647718705236912,,7.375,-0.9717093706130981,-0.00034027849324047565,0.40417763707228005,1.4290378093719482,360448,566,176,11,-119.17291,0.02640461033442989,-0.004778987991448958,5.308374118804932,-127.214615,0.06420114089269191,-0.00208947635255754,5.392285341024399,,,0.95,0.85,0.28117899210965286,0.2595866249440665,2.414633680039118,0.0,-109.88081,2405.0435353801795,-119.17291
3,1784565071.0758154,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.6915210268925875,,5.628450372023508,,9.440237803384662,,0.7914829992805608,,3.754924623295665,,1.7419780704658478,,4.649943160824478,,7.5625,-0.42367857694625854,-0.0035676760016940534,0.016932861806708388,1.4345205090939999,524288,884,256,16,-114.880226,0.029105616558808833,-0.0034931279471493324,5.231200316548348,-121.03373,0.028750929585658013,-0.004110307490191189,5.285235345363617,,,0.95,0.85,0.2932099430676776,0.2883474779958354,0.5138114328791152,0.0,-120.29851,2331.0350995104304,-114.880226
4,1784565142.7394948,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.001751141157001,,6.071839465526864,,9.799140961840749,,1.05061288876459,,4.139452340546995,,1.9259340106509626,,4.892391464672983,,8.375,-0.3381167948246002,-0.002852416189853102,0.07000996608985588,1.4346508868038654,688128,1133,336,21,-127.37738,0.025159115047426895,-0.0029683939887036105,5.042526251077652,-109.08647,0.031609519245103,-0.002585395990172401,5.092251470685005,,,0.95,0.85,0.3308154916452124,0.3190660767320731,1.1783743266034927,0.0,-121.375015,2286.2347510439563,-127.37738
5,1784565215.7305484,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.421257752692327,,6.381544089876115,,9.9355819162447,,1.2171296514570713,,4.140120139956707,,2.2065959316678345,,4.957334546372294,,8.5,-0.030203532427549362,-0.0005458206287585199,0.026707869779784232,1.4325689375400543,851968,1400,416,26,-115.02203,0.02625335067859851,-0.0020425827417057006,4.807558792829513,-121.000305,0.028072996519040317,-0.0015862553478655172,4.884165433049202,,,0.95,0.85,0.38086031341090293,0.37288142368746363,0.5904867695395839,0.0,-119.44493,2244.6571427307076,-115.02203
6,1784565283.6004071,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.185335169080645,,5.8678763546049595,,9.79290403239429,,1.1440148206893355,,4.121742621413432,,1.9501892124535516,,4.8469664447475225,,8.125,-0.4737934470176697,-0.012110487907193601,0.18745464156381786,1.4319843612611294,1015808,1710,496,31,-111.469444,0.013968304893933237,-0.0036476886496529916,4.539815178513527,-120.85836,0.04773960642050952,-0.001505698123946786,4.663938403129578,,,0.95,0.85,0.4658994384169549,0.4356240178381231,1.6192449030049219,0.0,-111.13003,2414.0327255313955,-111.469444
7,1784565353.7177331,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.566942233592272,,5.562396155670285,,9.445608400041237,,0.7414833188522607,,3.8241796180955134,,1.7067278362810612,,4.652899019652978,,7.375,-0.1467152237892151,0.0006326932343654335,0.05794496135786176,1.4352895393967628,1179648,1993,576,36,-107.02644,0.016178014362230896,-0.0025615335958718787,4.255422359704971,-107.54578,0.028583174245432018,-0.0018472907540854067,4.407146549224853,,,0.95,0.85,0.5026919816485222,0.45297998058063305,0.8868708869768629,0.0,-126.297104,2336.655192965419,-107.02644
8,1784565421.39276,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.134915927425027,,5.174885768443346,,9.09496409073472,,0.5614681681618094,,3.59814894804731,,1.5774454176425934,,4.592431318946183,,7.0625,-0.4003008008003235,-0.0006689900765195489,0.1279102242551744,1.4436334297060966,1343488,2273,656,41,-100.882965,0.012901169498218224,-0.0025936494203051552,3.985889919102192,-105.86409,0.02491503027267754,-0.0023209717182908207,4.134333235025406,,,0.95,0.85,0.5498788294615272,0.5605338279321068,1.8391850010031785,0.0,-108.07353,2420.9807549474776,-100.882965
9,1784565491.42499,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.139432115480304,,5.332392250187695,,9.41983338817954,,0.6849377830512822,,3.63260648958385,,1.7344956357264891,,4.589375465177,,7.3125,-0.14425979554653168,6.694672629237175e-05,0.10332678828854114,1.4562055468559265,1507328,2597,736,46,-122.56032,0.028378725261427463,-0.002119108205079101,3.7985057964921,-111.21187,0.0319778953678906,-0.0016804941158625297,3.9006304696202276,,,0.95,0.85,0.5442669467810095,0.6075793768177168,1.2326309107409281,0.0,-116.35315,2339.4930763693446,-122.56032
