# _tick,_time,plr_track_ground_roughness,track_ground_roughness,plr_track_pit_gap_low,track_pit_gap_low,plr_track_pit_gap_high,track_pit_gap_high,plr_track_stump_height_low,track_stump_height_low,plr_track_stump_height_high,track_stump_height_high,plr_track_stair_height_low,track_stair_height_low,plr_track_stair_height_high,track_stair_height_high,plr_track_stair_steps,track_stair_steps,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:BipedalWalker-MADS-Medium-Eval-v0,test_returns:BipedalWalker-MADS-Medium-Eval-v0,target_agent_return,target_solved_rate,sps
205,1784477297.8782372,,5.371783683076501,,3.328008172684349,,6.3386850990355015,,1.6118858673144132,,2.9565933952108026,,1.2124504678649828,,3.1230102793779224,,5.25,0.0,0.0,0.0,0.0,33619968,14571,16416,1026,-78.00553,0.07121522787492722,0.0016378347456338816,-3.7209176152944563,0,0.0,0.0,0.0,,,5.023871644551362,0,0,0.0,-38.841473,-38.84147262573242,0.0,2296.3648745382666
206,1784477368.1682696,,3.227060134522617,,4.146755570545793,,7.616632059216499,,1.4565664943074808,,2.7965405210852623,,1.3420067797414958,,3.363660369068384,,4.9375,0.0,0.0,0.0,0.0,33783808,14618,16496,1031,-83.94401,0.05917131362948567,0.002155023074010387,-3.744390347599983,0,0.0,0.0,0.0,,,5.16136297707581,0,0,0.0,-60.988914,-60.988914489746094,0.0,2330.913748408856
207,1784477439.0327322,,3.5697518824599683,,3.8676361681427807,,6.959193758666515,,1.1360814812360331,,2.587814745493233,,1.136389789171517,,2.6626791059970856,,4.625,0.0,0.0,0.0,0.0,33947648,14668,16576,1036,-83.60875,0.05698551668319851,0.002584904505056329,-3.7281191036105157,0,0.0,0.0,0.0,,,5.701164084033931,0,0,0.0,-59.296467,-59.29646682739258,0.0,2312.0185731998367
208,1784477508.8427296,,4.664509799331427,,4.633410349488258,,7.494992166757584,,1.497352613369003,,3.150470796972513,,1.5022723004221916,,3.3458827808499336,,4.375,0.0,0.0,0.0,0.0,34111488,14718,16656,1041,-79.216324,0.061958912992849946,0.002744277018064167,-3.7548338577151297,0,0.0,0.0,0.0,,,5.663346328921667,0,0,0.0,-46.018597,-46.01859664916992,0.0,2346.9410116244
209,1784477580.7981226,,5.17766450997442,,3.6292435220093466,,6.636014431715012,,1.610600416897796,,3.1261180713772774,,1.1132860367069952,,2.692630090750754,,4.9375,0.0,0.0,0.0,0.0,34275328,14772,16736,1046,-80.07229,0.05620233637746423,0.003985907057358418,-3.8334046259522436,0,0.0,0.0,0.0,,,6.02387697192602,0,0,0.0,-75.1587,-75.15869903564453,0.0,2276.9664661894612
210,1784477652.6685853,,3.539822264574468,,4.417014033533633,,6.709467172622681,,1.697023601445835,,2.8432655846700072,,1.5998510754434392,,3.5718410182744265,,3.8125,0.0,0.0,0.0,0.0,34439168,14825,16816,1051,-81.830025,0.04784467265708372,0.0027751814348448535,-3.8571057230234147,0,0.0,0.0,0.0,,,5.924197824466181,0,0,0.0,-58.79734,-58.797340393066406,0.0,2279.658245576726
211,1784477725.0388606,,4.973230264149606,,2.7878581639379263,,5.5437141843140125,,1.2304909198428504,,2.732801241800189,,1.6241057589650154,,2.687283852137625,,6.125,0.0,0.0,0.0,0.0,34603008,14878,16896,1056,-74.73676,0.05104774758219719,0.003990204782166984,-3.8382991522550585,0,0.0,0.0,0.0,,,6.046002889195557,0,0,0.0,-55.409557,-55.4095573425293,0.0,2263.9121099282897
212,1784477795.7106946,,4.781659251311794,,3.485137445386499,,6.7454953119158745,,1.355082493100781,,3.0850737367291003,,1.09915050532436,,2.7368440601276234,,4.8125,0.0,0.0,0.0,0.0,34766848,14928,16976,1061,-84.06618,0.05122857807436958,0.0034553429337393026,-3.8574317142367365,0,0.0,0.0,0.0,,,5.439187100286847,0,0,0.0,-66.33559,-66.33558654785156,0.0,2318.322126157094
213,1784477868.686709,,5.296029688324779,,3.62756400834769,,6.736486125737429,,1.3625438563758507,,3.4397590160369873,,1.1796606153075118,,2.8182171704247594,,3.875,0.0,0.0,0.0,0.0,34930688,14978,17056,1066,-82.67635,0.039787675230763854,0.001890037496923469,-3.8571780547499657,0,0.0,0.0,0.0,,,5.693437925775724,0,0,0.0,-44.918343,-44.91834259033203,0.0,2245.119751758197
214,1784477940.0919023,,5.957075880141929,,3.8536710117477924,,6.884843371808529,,1.3330630926066078,,3.2753768586553633,,1.371738199959509,,3.0841257330030203,,5.5,0.0,0.0,0.0,0.0,35094528,15025,17136,1071,-78.99881,0.06101328996010125,0.004251656422275119,-3.872535963356495,0,0.0,0.0,0.0,,,5.95478441303685,0,0,0.0,-52.585167,-52.585166931152344,0.0,2294.5115402710317
