# _tick,_time,plr_track_ground_roughness,track_ground_roughness,plr_track_pit_gap_low,track_pit_gap_low,plr_track_pit_gap_high,track_pit_gap_high,plr_track_stump_height_low,track_stump_height_low,plr_track_stump_height_high,track_stump_height_high,plr_track_stair_height_low,track_stair_height_low,plr_track_stair_height_high,track_stair_height_high,plr_track_stair_steps,track_stair_steps,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:BipedalWalker-MADS-Medium-Eval-v0,test_returns:BipedalWalker-MADS-Medium-Eval-v0,target_agent_return,target_solved_rate,sps
0,1784463092.5123265,,4.930934881558642,,3.1513188561075367,,6.286974810063839,,1.9562785495872959,,3.7603696854785085,,1.5658503695158288,,3.2911391463130713,,4.125,0.0,0.0,0.0,0.0,32768,40,16,1,-111.11989,0.14170869048684837,-0.0034735211833321956,5.665216091275215,0,0.0,0.0,0.0,,,0.3787749125850536,0,0,0.0,-122.21968,-122.21968078613281,0.0,1995.3495449851603
1,1784463172.7962904,,4.219938889145851,,3.2450668420642614,,6.062049986794591,,1.2951154687834787,,2.067725983215496,,1.0712947801221162,,2.855133879929781,,4.0625,0.0,0.0,0.0,0.0,196608,234,96,6,-114.25371,0.10738380108959973,-0.00231432089349255,5.625020399689674,0,0.0,0.0,0.0,,,0.39454307686751466,0,0,0.0,-170.80324,-170.80323791503906,0.0,2040.756865048967
2,1784463251.3062224,,3.8916296418756247,,2.9443343775346875,,6.377841867506504,,1.4799164747819304,,2.8657881915569305,,0.9210802696179599,,2.0240663085132837,,3.875,0.0,0.0,0.0,0.0,360448,409,176,11,-112.6591,0.08761469596065581,-0.003429580488591455,5.535451021790505,0,0.0,0.0,0.0,,,0.39560683159867027,0,0,0.0,-132.27591,-132.27590942382812,0.0,2086.869848546405
3,1784463305.1905775,,3.480245191603899,,3.775141993537545,,6.556103080511093,,0.788376433065423,,2.718153011519462,,1.0589065642125206,,2.4051711964420974,,4.0625,0.0,0.0,0.0,0.0,524288,482,256,16,-118.5291,0.03266648444114253,-0.0025608268595533447,5.471991837024689,0,0.0,0.0,0.0,,,0.4073430426689006,0,0,0.0,-133.91185,-133.91184997558594,0.0,3040.5839500085376
4,1784463348.1869655,,4.666488014627248,,2.738113502273336,,6.73810126259923,,1.2598269192676526,,2.644779570400715,,1.1785633326508105,,2.7307130163535476,,4.4375,0.0,0.0,0.0,0.0,688128,512,336,21,-113.25017,0.022230267379200086,-0.002992095636727754,5.326290807127952,0,0.0,0.0,0.0,,,0.42742008844102203,0,0,0.0,-132.24059,-132.24058532714844,0.0,3810.5562716306813
5,1784463394.726688,,4.845346473157406,,2.45826025493443,,6.781029440462589,,1.3031946819683071,,3.0561180831864476,,0.9885880941874348,,2.7888224506750703,,3.75,0.0,0.0,0.0,0.0,851968,545,416,26,-114.138535,0.026017749967286362,-0.0017775233151041902,5.181538543105125,0,0.0,0.0,0.0,,,0.45754933329100594,0,0,0.0,-119.032555,-119.03255462646484,0.0,3520.4328717727385
6,1784463440.944216,,4.446894561406225,,4.120576339773834,,6.843283101916313,,0.7915493391919881,,2.6401819987222552,,1.2031011236831546,,2.7900056820362806,,4.5625,0.0,0.0,0.0,0.0,1015808,573,496,31,-110.564865,0.019617828918853775,-0.0017594018951058387,5.003418609499931,0,0.0,0.0,0.0,,,0.5076729551902434,0,0,0.0,-113.74141,-113.74140930175781,0.0,3544.9776076303574
7,1784463489.045622,,4.6840152842924,,3.142021907842718,,6.67387627530843,,1.0735069122165442,,2.7396600879728794,,1.1643833993002772,,2.1779673686251044,,5.25,0.0,0.0,0.0,0.0,1179648,608,576,36,-104.40399,0.027989268908277153,-0.001169787948310841,4.823332205414772,0,0.0,0.0,0.0,,,0.5603829867335796,0,0,0.0,-109.66295,-109.66294860839844,0.0,3406.136274608803
8,1784463537.4759178,,5.091935037635267,,3.493394423276186,,6.07167350128293,,1.218614672543481,,2.534020037855953,,1.520464417990297,,2.757921419106424,,5.5,0.0,0.0,0.0,0.0,1343488,643,656,41,-105.55373,0.028455913928337396,-0.0008260532660642639,4.607388135790825,0,0.0,0.0,0.0,,,0.5924331078319931,0,0,0.0,-118.15697,-118.15696716308594,0.0,3383.0071044868264
9,1784463587.3600423,,4.766965219168924,,4.16500007850118,,6.530293393880129,,1.5837686276063323,,2.6370413322001696,,1.3544148934306577,,2.638654252514243,,4.5,0.0,0.0,0.0,0.0,1507328,684,736,46,-104.1356,0.03312377794645727,-0.0013285193548654207,4.429843485355377,0,0.0,0.0,0.0,,,0.6177624112819006,0,0,0.0,-109.73789,-109.7378921508789,0.0,3284.4111028083607
