# _tick,_time,plr_track_ground_roughness,track_ground_roughness,plr_track_pit_gap_low,track_pit_gap_low,plr_track_pit_gap_high,track_pit_gap_high,plr_track_stump_height_low,track_stump_height_low,plr_track_stump_height_high,track_stump_height_high,plr_track_stair_height_low,track_stair_height_low,plr_track_stair_height_high,track_stair_height_high,plr_track_stair_steps,track_stair_steps,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:BipedalWalker-MADS-Hard-Eval-v0,test_returns:BipedalWalker-MADS-Hard-Eval-v0,target_agent_return,target_solved_rate,sps
0,1784900016.1100304,,5.0977113004773855,,3.152308815624565,,6.00524740293622,,1.953631634823978,,3.7260175589472055,,1.1328851716825739,,3.181645991280675,,4.5,0.0,0.0,0.0,0.0,32768,40,16,1,-109.89608,0.13630491099320352,-0.0024345628742594274,5.661526483297348,0,0.0,0.0,0.0,,,0.3749051341894203,0,0,0.0,-124.72711,-124.72711181640625,0.0,3327.5796315241264
1,1784900056.43531,,5.167254486586899,,3.4111435478553176,,5.694477884098887,,1.439082466531545,,2.8999664215371013,,1.4832923421636224,,2.960503175854683,,4.6875,0.0,0.0,0.0,0.0,196608,232,96,6,-111.22386,0.08618163377977908,-0.003109847278392408,5.64534278512001,0,0.0,0.0,0.0,,,0.34948727681447345,0,0,0.0,-146.9166,-146.91659545898438,0.0,4062.9583079619742
2,1784900095.9609928,,5.683624427765608,,3.9666736591607332,,7.048837952315807,,1.5413920307764784,,3.2451816834509373,,2.1127060073195025,,3.1945081567391753,,5.4375,0.0,0.0,0.0,0.0,360448,285,176,11,-113.39534,0.013182570619392209,-0.006364230224426138,5.495879685878753,0,0.0,0.0,0.0,,,0.3403931256012071,0,0,0.0,-141.24185,-141.24185180664062,0.0,4145.152291922317
3,1784900137.1390917,,6.008891657111235,,3.635352470446378,,7.242845557630062,,1.5838833941961639,,3.043217184022069,,2.365941246971488,,4.023600649088621,,4.25,0.0,0.0,0.0,0.0,524288,322,256,16,-114.03613,0.01730637350701727,-0.003742799605242908,5.324705547094345,0,0.0,0.0,0.0,,,0.3936301797887912,0,0,0.0,-131.66618,-131.6661834716797,0.0,3978.819966827834
4,1784900175.0805438,,5.628549236571416,,2.758621533284895,,6.828084606677294,,1.4412835834082216,,3.3052921667695045,,1.6315351147204638,,2.8830891847610474,,5.3125,0.0,0.0,0.0,0.0,688128,356,336,21,-112.362656,0.020310494326986374,-0.002453329792479053,5.156276735663414,0,0.0,0.0,0.0,,,0.4450777549100503,0,0,0.0,-113.01078,-113.01078033447266,0.0,4318.224463107893
5,1784900211.9941134,,5.718933739699423,,2.8356940811499953,,5.6729254219681025,,1.8228423019172624,,3.5349182039499283,,1.4907880185637623,,3.116946117952466,,4.6875,0.0,0.0,0.0,0.0,851968,397,416,26,-107.47274,0.032448272372130306,-0.002604083223559428,4.99825893342495,0,0.0,0.0,0.0,,,0.46753426384086694,0,0,0.0,-105.40959,-105.40959167480469,0.0,4438.476424424303
6,1784900249.6237497,,5.5518674734048545,,2.640029147733003,,6.273335684090853,,1.479762187882443,,3.209369913674891,,1.118955436104443,,3.0283042415976524,,5.5625,0.0,0.0,0.0,0.0,1015808,446,496,31,-104.53727,0.02849373300559819,-0.0032595130403933583,4.793710985779763,0,0.0,0.0,0.0,,,0.5323344914450865,0,0,0.0,-98.2689,-98.2688980102539,0.0,4354.013221641267
7,1784900288.5876029,,5.454075341112912,,3.4810830478090793,,6.647037751972675,,1.3698990546981804,,2.9225545679219067,,2.3328842513728887,,3.9711625687777996,,5.125,0.0,0.0,0.0,0.0,1179648,501,576,36,-96.494316,0.034435279201716185,-0.003108631508075632,4.61016635298729,0,0.0,0.0,0.0,,,0.5643185481350143,0,0,0.0,-110.25364,-110.2536392211914,0.0,4204.924796196701
8,1784900326.2897658,,5.60439467895776,,2.184843157301657,,6.78837682120502,,1.5176072031317744,,3.6212203558534384,,1.2595286866417155,,3.6020840518176556,,4.9375,0.0,0.0,0.0,0.0,1343488,559,656,41,-96.771324,0.04230790575966239,-0.0028078362724045292,4.4049264878034595,0,0.0,0.0,0.0,,,0.5794503388675628,0,0,0.0,-92.272995,-92.27299499511719,0.0,4345.638850992728
9,1784900363.68423,,4.382586085412186,,3.6784860340412706,,7.091678362339735,,1.548807715298608,,3.8221026537939906,,1.153711554943584,,2.9906952986493707,,4.625,0.0,0.0,0.0,0.0,1507328,625,736,46,-94.71175,0.061289659375324844,-0.0018021923824562691,4.239436656236649,0,0.0,0.0,0.0,,,0.6275820655957669,0,0,0.0,-98.09049,-98.09049224853516,0.0,4381.403592968851
10,1784900402.0996935,,5.612288808915764,,2.9852184653282166,,7.898755557835102,,1.782096790120704,,3.708691019564867,,1.3405795668950304,,3.0894693126901984,,5.25,0.0,0.0,0.0,0.0,1671168,700,816,51,-93.62452,0.06187971865292639,-0.0017302933032624424,4.099144488573074,0,0.0,0.0,0.0,,,0.6475223900238339,0,0,0.0,-91.46413,-91.46412658691406,0.0,4264.944985900321
11,1784900439.2708871,,4.993593166582286,,3.055471257539466,,6.760408515110612,,1.8845451658853563,,3.3754144748672843,,1.875312589108944,,3.379629300907254,,4.3125,0.0,0.0,0.0,0.0,1835008,780,896,56,-90.569,0.05745705186855048,-0.0013609005080070346,3.9610480889678,0,0.0,0.0,0.0,,,0.675309883218735,0,0,0.0,-79.230705,-79.23070526123047,0.0,4407.714013490154
12,1784900477.0650077,,4.456646982871462,,2.685857678297907,,6.574320066720247,,1.5533287709695287,,3.714683996513486,,1.6934048279654235,,3.6148504074662924,,5.3125,0.0,0.0,0.0,0.0,1998848,859,976,61,-90.79477,0.05746828659903258,-0.0008735405324841849,3.875465378165245,0,0.0,0.0,0.0,,,0.7645789717255511,0,0,0.0,-91.70903,-91.70903015136719,0.0,4335.130747467394
13,1784900514.6346204,,4.234953710983973,,3.523759620729834,,7.105888240039349,,2.169541150215082,,4.124938175082207,,1.7181634646840394,,3.353680376894772,,5.1875,0.0,0.0,0.0,0.0,2162688,936,1056,66,-91.333725,0.06055504879914224,-0.0013211796911491546,3.7676846265792845,0,0.0,0.0,0.0,,,0.7377279692692372,0,0,0.0,-97.269135,-97.26913452148438,0.0,4360.907921370009
14,1784900552.5609183,,5.843054344877601,,2.575094667263329,,6.079870816320181,,1.7461994616314769,,3.0549303954467177,,1.999927599390503,,3.3388486597687006,,4.5,0.0,0.0,0.0,0.0,2326528,1016,1136,71,-89.62675,0.07423762178514152,-0.0016484434352605603,3.6470375418663026,0,0.0,0.0,0.0,,,0.7695796280463229,0,0,0.0,-91.20365,-91.20365142822266,0.0,4319.954699495004
15,1784900589.7413144,,5.081902802921832,,2.125205302145332,,6.597483865916729,,1.6024553030729294,,3.3538255840539932,,1.597743600141257,,3.7287427065894008,,4.875,0.0,0.0,0.0,0.0,2490368,1098,1216,76,-88.12047,0.07151220203377306,-0.0007836721750209108,3.530918325483799,0,0.0,0.0,0.0,,,0.7944244756863481,0,0,0.0,-83.97005,-83.97004699707031,0.0,4406.624498837023
16,1784900628.754366,,5.853744461201131,,2.9384553688578308,,6.524855326861143,,1.7497604878735729,,3.825590442866087,,2.002700964221731,,3.1538565922528505,,3.8125,0.0,0.0,0.0,0.0,2654208,1176,1296,81,-89.20092,0.07846968318335712,-0.0006550473292008974,3.4299979388713835,0,0.0,0.0,0.0,,,0.8150040510413913,0,0,0.0,-102.07038,-102.07038116455078,0.0,4199.623467080105
17,1784900667.6688838,,4.623277550563216,,2.188642774708569,,6.568810045719147,,1.2863241728700814,,3.1280373345362023,,1.9577199639752507,,3.4848550893366337,,5.25,0.0,0.0,0.0,0.0,2818048,1254,1376,86,-93.55538,0.07677572444081307,-0.000673463279963471,3.363645835220814,0,0.0,0.0,0.0,,,0.8437837160103584,0,0,0.0,-86.383804,-86.38380432128906,0.0,4210.2497405096865
18,1784900705.405496,,5.844007451087236,,3.680256614461541,,6.695625018328428,,1.8257524841465056,,3.415222307667136,,2.117511209798977,,3.5122363828122616,,5.125,0.0,0.0,0.0,0.0,2981888,1334,1456,91,-85.57392,0.06881524992641061,-0.0009295829309849069,3.2553994357585907,0,0.0,0.0,0.0,,,0.8606071504027764,0,0,0.0,-94.790634,-94.79063415527344,0.0,4341.6742976827645
19,1784900744.3130763,,4.716947749257088,,2.6992875459836796,,6.043287767097354,,2.3723047121893615,,3.90979336341843,,1.7982455627316085,,3.5352771962061524,,4.5,0.0,0.0,0.0,0.0,3145728,1416,1536,96,-90.81901,0.06526248638983816,-0.00202221244253451,3.149773046374321,0,0.0,0.0,0.0,,,0.9133813051407771,0,0,0.0,-94.16142,-94.16142272949219,0.0,4210.997628280053
20,1784900783.0804148,,4.3132830411195755,,1.9546795991482213,,5.998286744579673,,1.7396356887184083,,3.429673332720995,,1.7480792885180563,,3.410834597889334,,5.125,0.0,0.0,0.0,0.0,3309568,1499,1616,101,-86.99408,0.06431042873300612,-0.00048103276058100166,3.0405166506767274,0,0.0,0.0,0.0,,,0.9450075163352082,0,0,0.0,-117.2206,-117.22059631347656,0.0,4226.241469901152
21,1784900822.654661,,4.44224204227794,,2.683105352334678,,6.55451656319201,,1.5391353543964215,,3.4457714343443513,,1.2688404589425772,,3.5765563137829304,,4.75,0.0,0.0,0.0,0.0,3473408,1579,1696,106,-87.56859,0.06728536025620997,-0.000980436230020132,2.8872241929173468,0,0.0,0.0,0.0,,,0.9395871217254808,0,0,0.0,-102.71665,-102.7166519165039,0.0,4140.070806783716
22,1784900861.8556116,,5.124975476646796,,1.9032479682937264,,7.094133831560612,,1.6491200510063209,,3.884347202256322,,1.6124568876693957,,3.4685285831801593,,6.0625,0.0,0.0,0.0,0.0,3637248,1661,1776,111,-85.27046,0.06975001895334572,9.213130397256464e-06,2.7837606981396674,0,0.0,0.0,0.0,,,1.0382595750857522,0,0,0.0,-92.486626,-92.48662567138672,0.0,4179.487863336732
23,1784900898.4181826,,6.012430405244231,,2.1108498971443623,,6.670034090057015,,1.4406774085364304,,3.547249026596546,,1.5912855608621612,,3.600991005077958,,4.0,0.0,0.0,0.0,0.0,3801088,1741,1856,116,-86.577866,0.06027561433147639,-0.000926651299232617,2.716591864824295,0,0.0,0.0,0.0,,,1.0420447436694766,0,0,0.0,-80.73045,-80.73045349121094,0.0,4481.08110643136
24,1784900937.6968594,,6.53825088404119,,1.8980945282964967,,7.412984315305948,,2.1491159358993173,,4.012391604483128,,1.3082441421647673,,2.8307117871008813,,4.9375,0.0,0.0,0.0,0.0,3964928,1823,1936,121,-87.01128,0.06392550896853208,-0.0019619893726485317,2.6045046761631965,0,0.0,0.0,0.0,,,1.0988900104577881,0,0,0.0,-87.52176,-87.52175903320312,0.0,4171.219802540426
25,1784900978.265347,,5.545437880791724,,1.4388854600838386,,6.370023936033249,,1.4984196572913788,,3.829997666180134,,1.4125246263574809,,2.845837064087391,,5.25,0.0,0.0,0.0,0.0,4128768,1905,2016,126,-93.44603,0.07551801106892526,-0.0007505779329221695,2.4918128326535225,0,0.0,0.0,0.0,,,1.1055359008128995,0,0,0.0,-102.532974,-102.53297424316406,0.0,4038.6008778763876
26,1784901016.5574522,,6.42045535845682,,2.9230696556624025,,6.892928872257471,,1.239048196002841,,3.1146923801861703,,1.3935374678112566,,2.8227021638303995,,5.4375,0.0,0.0,0.0,0.0,4292608,1992,2096,131,-84.222435,0.0679767916444689,-0.0010862210838240571,2.3669624134898184,0,0.0,0.0,0.0,,,1.1245457143637847,0,0,0.0,-86.14891,-86.14891052246094,0.0,4278.69564842933
27,1784901056.9135225,,4.129749244311824,,2.27608849061653,,6.279533430933952,,1.4505213231313974,,3.7103202240541577,,1.9304158253362402,,3.505907915532589,,4.875,0.0,0.0,0.0,0.0,4456448,2078,2176,136,-82.984314,0.08323907700832933,-0.000548930415243376,2.259606358408928,0,0.0,0.0,0.0,,,1.1698592325204227,0,0,0.0,-83.15787,-83.15786743164062,0.0,4059.8594130567017
28,1784901099.0637853,,4.4115993194282055,,2.985989353619516,,6.818912532180548,,1.667225167620927,,3.949514077976346,,1.6237823432311416,,3.6266507394611835,,4.3125,0.0,0.0,0.0,0.0,4620288,2164,2256,141,-89.0174,0.08417779260780663,-0.00014471589965978638,2.180153043568134,0,0.0,0.0,0.0,,,1.2329633312585906,0,0,0.0,-85.74194,-85.741943359375,0.0,3887.0496600207534
29,1784901136.9931703,,4.929550422821194,,3.4529969771392643,,6.847850698977709,,1.4999813388567418,,3.2151042902842164,,1.4900734210459632,,2.7655281289480627,,5.625,0.0,0.0,0.0,0.0,4784128,2249,2336,146,-83.52724,0.08228300439659506,-0.001099905815499369,2.06498591452837,0,0.0,0.0,0.0,,,1.1451738700314855,0,0,0.0,-94.10733,-94.10733032226562,0.0,4319.599890775589
30,1784901178.0408564,,3.728427176247351,,3.2039439026266336,,6.811732091009617,,1.084427297464572,,3.5030744038522243,,1.7193408189268666,,3.9112063869833946,,5.5625,0.0,0.0,0.0,0.0,4947968,2337,2416,151,-87.94526,0.08483880024868995,-0.0008598006053944119,1.9625911638140678,0,0.0,0.0,0.0,,,1.2362375542878357,0,0,0.0,-82.90599,-82.90599060058594,0.0,3991.4547565866856
31,1784901219.0211303,,5.4840733064338565,,3.811635822057724,,6.857302933931351,,1.2091939931269735,,2.9851765534840524,,1.2170751503435895,,3.0225135548971593,,5.4375,0.0,0.0,0.0,0.0,5111808,2425,2496,156,-84.22687,0.06820088878739625,-0.001585013887961395,1.8700949922204018,0,0.0,0.0,0.0,,,1.2899292288935553,0,0,0.0,-89.52464,-89.52464294433594,0.0,3998.02416523291
32,1784901261.1974943,,4.293171280296519,,3.930370274465531,,6.893959501758218,,1.68149407079909,,3.592108874581754,,1.634953590692021,,2.827245411463082,,6.3125,0.0,0.0,0.0,0.0,5275648,2513,2576,161,-83.75202,0.08921570461243392,-0.00022975655010668561,1.7702094979584218,0,0.0,0.0,0.0,,,1.3803438185995602,0,0,0.0,-92.502846,-92.50284576416016,0.0,3884.6442531379594
33,1784901299.872282,,5.884067714214325,,2.8098414035048336,,6.906789019703865,,1.6938543337164447,,3.0557076795957983,,1.7352445633150637,,3.068874250166118,,5.375,0.0,0.0,0.0,0.0,5439488,2599,2656,166,-85.59096,0.08320537984836847,-0.00013452436251100154,1.6763129100203513,0,0.0,0.0,0.0,,,1.3201714653292203,0,0,0.0,-76.55614,-76.55613708496094,0.0,4236.3411637523295
34,1784901341.9827511,,4.357426377100637,,3.4243218053597957,,7.14787470176816,,1.269604622211773,,3.479803027585149,,1.618250577012077,,3.3660165942274034,,5.1875,0.0,0.0,0.0,0.0,5603328,2690,2736,171,-84.03286,0.0866805775789544,-0.0014331426020362415,1.610842330008745,0,0.0,0.0,0.0,,,1.3335053990494155,0,0,0.0,-90.60192,-90.60192108154297,0.0,3890.717524186126
35,1784901385.5800972,,4.271844471804798,,2.8892379975877702,,6.452303286641836,,1.3468630844727159,,3.924643478821963,,2.231633250048617,,3.733669191133231,,5.625,0.0,0.0,0.0,0.0,5767168,2780,2816,176,-87.23938,0.08373354377690703,-0.0005800350161734968,1.5719687439501286,0,0.0,0.0,0.0,,,1.2807789408932737,0,0,0.0,-116.37935,-116.37934875488281,0.0,3758.0313715840293
36,1784901427.2553575,,5.725442096590996,,2.013940983451903,,5.945805981755257,,1.2033779584453441,,3.143331182654947,,1.7659532534889877,,3.336909869685769,,5.1875,0.0,0.0,0.0,0.0,5931008,2870,2896,181,-84.320656,0.08012049444951116,0.0002030761184869334,1.5127599239349365,0,0.0,0.0,0.0,,,1.468033079347704,0,0,0.0,-80.7776,-80.77760314941406,0.0,3931.3507562615537
37,1784901469.6808703,,5.691008274443448,,2.9958015179727226,,5.99779580719769,,1.6173217807227047,,3.3710372517816722,,1.6253478359431028,,3.750525498762727,,5.375,0.0,0.0,0.0,0.0,6094848,2964,2976,186,-85.7284,0.08969175163656473,0.00029780668701278045,1.475132444500923,0,0.0,0.0,0.0,,,1.4337031928964161,0,0,0.0,-94.82684,-94.82684326171875,0.0,3861.828054093773
38,1784901512.47772,,5.868669282644987,,2.5315264328673948,,6.751720979809761,,1.6176323971012607,,3.358930815011263,,1.41692788907676,,3.262809729203582,,6.0625,0.0,0.0,0.0,0.0,6258688,3055,3056,191,-83.36872,0.05979437306523323,-0.0004376009943371173,1.4149700537323953,0,0.0,0.0,0.0,,,1.4624122156623627,0,0,0.0,-89.809364,-89.80936431884766,0.0,3828.316920886232
39,1784901552.9536958,,4.663746552541852,,3.3413036484853365,,7.117343302816153,,1.6029726853594184,,3.406837582588196,,1.271740014781244,,3.196927858516574,,5.125,0.0,0.0,0.0,0.0,6422528,3147,3136,196,-84.25847,0.07726309797726572,-0.00036877875900245274,1.351501029729843,0,0.0,0.0,0.0,,,1.5325227411654108,0,0,0.0,-97.54485,-97.54485321044922,0.0,4047.8290437205815
40,1784901596.8056746,,4.78337777487468,,3.594576836330816,,6.785362046211958,,1.4458558382466435,,2.918004197999835,,1.0174675891175866,,2.928786985576153,,5.3125,0.0,0.0,0.0,0.0,6586368,3238,3216,201,-85.74969,0.09330573363695294,-0.0001265747232537251,1.27804808691144,0,0.0,0.0,0.0,,,1.4381138670710927,0,0,0.0,-84.53154,-84.53153991699219,0.0,3736.206525993472
41,1784901639.5254564,,3.818553127348423,,2.5185435847379267,,6.73581512644887,,0.7921326375071658,,3.176565384492278,,1.8027495872229338,,2.8353183157742023,,6.125,0.0,0.0,0.0,0.0,6750208,3327,3296,206,-83.98986,0.09579378685448318,0.0002637440884427633,1.223690392076969,0,0.0,0.0,0.0,,,1.631659385798874,0,0,0.0,-77.79762,-77.79762268066406,0.0,3835.228144543555
42,1784901681.0049918,,4.960287106223404,,2.830635646241717,,6.9149583671242,,1.4626147475792095,,3.5159030463546515,,1.971720801666379,,3.6390087474137545,,5.25,0.0,0.0,0.0,0.0,6914048,3416,3376,211,-82.97115,0.08939551862422376,-0.00038991056353552265,1.1337467394769192,0,0.0,0.0,0.0,,,1.513511568475121,0,0,0.0,-80.84224,-80.84223937988281,0.0,3949.8984874778043
43,1784901725.0664008,,4.543674157466739,,2.2834081680048257,,6.24618100002408,,1.5501986135495827,,3.4148768801242113,,2.1395755364210345,,3.5642194654792547,,4.6875,0.0,0.0,0.0,0.0,7077888,3505,3456,216,-83.54647,0.07700510278809816,-6.392949144355953e-05,1.0534872516989708,0,0.0,0.0,0.0,,,1.6653721234737566,0,0,0.0,-96.71005,-96.71005249023438,0.0,3718.448148910475
44,1784901764.9074082,,4.734650431200862,,3.95597402472049,,7.625541090965271,,1.0292411749833263,,3.3939267275854945,,1.4648636127822101,,3.2369921123608947,,5.25,0.0,0.0,0.0,0.0,7241728,3591,3536,221,-85.25639,0.0683492188109085,0.0010598417378787418,1.0069222994148732,0,0.0,0.0,0.0,,,1.6275059003311863,0,0,0.0,-103.67423,-103.67423248291016,0.0,4112.344610912853
45,1784901808.90306,,5.13490972109139,,3.615683855023235,,8.088499214500189,,1.738076280162204,,2.9183972720056772,,1.492519971652655,,3.2316816179081798,,5.0625,0.0,0.0,0.0,0.0,7405568,3674,3616,226,-83.572464,0.08552698246203363,0.0005093251282232813,0.9527535688132047,0,0.0,0.0,0.0,,,1.70755396497866,0,0,0.0,-81.75759,-81.7575912475586,0.0,3724.000816023263
46,1784901854.2387228,,4.559960588812828,,2.3917172215442406,,6.28135534003377,,1.3257667783182114,,3.0742572154849768,,2.044074106379412,,3.6423116084188223,,5.9375,0.0,0.0,0.0,0.0,7569408,3761,3696,231,-88.56925,0.08433763342909514,-0.0011205948248971254,0.9464627593755722,0,0.0,0.0,0.0,,,1.6017951221918012,0,0,0.0,-83.402176,-83.40217590332031,0.0,3613.9373132345445
47,1784901894.7012942,,5.251924293115735,,3.446371804457158,,6.072586067020893,,1.4129485771991313,,3.4407425951212645,,1.5870018415444065,,3.3310352475382388,,4.9375,0.0,0.0,0.0,0.0,7733248,3846,3776,236,-84.140274,0.08966974655631929,0.0005180291569558904,0.8909893404692412,0,0.0,0.0,0.0,,,1.6335982219854472,0,0,0.0,-77.934296,-77.93429565429688,0.0,4049.1740180588076
