# _tick,_time,plr_track_ground_roughness,track_ground_roughness,plr_track_pit_gap_low,track_pit_gap_low,plr_track_pit_gap_high,track_pit_gap_high,plr_track_stump_height_low,track_stump_height_low,plr_track_stump_height_high,track_stump_height_high,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:BipedalWalker-MADS-POET-Rose-2a-Eval-v0,test_returns:BipedalWalker-MADS-POET-Rose-2a-Eval-v0,target_agent_return,target_solved_rate,sps
0,1784900016.2418025,,4.779756412608549,,3.2691073743626475,,7.529870662838221,,1.6521465926780365,,3.1143527664244175,0.0,0.0,0.0,0.0,32768,38,16,1,-109.87488,0.14091102886013687,-0.006401842061313801,5.665933081507683,0,0.0,0.0,0.0,,,0.38671504980226495,0,0,0.0,-134.42166,-134.42166137695312,0.0,3294.0104251123043
1,1784900055.174493,,5.179460796061903,,3.2844212849158794,,6.793301273137331,,1.242547637084499,,2.182309648487717,0.0,0.0,0.0,0.0,196608,232,96,6,-107.79531,0.09892174392007291,-0.003227196757507045,5.672274088859558,0,0.0,0.0,0.0,,,0.34684090099217857,0,0,0.0,-118.00718,-118.0071792602539,0.0,4208.2934106852235
2,1784900096.9142807,,6.626915847882628,,3.8982067350298166,,6.292984960600734,,1.2785590230487287,,2.749596554785967,0.0,0.0,0.0,0.0,360448,412,176,11,-106.609764,0.09207635021302848,-0.002736422698217211,5.585148060321808,0,0.0,0.0,0.0,,,0.37731426110670213,0,0,0.0,-145.47112,-145.4711151123047,0.0,3925.270228717519
3,1784900138.1886892,,5.163052706047893,,3.2113347807899117,,6.904846299439669,,1.735758073918987,,3.029821878299117,0.0,0.0,0.0,0.0,524288,579,256,16,-105.93418,0.08195604695938527,-0.002245574246626347,5.458475363254547,0,0.0,0.0,0.0,,,0.4110661830603678,0,0,0.0,-146.54646,-146.5464630126953,0.0,3969.5306424856003
4,1784900182.0756445,,5.738297221250832,,2.48706503683934,,6.316057872027159,,1.7403574372292496,,3.644214030355215,0.0,0.0,0.0,0.0,688128,681,336,21,-110.00588,0.03528936768416315,-0.0020705660921521486,5.312723097205162,0,0.0,0.0,0.0,,,0.43226706674978976,0,0,0.0,-154.38275,-154.38275146484375,0.0,3733.2267895916652
5,1784900222.988433,,3.1350365723483264,,2.1002863565809093,,5.849965214729309,,1.5908240710268728,,3.509780475869775,0.0,0.0,0.0,0.0,851968,804,416,26,-107.30709,0.0849645639071241,-0.0009889216118608602,5.181265497207642,0,0.0,0.0,0.0,,,0.4496373055058719,0,0,0.0,-110.44608,-110.44608306884766,0.0,4004.6155622947012
6,1784900265.556574,,6.878799349069595,,3.1631628854665905,,7.5628941506147385,,1.320024681626819,,2.7785965078510344,0.0,0.0,0.0,0.0,1015808,914,496,31,-103.780174,0.053230291698127985,-0.0022011672786902635,5.00943598151207,0,0.0,0.0,0.0,,,0.4757597610733402,0,0,0.0,-137.92354,-137.9235382080078,0.0,3848.8895929895484
7,1784900305.3981454,,4.57106874207966,,3.094458718551323,,6.111105978488922,,1.3587635348085314,,3.044229873921722,0.0,0.0,0.0,0.0,1179648,997,576,36,-104.788864,0.05120892849517986,-0.0017918397454195656,4.874757331609726,0,0.0,0.0,0.0,,,0.5022775180691152,0,0,0.0,-138.78555,-138.78555297851562,0.0,4112.286523564208
8,1784900347.6399615,,5.16366480733268,,3.5903199668973684,,7.845154423266649,,1.764275791210821,,3.365959458751604,0.0,0.0,0.0,0.0,1343488,1054,656,41,-104.35696,0.023694212920963763,-0.002518280065851286,4.7132248967885975,0,0.0,0.0,0.0,,,0.5234549450917634,0,0,0.0,-130.63364,-130.63363647460938,0.0,3878.6210376635067
9,1784900386.5568275,,4.192972847959027,,3.9356854325160384,,7.2553931549191475,,1.434075791039504,,3.3805875992402434,0.0,0.0,0.0,0.0,1507328,1110,736,46,-104.09572,0.030594900890719146,-0.0015628604305675253,4.582425856590271,0,0.0,0.0,0.0,,,0.5416368523636023,0,0,0.0,-133.14496,-133.14495849609375,0.0,4209.999809936595
10,1784900424.6855397,,4.002328889328055,,3.5515472653787583,,7.058464512228966,,1.8052907555829734,,3.696157499216497,0.0,0.0,0.0,0.0,1671168,1165,816,51,-97.952484,0.02871109442785382,-0.0031443456988199613,4.4754141688346865,0,0.0,0.0,0.0,,,0.54548081867971,0,0,0.0,-106.6154,-106.61540222167969,0.0,4297.020163937429
11,1784900463.2917578,,7.208461100235581,,2.9808411828707904,,7.539814580231905,,1.5187069421517663,,3.955757040530443,0.0,0.0,0.0,0.0,1835008,1242,896,56,-99.8467,0.06536529830191284,-0.0030064839753322302,4.2998749822378155,0,0.0,0.0,0.0,,,0.6289319511638045,0,0,0.0,-103.100426,-103.10042572021484,0.0,4243.87557323709
12,1784900503.0488489,,4.160646311938763,,2.4690892756916583,,6.761652734130621,,1.4617546540102921,,3.450521733611822,0.0,0.0,0.0,0.0,1998848,1313,976,61,-98.25942,0.04695593297947198,-0.0016466938497615047,4.142711886763573,0,0.0,0.0,0.0,,,0.6510571157878591,0,0,0.0,-95.04485,-95.04485321044922,0.0,4121.026063746299
13,1784900540.584166,,3.2277771277586,,2.9273079382255673,,7.501967251300812,,1.9283081764297094,,3.903623502701521,0.0,0.0,0.0,0.0,2162688,1390,1056,66,-97.406685,0.06049793974962085,-0.0018036203895462678,4.01682707965374,0,0.0,0.0,0.0,,,0.6469543377060664,0,0,0.0,-87.53529,-87.53529357910156,0.0,4364.955957636048
14,1784900580.8004985,,4.500532783567905,,2.564585322397761,,7.472292464226484,,1.8918329325970262,,4.02240676805377,0.0,0.0,0.0,0.0,2326528,1473,1136,71,-97.69041,0.08057108719367534,-0.0016038673904404277,3.8782192036509513,0,0.0,0.0,0.0,,,0.7319261536061384,0,0,0.0,-89.489395,-89.48939514160156,0.0,4073.9670404745434
15,1784900620.4920833,,5.1740566291846335,,3.1395231280475855,,7.617877749726176,,2.059058991726488,,3.597428360953927,0.0,0.0,0.0,0.0,2490368,1554,1216,76,-93.49107,0.07042813876178115,-0.0015811057572136633,3.7447980612516405,0,0.0,0.0,0.0,,,0.7726346571589031,0,0,0.0,-97.362366,-97.36236572265625,0.0,4127.826621233076
16,1784900658.6300666,,3.571635475382209,,3.047135792730842,,7.094709444791079,,2.15799905708991,,3.846645727753639,0.0,0.0,0.0,0.0,2654208,1640,1296,81,-94.4763,0.06671446617692708,-0.0013811884971801191,3.6002602323889734,0,0.0,0.0,0.0,,,0.783541596793226,0,0,0.0,-88.041794,-88.04179382324219,0.0,4295.980245694089
17,1784900698.7467694,,4.442773032933474,,2.8101537516340613,,6.468438007868826,,1.235422606114298,,3.189502941677347,0.0,0.0,0.0,0.0,2818048,1722,1376,86,-90.91255,0.0979046574793756,-0.0006072884265449829,3.509175619482994,0,0.0,0.0,0.0,,,0.7839494256771047,0,0,0.0,-89.92289,-89.92288970947266,0.0,4084.08770981141
18,1784900739.3457503,,2.6641733397264034,,2.80284860287793,,7.251573633402586,,1.661280113767134,,3.833512761630118,0.0,0.0,0.0,0.0,2981888,1808,1456,91,-91.01158,0.06397847200278192,-0.0013900290883611887,3.4594389244914057,0,0.0,0.0,0.0,,,0.8061839352684881,0,0,0.0,-93.010925,-93.01092529296875,0.0,4035.566018606931
19,1784900777.9390771,,4.957614387385547,,2.4179336440283805,,5.973641742020845,,1.7115081653173547,,3.597773932851851,0.0,0.0,0.0,0.0,3145728,1889,1536,96,-90.56354,0.060620706132613125,-0.0013929080101661383,3.398441419005394,0,0.0,0.0,0.0,,,0.8064584201332398,0,0,0.0,-93.06265,-93.06265258789062,0.0,4245.297052979014
20,1784900818.3786683,,4.352034469484352,,2.377618878381327,,5.682389540597796,,1.8222899083048105,,3.4914171136915684,0.0,0.0,0.0,0.0,3309568,1969,1616,101,-92.78135,0.07320307991467416,-0.0016651622441713697,3.304879033565521,0,0.0,0.0,0.0,,,0.8493717152843013,0,0,0.0,-93.41326,-93.41326141357422,0.0,4051.475078618853
21,1784900857.0220728,,5.498468311270699,,2.6019136770628393,,6.9059170968830585,,1.5983941580634564,,4.061674503609538,0.0,0.0,0.0,0.0,3473408,2043,1696,106,-89.67007,0.0707098577870056,-0.0004977449956641067,3.214188298583031,0,0.0,0.0,0.0,,,0.9817711131441256,0,0,0.0,-93.43677,-93.436767578125,0.0,4239.790795231213
22,1784900897.2093046,,3.8909263629466295,,2.5543209491297603,,6.52780270203948,,1.2115169979733764,,3.3679493609815836,0.0,0.0,0.0,0.0,3637248,2120,1776,111,-90.3227,0.06431717118248344,-0.00232767965644598,3.083981616795063,0,0.0,0.0,0.0,,,0.9170058603606088,0,0,0.0,-87.23009,-87.23008728027344,0.0,4076.9140421860357
23,1784900935.8254075,,3.0223673922591843,,2.959179512108676,,6.146137090399861,,1.6560258180834353,,2.7988093404565006,0.0,0.0,0.0,0.0,3801088,2197,1856,116,-90.91034,0.06813823129050434,-0.000797404554032255,3.0013725727796556,0,0.0,0.0,0.0,,,0.9994331794868119,0,0,0.0,-86.882576,-86.88257598876953,0.0,4242.789897931562
24,1784900977.4679606,,5.5370024661533535,,3.0679351941216737,,5.959327640011907,,1.8615964730270207,,3.801682419143617,0.0,0.0,0.0,0.0,3964928,2277,1936,121,-86.98233,0.06848084751982242,-0.0014869840422761626,2.915973111987114,0,0.0,0.0,0.0,,,0.9928759661025539,0,0,0.0,-88.354416,-88.35441589355469,0.0,3934.4396135560696
25,1784901019.2799306,,4.424490004312247,,3.7494810298085213,,8.065825626254082,,1.8049420783063397,,3.274494190700352,0.0,0.0,0.0,0.0,4128768,2359,2016,126,-90.951294,0.08663724290672689,-0.001293418780551292,2.84734807908535,0,0.0,0.0,0.0,,,1.0526697747817633,0,0,0.0,-96.509384,-96.50938415527344,0.0,3918.494593523655
26,1784901057.9456923,,3.581343987607397,,2.756911309552379,,6.737840324640274,,2.307748557359446,,3.4887026250362396,0.0,0.0,0.0,0.0,4292608,2443,2096,131,-88.42822,0.07646747846156358,-0.0015544785710517317,2.7518047764897346,0,0.0,0.0,0.0,,,1.0373870502440021,0,0,0.0,-87.95418,-87.95417785644531,0.0,4237.338359563066
27,1784901099.762045,,4.918137658387423,,3.1338946474716067,,6.423734938725829,,1.7866175074595958,,3.378242796752602,0.0,0.0,0.0,0.0,4456448,2526,2176,136,-88.276245,0.08264690234791487,-0.0005807908790302462,2.7225715309381484,0,0.0,0.0,0.0,,,1.0732153168244216,0,0,0.0,-86.802025,-86.8020248413086,0.0,3918.0841772455865
28,1784901142.1867094,,6.0492122382856905,,2.777099608103981,,5.564460381865501,,2.091972006019205,,3.6080745491199195,0.0,0.0,0.0,0.0,4620288,2610,2256,141,-85.21793,0.06261642065364867,-0.0007047691571642645,2.63324863165617,0,0.0,0.0,0.0,,,1.0609429112065167,0,0,0.0,-91.73869,-91.73869323730469,0.0,3861.9073577515082
