# _tick,_time,plr_track_ground_roughness,track_ground_roughness,plr_track_pit_gap_low,track_pit_gap_low,plr_track_pit_gap_high,track_pit_gap_high,plr_track_stump_height_low,track_stump_height_low,plr_track_stump_height_high,track_stump_height_high,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:BipedalWalker-MADS-POET-Rose-3a-Eval-v0,test_returns:BipedalWalker-MADS-POET-Rose-3a-Eval-v0,target_agent_return,target_solved_rate,sps
0,1784033550.623046,,5.28,,4.799999999999999,,7.200000000000002,,1.9800000000000002,,2.759999999999999,0.0,0.0,0.0,0.0,32768,31,47,1,-122.1255,0.09573299908079207,-0.004237987863598391,5.66431180536747,0,0.0,0.0,0.0,,,0.37581168236445067,0,0,0.0,-126.73641,-126.73641204833984,0.0,1588.2725437190927
1,1784033633.5225105,,5.28,,4.799999999999999,,7.200000000000002,,1.9800000000000002,,2.759999999999999,0.0,0.0,0.0,0.0,196608,127,223,6,-145.57195,0.03489281923393719,-0.0032388505642302334,5.490323269367218,0,0.0,0.0,0.0,,,0.3456569277399069,0,0,0.0,-143.0937,-143.0937042236328,0.0,1976.3700237032358
2,1784033711.5972307,,5.28,,4.799999999999999,,7.200000000000002,,1.9800000000000002,,2.759999999999999,0.0,0.0,0.0,0.0,360448,234,410,11,-128.04965,0.017651563993422315,-0.003922033871640451,5.321738201379776,0,0.0,0.0,0.0,,,0.39141486177913265,0,0,0.0,-136.50363,-136.50363159179688,0.0,2098.502376160548
3,1784033779.8344107,,5.28,,4.799999999999999,,7.200000000000002,,1.9800000000000002,,2.759999999999999,0.0,0.0,0.0,0.0,524288,337,593,16,-129.46489,0.015112473000772297,-0.0032127830549143256,5.094718965888023,0,0.0,0.0,0.0,,,0.41975146436512223,0,0,0.0,-118.87539,-118.8753890991211,0.0,2401.036868422784
4,1784033849.7758193,,5.28,,4.799999999999999,,7.200000000000002,,1.9800000000000002,,2.759999999999999,0.0,0.0,0.0,0.0,688128,457,793,21,-120.46517,0.01576063011016231,-0.003023873598431237,4.886530292034149,0,0.0,0.0,0.0,,,0.44212442071948344,0,0,0.0,-121.16481,-121.16481018066406,0.0,2342.532255369628
5,1784033919.525523,,5.28,,4.799999999999999,,7.200000000000002,,1.9800000000000002,,2.759999999999999,0.0,0.0,0.0,0.0,851968,586,1002,26,-114.61942,0.027065971109550446,-0.002654761649318971,4.695156678557396,0,0.0,0.0,0.0,,,0.5045852560978572,0,0,0.0,-113.58522,-113.58522033691406,0.0,2348.9706090632862
6,1784033983.6201136,,5.28,,4.799999999999999,,7.200000000000002,,1.9800000000000002,,2.759999999999999,0.0,0.0,0.0,0.0,1015808,697,1193,31,-105.9987,0.01876146223512478,-0.003312356601236388,4.416462498903274,0,0.0,0.0,0.0,,,0.5848019225765638,0,0,0.0,-108.47551,-108.47550964355469,0.0,2556.222185964329
7,1784034050.2536888,,5.28,,4.799999999999999,,7.200000000000002,,1.9800000000000002,,2.759999999999999,0.0,0.0,0.0,0.0,1179648,834,1410,36,-102.38243,0.03485403874656186,-0.0026704546762630343,4.182782015204429,0,0.0,0.0,0.0,,,0.6116689109150086,0,0,0.0,-104.51001,-104.510009765625,0.0,2458.8200019470187
8,1784034120.445717,,5.28,,4.799999999999999,,7.200000000000002,,1.9800000000000002,,2.759999999999999,0.0,0.0,0.0,0.0,1343488,993,1649,41,-110.239784,0.03492386516882107,-0.0021726861465140245,3.9899934262037275,0,0.0,0.0,0.0,,,0.6977525072869416,0,0,0.0,-107.22673,-107.22673034667969,0.0,2334.1684538776635
9,1784034184.410391,,5.28,,4.799999999999999,,7.200000000000002,,1.9800000000000002,,2.759999999999999,0.0,0.0,0.0,0.0,1507328,1114,1850,46,-99.33876,0.021103715320350602,-0.0017809020893764683,3.767919512093067,0,0.0,0.0,0.0,,,0.734650670073598,0,0,0.0,-102.537865,-102.5378646850586,0.0,2561.41360267409
