# _tick,_time,plr_track_ground_roughness,track_ground_roughness,plr_track_student_ground_roughness,track_student_ground_roughness,plr_track_pit_gap_low,track_pit_gap_low,plr_track_student_pit_gap_low,track_student_pit_gap_low,plr_track_pit_gap_high,track_pit_gap_high,plr_track_student_pit_gap_high,track_student_pit_gap_high,plr_track_stump_height_low,track_stump_height_low,plr_track_student_stump_height_low,track_student_stump_height_low,plr_track_stump_height_high,track_stump_height_high,plr_track_student_stump_height_high,track_student_stump_height_high,plr_track_ued_ground_roughness,track_ued_ground_roughness,plr_track_ued_pit_gap_low,track_ued_pit_gap_low,plr_track_ued_pit_gap_high,track_ued_pit_gap_high,plr_track_ued_stump_height_low,track_ued_stump_height_low,plr_track_ued_stump_height_high,track_ued_stump_height_high,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,dps_lambda_skill,dps_lambda_target,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:BipedalWalker-MADS-POET-Rose-2a-Eval-v0,test_returns:BipedalWalker-MADS-POET-Rose-2a-Eval-v0,sps
10,1784260663.5919263,,7.200000000000002,,7.200000000000002,,5.599999999999999,,5.599999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.82,,2.82,,6.656917324755341,,4.947494394145906,,6.706186659168452,,1.7361025135032833,,2.6107756479177624,-0.2109442949295044,-0.0020003750105388463,0.07908039470203221,1.451693084090948,1671168,2817,816,51,-100.18468,0.011293303288402968,-0.002764706932066474,3.8022275015711786,-119.07959,0.053246618423145264,-0.002213113335892558,3.8767915844917296,,,0.95,0.9,0.5125155397907258,0.5516680341456295,1.0982611028589315,0.0,-113.90452,496.1527954430855
11,1784260875.2100482,,7.200000000000002,,7.200000000000002,,5.599999999999999,,5.599999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.82,,2.82,,6.3313376642763615,,4.741767047176836,,6.341593716293573,,1.5976134163793176,,2.3668885994702578,-0.5278667211532593,-0.0008832243038341403,0.2581278800498694,1.4617351181805134,1835008,3027,896,56,-105.311905,0.012651209061732515,-0.0015466824857867322,3.5573200672864913,-111.60055,0.056594127952121195,-0.00371291643823497,3.691731706261635,,,0.95,0.9,0.5945476542871181,0.542757608196631,1.9533962482379448,0.0,-121.82523,774.2248098652082
12,1784261060.395543,,7.200000000000002,,7.200000000000002,,5.599999999999999,,5.599999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.82,,2.82,,6.917020815424621,,5.1961278566741385,,7.061043648398481,,1.883575190557167,,2.7305918941274285,-0.4292961657047272,-0.002027988146437565,0.06588956445921212,1.4577804915606976,1998848,3250,976,61,-100.270744,0.019161765498574825,-0.0007147098396671936,3.4020979717373847,-124.33811,0.0559172734618187,-0.0030040925717912613,3.4868634194135666,,,0.95,0.9,0.6491942846989927,0.585978395661154,0.6218917873894119,0.0,-100.56914,884.7346251026127
13,1784261242.725728,,7.200000000000002,,7.200000000000002,,5.599999999999999,,5.599999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.82,,2.82,,6.709032435785048,,4.860598952509463,,6.585881688049994,,1.8945705264341086,,2.572921887971461,-0.6679441928863525,-0.006478805444203317,0.25565446307882667,1.4501434303820133,2162688,3467,1056,66,-94.52684,0.011642821400891989,-0.0015229625001666135,3.1898025050759315,-134.33914,0.05149460639804602,-0.001592812164744828,3.3109331116080285,,,0.95,0.9,0.6243259532221314,0.6267523604123625,1.1805689168047544,0.0,-101.19893,898.5894701350709
14,1784261427.135749,,7.200000000000002,,7.200000000000002,,5.599999999999999,,5.599999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.82,,2.82,,7.468112175352871,,5.497437054698821,,7.209171683527529,,1.9927176857599989,,2.794914293452166,-0.38623321056365967,-0.015991759537428152,0.11929239798337221,1.4619473330676556,2326528,3660,1136,71,-92.60576,0.009780935736489482,-0.0018272661734954454,2.9940947219729424,-121.035194,0.03948747304966673,-0.003521395863208454,3.0886720776557923,,,0.95,0.9,0.6702053881215997,0.6486705291729973,0.8896140308299882,0.0,-100.311325,888.4549708565112
15,1784261615.0295856,,7.200000000000002,,7.200000000000002,,5.599999999999999,,5.599999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.82,,2.82,,6.8971566976979375,,5.529573954176158,,7.150246852776036,,2.2230605572112836,,2.786236164625734,-0.23659011721611023,-0.02094385030477497,0.08270044636446983,1.4683786518871784,2490368,3867,1216,76,-85.10377,0.0112193168111844,-0.0014428082184167578,2.776006335020065,-113.40963,0.029165188630577175,-0.0020820212492253633,2.9282094165682793,,,0.95,0.9,0.7210274634466336,0.667946061551085,1.2787773563778178,0.0,-104.585526,871.9817845999042
16,1784261793.3941104,,7.200000000000002,,7.200000000000002,,5.599999999999999,,5.599999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.82,,2.82,,7.976428273599595,,6.29278350668028,,7.7877969797409605,,2.322151062078774,,3.178010714123957,-0.01658758334815502,-0.0004012245785816049,0.04507769091287628,1.4682238139212132,2654208,4058,1296,81,-118.844444,0.02423812008346431,-0.0010013905150117353,2.639773318171501,-104.735275,0.022494592191651463,-0.0012911087454995141,2.733007526397705,,,0.95,0.9,0.7292560477934559,0.6983705320242242,1.0720243606431197,0.0,-120.7713,918.5682723764745
17,1784261996.0786452,,7.200000000000002,,7.200000000000002,,5.599999999999999,,5.599999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.82,,2.82,,6.429809615015984,,4.897128310985863,,6.725275181233883,,1.6371529044117779,,2.398786378558725,-0.5870312452316284,0.0004353484255261719,0.18503666715696454,1.4661920592188835,2818048,4246,1376,86,-86.1085,0.014795921475160867,-0.0008188644569600001,2.515908548235893,-106.173485,0.027475415484514088,-0.0006854624341940507,2.5566728740930555,,,0.95,0.9,0.7440300325154737,0.812247422936523,1.4881205028290836,0.0,-84.88195,808.3497758634566
18,1784262277.9781258,,7.200000000000002,,7.200000000000002,,5.599999999999999,,5.599999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.82,,2.82,,6.911909997928888,,5.3229649271816015,,6.927174098789692,,1.7351701876614243,,2.6443308267043903,-0.9146278500556946,0.00034023066109512,0.11540259211324155,1.467777792364359,2981888,4485,1456,91,-80.056435,0.015348389645805583,0.00025616562052164225,2.329641583561897,-110.42771,0.06286146021448076,-0.001585278334096074,2.397717882692814,,,0.95,0.9,0.8601896201548236,0.8263458664773516,1.0190381898140433,0.0,-102.970116,581.2000996044964
19,1784262567.9845026,,7.200000000000002,,7.200000000000002,,5.599999999999999,,5.599999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.82,,2.82,,8.064518816769123,,6.27605089370627,,8.022401878610253,,2.2548477947711945,,3.0815372381330235,-0.6210888624191284,-0.001782554085366428,0.07530642265919596,1.4689434505999088,3145728,4705,1536,96,-79.96273,0.022991981951054185,3.136819432256743e-05,2.2403781354427337,-122.192055,0.0411170759354718,-0.002696306076541077,2.248795521259308,,,0.95,0.9,0.882725719094104,0.8417651077739174,0.7940037223150664,0.0,-108.90401,564.953089436097
20,1784262872.7405684,,7.200000000000002,,7.200000000000002,,5.599999999999999,,5.599999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.82,,2.82,,7.968197423964739,,6.242925350554287,,8.039822117891163,,2.312169285491109,,3.168662797892466,-0.6069639921188354,-0.006654619603068568,0.11240052012726665,1.4756850227713585,3309568,4913,1616,101,-97.0512,0.03326538596302271,0.00010180077806580812,2.128499463200569,-106.24596,0.04576894007623196,-0.0014411920215934514,2.153563079237938,,,0.95,0.9,0.9046864872508031,0.8812550712906002,0.847512943630737,0.0,-112.40544,537.6103030261442
21,1784263198.0607996,,7.200000000000002,,7.200000000000002,,5.599999999999999,,5.599999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.82,,2.82,,6.673150353133678,,5.305234906962141,,6.718424643855542,,1.8778072575805709,,2.7091198090056423,-0.662486732006073,-0.003395425228518434,0.2257891781628132,1.484273575246334,3473408,5089,1696,106,-81.04963,0.011342708699521609,8.022543333936482e-05,1.9336983568966388,-90.336685,0.02892827846808359,0.0004836398526094854,1.9892512455582618,,,0.95,0.9,0.8782675533494924,0.9494412504755912,1.3712304802209605,0.0,-69.44786,503.626829317203
22,1784263524.445236,,7.200000000000002,,7.200000000000002,,5.599999999999999,,5.599999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.82,,2.82,,6.542196719441563,,4.967456987127662,,6.65441142115742,,1.7730395323596895,,2.549019089899957,-0.570662796497345,-0.001954883145117492,0.14648424042388797,1.4923507571220398,3637248,5278,1776,111,-73.27029,0.010380445924238303,0.00010964445100398734,1.7693930596113205,-107.57523,0.030550754419527947,0.0005039847164880484,1.8316034995019437,,,0.95,0.9,0.947347015236349,1.0331272707334322,1.008814450471894,0.0,-90.185684,501.984717366461
23,1784263843.849417,,7.200000000000002,,7.200000000000002,,5.599999999999999,,5.599999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.82,,2.82,,6.721909237792715,,4.914559604600072,,6.603632386773825,,1.6984689276432618,,2.4638037467375398,-0.7645237445831299,0.0006123209386714734,0.11765742767602205,1.4828836061060429,3801088,5461,1856,116,-61.71734,0.008943383039149922,-0.000246644027356524,1.5638274624943733,-113.21442,0.0266942739719525,-0.0011263586886343547,1.655531358718872,,,0.95,0.9,1.002305419220939,1.1099639023814014,1.1028547318194328,0.0,-72.85851,512.9550821975687
24,1784264171.9397633,,7.200000000000002,,7.200000000000002,,5.599999999999999,,5.599999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.82,,2.82,,6.4869391322135925,,4.737955544143915,,6.532376732677221,,1.5642838194034994,,2.5862745487247594,-0.5388303399085999,-0.004393253148009535,0.16168222739361227,1.485525380820036,3964928,5638,1936,121,-56.614372,0.01171116368204821,-0.0006585472568986006,1.4069036982953549,-107.40051,0.02867496760445647,4.991583991795778e-05,1.4704513423144818,,,0.95,0.9,1.010492524660594,1.0556669093717996,1.2405330131238377,0.0,-118.04939,499.3746689991383
25,1784264482.8519852,,7.200000000000002,,7.200000000000002,,5.599999999999999,,5.599999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.82,,2.82,,7.90036641433835,,6.240616114635486,,7.950052261352539,,2.3283251132816076,,3.1487228742043953,-0.857977032661438,0.00046292482875287533,0.18211244652047753,1.4878548346459866,4128768,5823,2016,126,-57.6715,0.009847377748519648,-0.00017146253667306156,1.2854892998933791,-99.768265,0.03397310933796689,-0.0011802922628703528,1.3531883247196674,,,0.95,0.9,1.0282243439538385,1.0582189143506988,1.3440934460708738,0.0,-116.83498,526.9654518076698
26,1784264807.2913318,,7.200000000000002,,7.200000000000002,,5.599999999999999,,5.599999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.82,,2.82,,6.565967435017228,,4.909619159065187,,6.545910326531157,,1.8436652430100366,,2.4685396136483178,-0.4594787359237671,0.0006556816078955308,0.1108622313477099,1.4886015094816685,4292608,5997,2096,131,-59.49837,0.01124140843458008,-0.0007149991695769131,1.132998938858509,-79.95225,0.02239375582430512,0.00044147960579721257,1.2277358964085578,,,0.95,0.9,1.0653368851369938,1.132497077845808,0.8536988663241991,0.0,-95.69099,504.99422233143605
27,1784265128.335091,,7.200000000000002,,7.200000000000002,,5.599999999999999,,5.599999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.82,,2.82,,8.062315466813743,,6.512339860200882,,8.075615484267473,,2.434117333032191,,3.1799313643714413,-0.5113011598587036,-0.002485183249518741,0.09860331146046519,1.5032758601009846,4456448,6170,2176,136,-53.314972,0.009632820944534614,0.00042124799510929735,0.9980809587985278,-83.09097,0.017301003739703447,-0.0003154829566483386,1.0793620616197586,,,0.95,0.9,1.1763745426326948,1.1951807174209135,0.9490769838956642,0.0,-95.118,510.335427354967
