# _tick,_time,plr_track_ground_roughness,track_ground_roughness,plr_track_student_ground_roughness,track_student_ground_roughness,plr_track_pit_gap_low,track_pit_gap_low,plr_track_student_pit_gap_low,track_student_pit_gap_low,plr_track_pit_gap_high,track_pit_gap_high,plr_track_student_pit_gap_high,track_student_pit_gap_high,plr_track_stump_height_low,track_stump_height_low,plr_track_student_stump_height_low,track_student_stump_height_low,plr_track_stump_height_high,track_stump_height_high,plr_track_student_stump_height_high,track_student_stump_height_high,plr_track_ued_ground_roughness,track_ued_ground_roughness,plr_track_ued_pit_gap_low,track_ued_pit_gap_low,plr_track_ued_pit_gap_high,track_ued_pit_gap_high,plr_track_ued_stump_height_low,track_ued_stump_height_low,plr_track_ued_stump_height_high,track_ued_stump_height_high,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,dces_l_pi,dces_l_delta,dces_l_tot,dces_q_delta,dces_q_delta_std,dces_w1,dces_w2,dces_buf,dces_c_std,dces_c_absmean,dces_reg_std,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,dps_lambda_skill,dps_lambda_target,dps_mode,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:BipedalWalker-MADS-POET-Rose-3a-Eval-v0,test_returns:BipedalWalker-MADS-POET-Rose-3a-Eval-v0,sps,target_agent_return
0,1784841522.0394511,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.761536297388375,,4.3493781657889485,,6.829743258538656,,1.7397113897022791,,2.5488892891444266,0.0018827477470040321,0.002749033732470707,0.04569425716181286,1.4198322854936123,1.008414387702942,0.0,0.9932491183280945,0.07868544012308121,0.004737832583487034,0.6201852560043335,0.6997781991958618,16,0.4433537423610687,4.045851707458496,0.05998222902417183,32768,199,16,1,-111.22536,0.39506982527673246,-0.0018953386417706497,5.67585811316967,-110.19214,0.06142888180911541,-0.003563636337639764,5.66435835659504,,,0.95,0.9,both,0.3706630325013826,0.34426405993493125,2.0063301692900053,0.0,-113.765915,2070.2811815087766,-111.22536
1,1784841600.3217256,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.525109079200774,,5.047597324009985,,7.481011830968782,,1.9743451637550606,,2.6909860169980675,0.0008303616777993739,-0.001995329905184917,2.5225217132884836e-06,1.4254425205290318,0.9659597277641296,0.9352938532829285,0.9528939723968506,0.0033082133159041405,0.002164880745112896,0.639244019985199,0.7141587138175964,96,0.4445677697658539,4.54380989074707,0.025532903149724007,196608,688,96,6,-120.98653,0.043003824958577755,-0.0034946480765938757,5.6612424612045285,-138.70944,0.041561176150571554,-0.003267083942773752,5.527242815494537,,,0.95,0.9,both,0.2819249365849645,0.23662942954941785,0.9601916831688175,0.0,-125.50478,2092.9388474473717,-120.98653
2,1784841677.3314526,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.429091027006507,,5.02634472680802,,7.236535087926313,,2.1526472500991076,,2.895900235744193,0.001817054464481771,-0.0027808391605503857,0.10455464629922062,1.4487573243677616,0.893207311630249,0.933658242225647,0.8102552890777588,-0.016262900084257126,0.00534512335434556,0.7346482276916504,0.6964545845985413,176,0.4884522557258606,4.5481038093566895,0.022067079320549965,360448,1049,176,11,-130.18216,0.034863558947108686,-0.0020553762355120853,5.605324956774711,-122.52073,0.019417531980434433,-0.001535108253301587,5.49523933827877,,,0.95,0.9,both,0.28069811563135955,0.26271140180186703,2.0985690447303234,0.0,-129.50667,2127.5234909928436,-130.18216
3,1784841754.5717916,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.5636458015069366,,5.044510978739709,,6.933175791054964,,2.1451641516323434,,2.8213071352802217,0.0045000831596553326,-0.0018972402322106063,0.027063702160376124,1.4499984756112099,0.7804818153381348,0.9280216693878174,0.612517237663269,-0.00769829424098134,0.010878421366214752,0.9368917942047119,0.6909687519073486,256,0.46798595786094666,4.501560688018799,0.04211518168449402,524288,1372,256,16,-138.24167,0.026242256443947554,-0.003732545275124721,5.4305600196123125,-122.594215,0.024292215751484037,-0.002962215867228224,5.383416786789894,,,0.95,0.9,both,0.30570984892273445,0.2589099937982449,1.5214680384693553,0.0,-127.37154,2121.1716902097455,-138.24167
4,1784841831.0080786,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.359254726092331,,4.788255660314462,,7.331402736977907,,1.9551978618837893,,2.820295383222401,0.01588183268904686,0.0010107085254276171,0.0894014552468434,1.46105295419693,0.6147572994232178,0.9198941588401794,0.6275465488433838,0.08040956407785416,0.03982335701584816,1.3745993375778198,0.6290727257728577,336,0.5195611715316772,4.450881481170654,0.03908827528357506,688128,1565,336,21,-122.60164,0.015897499705897645,-0.0031845104196690953,5.198220631480217,-129.57405,0.021785487100714818,-0.0022392435326764825,5.12112358212471,,,0.95,0.9,both,0.2866633670901179,0.3012900456001189,1.6267645728629003,0.0,-125.48131,2143.4855423000035,-122.60164
5,1784841908.7214866,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.7650769697502255,,4.413292504264973,,6.892759970854968,,1.8167801024392247,,2.5101572345010936,0.019712170585989952,-0.003982268361141905,0.007520080320318812,1.4640987068414688,0.5681648254394531,0.9082257747650146,0.4461252987384796,-0.05280900374054909,0.06048649176955223,1.159195065498352,0.5925350785255432,416,0.46283015608787537,4.07961368560791,0.032292984426021576,851968,1736,416,26,-121.39838,0.012159212524420582,-0.0020681496207544114,4.970877447724343,-119.306885,0.017187300499062984,-0.002656385490990942,4.908161032199859,,,0.95,0.9,both,0.31009282875890587,0.33315467621962813,0.9512370562507871,0.0,-123.1544,2108.2583439231144,-121.39838
6,1784841986.0729022,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.932768042897806,,5.004957948811352,,7.16688482533209,,2.0646202338393778,,2.811939496314153,0.02868890017271042,-0.01102253257704433,0.012973684759344906,1.4666666314005852,0.5476644039154053,0.8980509638786316,0.566046953201294,0.11368993669748306,0.07058180868625641,1.0414385795593262,0.5114907026290894,496,0.5237457156181335,4.396234035491943,0.02868538349866867,1015808,1904,496,31,-116.69096,0.018643126770621167,-0.0021196853180299514,4.81916840672493,-120.437515,0.011846465308917687,-0.0034177699431893415,4.735424000024795,,,0.95,0.9,both,0.33295161984706534,0.3454262568077575,1.2424169861969712,0.0,-124.22441,2118.124933530966,-116.69096
7,1784842064.6320605,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.2734516793861985,,4.903178018750623,,7.071272990790021,,2.0948697148123756,,2.808856810705038,0.031025759875774384,-0.0023690236848779023,0.0036948204160580644,1.4672742821276188,0.6120014190673828,0.8732169270515442,0.527603805065155,-0.10736572742462158,0.07921440154314041,1.0589561462402344,0.4210405945777893,576,0.5052005052566528,4.430325508117676,0.014165494590997696,1179648,2080,576,36,-127.48191,0.010024330622400157,-0.002598608568951022,4.556569036841393,-115.30858,0.011981960426783188,-0.0024977078530355355,4.529991701245308,,,0.95,0.9,both,0.4675629104226374,0.46431992095306623,1.0785160510549203,0.0,-118.96858,2085.5619968247847,-127.48191
8,1784842141.0334299,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.382052642060444,,4.5985390124842525,,7.211091765668243,,1.9856074564158916,,2.7096731981728226,0.030238283798098564,-0.004180939024081454,0.003361357557878364,1.4832861199975014,0.6054902672767639,0.8304786682128906,0.5284610390663147,-0.027287492528557777,0.08659839630126953,0.9286339282989502,0.36716732382774353,656,0.523260235786438,4.3773932456970215,0.02672865428030491,1343488,2248,656,41,-120.280106,0.008069667607196606,-0.0007854315335862339,4.372434660792351,-112.15706,0.024053551425458862,-0.0030630550201749427,4.3341194242239,,,0.95,0.9,both,0.5063447066784439,0.46757726207730954,0.97863643338966,0.0,-112.741516,2144.463343105839,-120.280106
9,1784842217.149978,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.960421135649085,,4.504108250141144,,6.827632067375816,,1.7808717926964164,,2.6695163573604077,0.050333064049482346,-0.00787246212712489,0.0024420249355898704,1.4923831187188625,0.5871129631996155,0.871972918510437,0.5882083773612976,-0.03454633802175522,0.13202007114887238,0.8525997996330261,0.3583512306213379,736,0.48446789383888245,4.148509979248047,0.05719571188092232,1507328,2445,736,46,-108.80277,0.017476406777859665,-0.0019106480001937598,4.149381509423256,-111.2833,0.047202661877963695,-0.0016552411383599975,4.186456772685051,,,0.95,0.9,both,0.44296374789743886,0.5308336561221214,0.992280455777256,0.0,-114.11067,2152.48918157052,-108.80277
