# _tick,_time,plr_track_ground_roughness,track_ground_roughness,plr_track_pit_gap_low,track_pit_gap_low,plr_track_pit_gap_high,track_pit_gap_high,plr_track_stump_height_low,track_stump_height_low,plr_track_stump_height_high,track_stump_height_high,plr_track_stair_height_low,track_stair_height_low,plr_track_stair_height_high,track_stair_height_high,plr_track_stair_steps,track_stair_steps,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:BipedalWalker-MADS-Hard-Eval-v0,test_returns:BipedalWalker-MADS-Hard-Eval-v0,target_agent_return,target_solved_rate,sps
0,1784364951.8619726,,4.8790559358894825,,3.466732306405902,,6.742206960916519,,2.0208303700201213,,3.374434234574437,,1.7475078294228297,,3.1080237589776516,,5.8125,0.0,0.0,0.0,0.0,32768,36,16,1,-102.69116,0.16267347633838652,-0.0025547159675625153,5.667302224040031,0,0.0,0.0,0.0,,,0.3589538519662498,0,0,0.0,-125.30662,-125.3066177368164,0.0,2152.5227681680562
1,1784365028.237583,,4.743971163406968,,3.850446647265926,,7.431639730930328,,1.3461916311644018,,3.4347156155854464,,2.2614380181767046,,3.780181659385562,,5.3125,0.0,0.0,0.0,0.0,196608,226,96,6,-103.96842,0.10407180595211685,-0.0017541706023621374,5.662651827931404,0,0.0,0.0,0.0,,,0.3509063107625782,0,0,0.0,-119.16988,-119.16988372802734,0.0,2145.186545867286
2,1784365108.3654394,,5.937397200614214,,3.688599797897041,,7.220820300281048,,1.6252231935504824,,3.6478292290121317,,2.0801141834817827,,3.5252631967887282,,5.0625,0.0,0.0,0.0,0.0,360448,426,176,11,-103.6536,0.1033318349160254,-0.0026212746939563657,5.620859017968177,0,0.0,0.0,0.0,,,0.3410776668784054,0,0,0.0,-106.54716,-106.54715728759766,0.0,2044.732096996435
3,1784365186.1315536,,6.808613250032067,,4.929085094481707,,7.5460488721728325,,1.204891563684214,,3.4091849881224334,,1.5292296241386794,,3.673747032880783,,5.0,0.0,0.0,0.0,0.0,524288,622,256,16,-103.245346,0.09600924965925514,-0.0016388237461796961,5.575694847106933,0,0.0,0.0,0.0,,,0.34481393166749774,0,0,0.0,-102.09029,-102.09028625488281,0.0,2106.830411938632
4,1784365264.668029,,5.479866839013994,,3.1054327078163624,,7.517593465745449,,2.111462056655,,3.406662386842072,,1.918227196438238,,3.7477098032832146,,6.25,0.0,0.0,0.0,0.0,688128,818,336,21,-102.68142,0.08974611856974661,-0.0016928004595683887,5.497690001130104,0,0.0,0.0,0.0,,,0.3484690434021135,0,0,0.0,-103.56261,-103.56260681152344,0.0,2086.1649364282316
5,1784365345.6168888,,5.207401677034795,,3.556743594672298,,7.013576403260231,,1.978716377634555,,3.6135339457541704,,2.412268703337759,,3.452351896557957,,5.1875,0.0,0.0,0.0,0.0,851968,1017,416,26,-101.64813,0.08688673148863017,-0.0011502446606755257,5.382198396325111,0,0.0,0.0,0.0,,,0.3628772761025851,0,0,0.0,-103.233505,-103.23350524902344,0.0,2023.993373209084
6,1784365425.6368694,,5.95474436879158,,4.249492348171771,,7.161058895289898,,1.3274215121055022,,2.9107362567447126,,2.1477818832499906,,3.8551470916718245,,5.25,0.0,0.0,0.0,0.0,1015808,1207,496,31,-101.68263,0.08933878217358142,-0.0015497574553592131,5.276731020212173,0,0.0,0.0,0.0,,,0.38709646365877826,0,0,0.0,-102.411316,-102.41131591796875,0.0,2047.4885696809108
7,1784365507.5782862,,5.854150801897049,,3.5215042361232918,,7.138700783252716,,1.480469333473593,,2.8840481862425804,,2.0441031944938004,,3.8525482080876827,,5.875,0.0,0.0,0.0,0.0,1179648,1402,576,36,-100.19151,0.0899521033745259,-0.001286868896568194,5.17382692694664,0,0.0,0.0,0.0,,,0.39091768700821944,0,0,0.0,-100.703995,-100.70399475097656,0.0,1999.4772862103337
8,1784365591.3360374,,6.878987550735474,,4.355680893640965,,7.122106831520796,,1.3207708270056173,,3.7921299692243338,,1.9520525727421045,,3.6559056490659714,,6.0,0.0,0.0,0.0,0.0,1343488,1590,656,41,-101.65101,0.08662856898736208,-0.0012257479887921364,5.12634747326374,0,0.0,0.0,0.0,,,0.39451327974002,0,0,0.0,-99.956406,-99.95640563964844,0.0,1956.1174220011708
9,1784365678.42448,,4.486204064451158,,4.192479148041457,,7.735586650669575,,2.0638543623499572,,3.6064738500863314,,1.9795165011601057,,3.574595171958208,,5.1875,0.0,0.0,0.0,0.0,1507328,1787,736,46,-100.32869,0.0883877020329237,-0.0014134081066004,5.0438365012407305,0,0.0,0.0,0.0,,,0.42584947183441874,0,0,0.0,-99.85122,-99.8512191772461,0.0,1881.3068457356574
