# _tick,_time,plr_track_ground_roughness,track_ground_roughness,plr_track_student_ground_roughness,track_student_ground_roughness,plr_track_pit_gap_low,track_pit_gap_low,plr_track_student_pit_gap_low,track_student_pit_gap_low,plr_track_pit_gap_high,track_pit_gap_high,plr_track_student_pit_gap_high,track_student_pit_gap_high,plr_track_stump_height_low,track_stump_height_low,plr_track_student_stump_height_low,track_student_stump_height_low,plr_track_stump_height_high,track_stump_height_high,plr_track_student_stump_height_high,track_student_stump_height_high,plr_track_stair_height_low,track_stair_height_low,plr_track_student_stair_height_low,track_student_stair_height_low,plr_track_stair_height_high,track_stair_height_high,plr_track_student_stair_height_high,track_student_stair_height_high,plr_track_stair_steps,track_stair_steps,plr_track_student_stair_steps,track_student_stair_steps,plr_track_ued_ground_roughness,track_ued_ground_roughness,plr_track_ued_pit_gap_low,track_ued_pit_gap_low,plr_track_ued_pit_gap_high,track_ued_pit_gap_high,plr_track_ued_stump_height_low,track_ued_stump_height_low,plr_track_ued_stump_height_high,track_ued_stump_height_high,plr_track_ued_stair_height_low,track_ued_stair_height_low,plr_track_ued_stair_height_high,track_ued_stair_height_high,plr_track_ued_stair_steps,track_ued_stair_steps,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,dps_lambda_skill,dps_lambda_target,dps_mode,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:BipedalWalker-MADS-Hard-Eval-v0,test_returns:BipedalWalker-MADS-Hard-Eval-v0,sps,target_agent_return
0,1784840222.2947114,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.990610029781237,,5.6665964354760945,,9.678020125254989,,0.9510894836857915,,4.006847229087725,,1.8416424556053244,,4.752601791464258,,7.8125,-2.649264335632324,-0.006192567176185548,0.3418788993731141,1.4186545312404633,32768,132,16,1,-134.30415,0.19033346478827298,-0.0030420230395975523,5.675834611058235,-138.43295,0.16594672738574445,-0.0021408451400930064,5.675697404146194,,,0.95,0.9,none,0.3648371619411531,0.36839000170683994,1.4056578265181732,0.0,-139.74191,2095.7612809815896,-134.30415
1,1784840294.6931603,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.529978686012328,,5.54169927816838,,9.456303877756,,0.7432579519227147,,3.7372456449083984,,1.6693262312328443,,4.71772685367614,,7.625,-0.8710815906524658,-0.0004310192307457328,0.03690076613565907,1.420405074954033,196608,465,96,6,-149.76059,0.056424084713216874,-0.0034003104927251117,5.651688587665558,-144.03754,0.01683226841269061,-0.0061815192428184675,5.641651150584221,,,0.95,0.9,none,0.3538253413304409,0.30300795443192935,1.1585744543496501,0.0,-158.13504,2263.032876590087,-149.76059
2,1784840366.2090504,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.921948701143265,,6.7572278142906725,,10.0,,1.2989228684455156,,4.460359238088131,,2.405734086409211,,5.0,,8.75,-0.6580560207366943,0.0011862018145620823,0.00912397907814011,1.4200932309031487,360448,664,176,11,-110.19519,0.018626975477673113,-0.0045661776821361855,5.480206447839737,-125.54165,0.015512056736042723,-0.0036645216823671944,5.479313617944717,,,0.95,0.9,none,0.3477403937044306,0.37071985447493044,0.9037699053491711,0.0,-123.00017,2290.9589892185613,-110.19519
3,1784840437.3036005,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.551171988248825,,5.534067687578499,,9.527597150416113,,0.6512812277069315,,3.632999767549336,,1.668803679291159,,4.638041874393821,,7.25,-0.5039625763893127,-0.009985915152356029,0.029610074765514582,1.4243519082665443,524288,926,256,16,-115.79932,0.022022986027877778,-0.0030538436367351096,5.322327637672425,-125.893875,0.027006701892241837,-0.002295203869289253,5.334692376852035,,,0.95,0.9,none,0.35686050073541686,0.3528183642056707,0.749300867221714,0.0,-107.99898,2304.536100581712,-115.79932
4,1784840508.511105,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.340563768986613,,6.186023717862554,,9.934368137270212,,1.221858149569016,,4.100947701226687,,2.1754928657319397,,4.943275548284873,,8.25,-0.13890177011489868,-0.0022635452914983034,0.021095083488035016,1.4331292025744915,688128,1142,336,21,-99.01378,0.012673338665626943,-0.0026443153015861753,5.046560737490654,-113.41856,0.021064954734174534,-0.0028500139189418404,5.158002960681915,,,0.95,0.9,none,0.4211532633144925,0.43147003946905194,0.8166922920261993,0.0,-107.7126,2300.882044481476,-99.01378
5,1784840578.570088,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.37424257490784,,6.176789185265079,,9.755469672381878,,1.209998399950564,,4.0565973406191915,,2.0305192144587636,,4.943468846497126,,8.5625,-0.017286106944084167,0.0002386022242717445,0.020641752373194322,1.433271087706089,851968,1374,416,26,-99.38593,0.01265014276432339,-0.0030120224924758076,4.844864666461945,-123.191895,0.016307035612408073,-0.002411843472509645,4.9709378480911255,,,0.95,0.9,none,0.43608941102188403,0.48805812171192375,0.8376175111247495,0.0,-100.98984,2338.600910448209,-99.38593
6,1784840650.2915618,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.53386946208775,,6.663164523430169,,9.981753843836486,,1.3033686393901007,,4.2101587418001145,,2.21471166162155,,5.0,,8.625,0.19239187240600586,-0.00015705166151747108,0.07307128864340484,1.431279718875885,1015808,1561,496,31,-103.745926,0.012473864268395118,-0.002347999056655681,4.61982926428318,-144.82358,0.020668057329021394,-0.0018077858432661742,4.761487478017807,,,0.95,0.9,none,0.5038972736317145,0.5110462767504214,1.2364303920421964,0.0,-103.541275,2284.392442010081,-103.745926
7,1784840722.8515592,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.159044770523906,,6.02804934582673,,9.792991880327463,,1.2628480144776404,,4.2053354936651886,,2.1471325347665697,,4.893315829336643,,8.125,0.049771569669246674,-0.008574729668907821,0.03245230024913326,1.4390320554375648,1179648,1742,576,36,-92.87158,0.01209640055312775,-0.0021606313544907606,4.3954502761363985,-117.37816,0.02161267691408284,-0.002892337815501378,4.538049253821373,,,0.95,0.9,none,0.5063425962090028,0.49438574476491925,0.7901868857109221,0.0,-127.71355,2257.99356518147,-92.87158
8,1784840794.8424356,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.587264268426225,,6.596526724286377,,9.918364584445953,,1.0418317408766598,,4.30758430674905,,2.156039279419929,,4.978913142345846,,8.375,0.07413330674171448,-0.005237042088992894,0.028803472232539207,1.430782102048397,1343488,1928,656,41,-100.37126,0.013811830765916966,-0.001423510535096284,4.216674473881722,-112.557175,0.016648695309413597,-0.0006553831452038139,4.356960552930832,,,0.95,0.9,none,0.5876762903187911,0.5647311932683108,0.6020765493338966,0.0,-100.659966,2275.844113876755,-100.37126
9,1784840866.717278,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.818934548646212,,6.78206046205014,,9.965303298085928,,1.3660943667637184,,4.431857894174755,,2.388150501064956,,4.993878837674856,,8.4375,-0.05689023435115814,-0.0006331276963464916,0.037196550401858985,1.4327312968671322,1507328,2098,736,46,-105.58313,0.018171897396678106,-0.001685222283413168,3.999505068361759,-112.78605,0.017552015505498276,-0.0015557271923171355,4.1662647277116776,,,0.95,0.9,none,0.6565460273504549,0.5784062959742811,1.259753359389268,0.0,-93.054306,2279.517636004811,-105.58313
