# _tick,_time,plr_track_ground_roughness,track_ground_roughness,plr_track_student_ground_roughness,track_student_ground_roughness,plr_track_pit_gap_low,track_pit_gap_low,plr_track_student_pit_gap_low,track_student_pit_gap_low,plr_track_pit_gap_high,track_pit_gap_high,plr_track_student_pit_gap_high,track_student_pit_gap_high,plr_track_stump_height_low,track_stump_height_low,plr_track_student_stump_height_low,track_student_stump_height_low,plr_track_stump_height_high,track_stump_height_high,plr_track_student_stump_height_high,track_student_stump_height_high,plr_track_stair_height_low,track_stair_height_low,plr_track_student_stair_height_low,track_student_stair_height_low,plr_track_stair_height_high,track_stair_height_high,plr_track_student_stair_height_high,track_student_stair_height_high,plr_track_stair_steps,track_stair_steps,plr_track_student_stair_steps,track_student_stair_steps,plr_track_ued_ground_roughness,track_ued_ground_roughness,plr_track_ued_pit_gap_low,track_ued_pit_gap_low,plr_track_ued_pit_gap_high,track_ued_pit_gap_high,plr_track_ued_stump_height_low,track_ued_stump_height_low,plr_track_ued_stump_height_high,track_ued_stump_height_high,plr_track_ued_stair_height_low,track_ued_stair_height_low,plr_track_ued_stair_height_high,track_ued_stair_height_high,plr_track_ued_stair_steps,track_ued_stair_steps,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,dps_lambda_skill,dps_lambda_target,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:BipedalWalker-MADS-Medium-Eval-v0,test_returns:BipedalWalker-MADS-Medium-Eval-v0,sps,target_agent_return
10,1784523511.4711106,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,4.422084586694837,,3.9559793807566166,,6.538271078141406,,0.5342188321519643,,2.414118444081396,,0.6317175991134718,,2.070783434610348,,3.875,0.2961210310459137,1.03618367575109e-05,0.06257902679499239,1.4386228136718273,1671168,3166,816,51,-69.872604,0.016259005304891615,-0.0015898515834123828,3.876172822713852,-85.988976,0.015532735671149567,-0.0017852622549980879,3.8675969168543816,,,0.95,0.88,0.5700226450193415,0.5600085945187647,1.0880198571107926,0.0,-142.3353,2341.669173811668,-69.872604
11,1784523583.3130424,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,3.975619970005937,,4.3355274389032274,,6.153896470437758,,0.5445090991852339,,2.231769264675677,,0.5339872151380405,,2.2081741255242378,,4.375,0.06024801731109619,-0.007150051183998585,0.06720601601409726,1.438195738941431,1835008,3343,896,56,-83.82315,0.014722049736883491,-0.0013158891088096425,3.633791853487492,-90.99031,0.015359310823259874,-0.002016173172160052,3.671414889395237,,,0.95,0.88,0.6056314642093292,0.5990107464139852,1.2236580289384855,0.0,-87.69414,2280.562772796711,-83.82315
12,1784523653.090477,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,4.282539720603381,,4.482749079354107,,6.569564545527101,,0.7006430497858673,,2.3140825630980544,,0.9279681374318898,,1.9382650054903934,,4.25,-0.041097141802310944,-0.002756592526566237,0.026092699292348698,1.4372817501425743,1998848,3521,976,61,-67.1211,0.01142764333926607,-0.0024987052311189473,3.399597701430321,-110.89158,0.02511954347137362,-0.002721737325191498,3.4737702190876005,,,0.95,0.88,0.6552433858704795,0.654386592536375,1.0314652401998246,0.0,-103.88503,2348.0363070442368,-67.1211
13,1784523722.2609127,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,4.915175386107876,,4.858224620576948,,6.856186238117516,,0.9405192808189895,,2.429207222070545,,1.0161710719112307,,2.4485644926317036,,4.75,-0.14697019755840302,-0.0049979243776760995,0.02569104131544009,1.4470526352524757,2162688,3699,1056,66,-74.31172,0.011954698577756061,-0.0010621945795719512,3.183299122750759,-111.85403,0.017287091957405208,-0.00272864760736411,3.2750466391444206,,,0.95,0.88,0.6726078269008189,0.6838136283597782,0.6427683176657414,0.0,-74.48584,2368.642246408605,-74.31172
14,1784523793.9270358,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,3.676791103556752,,3.770233883347828,,5.625107861706056,,0.23377661313861609,,1.6572775586973876,,0.5120392409153283,,2.034177051624283,,4.0,0.10398843139410019,-0.012627427640836686,0.037172427313635126,1.4475963935256004,2326528,3867,1136,71,-60.67384,0.011416493871365674,-0.0022099421272287144,3.0264774024486543,-72.5037,0.016059324785601348,-0.0007597261545015499,3.0537978246808053,,,0.95,0.88,0.6771177322826515,0.7307097987386941,1.055590058605084,0.0,-84.44166,2286.1567536181483,-60.67384
15,1784523864.8670824,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,4.932065062224865,,4.819068165495992,,6.856282194610685,,1.0510241305455565,,2.4484743787907064,,1.0715680331923068,,2.4849290505517274,,4.625,-0.2734223008155823,0.00033998978324234486,0.04140081675723195,1.4404000118374825,2490368,4041,1216,76,-55.010864,0.01031589719641488,-0.0007066775229759515,2.774934694170952,-119.72626,0.029374534694943576,-0.0010835094581125304,2.8402106717228888,,,0.95,0.88,0.7650208952171145,0.8093113535076542,0.8160910626613722,0.0,-71.46375,2309.555819746773,-55.010864
16,1784523936.2714133,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,4.927915269799996,,4.589798989647534,,6.670283685903996,,0.9608057322911918,,2.3083744753384963,,0.9001296134665608,,2.3814269576687366,,4.625,-0.3047853708267212,0.00010888150427490473,0.05349061812739819,1.4377061799168587,2654208,4231,1296,81,-67.819786,0.011799087608233094,-0.0007703428826062008,2.538354258239269,-84.14708,0.02893180613173172,-0.0019785433796641883,2.632154369354248,,,0.95,0.88,0.8287900217300141,0.8731708120655032,0.8503332582316879,0.0,-68.54121,2294.538923125195,-67.819786
17,1784524007.9133565,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,3.9472806628327817,,3.938431298127398,,6.006924696732312,,0.25542849814519286,,1.8143018734408543,,0.5256234403932467,,2.0136566617293283,,3.875,-0.18882602453231812,-0.005221576371695846,0.04483531159348786,1.4441063851118088,2818048,4469,1376,86,-58.501106,0.016932359238853677,-0.0009046321567439009,2.334480783343315,-98.82799,0.05721037795301527,-0.0018592319036542903,2.435986819863319,,,0.95,0.88,0.9397263243713582,0.8963708737192991,0.664047887349627,0.0,-88.83639,2286.9283300129273,-58.501106
18,1784524075.5723853,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,4.785151047632098,,4.735276761988644,,6.727507041534409,,0.9153449673904106,,2.4066697108501103,,0.8123282597225625,,2.2297994912369177,,4.4375,-0.5295616388320923,-0.0003450741060078144,0.092094172607176,1.449950285255909,2981888,4746,1456,91,-60.22207,0.03035779803758487,0.0004449122308869846,2.187324194610119,-101.00595,0.07013804349116981,-0.0011458296488854104,2.268846054375172,,,0.95,0.88,0.9499981748150347,0.9958219856022307,0.9753409439269218,0.0,-97.2849,2421.5548067272807,-60.22207
19,1784524142.425129,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,4.968204788863659,,4.641965977381915,,6.756885749753565,,0.8393193951342255,,2.372978007653728,,0.8263502439367585,,2.396749452542281,,4.25,-0.37096354365348816,-0.0023823081282898784,0.0848070831852965,1.454517025500536,3145728,5031,1536,96,-60.4034,0.048912681802175936,-0.0008818581671221181,2.100447154045105,-93.25088,0.05419323495589197,-0.0010651898483047262,2.1207389697432517,,,0.95,0.88,0.9496226330525225,0.9475055835314528,1.1766108596010636,0.0,-112.10832,2450.7586819108665,-60.4034
20,1784524209.8303463,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,4.038386805914342,,4.343068505404517,,6.401137518347241,,0.6528294502058998,,2.2575673976098187,,0.5656426538480446,,2.1068150107748806,,4.1875,-0.10155925899744034,-0.011999907030258328,0.04460627055959776,1.4546581245958805,3309568,5333,1616,101,-57.968464,0.04676201049005613,-0.00015247496776282787,2.0101802691817285,-101.99927,0.07653956762515009,-0.0010184724618738984,2.012538966536522,,,0.95,0.88,0.9852364500245938,1.0133779549612503,0.6335721155108294,0.0,-78.62981,2430.672413098805,-57.968464
21,1784524279.1976857,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,3.9643984767608345,,4.120431598479627,,6.144667105283588,,0.4789844846818596,,1.9751131533412263,,0.6076775214096415,,1.7905323365703225,,3.875,-0.04928562417626381,-0.005299292679410428,0.04312912921886891,1.45250378921628,3473408,5593,1696,106,-62.05854,0.04016364939743653,-5.278386670397595e-05,1.8841002598404883,-87.538124,0.05598521905485541,-0.0007908922605565749,1.9251395553350448,,,0.95,0.88,1.0725677930603381,0.9819006077092324,0.656045531410282,0.0,-76.89689,2361.9185400446368,-62.05854
22,1784524347.1150503,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,4.583687146194279,,4.84019697480835,,6.980010951287113,,0.8778872523835162,,2.3479046465363353,,1.0392481699818745,,2.382945785764605,,4.5,-0.24656008183956146,-0.0010885362280532718,0.0711548604303971,1.4567912966012955,3637248,5856,1776,111,-61.639374,0.052343957708217204,7.257535762619227e-05,1.7731142528355122,-106.10698,0.0460442709736526,-0.0007662617579626385,1.8371448770165444,,,0.95,0.88,1.000845163475918,1.0585662399283902,1.008330371948907,0.0,-95.10624,2412.3433548211447,-61.639374
23,1784524415.8769934,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,4.248314001597464,,4.246922329068184,,5.9447619169950485,,0.6454198091523722,,2.0972543043317273,,0.5245252511231229,,1.9997276344220154,,3.9375,-0.18697835505008698,-0.0006551705300807953,0.08114458678755909,1.460029486566782,3801088,6104,1856,116,-58.21833,0.03163045510882512,-5.5632022849749774e-05,1.6819582976400853,-58.31687,0.05089064775966108,-0.0005521333092474379,1.7085848666727543,,,0.95,0.88,1.0998120879858349,1.0603804995863022,0.8707157331143602,0.0,-91.9056,2382.71320344206,-58.21833
24,1784524483.0475209,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,3.961390900905826,,3.423745636595413,,5.880467739189044,,0.6338371933088638,,1.8967903009033762,,0.4635932723758742,,1.916552236303687,,3.8125,-0.08365627378225327,-0.006383231142535806,0.0575441817054525,1.4680957533419132,3964928,6400,1936,121,-55.235023,0.040062944893725215,3.4197847708128395e-05,1.5854068242013455,-90.83507,0.04437147186836228,-0.00036510030331555755,1.6406913101673126,,,0.95,0.88,1.134386438694265,1.060925801691632,0.9378149344438089,0.0,-67.83163,2439.1649860202265,-55.235023
25,1784524549.7149422,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,3.6441362663172185,,3.4745639953762293,,5.755656344641466,,0.3456090096151456,,1.7064839696977288,,0.44389796105679125,,1.6740553467534482,,3.8125,-0.12845808267593384,8.178036659955978e-05,0.05741376243531704,1.4684490635991096,4128768,6633,2016,126,-53.195576,0.034190159081481396,-0.00018393947393633426,1.4957047171890736,-58.986206,0.032801464293152095,-0.0005855525268998463,1.508106704801321,,,0.95,0.88,1.1151564994061527,1.109579689988821,0.8907362211872418,0.0,-65.531265,2457.5722105617506,-53.195576
26,1784524618.7989764,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,5.00467016780749,,4.895250621135347,,6.842075652908534,,0.8698584600351751,,2.4438007853459567,,0.9810324387217406,,2.4850323688588105,,4.5,-0.24548740684986115,-0.0017631305963732302,0.05879702063975856,1.466524463146925,4292608,6901,2096,131,-79.03665,0.04389987067552283,0.0009474837759626098,1.4342001348733902,-76.700005,0.047582199634052816,-0.0005316400980518665,1.4175773024559022,,,0.95,0.88,1.218596168870164,1.097183316926658,0.7594344024988056,0.0,-86.14861,2371.604631820137,-79.03665
27,1784524689.4199839,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,4.024560707504861,,3.8900186740793288,,6.171069249510765,,0.5685186552582309,,1.7809118720469996,,0.6901373227301519,,1.9865290830784943,,4.125,-0.15343037247657776,-0.012846320401877165,0.054098723689094186,1.4625180140137672,4456448,7127,2176,136,-58.689575,0.029687719349749387,-0.00015163073840085417,1.3329797983169556,-76.82362,0.04719790760427713,0.00028332844231044875,1.3619963631033898,,,0.95,0.88,1.2415803234878042,1.192006597194918,0.7596125814448822,0.0,-55.756207,2319.9895661691967,-58.689575
28,1784524757.201633,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,5.380614027380943,,5.186047772876918,,7.20132349036794,,1.0742203331319615,,2.567986779846251,,1.0195331077557057,,2.6842887750826776,,4.875,-0.06805358827114105,6.569409742951393e-05,0.008839885806082748,1.4632978923618793,4620288,7354,2256,141,-55.38557,0.03413500635651871,-0.0002705031831283122,1.270951196551323,-80.5154,0.02933387840166688,-0.0008121519669657574,1.2922649048268795,,,0.95,0.88,1.2020497827867818,1.2411353238765082,0.8487683652650098,0.0,-92.520615,2417.1731845612608,-55.38557
29,1784524826.0487046,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,3.650365601060912,,3.5076344638946466,,5.523533229250461,,0.2818798425141722,,1.660712021170184,,0.28901785385096446,,1.69810952336411,,3.5625,-0.32776662707328796,-0.0027854274376295507,0.1102740952046588,1.4650856852531433,4784128,7594,2336,146,-38.909546,0.022747238090960308,0.00012429295893525704,1.2184829957783223,-83.07327,0.06669926247559488,0.0010672199052351062,1.2194119580090046,,,0.95,0.88,1.200612740916077,1.2804510394373274,1.0554767762349395,0.0,-63.814323,2379.767172531378,-38.909546
30,1784524892.9248931,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,4.643202482257038,,4.737883480265737,,6.847648412920535,,0.9374386899871752,,2.4862524741329253,,0.7757901896256953,,2.3515449234982952,,4.8125,-0.3084026277065277,8.232012623921037e-05,0.08678213763050735,1.460464309900999,4947968,7822,2416,151,-65.8796,0.04625995428068563,0.00024386250079260207,1.1396869853138925,-81.54632,0.04256639506202191,0.00013941992074251175,1.1592907428741455,,,0.95,0.88,1.2025375824577043,1.2293810795769664,0.611017497604391,0.0,-47.36261,2449.9003384738285,-65.8796
31,1784524961.5271544,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,4.652837898349389,,4.249180198297836,,5.998449311591685,,0.3554270323365927,,2.2067644752096385,,0.5212425329955295,,1.9745461574057117,,3.75,-0.10157550126314163,-0.015815094870049506,0.0750107099302113,1.4600949548184872,5111808,8026,2496,156,-73.00562,0.03331452942220494,-0.0005371904466301203,1.056025467813015,-58.8958,0.027404861722607164,-0.0002571528202679474,1.0756529107689858,,,0.95,0.88,1.2179640941797905,1.1871036152136578,1.3767501449472124,0.0,-5.7542663,2388.2597350587944,-73.00562
32,1784525028.6440785,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,3.906358690932393,,4.187477912171744,,5.8080209461040795,,0.5826420688536018,,1.9409554769226816,,0.41467537521384656,,2.1524466776754707,,4.0,-0.2788814902305603,-0.012216334813274443,0.05022734636440873,1.4644580110907555,5275648,8258,2576,161,-78.40231,0.04435048138257116,4.4718895514961333e-05,1.000945060327649,-64.39479,0.04043205232592299,-0.0004167506514932029,0.9785096481442451,,,0.95,0.88,1.2533411554630507,1.2483746970464582,0.8042422323893916,0.0,-64.88264,2441.1127669693096,-78.40231
33,1784525093.8372502,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,4.659316068748012,,4.506515125918668,,6.125234991079196,,0.43400592704711016,,2.125327634072164,,0.8060434521466959,,2.164770428207703,,4.125,-0.21179898083209991,-0.0030772180762141943,0.03557919431477785,1.4705578312277794,5439488,8475,2656,166,-60.59857,0.03509735116967931,0.00018712944001890718,0.9386812005192041,-77.0562,0.0348278722492978,0.0006187468796269968,0.9286062762141227,,,0.95,0.88,1.3520868004571813,1.2965230091521303,0.5433674491162462,0.0,-91.048256,2513.1466707756867,-60.59857
34,1784525162.3700066,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,4.892104713246226,,4.991818079724908,,6.611240461352281,,0.8993145993445069,,2.5711592820007354,,1.0620120896492153,,2.3706902698613703,,4.875,-0.2820275127887726,-0.0014518294483423233,0.025272728002164513,1.4769252203404903,5603328,8699,2736,171,-64.679634,0.03300824073376134,-9.781865010154434e-05,0.8799694519490003,-87.200516,0.03828806658275426,-0.0004475294554140419,0.884004383161664,,,0.95,0.88,1.3754523587319505,1.313627448671303,0.6689429975026968,0.0,-92.02324,2390.681641440987,-64.679634
