# _tick,_time,plr_track_ground_roughness,track_ground_roughness,plr_track_pit_gap_low,track_pit_gap_low,plr_track_pit_gap_high,track_pit_gap_high,plr_track_stump_height_low,track_stump_height_low,plr_track_stump_height_high,track_stump_height_high,plr_track_stair_height_low,track_stair_height_low,plr_track_stair_height_high,track_stair_height_high,plr_track_stair_steps,track_stair_steps,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:BipedalWalker-MADS-Medium-Eval-v0,test_returns:BipedalWalker-MADS-Medium-Eval-v0,target_agent_return,target_solved_rate,sps
0,1784463083.3365698,,4.0,,4.0,,6.0,,0.5,,2.0,,0.5,,2.0,,4.0,0.0,0.0,0.0,0.0,32768,36,52,1,-117.603226,0.09412820180878043,-0.004259864550840575,5.66419135928154,0,0.0,0.0,0.0,,,0.3700821754606654,0,0,0.0,-108.94322,-108.94322204589844,0.0,4448.310642878326
1,1784463118.66985,,4.0,,4.0,,6.0,,0.5,,2.0,,0.5,,2.0,,4.0,0.0,0.0,0.0,0.0,196608,205,301,6,-120.97339,0.03079649988794699,-0.003265663795173168,5.601261493563652,0,0.0,0.0,0.0,,,0.3793171085446464,0,0,0.0,-114.82107,-114.8210678100586,0.0,4636.989180666953
2,1784463155.6679988,,4.0,,4.0,,6.0,,0.5,,2.0,,0.5,,2.0,,4.0,0.0,0.0,0.0,0.0,360448,325,501,11,-127.58451,0.02571580577059649,-0.004005541109654587,5.436169147491455,0,0.0,0.0,0.0,,,0.373432609020165,0,0,0.0,-121.82365,-121.82364654541016,0.0,4428.332181590497
3,1784463190.9568923,,4.0,,4.0,,6.0,,0.5,,2.0,,0.5,,2.0,,4.0,0.0,0.0,0.0,0.0,524288,441,697,16,-120.65547,0.028824983770027755,-0.003158031002385542,5.25201690196991,0,0.0,0.0,0.0,,,0.4222605164059754,0,0,0.0,-131.05917,-131.05917358398438,0.0,4642.822010566751
4,1784463226.7094874,,4.0,,4.0,,6.0,,0.5,,2.0,,0.5,,2.0,,4.0,0.0,0.0,0.0,0.0,688128,556,892,21,-126.60307,0.03659877424361184,-0.0030512036188156343,5.070156282186508,0,0.0,0.0,0.0,,,0.4669542156895452,0,0,0.0,-110.58018,-110.5801773071289,0.0,4582.602785713182
5,1784463261.7403562,,4.0,,4.0,,6.0,,0.5,,2.0,,0.5,,2.0,,4.0,0.0,0.0,0.0,0.0,851968,695,1111,26,-125.63533,0.04970790247898549,-0.002128132422512863,4.891614291071892,0,0.0,0.0,0.0,,,0.4749254722035178,0,0,0.0,-106.2818,-106.28179931640625,0.0,4677.013689063302
6,1784463296.704605,,4.0,,4.0,,6.0,,0.5,,2.0,,0.5,,2.0,,4.0,0.0,0.0,0.0,0.0,1015808,862,1358,31,-114.59208,0.04682278949767351,-0.002910253204754554,4.737968873977661,0,0.0,0.0,0.0,,,0.565545334398841,0,0,0.0,-108.46037,-108.46037292480469,0.0,4685.929742160757
7,1784463332.1590278,,4.0,,4.0,,6.0,,0.5,,2.0,,0.5,,2.0,,4.0,0.0,0.0,0.0,0.0,1179648,996,1572,36,-100.75362,0.04068138120928779,-0.0019340791914146394,4.6056758761405945,0,0.0,0.0,0.0,,,0.5638353706946369,0,0,0.0,-99.26662,-99.26661682128906,0.0,4621.147215560941
8,1784463367.074541,,4.0,,4.0,,6.0,,0.5,,2.0,,0.5,,2.0,,4.0,0.0,0.0,0.0,0.0,1343488,1135,1791,41,-104.18182,0.02980831804452464,-0.0022722718233126214,4.422423934936523,0,0.0,0.0,0.0,,,0.629287199921059,0,0,0.0,-85.01733,-85.01732635498047,0.0,4692.466998977864
9,1784463405.6708965,,4.0,,4.0,,6.0,,0.5,,2.0,,0.5,,2.0,,4.0,0.0,0.0,0.0,0.0,1507328,1258,1994,46,-105.74081,0.034919773892033844,-0.0012648836120206397,4.2136297762393955,0,0.0,0.0,0.0,,,0.6250054231437249,0,0,0.0,-105.62474,-105.62474060058594,0.0,4244.963648077615
10,1784463442.5720947,,4.0,,4.0,,6.0,,0.5,,2.0,,0.5,,2.0,,4.0,0.0,0.0,0.0,0.0,1671168,1370,2186,51,-107.92244,0.020468126074410974,-0.0021908382244873793,4.013503484427929,0,0.0,0.0,0.0,,,0.722895538632256,0,0,0.0,-114.96378,-114.96378326416016,0.0,4439.964900816285
11,1784463482.4350905,,4.0,,4.0,,6.0,,0.5,,2.0,,0.5,,2.0,,4.0,0.0,0.0,0.0,0.0,1835008,1490,2386,56,-96.483925,0.02916191362310201,-0.002811495067726355,3.829177114367485,0,0.0,0.0,0.0,,,0.794565913075034,0,0,0.0,-109.94165,-109.941650390625,0.0,4110.077765921598
12,1784463520.7646525,,4.0,,4.0,,6.0,,0.5,,2.0,,0.5,,2.0,,4.0,0.0,0.0,0.0,0.0,1998848,1601,2577,61,-106.42631,0.03740507266484201,-0.0010666245798347518,3.634346880018711,0,0.0,0.0,0.0,,,0.8397968794122429,0,0,0.0,-111.956154,-111.9561538696289,0.0,4274.507018088734
13,1784463557.2692873,,4.0,,4.0,,6.0,,0.5,,2.0,,0.5,,2.0,,4.0,0.0,0.0,0.0,0.0,2162688,1702,2758,66,-94.76164,0.02207982081454247,-0.0019192344916518778,3.4619520217180253,0,0.0,0.0,0.0,,,0.8583339045561889,0,0,0.0,-110.67344,-110.6734390258789,0.0,4488.198083955614
14,1784463597.0711672,,4.0,,4.0,,6.0,,0.5,,2.0,,0.5,,2.0,,4.0,0.0,0.0,0.0,0.0,2326528,1816,2952,71,-88.2374,0.01816051083151251,-0.0012662424487643875,3.2683055594563486,0,0.0,0.0,0.0,,,0.9451486667285998,0,0,0.0,-111.61135,-111.6113510131836,0.0,4116.388933779994
15,1784463632.2734766,,4.0,,4.0,,6.0,,0.5,,2.0,,0.5,,2.0,,4.0,0.0,0.0,0.0,0.0,2490368,1925,3141,76,-93.24644,0.024568649916909636,-0.0016986857299343683,3.109831354022026,0,0.0,0.0,0.0,,,0.9477429623632204,0,0,0.0,-96.09788,-96.0978775024414,0.0,4654.236945404351
16,1784463669.9628706,,4.0,,4.0,,6.0,,0.5,,2.0,,0.5,,2.0,,4.0,0.0,0.0,0.0,0.0,2654208,2021,3317,81,-73.71984,0.01865418512024917,-0.0006358689570333809,2.93470518887043,0,0.0,0.0,0.0,,,1.0498945760618885,0,0,0.0,-98.14218,-98.14218139648438,0.0,4347.108754607349
17,1784463707.8681042,,4.0,,4.0,,6.0,,0.5,,2.0,,0.5,,2.0,,4.0,0.0,0.0,0.0,0.0,2818048,2119,3495,86,-102.68819,0.025605704390909523,-0.00032843583467183634,2.7934356123209,0,0.0,0.0,0.0,,,1.0589818453681772,0,0,0.0,-113.508705,-113.50870513916016,0.0,4322.364940436703
18,1784463745.7768269,,4.0,,4.0,,6.0,,0.5,,2.0,,0.5,,2.0,,4.0,0.0,0.0,0.0,0.0,2981888,2237,3693,91,-84.529655,0.02307235985645093,-0.0008950875213486143,2.660362200438976,0,0.0,0.0,0.0,,,1.0352639839790085,0,0,0.0,-69.83244,-69.83244323730469,0.0,4321.957091193783
19,1784463784.9178267,,4.0,,4.0,,6.0,,0.5,,2.0,,0.5,,2.0,,4.0,0.0,0.0,0.0,0.0,3145728,2346,3882,96,-84.14722,0.027817187958862632,-0.0011576541510294192,2.4992297664284706,0,0.0,0.0,0.0,,,1.091898886305531,0,0,0.0,-68.88581,-68.88581085205078,0.0,4185.895469089237
20,1784463821.9589102,,4.0,,4.0,,6.0,,0.5,,2.0,,0.5,,2.0,,4.0,0.0,0.0,0.0,0.0,3309568,2443,4059,101,-81.827805,0.01967309124302119,-0.00026882617894443685,2.3793805196881292,0,0.0,0.0,0.0,,,1.1180424605320645,0,0,0.0,-85.677,-85.677001953125,0.0,4423.189943122561
21,1784463860.264856,,4.0,,4.0,,6.0,,0.5,,2.0,,0.5,,2.0,,4.0,0.0,0.0,0.0,0.0,3473408,2537,4233,106,-88.27984,0.0285818433156237,-0.0004574758349917829,2.2486327320337294,0,0.0,0.0,0.0,,,1.129552511127113,0,0,0.0,-68.512436,-68.51243591308594,0.0,4277.148894334611
22,1784463897.223488,,4.0,,4.0,,6.0,,0.5,,2.0,,0.5,,2.0,,4.0,0.0,0.0,0.0,0.0,3637248,2638,4414,111,-98.701065,0.024481725099030884,-0.0005226439592661336,2.1327864438295365,0,0.0,0.0,0.0,,,1.1561480696025115,0,0,0.0,-68.57357,-68.57357025146484,0.0,4433.062117085024
23,1784463934.4480453,,4.0,,4.0,,6.0,,0.5,,2.0,,0.5,,2.0,,4.0,0.0,0.0,0.0,0.0,3801088,2729,4585,116,-93.23263,0.023813815636094658,-0.0010979604194290005,1.9863932713866235,0,0.0,0.0,0.0,,,1.2659130119377497,0,0,0.0,-88.34644,-88.34644317626953,0.0,4401.395874883554
24,1784463972.1925464,,4.0,,4.0,,6.0,,0.5,,2.0,,0.5,,2.0,,4.0,0.0,0.0,0.0,0.0,3964928,2824,4760,121,-92.25917,0.021707891108235344,-0.0017774580381228588,1.892605509608984,0,0.0,0.0,0.0,,,1.2501794680909235,0,0,0.0,-90.098206,-90.09820556640625,0.0,4340.760607030398
25,1784464009.284516,,4.0,,4.0,,6.0,,0.5,,2.0,,0.5,,2.0,,4.0,0.0,0.0,0.0,0.0,4128768,2928,4944,126,-99.72224,0.03630542504834011,-0.0004242593568051234,1.7931613773107529,0,0.0,0.0,0.0,,,1.2739570036487966,0,0,0.0,-78.50026,-78.50025939941406,0.0,4417.135009859616
26,1784464046.3708835,,4.0,,4.0,,6.0,,0.5,,2.0,,0.5,,2.0,,4.0,0.0,0.0,0.0,0.0,4292608,3043,5139,131,-86.99388,0.02822862467728555,0.00034251597680849953,1.6505902975797653,0,0.0,0.0,0.0,,,1.5082209496979846,0,0,0.0,-73.32664,-73.3266372680664,0.0,4417.793225866489
27,1784464082.509166,,4.0,,4.0,,6.0,,0.5,,2.0,,0.5,,2.0,,4.0,0.0,0.0,0.0,0.0,4456448,3160,5336,136,-73.93407,0.022279558796435596,-0.0003846984676783904,1.5634067073464393,0,0.0,0.0,0.0,,,1.4187237472456826,0,0,0.0,-91.501366,-91.5013656616211,0.0,4533.697632751354
28,1784464119.255526,,4.0,,4.0,,6.0,,0.5,,2.0,,0.5,,2.0,,4.0,0.0,0.0,0.0,0.0,4620288,3272,5528,141,-86.17794,0.03619165871059522,-0.0003328095997858327,1.4508496724069118,0,0.0,0.0,0.0,,,1.4120656782610062,0,0,0.0,-79.53352,-79.53352355957031,0.0,4458.67199311978
