# _tick,_time,plr_track_ground_roughness,track_ground_roughness,plr_track_pit_gap_low,track_pit_gap_low,plr_track_pit_gap_high,track_pit_gap_high,plr_track_stump_height_low,track_stump_height_low,plr_track_stump_height_high,track_stump_height_high,plr_track_stair_height_low,track_stair_height_low,plr_track_stair_height_high,track_stair_height_high,plr_track_stair_steps,track_stair_steps,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:BipedalWalker-MADS-Hard-Eval-v0,test_returns:BipedalWalker-MADS-Hard-Eval-v0,target_agent_return,target_solved_rate,sps
0,1784364951.3435266,,4.869194347411394,,3.6570001486688852,,7.039808742702007,,1.9328420097008348,,3.2861866347957402,,2.0985102211125195,,3.6642160825431347,,3.9375,0.0,0.0,0.0,0.0,32768,43,16,1,-106.66383,0.16017349888570606,-0.0057429862434219105,5.662180587649345,0,0.0,0.0,0.0,,,0.37984708882122253,0,0,0.0,-103.139,-103.13899993896484,0.0,2223.8323429823954
1,1784365032.2004628,,5.264812903478742,,4.701857413165271,,7.917093597352505,,1.8821383034810424,,3.3534368500113487,,1.63429440712207,,3.6353223957121372,,5.1875,0.0,0.0,0.0,0.0,196608,265,96,6,-106.04752,0.0996022755280137,-0.004444759276520926,5.626501455903053,0,0.0,0.0,0.0,,,0.3302692497756368,0,0,0.0,-116.35016,-116.35015869140625,0.0,2026.2949907089153
2,1784365106.9346714,,6.215595644898713,,4.295522239990532,,7.353112790733576,,1.2012887508171843,,2.9580384958535433,,2.009406293509528,,3.559115305542946,,6.6875,0.0,0.0,0.0,0.0,360448,449,176,11,-102.137436,0.08508242764510214,-0.0021519264701055363,5.504525434970856,0,0.0,0.0,0.0,,,0.3718092029662693,0,0,0.0,-105.51323,-105.51322937011719,0.0,2192.302611964458
3,1784365174.1761396,,6.720299196895212,,4.429552142973989,,8.02897147834301,,1.379495662113186,,3.9730102382600307,,1.9192976038902998,,3.694520853459835,,6.6875,0.0,0.0,0.0,0.0,524288,600,256,16,-104.897446,0.08443208839744329,-0.0017612440467928536,5.358228981494904,0,0.0,0.0,0.0,,,0.3872239320318102,0,0,0.0,-99.54139,-99.54138946533203,0.0,2436.5915431957937
4,1784365233.857985,,6.41424598172307,,5.111183039844036,,7.752716988325119,,1.383926987182349,,3.3245266415178776,,1.8116191634908319,,4.282790459692478,,7.625,0.0,0.0,0.0,0.0,688128,722,336,21,-100.205154,0.07535928189754486,-0.0021973211310978512,5.191971573233604,0,0.0,0.0,0.0,,,0.4333699847285704,0,0,0.0,-117.634254,-117.6342544555664,0.0,2745.223560495158
5,1784365289.6215696,,6.565550258383155,,4.906524874895695,,7.463963385671377,,1.5644013287965208,,3.132921690121293,,2.0995266841782723,,3.6605102568864822,,6.6875,0.0,0.0,0.0,0.0,851968,815,416,26,-100.97876,0.037074233859311786,-0.0018850144202588125,4.9962258487939835,0,0.0,0.0,0.0,,,0.4763055955857016,0,0,0.0,-139.56181,-139.5618133544922,0.0,2938.119677155605
6,1784365340.4474862,,6.530631370842457,,5.1028400380164385,,8.175993449985981,,1.3358631354640238,,3.290458507835865,,1.753667335724458,,4.0163384191691875,,6.6875,0.0,0.0,0.0,0.0,1015808,899,496,31,-100.72842,0.04371702626813203,-0.0020610186955309475,4.8554282695055,0,0.0,0.0,0.0,,,0.4974519374848249,0,0,0.0,-120.47771,-120.47770690917969,0.0,3223.551936564443
7,1784365390.0624647,,6.96022329851985,,4.6134724374860525,,8.567035179585218,,1.3403519138228148,,3.874778850004077,,2.2669971454888582,,4.0579429268836975,,6.5625,0.0,0.0,0.0,0.0,1179648,968,576,36,-99.05017,0.032266399217769505,-0.002722677651763661,4.687995526194572,0,0.0,0.0,0.0,,,0.5518304604644056,0,0,0.0,-124.86825,-124.86824798583984,0.0,3302.23055577115
8,1784365437.3014767,,7.111476822756231,,4.804917953442782,,8.520983643829823,,1.6901729069650173,,3.72570326551795,,1.602199265616946,,3.9169070194475353,,6.6875,0.0,0.0,0.0,0.0,1343488,1037,656,41,-99.122734,0.03911494811763987,-0.0019752051361138,4.513501012325287,0,0.0,0.0,0.0,,,0.6195433283865545,0,0,0.0,-100.26442,-100.26441955566406,0.0,3468.3189936941835
9,1784365485.0643046,,7.18545526266098,,5.177167244255543,,7.803633185103536,,1.8908437411300838,,3.7830116786062717,,2.7189066726714373,,3.714770497754216,,5.5,0.0,0.0,0.0,0.0,1507328,1103,736,46,-101.39994,0.0384713880950585,-0.001948661610367708,4.351828593015671,0,0.0,0.0,0.0,,,0.6068868915153963,0,0,0.0,-90.622406,-90.62240600585938,0.0,3430.2792798044748
10,1784365536.1435747,,7.076769294217229,,3.873117328621447,,7.650199383497238,,1.844184028741438,,3.624527808278799,,1.9370895298197865,,3.7245522160083055,,6.125,0.0,0.0,0.0,0.0,1671168,1176,816,51,-93.427284,0.05482529704459012,-0.0017104555387049913,4.1968939155340195,0,0.0,0.0,0.0,,,0.6556504805120468,0,0,0.0,-91.85036,-91.85035705566406,0.0,3207.566855258316
11,1784365591.5337226,,6.2497508828528225,,4.709316520020366,,8.176875449717045,,1.537380083464086,,2.9262218438088894,,2.1338870737235993,,3.770378213375807,,5.9375,0.0,0.0,0.0,0.0,1835008,1260,896,56,-95.097946,0.05183389361482114,-0.0025215695219230837,4.026586589217186,0,0.0,0.0,0.0,,,0.710572865731727,0,0,0.0,-86.125595,-86.12559509277344,0.0,2957.924217049041
12,1784365642.5624614,,5.686056138947606,,5.677531871479005,,8.144658505916595,,1.4856655104085803,,3.566223867237568,,2.2606435837224126,,3.9046274311840534,,6.75,0.0,0.0,0.0,0.0,1998848,1333,976,61,-95.68549,0.06950229702051729,-0.0022830517278634942,3.910009154677391,0,0.0,0.0,0.0,,,0.735614760248327,0,0,0.0,-95.485886,-95.48588562011719,0.0,3210.74033422028
13,1784365696.416751,,7.309529725462198,,3.9877530885860324,,8.48725013434887,,1.6232446872163564,,4.022527579218149,,1.870006798999384,,3.674139315262437,,6.1875,0.0,0.0,0.0,0.0,2162688,1411,1056,66,-91.712746,0.06728542135097086,-0.0017131545799202285,3.774775817990303,0,0.0,0.0,0.0,,,0.7599422092323855,0,0,0.0,-86.91956,-86.91956329345703,0.0,3042.282431400766
14,1784365749.694793,,6.63150236941874,,5.115991663187742,,7.702771984040737,,1.7157845036126673,,3.3693487849086523,,1.9670351617969573,,3.989143930375576,,5.5,0.0,0.0,0.0,0.0,2326528,1494,1136,71,-90.32529,0.08281427565962077,-0.0007297786432900466,3.6545107275247575,0,0.0,0.0,0.0,,,0.8299564604461995,0,0,0.0,-89.06926,-89.06925964355469,0.0,3075.191845845913
15,1784365805.7053006,,7.2653429210186005,,5.564610743895173,,7.878992483019829,,2.344439832959324,,3.2893852470442653,,2.0030778006184846,,3.5647680377587676,,5.75,0.0,0.0,0.0,0.0,2490368,1574,1216,76,-89.69521,0.07256784015335142,-0.0011772183468565344,3.518951861560345,0,0.0,0.0,0.0,,,0.8542804266947599,0,0,0.0,-91.403,-91.40299987792969,0.0,2925.166703126107
16,1784365862.147899,,6.776464115828276,,4.748320085927844,,7.642035894095898,,1.29324933339376,,3.695914437994361,,1.67035589547595,,3.7336130533367395,,7.0,0.0,0.0,0.0,0.0,2654208,1656,1296,81,-93.18888,0.05847911783494055,-0.0005426761708804406,3.4059165596961973,0,0.0,0.0,0.0,,,0.8983572811047937,0,0,0.0,-88.78941,-88.78941345214844,0.0,2902.7678287944486
17,1784365916.2479722,,7.214011698961258,,3.8765658903867006,,7.483462244272232,,1.6324700484983623,,3.653255309909582,,2.125058398814872,,4.0212242398411036,,6.75,0.0,0.0,0.0,0.0,2818048,1730,1376,86,-89.2409,0.06509878493379802,-0.000976036477368325,3.287908197939396,0,0.0,0.0,0.0,,,0.8784915423822829,0,0,0.0,-112.63169,-112.6316909790039,0.0,3028.461678025476
18,1784365972.6846528,,6.206669211387634,,4.951703990809619,,7.271678056567907,,1.0721916817419697,,3.5209123883396387,,2.548236516304314,,3.9909008610993624,,5.875,0.0,0.0,0.0,0.0,2981888,1805,1456,91,-88.36951,0.05787869859486818,-0.0011775527251302264,3.1858232602477075,0,0.0,0.0,0.0,,,0.9137113006709014,0,0,0.0,-90.5196,-90.51959991455078,0.0,2903.076804820873
19,1784366027.5291026,,6.20875964872539,,4.770743176341057,,6.865440439432859,,1.3118889642646536,,3.255164730362594,,1.7750418139621615,,3.2631619786843657,,7.1875,0.0,0.0,0.0,0.0,3145728,1882,1536,96,-93.16449,0.07247109345626086,-0.0007062070188112557,3.1143939822912214,0,0.0,0.0,0.0,,,0.9321477489758101,0,0,0.0,-84.36389,-84.3638916015625,0.0,2987.357566941039
20,1784366084.594084,,6.498456513509154,,5.253734816797078,,7.265733443200588,,1.3131750396860298,,3.2729153148829937,,1.7327737936284393,,3.241109657101333,,5.9375,0.0,0.0,0.0,0.0,3309568,1957,1616,101,-91.49896,0.0656604367075488,-0.0005951777522568591,3.0089176699519156,0,0.0,0.0,0.0,,,0.9480264364042948,0,0,0.0,-85.700806,-85.7008056640625,0.0,2871.112538635562
