# _tick,_time,plr_track_ground_roughness,track_ground_roughness,plr_track_student_ground_roughness,track_student_ground_roughness,plr_track_pit_gap_low,track_pit_gap_low,plr_track_student_pit_gap_low,track_student_pit_gap_low,plr_track_pit_gap_high,track_pit_gap_high,plr_track_student_pit_gap_high,track_student_pit_gap_high,plr_track_stump_height_low,track_stump_height_low,plr_track_student_stump_height_low,track_student_stump_height_low,plr_track_stump_height_high,track_stump_height_high,plr_track_student_stump_height_high,track_student_stump_height_high,plr_track_ued_ground_roughness,track_ued_ground_roughness,plr_track_ued_pit_gap_low,track_ued_pit_gap_low,plr_track_ued_pit_gap_high,track_ued_pit_gap_high,plr_track_ued_stump_height_low,track_ued_stump_height_low,plr_track_ued_stump_height_high,track_ued_stump_height_high,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,dces_l_pi,dces_l_delta,dces_l_tot,dces_q_delta,dces_q_delta_std,dces_w1,dces_w2,dces_buf,dces_c_std,dces_c_absmean,dces_reg_std,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,dps_mode,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:BipedalWalker-MADS-POET-Rose-3a-Eval-v0,test_returns:BipedalWalker-MADS-POET-Rose-3a-Eval-v0,sps,target_agent_return
0,1784862776.8226762,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.133200908079743,,4.724421402672306,,6.735618089092895,,2.088231285335496,,2.79792746482417,-0.13872015476226807,-0.009125122938712593,0.002227855409728363,1.4163632914423943,0.9767314791679382,0.0,1.0130412578582764,0.1686222106218338,0.002738621784374118,0.7077767848968506,0.6961287260055542,16,0.46972379088401794,4.295880317687988,0.2806227505207062,32768,236,16,1,-132.126,0.0431464072316885,-0.0045395181005005725,5.657684260606766,-115.30487,0.4153734402731061,-0.001461527216451941,5.67252342402935,,,static,0.3753663078308743,0.40412816975766697,0.7863853968581345,0.0,-139.73149,1698.1276934708155,-132.126
1,1784862854.122647,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.559383045881987,,4.81565224006772,,7.431375433923677,,2.1843162088189274,,2.8874289855593815,-0.15456628799438477,-0.0017015255216392688,0.007784907829773147,1.4104486890137196,0.976589024066925,0.93260258436203,0.9624218940734863,0.011186465620994568,0.005000170785933733,0.7702506184577942,0.7229484915733337,96,0.5030523538589478,4.575631141662598,0.03463587909936905,196608,703,96,6,-130.63457,0.031733149220235644,-0.0035419420935795644,5.547792318463325,-147.65479,0.03225472615449689,-0.003223435191466706,5.6996057599782946,,,static,0.3427863041678691,0.35910515112056124,0.862290459097361,0.0,-150.40916,2119.5348965185567,-130.63457
2,1784862931.4399905,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.031161829829216,,4.571161558618769,,7.07031919399742,,1.9070137818343937,,2.7908942122012377,-0.1534987837076187,-0.013481106121616904,0.16493633011123165,1.4096420481801033,0.9159900546073914,0.9298603534698486,0.8450039625167847,0.022963572293519974,0.009888218715786934,0.8837276101112366,0.6854501962661743,176,0.5241978168487549,4.274109840393066,0.021632101386785507,360448,1023,176,11,-125.33765,0.025271319155581295,-0.0034276511025382204,5.4435677289962765,-136.02805,0.035485935129690914,-0.0038814360479591413,5.6166406780481335,,,static,0.377622642578815,0.3609767150245119,1.9518486490322773,0.0,-123.85979,2119.058950778446,-125.33765
3,1784863008.528683,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.5397114913212135,,4.927920974325389,,7.523580384324305,,2.0939696624409407,,2.9815567007754,-0.15596887469291687,-4.7059496864676476e-05,0.028520613443106413,1.4077838994562626,0.885234534740448,0.9241219758987427,0.7883411049842834,-0.03520781174302101,0.01185429748147726,1.2063007354736328,0.6325470209121704,256,0.5040019154548645,4.61334753036499,0.02206651121377945,524288,1362,256,16,-119.42369,0.022370684234192594,-0.002504693284572568,5.282785639166832,-137.25903,0.013266438158461824,-0.002905051238485612,5.454287445545196,,,static,0.3789034711980732,0.39433237418685263,1.2578167938675051,0.0,-111.12195,2125.3440719277937,-119.42369
4,1784863086.527284,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.70755890570581,,5.456331028603017,,7.5910850102081895,,2.252464089076966,,3.020822129503358,-0.1690090447664261,-0.008567274013330461,0.0024013137044676114,1.4067563600838184,0.7455168962478638,0.91600501537323,0.5905161499977112,0.02237999439239502,0.014202874153852463,1.6988632678985596,0.5396807193756104,336,0.3835553526878357,4.805652141571045,0.03593101724982262,688128,1673,336,21,-116.66166,0.038177026668563485,-0.002235061675310135,5.0560408413410185,-128.92245,0.013013635654351674,-0.0015842806562432088,5.230909690260887,,,static,0.4623961330362388,0.3885991573377417,0.7986801422213752,0.0,-128.8403,2100.5497082395927,-116.66166
5,1784863161.5183682,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.783039970323443,,5.307662726845592,,7.4639387934003025,,2.338463644060539,,3.041736165760085,-0.13969562947750092,-0.028813964541768655,0.009166148473013891,1.4021720364689827,0.7401618361473083,0.9048639535903931,0.5355780124664307,0.0020863236859440804,0.028706859797239304,1.8458424806594849,0.48780563473701477,416,0.358345091342926,4.786968231201172,0.02070975862443447,851968,1870,416,26,-141.38747,0.016674812731798737,-0.001961764573934488,4.848490208387375,-130.63144,0.006155630698776804,-0.0026794243953190745,4.959698563814163,,,static,0.4624434928242291,0.46904103974044614,0.9154964116402983,0.0,-127.43801,2184.7944780593407,-141.38747
6,1784863240.7578511,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.275640240404755,,4.651142235845327,,7.091780124232173,,1.9802457801997662,,2.6335707055404782,-0.132674440741539,-0.005130420089699328,0.0067330370511626825,1.4135752245783806,0.7121872901916504,0.894884467124939,0.5843111276626587,-0.03396344929933548,0.06665206700563431,1.688285231590271,0.4850481152534485,496,0.5382524132728577,4.326475620269775,0.042265307158231735,1015808,2038,496,31,-117.82263,0.015300564563949593,-0.0018580375064630062,4.660954082012177,-129.01291,0.01910208013141528,-0.0026300754325347953,4.7325343787670135,,,static,0.4571340746105019,0.44747895714160285,0.8630609930281923,0.0,-139.39792,2067.654763515143,-117.82263
7,1784863320.2199001,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.350467670796206,,4.427948733791709,,6.926685517653823,,1.7222524946555495,,2.6541594322770834,-0.13207867741584778,-0.004357457015430555,0.005291140641929815,1.404285702854395,0.8375353217124939,0.880649209022522,0.8462679982185364,0.05765563249588013,0.04587571322917938,1.4024922847747803,0.4574963450431824,576,0.4877309799194336,4.216302871704102,0.041475024074316025,1179648,2217,576,36,-117.81869,0.017525402689352633,-0.001282641279976815,4.475853011012077,-132.4243,0.03522796541219577,-0.0036009202493005434,4.588591849803924,,,static,0.4546896093209494,0.4866438353088586,0.7660644650900525,0.0,-136.11221,2061.8654324532363,-117.81869
8,1784863398.6701329,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.775927050737664,,5.240867697750218,,7.933999550528824,,2.119855832308531,,3.0437371174339205,-0.14537063241004944,-0.0035016968031413853,0.16525709474808536,1.3991810753941536,0.7880281209945679,0.8680790066719055,0.7030534148216248,-0.048788364976644516,0.07691329717636108,1.378672480583191,0.4177626669406891,656,0.3661216199398041,4.822877407073975,0.045537903904914856,1343488,2417,656,41,-110.375404,0.019287077721673995,-0.0013168105710064993,4.350171089172363,-112.12907,0.03413502972107381,-0.002563089443719946,4.3974768161773685,,,static,0.5416924960671656,0.5491507874908018,1.9353191919025243,0.0,-117.00983,2088.4578481389185,-110.375404
9,1784863476.4829504,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.050248068291694,,4.733275022008456,,6.883045264519751,,1.9426219973247498,,2.6499979606596753,-0.07360319048166275,-0.0030923916929168627,0.004888933712209109,1.3962795101106167,0.6638104915618896,0.9113014936447144,0.4748117923736572,-0.23669639229774475,0.20886868238449097,1.711944341659546,0.3396154046058655,736,0.5267834663391113,4.251837730407715,0.015084945596754551,1507328,2608,736,46,-119.23171,0.01808583929669112,-0.00144623989763204,4.1883707523345945,-109.71572,0.012971877789823338,-0.002048034922336228,4.175896686315537,,,static,0.573172367020865,0.6162163646485764,0.8032732512863625,0.0,-116.73311,2105.565389426093,-119.23171
10,1784863552.70458,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.330360067135189,,4.350287600422234,,6.860779485898092,,1.845806786805042,,2.6858554694335908,-0.07566607743501663,-0.02122701572079677,0.007292283647984732,1.3913532420992851,0.5817279815673828,0.8817930817604065,0.4328386187553406,0.11662809550762177,0.15296965837478638,1.558562994003296,0.3366628885269165,816,0.4368270933628082,4.214617729187012,0.013652412220835686,1671168,2800,816,51,-113.76544,0.020749319496098907,-0.0020698358814115634,4.065715208649635,-104.74519,0.014145714402548037,-0.001627457363792928,3.9279659420251845,,,static,0.6082811020347438,0.6525621568346001,0.990136629501132,0.0,-121.46433,2149.5209404537864,-113.76544
11,1784863628.92272,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.557027327828109,,4.847514526511077,,7.33132485486567,,2.0146045759611297,,3.0007117689820006,-0.10778893530368805,-0.009251300449250266,0.009995353408157825,1.3888566605746746,0.5224364399909973,0.8966143131256104,0.4108673930168152,0.08835764229297638,0.1820041388273239,1.5386326313018799,0.2790493369102478,896,0.5433331727981567,4.550236701965332,0.02017197385430336,1835008,3002,896,56,-116.47728,0.027719566144514828,-0.0010819640054251067,3.915975330770016,-109.89235,0.016107556963106617,-0.0018328318241401576,3.6777312070131303,,,static,0.640887294834761,0.6420933911489609,1.2688466686129876,0.0,-107.07633,2149.6191332431194,-116.47728
12,1784863705.4340186,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.443814336089417,,5.087316304445267,,7.422223781730281,,2.0205722297541797,,2.840243184240535,-0.14228415489196777,0.0002766657853499055,0.05667887364688795,1.3826792426407337,0.5057064890861511,0.7950047254562378,0.4095330834388733,-0.07413635402917862,0.023237742483615875,1.26170015335083,0.2786353826522827,976,0.5049590468406677,4.5628342628479,0.014562212862074375,1998848,3222,976,61,-96.771164,0.03967884489102289,-0.0010919644439127297,3.713762430846691,-102.39055,0.01276701369206421,-0.0016989537674817257,3.437316378951073,,,static,0.7529012939096054,0.7299769618434284,1.4459458434095906,0.0,-109.52258,2141.3833511136545,-96.771164
13,1784863780.9952767,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.679636539891362,,4.139197533600964,,6.681908095721155,,1.7228849160019308,,2.6155026358319446,-0.16774050891399384,-0.0017617849953239784,0.0013941845390945673,1.3703474551439285,0.5155200362205505,0.8965842127799988,0.488002210855484,0.11494876444339752,0.047630518674850464,1.3257193565368652,0.26444947719573975,1056,0.3767250180244446,3.9678261280059814,0.023410458117723465,2162688,3458,1056,66,-113.90975,0.03261891705915332,-0.0012048584045260212,3.5892994925379753,-93.32887,0.014624678873224184,-0.0014144530425255653,3.1764933124184607,,,static,0.7076542003804214,0.6961908486401054,1.1304159755131709,0.0,-109.206345,2168.3066656448104,-113.90975
14,1784863857.4424107,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.418457682942972,,4.987643320986535,,7.301711089443415,,2.02013284759596,,2.962468658108264,-0.08270809799432755,-0.0038998816162347794,0.06901705462951213,1.371939305216074,0.34411656856536865,0.7861584424972534,0.28894418478012085,0.05811922997236252,0.22317707538604736,1.1625252962112427,0.2537604570388794,1136,0.5536370277404785,4.538083076477051,0.005465660709887743,2326528,3702,1136,71,-96.32049,0.023887288541300223,-0.0013095586517010815,3.475493574142456,-82.68372,0.007904525032790844,-0.0020207892303005792,2.8234830677509306,,,static,0.7044234298617807,0.7684412993436559,1.5182767085623379,0.0,-99.46351,2143.1809201474066,-96.32049
15,1784863936.0265355,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.9868373677600175,,4.546412527284701,,7.006449933731346,,1.9304317571222782,,2.713347354554571,-0.08715388178825378,-0.008456301999103744,0.04717902194533963,1.3702436313033104,0.30601951479911804,0.7810915112495422,0.21689294278621674,-0.09461435675621033,0.1886003464460373,0.9564180374145508,0.24747008085250854,1216,0.5120220184326172,4.236695766448975,0.002960841404274106,2490368,3872,1216,76,-98.25049,0.00881069489842048,-0.00036729660059791057,3.302130126953125,-77.72173,0.005810237828700338,-0.001328708838991588,2.47896458953619,,,static,0.7719050000012262,0.9253285312366177,1.3259004262143033,0.0,-106.992226,2084.8991297162315,-98.25049
16,1784864012.388049,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.573281872551888,,4.814733606763184,,7.20933703193441,,2.0891787375803688,,2.8515263812150806,-0.09622668474912643,-0.0066947368322871625,0.0022575396942556836,1.3617923073470592,0.3102364242076874,0.8730522394180298,0.2299102544784546,-0.21651478111743927,0.1084391325712204,0.9060882329940796,0.27036306262016296,1296,0.4916388988494873,4.507611274719238,0.007019244134426117,2654208,4045,1296,81,-88.312454,0.016310028213774787,-0.001229661304387264,3.0927891001105308,-71.088036,0.008481875990401021,-0.0014529337327985558,2.2016184359788893,,,static,0.7686648390830431,0.8451588143490325,0.8858248218217446,0.0,-96.1581,2145.583482721559,-88.312454
