# _tick,_time,plr_track_ground_roughness,track_ground_roughness,plr_track_pit_gap_low,track_pit_gap_low,plr_track_pit_gap_high,track_pit_gap_high,plr_track_stump_height_low,track_stump_height_low,plr_track_stump_height_high,track_stump_height_high,plr_track_stair_height_low,track_stair_height_low,plr_track_stair_height_high,track_stair_height_high,plr_track_stair_steps,track_stair_steps,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:BipedalWalker-MADS-Hard-Eval-v0,test_returns:BipedalWalker-MADS-Hard-Eval-v0,target_agent_return,target_solved_rate,sps
0,1784364953.5835261,,4.097651682968717,,2.265628530876711,,5.536381807178259,,2.1181988114403794,,3.3297632541507483,,1.8496678362498642,,3.601496545597911,,5.0,0.0,0.0,0.0,0.0,32768,48,16,1,-105.82328,0.164594906847924,-0.004348876373842359,5.672951054573059,0,0.0,0.0,0.0,,,0.3718574141424252,0,0,0.0,-126.93477,-126.93476867675781,0.0,1929.6707855974323
1,1784365031.2841618,,5.5973771889694035,,3.76565387705341,,7.966503947973251,,1.6004342591622844,,3.0930116772651672,,1.9527076714439318,,3.4470485523343086,,6.0625,0.0,0.0,0.0,0.0,196608,250,96,6,-108.107864,0.1018300361931324,-0.003481391961395275,5.6168759822845455,0,0.0,0.0,0.0,,,0.36904193929126505,0,0,0.0,-135.60576,-135.6057586669922,0.0,2108.606444232557
2,1784365090.742621,,4.176681449171156,,3.9495370420627296,,7.1389044262468815,,1.95922972925473,,3.306510099209845,,1.5652452933136374,,3.350480068475008,,4.5625,0.0,0.0,0.0,0.0,360448,355,176,11,-117.08717,0.02620127483387478,-0.002711509877553908,5.462883910536766,0,0.0,0.0,0.0,,,0.3786743353181655,0,0,0.0,-136.5098,-136.50979614257812,0.0,2755.537381815942
3,1784365137.8706682,,4.947237620071974,,5.5077010206878185,,8.061298504471779,,1.438739469012944,,3.248045090585947,,1.6148114384850487,,3.0812176782637835,,5.4375,0.0,0.0,0.0,0.0,524288,403,256,16,-108.0994,0.02764058797620237,-0.003280051970796194,5.329899761080742,0,0.0,0.0,0.0,,,0.4050724672086593,0,0,0.0,-122.249794,-122.24979400634766,0.0,3476.4922281331565
4,1784365181.149119,,5.30276799981948,,3.7671555881388485,,6.095937509089708,,2.2105379262939095,,3.529898803681135,,1.5735878312261775,,3.4277293691411614,,6.25,0.0,0.0,0.0,0.0,688128,447,336,21,-107.1754,0.022404212376568467,-0.0024960882641607896,5.183353045582772,0,0.0,0.0,0.0,,,0.4435961476914148,0,0,0.0,-117.44399,-117.4439926147461,0.0,3785.7079465348615
5,1784365224.2948372,,4.253311553038657,,4.172316471813247,,7.381325699388981,,1.858497712528333,,3.517748136073351,,1.9680024543777108,,3.686715830117464,,6.1875,0.0,0.0,0.0,0.0,851968,487,416,26,-102.18962,0.02466740316012874,-0.0029606736687128434,4.992674970626831,0,0.0,0.0,0.0,,,0.4713473613846377,0,0,0.0,-101.220116,-101.2201156616211,0.0,3797.3716608647264
6,1784365268.0721574,,5.769905413035303,,4.894829924742226,,7.807633522897959,,2.4813093384727836,,3.700228566303849,,1.9854888663394377,,3.257631422020495,,6.25,0.0,0.0,0.0,0.0,1015808,532,496,31,-97.92024,0.030301966797560455,-0.00273158115305705,4.817492401599884,0,0.0,0.0,0.0,,,0.5197458676046781,0,0,0.0,-99.556274,-99.5562744140625,0.0,3742.570575353052
7,1784365312.2071838,,6.677323053590953,,3.5170743940398097,,5.472330041229725,,1.5826282906346023,,3.4830220812000334,,1.7467694031074643,,3.317210527602583,,4.875,0.0,0.0,0.0,0.0,1179648,577,576,36,-99.5741,0.03288851375691593,-0.0013724747419473714,4.613175681233406,0,0.0,0.0,0.0,,,0.593140969437009,0,0,0.0,-112.84448,-112.844482421875,0.0,3712.2436345580722
8,1784365358.834192,,6.011383635923266,,3.0284435534849763,,7.132979836314917,,1.7982097920594242,,3.514387048780918,,1.758137178258039,,3.5428111907094717,,6.0,0.0,0.0,0.0,0.0,1343488,636,656,41,-100.86174,0.04473168521653861,-0.000981496991153108,4.470529466867447,0,0.0,0.0,0.0,,,0.6433031310279158,0,0,0.0,-100.971725,-100.97172546386719,0.0,3513.849084303771
9,1784365405.8633554,,6.035306334961206,,4.100909107364714,,7.723023369908333,,1.2589751201448962,,2.993701919913292,,1.535158931510523,,3.906098115257919,,5.5,0.0,0.0,0.0,0.0,1507328,692,736,46,-96.35303,0.04814023256767541,-0.0016934925224632025,4.316620188951492,0,0.0,0.0,0.0,,,0.6656420852214981,0,0,0.0,-102.045975,-102.04597473144531,0.0,3483.794546528341
10,1784365452.778951,,7.01512748375535,,4.735453901812434,,7.512100730091333,,1.6696629733996815,,3.094865600578487,,1.3622543664811815,,3.1592005118727684,,5.0,0.0,0.0,0.0,0.0,1671168,751,816,51,-92.06886,0.04863812702242285,-0.0019011171054444276,4.116767144203186,0,0.0,0.0,0.0,,,0.687525459708455,0,0,0.0,-94.131454,-94.13145446777344,0.0,3492.224799401494
11,1784365499.2265692,,6.447650715708733,,4.104702368249491,,6.711535560898483,,1.2777128154993989,,2.8161695669405162,,1.960533894598484,,3.8459758926182985,,5.625,0.0,0.0,0.0,0.0,1835008,813,896,56,-89.42955,0.0503046530415304,-0.0019156644062604754,3.9361445039510725,0,0.0,0.0,0.0,,,0.7673261773545399,0,0,0.0,-96.22613,-96.22612762451172,0.0,3527.4139759197874
12,1784365552.526398,,5.318982033059001,,3.996649202890694,,6.853504274040461,,1.8025264202151448,,2.9579119198024273,,2.1063318103551865,,3.1731983087956905,,6.3125,0.0,0.0,0.0,0.0,1998848,879,976,61,-99.38458,0.06049997354857624,-0.0008656757723656483,3.7943140625953675,0,0.0,0.0,0.0,,,0.7668016521573274,0,0,0.0,-123.59326,-123.59326171875,0.0,3073.933671289586
13,1784365605.659955,,4.858911217888817,,3.0582428677007556,,6.985753057524562,,1.3398821849841624,,3.4801604598760605,,1.7986137850675732,,3.1485192314721644,,5.6875,0.0,0.0,0.0,0.0,2162688,947,1056,66,-87.385445,0.06800142633728683,-0.0005994660074065905,3.6362062260508536,0,0.0,0.0,0.0,,,0.8176225511117794,0,0,0.0,-88.5498,-88.54979705810547,0.0,3083.549203857281
14,1784365658.4400864,,5.7262480817735195,,5.164693770930171,,8.057816661894321,,1.6935461852699518,,2.9909782158210874,,1.8631375243421644,,3.9130800683051348,,5.875,0.0,0.0,0.0,0.0,2326528,1016,1136,71,-90.695045,0.05925343988928944,-0.0011037351112463511,3.4940996184945106,0,0.0,0.0,0.0,,,0.8966513607044648,0,0,0.0,-101.364845,-101.3648452758789,0.0,3104.200741626713
