# _tick,_time,plr_track_ground_roughness,track_ground_roughness,plr_track_pit_gap_low,track_pit_gap_low,plr_track_pit_gap_high,track_pit_gap_high,plr_track_stump_height_low,track_stump_height_low,plr_track_stump_height_high,track_stump_height_high,plr_track_stair_height_low,track_stair_height_low,plr_track_stair_height_high,track_stair_height_high,plr_track_stair_steps,track_stair_steps,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:BipedalWalker-MADS-Medium-Eval-v0,test_returns:BipedalWalker-MADS-Medium-Eval-v0,target_agent_return,target_solved_rate,sps
0,1784900016.4149215,,4.882560345577076,,3.0399976880289614,,6.279902942478657,,1.2686090840725228,,3.415197068825364,,2.1537648170487955,,3.388223904184997,,4.8125,0.0,0.0,0.0,0.0,32768,40,16,1,-109.496925,0.1412354105617851,-0.00446044658892788,5.673212522268296,0,0.0,0.0,0.0,,,0.37711959802350137,0,0,0.0,-138.87556,-138.8755645751953,0.0,3335.9291381491034
1,1784900053.7641802,,4.160411530174315,,3.4426774131134152,,6.439608857035637,,1.9074508151970804,,3.5936468839645386,,1.6191807761788368,,3.1606176495552063,,4.5625,0.0,0.0,0.0,0.0,196608,243,96,6,-107.507286,0.10305408663116396,-0.003592152014607564,5.613274744153022,0,0.0,0.0,0.0,,,0.36488632756707207,0,0,0.0,-104.239456,-104.23945617675781,0.0,4386.6956197905165
2,1784900094.6576543,,4.555040458217263,,3.0928713944740593,,6.355173075571656,,2.5561273051425815,,3.9125768281519413,,1.4544486941304058,,3.086550480220467,,4.375,0.0,0.0,0.0,0.0,360448,427,176,11,-108.05788,0.07749345244374126,-0.004772833603783511,5.495352801680565,0,0.0,0.0,0.0,,,0.3853482770387527,0,0,0.0,-140.7851,-140.78509521484375,0.0,4006.516164535939
3,1784900135.0165005,,5.596164297312498,,4.17421730235219,,7.728569954633713,,2.2530170204117894,,3.5501624271273613,,1.8773958878591657,,4.034120524302125,,5.0625,0.0,0.0,0.0,0.0,524288,538,256,16,-112.47856,0.0498920421814546,-0.0020109278688323685,5.358903598785401,0,0.0,0.0,0.0,,,0.428469032041766,0,0,0.0,-120.16811,-120.1681137084961,0.0,4059.5770410222294
4,1784900174.3147953,,4.549762464594096,,3.398507907986641,,7.324674064293504,,2.284594146767631,,3.1539356848224998,,1.380497861537151,,2.995479693636298,,5.75,0.0,0.0,0.0,0.0,688128,632,336,21,-108.320114,0.04152697650715709,-0.0026224511952023023,5.206367635726929,0,0.0,0.0,0.0,,,0.4290267722523945,0,0,0.0,-127.70372,-127.70372009277344,0.0,4169.136935645707
5,1784900212.624648,,4.91231054533273,,1.8095354746765224,,6.225456930696964,,2.055553237441927,,3.660545824095607,,1.0934406612068415,,2.7391227148473263,,4.6875,0.0,0.0,0.0,0.0,851968,699,416,26,-104.23971,0.03756626518443227,-0.0018806962965754793,5.025073853135109,0,0.0,0.0,0.0,,,0.461681849774474,0,0,0.0,-111.96975,-111.9697494506836,0.0,4276.706450567428
6,1784900252.109583,,4.110056021308992,,2.9221581324236467,,6.430296236649156,,1.875589638366364,,3.409871212206781,,1.6159886453533545,,3.2700673153158277,,3.625,0.0,0.0,0.0,0.0,1015808,768,496,31,-99.711464,0.04779065563343465,-0.003151233038079226,4.833625775575638,0,0.0,0.0,0.0,,,0.5010411506022198,0,0,0.0,-131.44563,-131.4456329345703,0.0,4149.427996815907
7,1784900289.9674394,,5.248285159468651,,4.2320394748821855,,6.940796487033367,,1.5127493627369404,,3.379516741260886,,1.6055643372237682,,3.109346507117152,,5.625,0.0,0.0,0.0,0.0,1179648,834,576,36,-104.11653,0.06093954732641578,-0.0022583226906135677,4.667504692077637,0,0.0,0.0,0.0,,,0.5612324525574207,0,0,0.0,-105.79531,-105.7953109741211,0.0,4327.766246347708
8,1784900328.776831,,4.745047348551452,,3.809883064823225,,6.7442799266427755,,1.3076571232522838,,3.0761243496090174,,1.650665454508271,,3.4890916664153337,,5.8125,0.0,0.0,0.0,0.0,1343488,900,656,41,-97.52799,0.05329270709771663,-0.0023638739599846303,4.478406167030334,0,0.0,0.0,0.0,,,0.5461844092598948,0,0,0.0,-92.944824,-92.94482421875,0.0,4221.658107721525
9,1784900366.468981,,4.605651274323463,,3.789809455629438,,6.911379210650921,,1.5617651294451207,,3.337477119639516,,1.7069345514755696,,3.1891976529732347,,3.625,0.0,0.0,0.0,0.0,1507328,969,736,46,-97.84233,0.06724846502766013,-0.0013226997791207396,4.319870612025261,0,0.0,0.0,0.0,,,0.6166348227393509,0,0,0.0,-91.03819,-91.03819274902344,0.0,4346.79541143773
10,1784900403.8081753,,4.086990072391927,,3.417831304250285,,6.408744417130947,,2.0415566669544205,,3.6345063615590334,,1.5503735083620995,,2.641280125826597,,3.0,0.0,0.0,0.0,0.0,1671168,1041,816,51,-101.176895,0.0670163785573095,-0.001989567761484068,4.1734567999839784,0,0.0,0.0,0.0,,,0.6296932610632906,0,0,0.0,-94.85497,-94.85497283935547,0.0,4387.880087621409
11,1784900443.0545285,,4.151055304391775,,4.1671724850311875,,6.4949193224310875,,1.5113324820413254,,3.2111895020352677,,1.3358915390563197,,3.4811888029798865,,3.875,0.0,0.0,0.0,0.0,1835008,1116,896,56,-93.62255,0.06827630812767893,-0.0012606568707269616,4.018733239173889,0,0.0,0.0,0.0,,,0.6772450684368202,0,0,0.0,-84.685524,-84.6855239868164,0.0,4174.661940431689
