# _tick,_time,plr_track_ground_roughness,track_ground_roughness,plr_track_pit_gap_low,track_pit_gap_low,plr_track_pit_gap_high,track_pit_gap_high,plr_track_stump_height_low,track_stump_height_low,plr_track_stump_height_high,track_stump_height_high,plr_track_stair_height_low,track_stair_height_low,plr_track_stair_height_high,track_stair_height_high,plr_track_stair_steps,track_stair_steps,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:BipedalWalker-MADS-Medium-Eval-v0,test_returns:BipedalWalker-MADS-Medium-Eval-v0,target_agent_return,target_solved_rate,sps
0,1784463085.8516266,,4.0,,4.0,,6.0,,0.5,,2.0,,0.5,,2.0,,4.0,0.0,0.0,0.0,0.0,32768,404,420,1,-107.630226,0.6235090471804142,-0.001737722054531332,5.670255196094513,0,0.0,0.0,0.0,,,0.41048228877144,0,0,0.0,-102.21979,-102.21978759765625,0.0,3319.3836482020893
1,1784463132.8212688,,4.0,,4.0,,6.0,,0.5,,2.0,,0.5,,2.0,,4.0,0.0,0.0,0.0,0.0,196608,2381,2477,6,-108.58443,0.14490821505896748,-0.004216648428700865,5.650291079282761,0,0.0,0.0,0.0,,,0.5033555728563182,0,0,0.0,-107.340614,-107.34061431884766,0.0,3488.2119581288857
2,1784463171.8399184,,4.0,,4.0,,6.0,,0.5,,2.0,,0.5,,2.0,,4.0,0.0,0.0,0.0,0.0,360448,2971,3147,11,-123.43463,0.03210616405121982,-0.0037735198071459307,5.652667891979218,0,0.0,0.0,0.0,,,0.36009336884384247,0,0,0.0,-137.73372,-137.7337188720703,0.0,4199.018058729203
3,1784463206.4397194,,4.0,,4.0,,6.0,,0.5,,2.0,,0.5,,2.0,,4.0,0.0,0.0,0.0,0.0,524288,3072,3328,16,-138.39859,0.022824579681036995,-0.0027654349483782425,5.600519216060638,0,0.0,0.0,0.0,,,0.35964559408711316,0,0,0.0,-129.15912,-129.15911865234375,0.0,4735.288740431364
4,1784463244.1072984,,4.0,,4.0,,6.0,,0.5,,2.0,,0.5,,2.0,,4.0,0.0,0.0,0.0,0.0,688128,3163,3499,21,-133.75018,0.009213800443103538,-0.002135860918497201,5.502276429533959,0,0.0,0.0,0.0,,,0.37008816128546573,0,0,0.0,-146.26718,-146.26718139648438,0.0,4349.629376493536
5,1784463279.47732,,4.0,,4.0,,6.0,,0.5,,2.0,,0.5,,2.0,,4.0,0.0,0.0,0.0,0.0,851968,3251,3667,26,-128.4733,0.014321810397086665,-0.002227325212152209,5.365154555439949,0,0.0,0.0,0.0,,,0.3879467371280686,0,0,0.0,-120.51516,-120.5151596069336,0.0,4632.176921959927
6,1784463314.8436038,,4.0,,4.0,,6.0,,0.5,,2.0,,0.5,,2.0,,4.0,0.0,0.0,0.0,0.0,1015808,3339,3835,31,-138.56503,0.015539631323190407,-0.0018701699591474608,5.1945293754339215,0,0.0,0.0,0.0,,,0.4219577370528492,0,0,0.0,-119.31157,-119.31156921386719,0.0,4632.667670547093
7,1784463349.3785095,,4.0,,4.0,,6.0,,0.5,,2.0,,0.5,,2.0,,4.0,0.0,0.0,0.0,0.0,1179648,3428,4004,36,-120.57594,0.01569074469152838,-0.002389916517859092,5.023450756072998,0,0.0,0.0,0.0,,,0.4723659997378785,0,0,0.0,-116.83494,-116.8349380493164,0.0,4744.176008196037
8,1784463384.55565,,4.0,,4.0,,6.0,,0.5,,2.0,,0.5,,2.0,,4.0,0.0,0.0,0.0,0.0,1343488,3515,4171,41,-121.48696,0.006330617651110515,-0.002099419191654306,4.893748039007187,0,0.0,0.0,0.0,,,0.5348699717124203,0,0,0.0,-155.93153,-155.93153381347656,0.0,4657.568502314557
9,1784463424.3201451,,4.0,,4.0,,6.0,,0.5,,2.0,,0.5,,2.0,,4.0,0.0,0.0,0.0,0.0,1507328,3595,4331,46,-135.96169,0.009474987714202143,-0.0017724497593007982,4.6833893150091175,0,0.0,0.0,0.0,,,0.5450045293520299,0,0,0.0,-123.1004,-123.10040283203125,0.0,4120.256511777152
10,1784463462.8984525,,4.0,,4.0,,6.0,,0.5,,2.0,,0.5,,2.0,,4.0,0.0,0.0,0.0,0.0,1671168,3676,4492,51,-116.88634,0.005894643439387437,-0.0027141110913362354,4.450567385554313,0,0.0,0.0,0.0,,,0.6481687793967004,0,0,0.0,-116.2509,-116.25090026855469,0.0,4246.948532331163
