# _tick,_time,plr_track_ground_roughness,track_ground_roughness,plr_track_pit_gap_low,track_pit_gap_low,plr_track_pit_gap_high,track_pit_gap_high,plr_track_stump_height_low,track_stump_height_low,plr_track_stump_height_high,track_stump_height_high,plr_track_stair_height_low,track_stair_height_low,plr_track_stair_height_high,track_stair_height_high,plr_track_stair_steps,track_stair_steps,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:BipedalWalker-MADS-Medium-Eval-v0,test_returns:BipedalWalker-MADS-Medium-Eval-v0,target_agent_return,target_solved_rate,sps
0,1784463092.3960357,,4.81987313600257,,3.1457270099781454,,6.393741723150015,,2.0402497646864504,,3.820733781903982,,1.7886552393611055,,3.8473415886983275,,4.5625,0.0,0.0,0.0,0.0,32768,46,16,1,-107.5331,0.16386272800154983,-0.005526411067694426,5.677770504355431,0,0.0,0.0,0.0,,,0.3751330008944901,0,0,0.0,-110.67423,-110.67423248291016,0.0,2006.0068839115288
1,1784463173.558927,,4.869565041735768,,2.8774726414121687,,5.8904770296067,,1.2158067704513087,,3.0003260355442762,,1.2675799592398107,,2.8549766447395086,,4.9375,0.0,0.0,0.0,0.0,196608,260,96,6,-108.700096,0.10723319849930704,-0.0034730352497717833,5.710909384489059,0,0.0,0.0,0.0,,,0.3378819273124956,0,0,0.0,-103.64313,-103.64312744140625,0.0,2018.6569320050955
2,1784463257.124356,,5.907750520855188,,4.137378456071019,,7.60156100615859,,1.1410143470857292,,3.0437374860048294,,1.0232660287681483,,3.207395700737834,,4.5,0.0,0.0,0.0,0.0,360448,465,176,11,-106.38033,0.09755372991785408,-0.003265992150409147,5.600427529215812,0,0.0,0.0,0.0,,,0.3629856890991434,0,0,0.0,-117.35288,-117.3528823852539,0.0,1960.6206273944308
3,1784463338.021555,,3.6529350583441556,,3.0165506998309866,,6.83711526915431,,1.3362880778731778,,3.4150263387709856,,1.1029881448484957,,2.9146928852424026,,4.0,0.0,0.0,0.0,0.0,524288,651,256,16,-104.18974,0.08157042753882707,-0.003417192587585305,5.481487613916397,0,0.0,0.0,0.0,,,0.3690235954552315,0,0,0.0,-108.44679,-108.44679260253906,0.0,2025.284733137183
4,1784463415.588163,,4.7306255623698235,,4.867458641529083,,7.212570607662201,,1.36914133807295,,2.8051967709325254,,1.7573183262720704,,3.0649242270737886,,5.9375,0.0,0.0,0.0,0.0,688128,804,336,21,-101.25436,0.08621035749092698,-0.00244340734789148,5.323920238018036,0,0.0,0.0,0.0,,,0.3838744357296647,0,0,0.0,-102.99892,-102.99891662597656,0.0,2112.2502628694565
5,1784463489.6399813,,5.113107560318895,,3.04009665036574,,6.89111883752048,,1.6136088606435806,,3.219139501452446,,1.306867977255024,,2.5059429462999105,,4.5,0.0,0.0,0.0,0.0,851968,941,416,26,-100.37318,0.08489165022037923,-0.0017629387075430714,5.184705206751824,0,0.0,0.0,0.0,,,0.4099983984845565,0,0,0.0,-98.279785,-98.27978515625,0.0,2212.5034379712715
6,1784463559.6202507,,4.137665233574808,,3.8356900541111827,,6.9300175830721855,,1.2700879765907302,,3.4765830729156733,,1.1593647926929407,,3.0548830796033144,,5.0625,0.0,0.0,0.0,0.0,1015808,1052,496,31,-102.495224,0.06731681644450874,-0.0014364215836394577,5.039654186367988,0,0.0,0.0,0.0,,,0.4545702680014272,0,0,0.0,-100.25798,-100.25798034667969,0.0,2341.231581425636
7,1784463629.049129,,5.680357050150633,,3.8259017723612487,,7.3536860011518,,1.0305948797031306,,2.2170104109682143,,1.1430820214445703,,3.020053314976394,,5.3125,0.0,0.0,0.0,0.0,1179648,1161,576,36,-102.596054,0.07617862883489579,-0.0022060980401874984,4.8948735982179645,0,0.0,0.0,0.0,,,0.45841606888337144,0,0,0.0,-100.39275,-100.39275360107422,0.0,2359.8251423571996
8,1784463695.733357,,3.83223645738326,,3.708635941002285,,6.346017578616738,,1.9122937007341534,,3.36968082934618,,1.3227132342581172,,2.9653026163578033,,4.375,0.0,0.0,0.0,0.0,1343488,1262,656,41,-96.83006,0.05769166243262589,-0.002768403006484732,4.70707597732544,0,0.0,0.0,0.0,,,0.5182635103803458,0,0,0.0,-98.408676,-98.40867614746094,0.0,2456.9526156648453
9,1784463761.4023318,,4.199182516895235,,3.2984802644932643,,5.902670428622514,,1.4685087598627433,,3.0050423741340637,,0.8800692287331913,,2.4364062189124525,,4.6875,0.0,0.0,0.0,0.0,1507328,1357,736,46,-93.62154,0.06576693854294717,-0.001230241144367028,4.5248401939868925,0,0.0,0.0,0.0,,,0.57649333746251,0,0,0.0,-89.93532,-89.93531799316406,0.0,2494.939194579433
