# _tick,_time,plr_track_ground_roughness,track_ground_roughness,plr_track_pit_gap_low,track_pit_gap_low,plr_track_pit_gap_high,track_pit_gap_high,plr_track_stump_height_low,track_stump_height_low,plr_track_stump_height_high,track_stump_height_high,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:BipedalWalker-MADS-POET-Rose-2a-Eval-v0,test_returns:BipedalWalker-MADS-POET-Rose-2a-Eval-v0,target_agent_return,target_solved_rate,sps
0,1784256082.0049505,,5.782011109404266,,2.6563304592855275,,5.946352034807205,,1.7510839470196515,,3.6511501483619213,0.0,0.0,0.0,0.0,32768,45,16,1,-109.5692,0.16168620474636555,-0.004507859682780691,5.668751218914986,0,0.0,0.0,0.0,,,0.3667672840554738,0,0,0.0,-111.54451,-111.54450988769531,0.0,1284.9763537003255
1,1784256200.4316099,,6.299740727990866,,3.1698041642084718,,6.337710320949554,,1.417455665068701,,3.3692468143999577,0.0,0.0,0.0,0.0,196608,253,96,6,-106.67229,0.09864763985387981,-0.0027593392092967405,5.603149646520615,0,0.0,0.0,0.0,,,0.368990332201054,0,0,0.0,-106.40614,-106.40614318847656,0.0,1383.4723439714248
2,1784256301.7662606,,4.433328057639301,,4.37347796279937,,7.108200136572123,,1.8567705898021813,,3.1901221675798297,0.0,0.0,0.0,0.0,360448,426,176,11,-109.71919,0.08417713271919638,-0.0021675842377590015,5.531961786746979,0,0.0,0.0,0.0,,,0.3919129150002008,0,0,0.0,-101.9206,-101.92060089111328,0.0,1616.8207198155515
3,1784256397.7354777,,6.550045954063535,,5.165257891640067,,7.135873530060053,,1.7056256526848301,,2.908583525568247,0.0,0.0,0.0,0.0,524288,574,256,16,-108.416954,0.08989319135434926,-0.0023776308371452615,5.412399932742119,0,0.0,0.0,0.0,,,0.4154743856588784,0,0,0.0,-104.49977,-104.49977111816406,0.0,1707.214060602851
4,1784256494.3509407,,4.717399696819484,,3.7906109704636037,,6.784440670162439,,1.2548872624756768,,3.2247430784627795,0.0,0.0,0.0,0.0,688128,709,336,21,-104.16396,0.08348807117436081,-0.0016229168948484584,5.287949895858764,0,0.0,0.0,0.0,,,0.4242269758768571,0,0,0.0,-100.19475,-100.19474792480469,0.0,1695.7948707701844
5,1784256601.224541,,5.5190482549369335,,4.217439168132842,,5.93696097843349,,1.717306457576342,,3.2098937314003706,0.0,0.0,0.0,0.0,851968,843,416,26,-100.880974,0.083425184013322,-0.0026401026785606518,5.166253510117531,0,0.0,0.0,0.0,,,0.43948271199698097,0,0,0.0,-97.55377,-97.55377197265625,0.0,1533.0258582442023
6,1784256702.2483885,,6.665021562948823,,3.496643677353859,,6.946753216907382,,1.7959274630993605,,3.198904236778617,0.0,0.0,0.0,0.0,1015808,959,496,31,-102.01506,0.06566167746204883,-0.0017794569896068424,4.977884995937347,0,0.0,0.0,0.0,,,0.4872697895711358,0,0,0.0,-100.12456,-100.12455749511719,0.0,1621.7956340083356
7,1784256792.676826,,5.115341953933239,,3.7089550122618675,,6.5613306406885386,,1.6355827113147825,,2.972119254991412,0.0,0.0,0.0,0.0,1179648,1066,576,36,-99.45506,0.06618574869353325,-0.0019704270336660555,4.790659320354462,0,0.0,0.0,0.0,,,0.5178624995833149,0,0,0.0,-99.19152,-99.19152069091797,0.0,1811.8190637268585
8,1784256880.934567,,6.335933641530573,,4.414032364729792,,6.641708072274923,,1.6974110013688914,,3.2337544299662113,0.0,0.0,0.0,0.0,1343488,1164,656,41,-99.1711,0.06271424177102744,-0.0015140657924348488,4.633550474047661,0,0.0,0.0,0.0,,,0.572586702676069,0,0,0.0,-100.7098,-100.70980072021484,0.0,1856.3813795545975
9,1784256968.2902136,,5.581745014060289,,4.217446590773761,,7.363372817635536,,1.7872061918023974,,3.1753232749179006,0.0,0.0,0.0,0.0,1507328,1259,736,46,-100.49001,0.06548569824080915,-0.0025399629870662467,4.42228285074234,0,0.0,0.0,0.0,,,0.6182946586603227,0,0,0.0,-101.5563,-101.5562973022461,0.0,1875.551216939822
