# _tick,_time,plr_track_area,track_area,plr_track_perimeter,track_perimeter,plr_track_amplitude,track_amplitude,plr_track_convex,track_convex,plr_track_notches,track_notches,plr_track_complexity,track_complexity,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,dps_lambda_skill,dps_lambda_target,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:CarRacingF1-Germany-v0,test_returns:CarRacingF1-Germany-v0,sps,target_agent_return
0,1784618216.6221623,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,-22.563255310058594,-5.002866964787245e-05,16.515317797660828,1.4215137176215649,2000,2,16,1,-49.944756,0.2359573170542717,-0.004880363405391108,-0.07663379306904972,0,0.21365109970793128,-0.0012038180993840797,-0.0883274485822767,,,0.95,0.88,0.6699685146472969,0.7604985111915192,4.28759613969789,0.0,-148.45662,26.145897901812944,-148.45662
1,1784618485.21729,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,-1.158120036125183,0.0016097219195216894,0.12673874516622163,1.4151644483208656,12000,33,96,6,-50.20426,0.025755110196769238,-0.011393069744372042,-0.1097484368365258,-50.05323,0.018892799562308937,-0.007736582861980423,-0.10369683732278645,,,0.95,0.88,0.29987786537495953,0.22365322723812045,1.7877155285599575,,,37.23075326051805,
2,1784618763.4088593,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,-0.6585569381713867,0.0005547077162191272,0.007862465263315244,1.4285356178879738,22000,142,176,11,-30.474155,0.0287841068347916,-0.013500559056410566,-0.14883944718167186,-35.034634,0.027170947520062327,-0.01104792414844269,-0.1219261025544256,,,0.95,0.88,0.36638826785643297,0.2542814314617054,1.2025226768694364,,,35.94645245657809,
3,1784619054.9803395,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,-0.21228764951229095,-0.008144472958520055,0.02681395469699055,1.4351765252649784,32000,343,256,16,-18.915272,0.024437579093500972,-0.016107608838865417,-0.20740304049104452,-21.395641,0.026465135044418275,-0.01497766017675417,-0.19822262087836862,,,0.95,0.88,0.4076927514107252,0.4187909435577354,0.9271886093113657,,,34.29690791213638,
4,1784619364.9137168,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,-0.14336474239826202,0.0014674740377813578,0.028286154236411676,1.4323209300637245,42000,662,336,21,-17.060997,0.04751009668689221,-0.012422099667674047,-0.2659812429919839,-17.035078,0.0396049254341051,-0.013636291951343082,-0.2635543579235673,,,0.95,0.88,0.48721487554495824,0.5552462158994067,0.7161397822412447,,,32.26499788345201,
5,1784619696.618183,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,0.4384004473686218,0.0006568932440131903,0.12909694202244282,1.437133640050888,52000,971,416,26,0.5227674,0.06384262756910175,-0.018952577735035447,-0.42544468492269516,-6.0988503,0.06364456890150905,-0.02252914384007454,-0.41301857959479094,,,0.95,0.88,0.9963207226653328,0.9199055927664236,0.8687725754041233,0.0,-169.1913,30.147319153126993,-169.1913
6,1784620000.978657,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,0.8527873158454895,0.0017498781671747565,0.2206353209912777,1.4277708977460861,62000,1228,496,31,23.954195,0.13351845531724393,-0.019541660200047772,-0.6411601863801479,22.433872,0.08853483339771628,-0.02692184324405389,-0.6290960889309645,,,0.95,0.88,1.54129726167226,1.3307559063433116,0.7251097225592117,,,32.855777733917606,
7,1784620295.3621905,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,0.42427921295166016,-0.0004734927788376808,0.13539942051284015,1.4295788183808327,72000,1391,576,36,51.548035,0.12124170828610659,-0.016454174823593348,-0.7854957208037376,48.675262,0.12658647052012384,-0.015383988240500912,-0.7895576898008585,,,0.95,0.88,1.5886846605016864,1.879165199043552,1.0412350433036268,,,33.96929410971068,
8,1784620577.378924,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,0.33863309025764465,-0.005619672709144652,0.21057821111753583,1.4383672662079334,82000,1476,656,41,36.976078,0.13665315927937627,-0.012271409035747638,-0.9163194205611944,67.409004,0.1314290096051991,-0.01440624165115878,-0.9236696343868971,,,0.95,0.88,1.8623513263590157,2.2400429838991416,0.6658223758364649,,,35.45888706536034,
9,1784620854.6045382,,66327.39738018459,,2302.155071728951,,0.20118238606942065,,0.5169634392614341,,0.5190076030412164,,0.18692483822668896,-0.1391301453113556,-0.004859222681261599,0.1634827929083258,1.4370445907115936,92000,1526,736,46,61.198437,0.1476912065409124,-0.01202237287520802,-0.9350327923893929,53.00407,0.1467410703189671,-0.012983789001737023,-0.9685982707887888,,,0.95,0.88,2.17010271349551,2.607150008666416,0.9705007701536459,,,36.071704540292075,
