# _tick,_time,plr_track_ground_roughness,track_ground_roughness,plr_track_student_ground_roughness,track_student_ground_roughness,plr_track_pit_gap_low,track_pit_gap_low,plr_track_student_pit_gap_low,track_student_pit_gap_low,plr_track_pit_gap_high,track_pit_gap_high,plr_track_student_pit_gap_high,track_student_pit_gap_high,plr_track_stump_height_low,track_stump_height_low,plr_track_student_stump_height_low,track_student_stump_height_low,plr_track_stump_height_high,track_stump_height_high,plr_track_student_stump_height_high,track_student_stump_height_high,plr_track_stair_height_low,track_stair_height_low,plr_track_student_stair_height_low,track_student_stair_height_low,plr_track_stair_height_high,track_stair_height_high,plr_track_student_stair_height_high,track_student_stair_height_high,plr_track_stair_steps,track_stair_steps,plr_track_student_stair_steps,track_student_stair_steps,plr_track_ued_ground_roughness,track_ued_ground_roughness,plr_track_ued_pit_gap_low,track_ued_pit_gap_low,plr_track_ued_pit_gap_high,track_ued_pit_gap_high,plr_track_ued_stump_height_low,track_ued_stump_height_low,plr_track_ued_stump_height_high,track_ued_stump_height_high,plr_track_ued_stair_height_low,track_ued_stair_height_low,plr_track_ued_stair_height_high,track_ued_stair_height_high,plr_track_ued_stair_steps,track_ued_stair_steps,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,dps_lambda_skill,dps_lambda_target,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:BipedalWalker-MADS-Hard-Eval-v0,test_returns:BipedalWalker-MADS-Hard-Eval-v0,sps,target_agent_return
76,1784620770.6315722,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.7124678287655115,,6.004094961099327,,9.3720594458282,,0.7311019178014249,,3.969466540729627,,1.8472877065651119,,4.696553150104592,,7.75,-0.46742677688598633,-0.007658361806534231,0.2630237238481641,1.6824460104107857,12484608,24271,6096,381,-50.043827,0.010960163990966975,0.005675989009614568,-4.610724765062332,-39.148186,0.026168213796336205,0.00589682258432731,-4.5354005813598635,,,0.95,0.85,4.370341182345707,4.284008860740492,0.4081377821427506,0.0,-55.02912,2589.011926871796,-50.043827
77,1784620833.443374,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.878295783419162,,5.913364827923942,,9.538066388107836,,0.8611673331470229,,3.805794194340706,,1.7701041379477829,,4.779643970075995,,7.75,-0.9622606039047241,-0.004471374559216201,0.17325658607296646,1.6830023750662804,12648448,24688,6176,386,-33.734604,0.008303963502112311,0.006260644750727806,-4.652066433429718,-80.32617,0.01748413483146578,0.005135149670240935,-4.6009083718061445,,,0.95,0.85,4.95597779082108,4.5548903636922375,0.5316249625380809,0.0,-46.429268,2608.4250522737702,-33.734604
78,1784620897.930832,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.006235772743821,,6.45071590738371,,9.936151396483183,,1.2578927599824965,,4.087224059738219,,2.101334916660562,,4.900721037760377,,8.0625,-1.462599277496338,-0.006256208172999322,0.2915113433264196,1.6904693208634853,12812288,24940,6256,391,-20.221573,0.00696306350582745,0.006758389300375711,-4.705820092558861,-64.46898,0.01982805102597922,0.004969081007584464,-4.6368630766868595,,,0.95,0.85,4.989314510844526,4.478533698295836,0.5168136949227224,0.0,-44.415176,2540.650369392844,-20.221573
79,1784620959.7125063,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.50499217415927,,6.592818981502205,,9.917850229889154,,1.3584624526556581,,4.304898459464312,,2.23792914126534,,4.944902299437672,,8.875,-0.17548124492168427,-0.0036318814381957054,0.2234418224543333,1.6870508641004562,12976128,25220,6336,396,-19.109697,0.004403681823896477,0.005775779024406802,-4.732208558917046,-38.207672,0.019160973996622487,0.005522493945318274,-4.682675775885582,,,0.95,0.85,4.664602460507991,5.256750263945185,0.5613172817504241,0.0,-64.29961,2651.916802184802,-19.109697
80,1784621021.921226,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.363142382033402,,6.281401800806634,,9.915456343558617,,1.264003848657012,,4.206293652445311,,2.1444701617583632,,4.908393138175597,,8.5,-0.6718587279319763,-0.0070047780754975975,0.30182118248194456,1.6907918862998486,13139968,25520,6416,401,-43.398575,0.005929090165591333,0.00583250921263243,-4.723231226205826,-37.44535,0.01667323538567871,0.005779015480948146,-4.698260453343392,,,0.95,0.85,4.843968734555937,4.476576479710425,0.546146847652146,0.0,-43.614204,2633.7148594814057,-43.398575
81,1784621084.0337288,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.658895254135132,,5.833290584385395,,9.502707400970394,,0.8628560940269381,,3.673299199901521,,1.801814952865243,,4.7073376211337745,,7.6875,-0.36734670400619507,-0.005560866498854011,0.2840934656560421,1.6862497851252556,13303808,25737,6496,406,-26.998718,0.01016925964213442,0.0051207614436862055,-4.759515908360481,-39.712715,0.022865784267196432,0.005028318673430477,-4.713635420799255,,,0.95,0.85,3.9437773996129066,4.416399711708409,0.6743917681987558,0.0,-32.49718,2637.794290926192,-26.998718
82,1784621145.2059717,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.66187169868499,,6.529770183842629,,9.894718457013369,,1.3940382450819016,,4.352792746387422,,2.2975938856834546,,4.9827447342686355,,8.625,-1.2938199043273926,0.0007960489601828158,0.32002198486588895,1.687508437782526,13467648,26036,6576,411,-82.535866,0.01391067918157205,0.005546603111724835,-4.795251289010048,-82.34279,0.02251294899615459,0.0035354752209968863,-4.720780900120735,,,0.95,0.85,4.673283193594493,4.346505329451231,0.5435819267717021,0.0,-52.92464,2678.3384603935287,-82.535866
83,1784621207.7476332,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.3234051540493965,,5.355132935103029,,9.227751642465591,,0.7629520582268015,,3.7354668797925115,,1.6360667791450396,,4.652690957998857,,7.1875,-0.8286295533180237,0.0005823358660563827,0.09402686916291714,1.6973369866609573,13631488,26341,6656,416,-71.912766,0.01535502529295627,0.005366107737791026,-4.845561617612839,-34.696884,0.010302484300336801,0.004940206624451093,-4.768487748503685,,,0.95,0.85,4.7176537893769295,4.720518289077106,0.5521302879428638,0.0,-55.6426,2619.6923182545347,-71.912766
84,1784621272.2096832,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.297122704796493,,5.40922683198005,,9.359295519068837,,0.7118629617616534,,3.721115193562582,,1.7752482471987605,,4.702207680114952,,7.5625,-1.1029834747314453,-0.0016178750665858388,0.3941417853347957,1.7046708688139915,13795328,26699,6736,421,-35.965378,0.007296117884106934,0.006236233370145783,-4.891408294439316,-83.01691,0.029743629146832973,0.005174815803184174,-4.830185285210609,,,0.95,0.85,4.746292943643855,4.768922934394967,0.5817194711197742,0.0,-41.91381,2541.6517342412203,-35.965378
85,1784621332.039314,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.096743568079546,,5.859138744417578,,9.782593756914139,,1.0953882626490667,,4.197541439207271,,2.0607246281579137,,4.826946110755671,,8.25,-1.3101459741592407,0.00033688091207295656,0.23715605319011956,1.7043658532202244,13959168,26954,6816,426,-66.97258,0.014021090490859933,0.006586241789773339,-4.917033088207245,-68.82918,0.014379188171005808,0.004926542822795454,-4.863840973377227,,,0.95,0.85,4.519184378752277,4.735997115616419,0.6058454036922556,0.0,-68.735596,2738.442159853287,-66.97258
86,1784621394.1184716,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.5648261124733835,,5.493003212788608,,9.566721693612635,,0.9206751747988164,,3.835414952831343,,1.7054119952954352,,4.7879985618637875,,7.4375,-0.8878352642059326,-0.007409766840282828,0.10510497400537133,1.7033246159553528,14123008,27191,6896,431,-79.08822,0.012153420693357475,0.006024210659961682,-4.955889597535133,-59.728294,0.018296353542245923,0.0050000742776319385,-4.911416786909103,,,0.95,0.85,5.058721790088855,4.440096511956285,0.4229244678540793,0.0,-37.74644,2639.213316142618,-79.08822
87,1784621454.6942434,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.343163222671137,,5.72273403408326,,9.32801702618599,,0.7424593130126595,,3.680801431182772,,1.8091427168110386,,4.671589293517172,,7.5,-1.0808119773864746,1.966700074262917e-05,0.13753753527998924,1.70454291254282,14286848,27507,6976,436,-67.6358,0.01341577060520649,0.005799938303243835,-4.985097193717957,-71.46328,0.010844089344027452,0.005308009462896735,-4.913209557533264,,,0.95,0.85,4.382937273163665,4.7283444667670285,0.8288965646142725,0.0,-67.308266,2704.7098200866053,-67.6358
88,1784621517.1510415,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.583734191954136,,6.587141253054142,,9.915220361668617,,1.2370367934927344,,4.254657632205635,,2.214363155537285,,4.976312862709165,,8.5,-0.7011805772781372,-0.0004697768745245412,0.25573285459540784,1.698043815791607,14450688,27799,7056,441,-79.121475,0.008633240367635154,0.008569480314326939,-5.055044138431549,-30.341228,0.024629427999025212,0.004695468598220032,-4.980124938488006,,,0.95,0.85,5.495801251399358,4.580141357106938,0.6127822301801432,0.0,-23.641365,2623.2530758468743,-79.121475
89,1784621577.7944276,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.282899365760386,,6.445077886804938,,9.711545582162216,,1.0924877047073096,,3.819838327821344,,2.1394434861140326,,4.849489582236856,,7.9375,-0.7248386144638062,-0.0042956976685673,0.04394001263426617,1.6965845339000225,14614528,28096,7136,446,-93.31189,0.012535715053672902,0.0064009675974375565,-5.10264967083931,-27.696518,0.009923444601008668,0.0057438434610958215,-5.030694943666458,,,0.95,0.85,4.964901056562188,5.318170847412425,0.5556977997347264,0.0,-62.5753,2701.6961464940487,-93.31189
90,1784621638.4319508,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.809296656399965,,6.761354419286363,,9.93433032091707,,1.3491967115551233,,4.339910980314016,,2.3895491557195783,,5.0,,8.6875,-1.0778526067733765,-0.0015197729808278382,0.30462014279328287,1.695413988083601,14778368,28360,7216,451,-8.2243,0.004723817756166681,0.0051459274822263975,-5.164274024963379,-75.75997,0.024056002334691583,0.00483444362616865,-5.071973970532417,,,0.95,0.85,4.549935960868873,4.586472928553522,0.7389725480751856,0.0,-70.067955,2701.9559546022588,-8.2243
91,1784621699.8000064,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.032906367443502,,6.414137223735452,,9.86021158657968,,1.1722033289261162,,4.05681774020195,,2.3059388864785433,,4.8822066982102115,,8.25,-1.1622605323791504,-0.0018503814353607595,0.4017591141164303,1.7014682479202747,14942208,28663,7296,456,3.7613254,0.005187243304681033,0.0067643914779182525,-5.182802191376686,-74.14498,0.030407551571261137,0.005118910419696476,-5.113135066628456,,,0.95,0.85,4.7861930665420545,4.811938619554145,0.6187447855797312,0.0,-70.22527,2669.794059170741,3.7613254
92,1784621763.3097465,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.648895074613392,,5.724864018091466,,9.355835465714335,,0.7228413033299148,,3.7373199947178364,,1.6843951977789402,,4.741788500548864,,7.375,-0.6308658123016357,-0.0008789821877144277,0.02621448243735358,1.6937526687979698,15106048,28965,7376,461,-5.8569846,0.005572301983193029,0.007231248141033575,-5.2243720382452015,-37.849903,0.009809014323400334,0.005067203359794803,-5.172132951021195,,,0.95,0.85,4.73414908017829,4.577270810637869,0.4789748991052396,0.0,-42.405857,2579.7620660038333,-5.8569846
93,1784621823.7255003,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.759208217263222,,5.9089451702311635,,9.588553404435515,,0.9533290173858404,,3.893246727064252,,1.8585776288273337,,4.799309230264043,,8.0,-0.6430133581161499,-0.003693184466101229,0.29908866388723254,1.6993700824677944,15269888,29192,7456,466,-22.026743,0.008424417523201555,0.00611253370589111,-5.252138748764992,-46.275288,0.04186729083303362,0.006297251960495487,-5.184066200256348,,,0.95,0.85,4.622935767995293,4.698887450971109,1.0068728320183893,0.0,-51.971077,2711.8755227487513,-22.026743
94,1784621885.0954747,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.302268476225436,,5.414939848240465,,9.48617899324745,,0.8754222043789923,,3.809382724808529,,1.7642291653901339,,4.681055120192468,,7.625,-0.8013696670532227,-0.0018996482249349356,0.22361993952654302,1.7052203007042408,15433728,29649,7536,471,-6.336319,0.006443186647084076,0.005647414200939238,-5.278101697564125,-76.27418,0.021395263902377337,0.0062262018313049335,-5.197851139307022,,,0.95,0.85,4.18680395895938,4.684480169132682,0.5911531514155235,0.0,-56.92287,2669.709469208563,-6.336319
95,1784621945.3977861,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.84379951003939,,6.7520563546568155,,9.894534979655873,,1.2561276368796825,,4.2119130925275385,,2.332733877003193,,4.905486232601106,,8.3125,-0.774562656879425,-0.00014918041415512562,0.23914801445789635,1.7137083299458027,15597568,30019,7616,476,-25.220734,0.006344541192811448,0.006650588834600057,-5.324999195337296,-67.67726,0.02227170905098319,0.0051835236881743185,-5.251261577010155,,,0.95,0.85,5.061717514140741,4.744066922746818,0.5197373496748903,0.0,-48.73226,2716.976566515978,-25.220734
96,1784622005.960143,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.344920069444925,,6.442473235540092,,9.735737130977213,,0.9897847507381812,,4.068404165096581,,2.045636157738045,,4.809688482666388,,7.875,-0.7378748059272766,-0.01842939865309745,0.27511422589304857,1.7223437763750553,15761408,30458,7696,481,-27.62916,0.005988253101531882,0.007651152640755754,-5.322482454776764,-67.25256,0.01795004197047092,0.005999333764339099,-5.281538873910904,,,0.95,0.85,5.144347321810349,4.90117552650255,0.4493647602251165,0.0,-95.46111,2705.3108810383605,-27.62916
97,1784622067.0283556,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.577344402205199,,6.8210585955530405,,9.93944920413196,,1.266135991550982,,4.403468495234847,,2.187322939746082,,4.983562044799328,,8.625,-1.1023340225219727,0.0003061490715481341,0.2958549843169749,1.7252052836120129,15925248,30833,7776,486,-67.91928,0.010272965190233662,0.006224046950228513,-5.3878454804420475,-59.257458,0.020038027461851016,0.005457561116782017,-5.312894430756569,,,0.95,0.85,4.249043428687182,4.885846666357596,0.4767788490199993,0.0,-43.02589,2682.9019427168646,-67.91928
98,1784622128.0208938,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.4353574708802626,,5.635651257354766,,9.416912644170225,,0.6589826482813805,,3.7168029986787587,,1.6642480996670201,,4.63883575797081,,7.3125,-0.8820499181747437,-0.0029752388363704085,0.09849272092105821,1.722682811319828,16089088,31088,7856,491,-11.278012,0.005243484933453146,0.008839420522417641,-5.392955988645554,-67.61084,0.020278102881275118,0.0062974131418741305,-5.349381375312805,,,0.95,0.85,4.86128150661459,4.856508733020602,0.6390605358562069,0.0,-42.5158,2686.230071568856,-11.278012
