# _tick,_time,plr_track_ground_roughness,track_ground_roughness,plr_track_student_ground_roughness,track_student_ground_roughness,plr_track_pit_gap_low,track_pit_gap_low,plr_track_student_pit_gap_low,track_student_pit_gap_low,plr_track_pit_gap_high,track_pit_gap_high,plr_track_student_pit_gap_high,track_student_pit_gap_high,plr_track_stump_height_low,track_stump_height_low,plr_track_student_stump_height_low,track_student_stump_height_low,plr_track_stump_height_high,track_stump_height_high,plr_track_student_stump_height_high,track_student_stump_height_high,plr_track_stair_height_low,track_stair_height_low,plr_track_student_stair_height_low,track_student_stair_height_low,plr_track_stair_height_high,track_stair_height_high,plr_track_student_stair_height_high,track_student_stair_height_high,plr_track_stair_steps,track_stair_steps,plr_track_student_stair_steps,track_student_stair_steps,plr_track_ued_ground_roughness,track_ued_ground_roughness,plr_track_ued_pit_gap_low,track_ued_pit_gap_low,plr_track_ued_pit_gap_high,track_ued_pit_gap_high,plr_track_ued_stump_height_low,track_ued_stump_height_low,plr_track_ued_stump_height_high,track_ued_stump_height_high,plr_track_ued_stair_height_low,track_ued_stair_height_low,plr_track_ued_stair_height_high,track_ued_stair_height_high,plr_track_ued_stair_steps,track_ued_stair_steps,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,dps_lambda_skill,dps_lambda_target,dps_mode,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:BipedalWalker-MADS-Hard-Eval-v0,test_returns:BipedalWalker-MADS-Hard-Eval-v0,sps,target_agent_return
0,1784820025.013801,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.059007045463659,,5.978704617824405,,9.722397502278909,,0.9146124209510162,,3.8311172812245786,,1.9978596672881395,,4.833952662535012,,8.0,-1.9644272327423096,-0.01475020358338952,0.24450060119852424,1.4171783961355686,32768,156,16,1,-135.65134,0.07567822847049684,-0.0049717445406713525,5.666058400273323,-114.7357,0.31743459971621635,-0.0032747907418524845,5.679596614837647,,,0.95,0.9,both,0.3498006292969714,0.3593578119203921,0.7763268586119094,0.0,-118.34371,2058.4199747124953,-135.65134
1,1784820097.5706282,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.27885551773943,,6.365942433476448,,9.899032541085035,,1.2931525227613747,,4.226306441705674,,2.1716663977131248,,4.908269323408604,,8.5625,-0.6161226630210876,-0.004440287477336824,0.04853099741740152,1.4205071702599525,196608,583,96,6,-119.97703,0.018475690454943107,-0.005232302375952713,5.516354957222939,-119.20409,0.05674273524200544,-0.001999087037256686,5.625240758061409,,,0.95,0.9,both,0.2700235956522941,0.23695702210154196,0.9162023013345629,0.0,-140.62169,2258.092413122696,-119.97703
2,1784820168.717401,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.397254273295403,,6.2931843070546165,,9.88213134650141,,1.0390291635412723,,4.080071480333572,,2.0844918987713754,,4.920656988630071,,8.1875,-0.18238206207752228,-0.00533541536424309,0.12630932783940807,1.4190289601683617,360448,786,176,11,-116.68054,0.021907631697831675,-0.005210801772773266,5.3046709328889845,-135.18079,0.0187002194696106,-0.003478567849379033,5.449270901083946,,,0.95,0.9,both,0.2786749017629861,0.22622506150484645,1.6730213686316875,0.0,-127.68441,2302.845091526175,-116.68054
3,1784820240.4366667,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.566408907761797,,5.7777393264696,,9.609905517078005,,0.8920582018326968,,3.996206564595923,,1.8028469647833845,,4.812079807932605,,7.875,0.006431916728615761,-0.0003685413976199925,0.08719245134852827,1.417190745472908,524288,1021,256,16,-122.5406,0.03016045024851337,-0.004357574239838869,5.160967007279396,-121.99422,0.015034544927766546,-0.0027782765973825008,5.285051843523979,,,0.95,0.9,both,0.313356059002617,0.25909594067874525,1.464178952870898,0.0,-116.35742,2284.4633364102438,-122.5406
4,1784820312.500121,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.7516932603903115,,5.607169545255601,,9.71034646377666,,0.9234867149498314,,3.868485650513321,,1.9400798284332268,,4.7565089128911495,,7.875,0.10058440268039703,-0.0003180346102453768,0.07711996021680534,1.4120593555271626,688128,1263,336,21,-130.57086,0.027466001594439148,-0.00467851031862665,4.994238224625588,-112.907555,0.022693626873660833,-0.001988481709122425,5.065452003479004,,,0.95,0.9,both,0.3446755849125824,0.30032590370314444,1.3636979020206066,0.0,-115.193924,2273.551499577822,-130.57086
5,1784820383.2325528,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.153748663142323,,5.722098977654241,,9.598162180744112,,0.7993387851165608,,3.9394802442984655,,1.8912629666738212,,4.828007611446083,,7.8125,-0.1068178117275238,-0.00029396358877420425,0.041403365874430165,1.4143124260008335,851968,1539,416,26,-124.0551,0.031710849527735264,-0.00234792981937062,4.834242963790894,-127.623245,0.047674129286315294,-0.0019758907583309337,4.866479817032814,,,0.95,0.9,both,0.3854949654325403,0.3595567203654701,0.9141422649093681,0.0,-107.23662,2316.334843284695,-124.0551
6,1784820456.0011725,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.254437796538696,,6.180308593437076,,9.795170236378908,,1.1429948806762695,,4.144512650032993,,2.075062499148771,,4.86093050474301,,8.1875,0.006829800084233284,-0.008887416392099112,0.05589093460002914,1.4167883396148682,1015808,1843,496,31,-110.08679,0.032068188150878994,-0.0035697060186066663,4.662070998549462,-120.4384,0.03492311206646263,-0.0026109403246664443,4.728409335017204,,,0.95,0.9,both,0.4492044986035605,0.42089769033541397,1.1794022475258037,0.0,-108.32554,2251.5216235972166,-110.08679
7,1784820526.3459725,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.481241582252551,,5.7332410626113415,,9.568030172027647,,0.9327678920526523,,3.7631458155810833,,1.8565977133112028,,4.673798619769514,,7.75,0.011843723244965076,-0.003476750338450074,0.009517095517367125,1.4222597628831863,1179648,2082,576,36,-114.293434,0.02566578935366124,-0.0017421450960682706,4.444011211395264,-106.08883,0.03285874065477401,-0.002758901010383852,4.528586366772652,,,0.95,0.9,both,0.49472782078333105,0.44333199556677505,0.7283214571284862,0.0,-108.4196,2329.0972387953575,-114.293434
8,1784820597.9066775,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.243098957464099,,6.403366866521537,,9.792019730433822,,1.2099444442428648,,4.250407480634749,,2.174760871566832,,4.9607906665842165,,8.4375,0.027269907295703888,-0.003877687267959118,0.012838916125474498,1.439056869596243,1343488,2379,656,41,-92.64127,0.017240078246686608,-0.002260476801893674,4.179483038187027,-106.41516,0.03575678669149056,-0.0032268303548335098,4.296637135744095,,,0.95,0.9,both,0.5385292354838869,0.5327491250069736,0.6052853581508074,0.0,-102.93883,2289.524826750407,-92.64127
9,1784820671.3420296,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.69807437248528,,5.783376772655174,,9.651829056441784,,0.8585023196646944,,3.982413466088474,,1.9470797930844128,,4.838655702769756,,7.6875,-0.10933385789394379,2.2030086256563663e-05,0.09461487759836018,1.443287417292595,1507328,2683,736,46,-91.96498,0.013307194871595129,-0.002452090494625736,3.9422493100166323,-95.83245,0.02658978507388383,-0.003670997903100215,4.099528130888939,,,0.95,0.9,both,0.6126834012253711,0.5787175100315954,1.2786726832307274,0.0,-131.83675,2231.0777987726055,-91.96498
