# _tick,_time,plr_track_ground_roughness,track_ground_roughness,plr_track_pit_gap_low,track_pit_gap_low,plr_track_pit_gap_high,track_pit_gap_high,plr_track_stump_height_low,track_stump_height_low,plr_track_stump_height_high,track_stump_height_high,plr_track_stair_height_low,track_stair_height_low,plr_track_stair_height_high,track_stair_height_high,plr_track_stair_steps,track_stair_steps,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:BipedalWalker-MADS-Hard-Eval-v0,test_returns:BipedalWalker-MADS-Hard-Eval-v0,target_agent_return,target_solved_rate,sps
0,1784053855.2017891,,5.738014476373792,,2.9934565303847194,,6.236145310103893,,2.1023404656443745,,3.6382929887622595,,1.771987724932842,,3.3897878136485815,,6.1875,0.0,0.0,0.0,0.0,32768,19,16,1,-110.72288,0.10092352509964257,-0.0039955494226887826,5.657912793755531,0,0.0,0.0,0.0,,,0.392831444733003,0,0,0.0,-138.85207,-138.85206604003906,0.0,775.1894015483712
1,1784053944.8407702,,5.831348838983104,,3.2570728613063693,,6.699249781668186,,1.6858212498482317,,3.3565732510760427,,1.6141920274822041,,3.4320770390331745,,4.5625,0.0,0.0,0.0,0.0,196608,49,96,6,-124.81419,0.015328590490389616,-0.0046314191160490735,5.440443447232246,0,0.0,0.0,0.0,,,0.3493624961297665,0,0,0.0,-135.08322,-135.08322143554688,0.0,1827.7766991849853
2,1784054033.4532194,,3.5802132124081254,,3.4302280043630162,,7.549789063632488,,1.6836452664574608,,3.262076019309461,,2.025602040812373,,3.570473790168762,,5.9375,0.0,0.0,0.0,0.0,360448,73,176,11,-119.01273,0.019345997722120957,-0.0037073994608363137,5.2471948802471164,0,0.0,0.0,0.0,,,0.39216312704599704,0,0,0.0,-133.25288,-133.2528839111328,0.0,1848.9496404172853
3,1784054119.3208845,,6.2949775997549295,,3.823963920585811,,6.900237621739507,,1.4767824695445597,,3.0031837755814195,,2.1142347034765407,,3.6603496223688126,,6.375,0.0,0.0,0.0,0.0,524288,109,256,16,-111.831116,0.0425340587971732,-0.0021815794505528176,5.115351989865303,0,0.0,0.0,0.0,,,0.392406057374421,0,0,0.0,-115.43915,-115.43914794921875,0.0,1908.052739394567
4,1784054206.2511349,,5.826497487723827,,4.8118876200169325,,7.881341874599457,,1.534396254864987,,3.5407677432522178,,2.0185142615810037,,3.5118812462314963,,5.75,0.0,0.0,0.0,0.0,688128,161,336,21,-111.795876,0.053601900092326106,-0.002206649465369992,5.015868824720383,0,0.0,0.0,0.0,,,0.42993642340156946,0,0,0.0,-120.17488,-120.17488098144531,0.0,1884.728955136909
5,1784054295.8071706,,7.462628837674856,,5.140897943638265,,7.850927067920566,,1.3120700270519592,,3.0937050841748714,,1.8649384344462305,,3.6277582682669163,,6.8125,0.0,0.0,0.0,0.0,851968,230,416,26,-102.065285,0.04247061834903434,-0.0030388052327907644,4.869178029894829,0,0.0,0.0,0.0,,,0.44408300997164823,0,0,0.0,-123.49199,-123.49198913574219,0.0,1829.4690593649823
6,1784054387.0456057,,4.68668888323009,,5.389137337915599,,7.786345398053527,,2.0857510867062956,,3.381316210143268,,1.9541053473949432,,3.3774860203266144,,5.625,0.0,0.0,0.0,0.0,1015808,290,496,31,-106.85982,0.04364156930241734,-0.0034892668016254904,4.716201958060265,0,0.0,0.0,0.0,,,0.5017615322163177,0,0,0.0,-106.83832,-106.83831787109375,0.0,1795.7345599345774
7,1784054470.4388044,,6.514951870776713,,5.541532628703862,,8.31556461751461,,1.4345504599623382,,3.540518656373024,,2.092100568115711,,3.8298985455185175,,6.8125,0.0,0.0,0.0,0.0,1179648,339,576,36,-97.51991,0.037134485284332185,-0.002596114223706536,4.543157115578651,0,0.0,0.0,0.0,,,0.5272954915694148,0,0,0.0,-111.29238,-111.2923812866211,0.0,1964.6686204699636
8,1784054553.4388666,,6.945616602897644,,6.055339854210615,,7.715563401579857,,1.4479019004647853,,3.0526872212067246,,2.37445194972679,,3.9952458068728447,,5.375,0.0,0.0,0.0,0.0,1343488,394,656,41,-97.40486,0.03918131197569892,-0.003450143273221329,4.395834654569626,0,0.0,0.0,0.0,,,0.49478759010169976,0,0,0.0,-98.32469,-98.32469177246094,0.0,1973.9745357067181
9,1784054646.2900085,,7.259046360850334,,5.153744008857757,,8.14343724399805,,1.6023743222467601,,3.2842062413692474,,1.7863866675179452,,3.977579828351736,,7.0,0.0,0.0,0.0,0.0,1507328,453,736,46,-94.51742,0.03905549441697076,-0.00382132775921491,4.248768725991249,0,0.0,0.0,0.0,,,0.4954575425697024,0,0,0.0,-100.23372,-100.23371887207031,0.0,1764.544664873582
