# _tick,_time,plr_track_ground_roughness,track_ground_roughness,plr_track_student_ground_roughness,track_student_ground_roughness,plr_track_pit_gap_low,track_pit_gap_low,plr_track_student_pit_gap_low,track_student_pit_gap_low,plr_track_pit_gap_high,track_pit_gap_high,plr_track_student_pit_gap_high,track_student_pit_gap_high,plr_track_stump_height_low,track_stump_height_low,plr_track_student_stump_height_low,track_student_stump_height_low,plr_track_stump_height_high,track_stump_height_high,plr_track_student_stump_height_high,track_student_stump_height_high,plr_track_ued_ground_roughness,track_ued_ground_roughness,plr_track_ued_pit_gap_low,track_ued_pit_gap_low,plr_track_ued_pit_gap_high,track_ued_pit_gap_high,plr_track_ued_stump_height_low,track_ued_stump_height_low,plr_track_ued_stump_height_high,track_ued_stump_height_high,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,dces_l_pi,dces_l_delta,dces_l_tot,dces_q_delta,dces_q_delta_std,dces_w1,dces_w2,dces_buf,dces_c_std,dces_c_absmean,dces_reg_std,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,dps_lambda_skill,dps_lambda_target,dps_mode,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:BipedalWalker-MADS-POET-Rose-3a-Eval-v0,test_returns:BipedalWalker-MADS-POET-Rose-3a-Eval-v0,sps,target_agent_return
0,1784820025.3770025,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.039408996934071,,4.643919643014669,,7.371064511593431,,1.8408288252539933,,2.596348315477371,0.000988268293440342,-0.003826170723186806,0.10322533483849838,1.4168645665049553,1.023844599723816,0.0,1.040367603302002,0.122337207198143,0.0026557922828942537,0.8183393478393555,0.786013662815094,16,0.48418140411376953,4.298314094543457,0.09609229862689972,32768,674,16,1,-106.66205,0.3739775703288615,-0.00139037198969163,5.680008330941201,-110.83279,0.5955635420978069,-0.0009527601505396888,5.666863590478897,,,0.95,0.9,none,0.38740930738030777,0.40737122102223555,1.5252073751009885,0.0,-102.66321,2030.128435276628,-106.66205
1,1784820100.9513779,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.3301521092653275,,5.071059191599488,,7.224335596896708,,1.9386784757007263,,2.7521553657134064,0.002300241496413946,-0.006885307084303349,0.0920126475248253,1.4202883504331112,0.9928004145622253,0.9342842102050781,0.9926248788833618,0.01606275513768196,0.005608842708170414,0.7575859427452087,0.7703231573104858,96,0.5500831604003906,4.463276386260986,0.06370987743139267,196608,3051,96,6,-105.75053,0.051222773548215625,-0.004824894911143929,5.644026148319244,-109.4567,0.21233032820746303,-0.006290898103907238,5.602972257137298,,,0.95,0.9,none,0.3823091824968441,0.4973175362164771,1.7908480392394988,0.0,-108.512375,2167.9298043976733,-105.75053
2,1784820174.3468385,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.461616652319208,,4.958756825653836,,7.441555016441271,,1.9594239718280733,,2.7655009033624083,0.002820343477651477,-0.007815917639163672,0.011777770985645475,1.425054483115673,0.9766420722007751,0.9319478869438171,0.9684529304504395,-0.0028907745145261288,0.007269255816936493,0.7922746539115906,0.7299654483795166,176,0.4830080568790436,4.517370700836182,0.03022068180143833,360448,3808,176,11,-174.25168,0.055538955063093455,-0.004646246298216283,5.636354890465737,-133.73166,0.04481161716394126,-0.0051000496634515,5.530151042342186,,,0.95,0.9,none,0.348326175495635,0.4065537710625048,1.0019001835345565,0.0,-171.62305,2232.2913513139843,-174.25168
3,1784820249.9186358,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,6.086401293752715,,5.356055149575695,,7.807885612361133,,2.3419553823769093,,3.119329724693671,0.002186210360378027,0.0016697339206075412,0.025201506046869326,1.4255617782473564,0.9284108877182007,0.9311257600784302,0.8685723543167114,0.008562189526855946,0.0071235476061701775,0.9408935308456421,0.6868325471878052,256,0.37161871790885925,4.942325115203857,0.01673964038491249,524288,4053,256,16,-166.00385,0.006875930268142838,-0.003826751684391638,5.538385650515556,-130.26389,0.01888061273493804,-0.002677180591854267,5.450833442807197,,,0.95,0.9,none,0.319556892453701,0.4180493720177382,1.2097233386805142,0.0,-156.8052,2168.004683525158,-166.00385
4,1784820323.0273407,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.193292176350951,,4.872392064891756,,7.146763615310192,,2.0320473632309586,,2.8091740454547107,0.0018654335290193558,-0.005737195140682161,0.0764943673129892,1.4267805367708206,0.8657198548316956,0.9279274940490723,0.736207127571106,-0.004854252096265554,0.005511970724910498,1.2541579008102417,0.6130145788192749,336,0.49577897787094116,4.410733699798584,0.018372297286987305,688128,4262,336,21,-151.52162,0.010319148772396147,-0.004256397987774108,5.355883014202118,-126.491745,0.019855876732617617,-0.0025837345499894583,5.339726361632347,,,0.95,0.9,none,0.3286568737017796,0.40215840767924577,1.6994815392898406,0.0,-156.30403,2241.046424509186,-151.52162
5,1784820394.7115126,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.601976275909692,,4.95220322359819,,7.566925470804563,,2.0766621740767732,,2.7912318388698623,0.003130163997411728,-0.0046549900725949556,0.32544818095630035,1.4332523830235004,0.7684758901596069,0.9218989014625549,0.5451125502586365,-0.008534570224583149,0.008206411264836788,1.9276323318481445,0.5088420510292053,416,0.4830871522426605,4.597799777984619,0.01756431721150875,851968,4570,416,26,-122.47325,0.024517069093417377,-0.0014733830212207977,5.238758513331414,-127.27991,0.01788851722376421,-0.0015553672361420467,5.194306161999703,,,0.95,0.9,none,0.42147172159466156,0.4532880758540049,2.3112779273900883,0.0,-126.986755,2285.5815825454933,-122.47325
6,1784820467.7470891,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.392017618753016,,5.082373317098245,,7.313023255672306,,2.0209524974925444,,2.9101035837084055,0.04603634402155876,-0.007212736003566533,0.0042106010296265595,1.4350164011120796,0.7291873097419739,0.9118135571479797,0.47536706924438477,-0.0275438129901886,0.11111127585172653,2.024231433868408,0.4573822021484375,496,0.5127917528152466,4.543693542480469,0.031055204570293427,1015808,4915,496,31,-122.2271,0.021727678971365093,-0.0037860070544411427,5.069385251402855,-137.99701,0.014138650451786815,-0.001976374780497281,5.038123601675034,,,0.95,0.9,none,0.4006629622889693,0.47708570398268557,0.9803385900384051,0.0,-127.880005,2243.2900080084805,-122.2271
7,1784820541.6453817,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.8376342644914985,,5.007255581207573,,7.7276139074529056,,2.158560424344614,,3.0572101422585547,0.025915971025824547,-0.007741954195807921,0.0009114812273764983,1.4382681958377361,0.6515841484069824,0.8926538825035095,0.6649325489997864,0.04288266599178314,0.06942778080701828,2.079133987426758,0.42815619707107544,576,0.38233786821365356,4.757655143737793,0.04183225333690643,1179648,5220,576,36,-127.09446,0.018608447164297104,-0.0024846360029187053,4.885204550623894,-124.33971,0.013532214768929407,-0.0018278215036843903,4.83592401444912,,,0.95,0.9,none,0.47822910486156767,0.49015765123443894,0.8040198284667807,0.0,-131.32272,2217.1013986865523,-127.09446
8,1784820613.4123576,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.630302872043103,,5.067186845466495,,7.296592386439443,,2.197438660543412,,2.8252259448636323,0.05410688370466232,-0.007081850402755663,0.0023870609984442126,1.4486006572842598,0.6469041705131531,0.8920560479164124,0.5015816688537598,0.015024200081825256,0.1318998783826828,1.722719430923462,0.485493540763855,656,0.48873478174209595,4.603349685668945,0.030085517093539238,1343488,5485,656,41,-138.69926,0.02482912570703775,-0.004001474365941249,4.665341785550117,-127.83598,0.01668537828954868,-0.0015277722304745112,4.64106707572937,,,0.95,0.9,none,0.4822229781192163,0.5462070583351858,0.8781496147575817,0.0,-118.55991,2282.943672564124,-138.69926
9,1784820685.7134023,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.519300633110106,,5.158510248409584,,7.512994403485209,,2.1702195554971695,,2.9223190082702786,0.009016769006848335,-0.0017874908226076514,0.01645101635949686,1.452073697000742,0.649885892868042,0.9341843128204346,0.45619937777519226,0.023569289594888687,0.023201825097203255,1.5996404886245728,0.45799684524536133,736,0.4498988091945648,4.656668663024902,0.02309528924524784,1507328,5678,736,46,-141.62785,0.019823920261114836,-0.0015048515750095248,4.483671277761459,-117.51713,0.011345333867939188,-0.0023041643944452517,4.4079775512218475,,,0.95,0.9,none,0.5322797593261124,0.5384453993847892,1.063907484864885,0.0,-122.291306,2266.08135064304,-141.62785
10,1784820758.5164998,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.261356818082277,,5.184742362296674,,7.718504579970613,,2.2720004433067515,,3.061326428607572,0.056742019951343536,-0.02367982710711658,0.09645637786888983,1.466585636138916,0.6415456533432007,0.8913593292236328,0.4486885666847229,0.08607243001461029,0.1474841833114624,1.3302373886108398,0.43883711099624634,816,0.45890989899635315,4.699586391448975,0.015851596370339394,1671168,5857,816,51,-135.8989,0.015486901567783207,-0.0026093057196703738,4.278034943342209,-118.068954,0.006931850244291127,-0.002498035340977367,4.207582560181618,,,0.95,0.9,none,0.5389190227123792,0.5819643479189223,1.573144586531174,0.0,-118.03483,2250.453660731342,-135.8989
11,1784820829.6722522,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.213963498477824,,4.780800620792434,,7.338326475117356,,1.8818636234063888,,2.7025978912133723,0.05160538852214813,5.932644126005471e-05,0.003223267493012827,1.471570409834385,0.8790430426597595,0.8728616833686829,0.8219598531723022,0.14622528851032257,0.1349477767944336,1.3463506698608398,0.4152495265007019,896,0.523063063621521,4.383510112762451,0.018212487921118736,1835008,6029,896,56,-129.37595,0.01058794156415388,-0.0010047841715277173,4.088934522867203,-114.44639,0.014073546382132918,-0.0016881523588381242,3.963299277424812,,,0.95,0.9,none,0.6320056296101287,0.6272289923349902,0.6421012835373027,0.0,-115.23126,2302.552991620718,-129.37595
