# _tick,_time,plr_track_ground_roughness,track_ground_roughness,plr_track_pit_gap_low,track_pit_gap_low,plr_track_pit_gap_high,track_pit_gap_high,plr_track_stump_height_low,track_stump_height_low,plr_track_stump_height_high,track_stump_height_high,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:BipedalWalker-MADS-POET-Rose-2a-Eval-v0,test_returns:BipedalWalker-MADS-POET-Rose-2a-Eval-v0,target_agent_return,target_solved_rate,sps
0,1784301828.86051,,4.750820009503514,,4.910860639065504,,7.4003104493021965,,1.379457814109628,,2.5549537176266313,0.0,0.0,0.0,0.0,32768,46,16,1,-108.088,0.1498664703220129,-0.005442256398964673,5.670341944694519,0,0.0,0.0,0.0,,,0.3813157877017412,0,0,0.0,-105.03489,-105.0348892211914,0.0,809.8528697771284
1,1784302021.220869,,5.315686477115378,,4.373352052643895,,7.66850933432579,,1.5423429384827614,,3.0195599561557174,0.0,0.0,0.0,0.0,196608,258,96,6,-105.08543,0.10514666275121272,-0.003889774596609641,5.655567941069603,0,0.0,0.0,0.0,,,0.34981217282170185,0,0,0.0,-107.4962,-107.49620056152344,0.0,851.7347166480645
2,1784302203.89764,,6.175207893829793,,5.293168427888304,,7.443992290645838,,1.4942225418053567,,2.7140402141958475,0.0,0.0,0.0,0.0,360448,444,176,11,-103.75734,0.08462712266482413,-0.0022310078085865824,5.5762031227350235,0,0.0,0.0,0.0,,,0.36747918454912654,0,0,0.0,-102.18553,-102.18553161621094,0.0,896.8846643907206
3,1784302381.6420264,,6.100689233280718,,3.4559019946027547,,7.257928820326924,,1.7057976475916803,,3.0065805558115244,0.0,0.0,0.0,0.0,524288,606,256,16,-105.291885,0.08342966889031231,-0.002164235075179022,5.466976973414421,0,0.0,0.0,0.0,,,0.3897380598500235,0,0,0.0,-100.31929,-100.31929016113281,0.0,921.7731746818472
4,1784302541.5815375,,5.129983453080058,,4.311806092737243,,6.964243417605758,,1.8636760109802708,,3.5675682220607996,0.0,0.0,0.0,0.0,688128,739,336,21,-102.40733,0.08227954793255776,-0.002321052548359148,5.3826928526163105,0,0.0,0.0,0.0,,,0.42109973912541515,0,0,0.0,-101.57988,-101.57987976074219,0.0,1024.387558709054
5,1784302699.94498,,4.824257207510527,,4.069735603407025,,6.763192620128393,,1.5232875803485513,,3.1440508738160133,0.0,0.0,0.0,0.0,851968,849,416,26,-104.08974,0.06434644097462297,-0.0024665167627972552,5.230106148123741,0,0.0,0.0,0.0,,,0.45377669064751797,0,0,0.0,-118.296165,-118.2961654663086,0.0,1034.5818702635606
6,1784302851.5510767,,5.0201894994825125,,4.132356989430264,,6.312271989881992,,1.62560542114079,,3.253950821235776,0.0,0.0,0.0,0.0,1015808,935,496,31,-106.78795,0.045716009626630694,-0.0021548950840951874,5.122763043642044,0,0.0,0.0,0.0,,,0.46066586911417245,0,0,0.0,-125.59062,-125.59062194824219,0.0,1080.6953823498152
7,1784302992.5436177,,5.476379846222699,,4.926552791148424,,7.458908315747976,,1.4837414581506891,,3.278233492746949,0.0,0.0,0.0,0.0,1179648,1000,576,36,-103.40068,0.03482879853108898,-0.002653573364659678,4.987258321046829,0,0.0,0.0,0.0,,,0.45966214986263837,0,0,0.0,-141.14629,-141.1462860107422,0.0,1162.0472989200816
8,1784303146.3137681,,5.117015014402568,,4.953004037961364,,7.349856803193688,,1.9087671383749694,,3.085223576053977,0.0,0.0,0.0,0.0,1343488,1062,656,41,-102.55227,0.04334582660812884,-0.0033661679161014037,4.808509105443955,0,0.0,0.0,0.0,,,0.5268766064527179,0,0,0.0,-109.92427,-109.92427062988281,0.0,1065.4863367796852
9,1784303291.8429148,,5.9084555169101804,,4.405413564527407,,8.266736567020416,,1.6440452937968075,,3.324947552755475,0.0,0.0,0.0,0.0,1507328,1129,736,46,-98.64241,0.032643517490942034,-0.003265287179965526,4.674472612142563,0,0.0,0.0,0.0,,,0.48747686653336986,0,0,0.0,-102.278244,-102.27824401855469,0.0,1125.8226388068563
