# _tick,_time,plr_track_ground_roughness,track_ground_roughness,plr_track_student_ground_roughness,track_student_ground_roughness,plr_track_pit_gap_low,track_pit_gap_low,plr_track_student_pit_gap_low,track_student_pit_gap_low,plr_track_pit_gap_high,track_pit_gap_high,plr_track_student_pit_gap_high,track_student_pit_gap_high,plr_track_stump_height_low,track_stump_height_low,plr_track_student_stump_height_low,track_student_stump_height_low,plr_track_stump_height_high,track_stump_height_high,plr_track_student_stump_height_high,track_student_stump_height_high,plr_track_ued_ground_roughness,track_ued_ground_roughness,plr_track_ued_pit_gap_low,track_ued_pit_gap_low,plr_track_ued_pit_gap_high,track_ued_pit_gap_high,plr_track_ued_stump_height_low,track_ued_stump_height_low,plr_track_ued_stump_height_high,track_ued_stump_height_high,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,dps_lambda_skill,dps_lambda_target,dps_mode,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:BipedalWalker-MADS-POET-Rose-3a-Eval-v0,test_returns:BipedalWalker-MADS-POET-Rose-3a-Eval-v0,sps,target_agent_return
0,1784820025.0211911,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.788488812817377,,5.241614361177199,,7.546962760388851,,2.1527602783753537,,2.9516533468849957,-2.6703107357025146,-0.022228190704481676,0.6803183620795608,1.421786516904831,32768,66,16,1,-139.45874,0.09110593660734594,-0.004883505158068147,5.673503825068474,-130.62859,0.09643009784631432,-0.005308524088468403,5.676520127058029,,,0.95,0.9,both,0.338179637297194,0.3517476026657481,2.5801755170221785,0.0,-120.90883,2060.8504398725413,-139.45874
1,1784820097.4871984,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.352109685074538,,4.705173538532108,,7.368255945853889,,2.0305500494432636,,2.7819921784102917,-1.1143895387649536,0.0003425556933507323,0.3969900789670646,1.4365476667881012,196608,912,96,6,-116.31122,0.05201064684661105,-0.0033407049464585724,5.6249197781085964,-106.14237,0.16602832893840969,-0.0032261650514556093,5.6439117103815075,,,0.95,0.9,both,0.2888130272876649,0.28078673242168095,1.0863372945182008,0.0,-124.89937,2260.9226171829728,-116.31122
2,1784820170.2045877,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.5615784073015675,,5.129669243469834,,7.534704849589616,,2.1177432273398153,,2.7832721231970936,-0.40671616792678833,-0.00834291274077259,0.24105648504337296,1.4376122392714024,360448,1410,176,11,-121.01644,0.030266465450404213,-0.002831643654644722,5.541942447423935,-110.49951,0.032275306881638245,-0.004035980812477647,5.5687370210886,,,0.95,0.9,both,0.27789039259788584,0.23979858904440662,2.043055419002112,0.0,-124.508446,2253.1057903659344,-121.01644
3,1784820241.531749,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.758122329716571,,4.16362687831861,,6.668148024822585,,1.745048325508833,,2.3787132557481527,-0.19782224297523499,-0.004116786391023197,0.4113231088849716,1.4377707801759243,524288,1767,256,16,-114.046616,0.022350185888353736,-0.0029267316218465566,5.448906058073044,-132.30032,0.017334538293653168,-0.003615759967942722,5.372924882173538,,,0.95,0.9,both,0.26844495756494824,0.22596007384626954,2.7678151291119004,0.0,-118.40643,2297.021709055386,-114.046616
4,1784820315.1028,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.782335688942112,,5.164039427647367,,7.538922450505197,,2.2115664331358857,,2.9414121026638895,0.00494957622140646,-0.006954965065233409,0.003476863719697576,1.431651707738638,688128,2165,336,21,-116.10382,0.013937368168262765,-0.002243311415077187,5.28778922855854,-117.1052,0.010931820131372661,-0.002219396203872748,5.229201644659042,,,0.95,0.9,both,0.3214430301859745,0.28488026022606905,0.8318158120124137,0.0,-117.80452,2226.9626769767765,-116.10382
5,1784820386.6809125,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.2409170577302575,,5.157922359649092,,7.360660630714847,,2.0317270311061293,,2.8948472574120387,-0.030719535425305367,-0.0009064990445040166,0.22839353725430556,1.4374029897153378,851968,2596,416,26,-110.47162,0.02962532953824848,-0.0024338932424143424,5.104834485054016,-118.06305,0.016129211394581944,-0.002560471113974927,5.069206389784813,,,0.95,0.9,both,0.3252527985992264,0.30107716476702584,2.190715659491978,0.0,-120.83594,2288.9681301036803,-110.47162
6,1784820459.0175543,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.821809611283243,,4.605484365398297,,7.082824019482359,,1.9421115627046674,,2.68386319745332,0.13376009464263916,-0.008788662787992507,0.014462354854913428,1.4398241005837917,1015808,2948,496,31,-136.64084,0.01640605342690833,-0.002556661143898964,4.903302881121635,-112.616455,0.021340656088432296,-0.0036885015637381003,4.9142908424139025,,,0.95,0.9,both,0.4056241399838146,0.36862492378152084,1.0322944381142622,0.0,-124.20845,2264.9653106053806,-136.64084
7,1784820530.310902,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.194957142230123,,4.57879359042272,,6.98495419928804,,1.6830676726531237,,2.8117842111969367,0.05343552306294441,-0.0036447555030463263,0.05653392372187227,1.4452380649745464,1179648,3183,576,36,-120.410805,0.01222078966384288,-0.002049538740538992,4.6652750194072725,-128.82597,0.03009148935088888,-0.002499775179603603,4.6942199856042865,,,0.95,0.9,both,0.4315921090382517,0.42574546147441295,1.1315486492244569,0.0,-113.303955,2298.110597958572,-120.410805
8,1784820602.0668104,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.939267308451235,,4.4888587314635515,,6.904251916275825,,1.9288974219816737,,2.4121674366761,0.003564935177564621,-0.0011726330485544167,0.10797388100763783,1.4570112861692905,1343488,3356,656,41,-119.68479,0.013372652186080813,-0.0026247543923091144,4.4559964209795,-120.54088,0.019518529070774095,-0.0031721483974251896,4.443284922838211,,,0.95,0.9,both,0.40944054705059657,0.47035405130275204,1.5955030339831895,0.0,-113.929955,2283.2967791204196,-119.68479
9,1784820671.7747602,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.464945201296359,,4.226516298018396,,6.5289961295202374,,1.667221161769703,,2.4339151475578547,-0.06654530763626099,0.0003497942234389484,0.07205805135890841,1.4578115604817867,1507328,3538,736,46,-114.547745,0.006073436174483504,-0.0022177343984367327,4.222628262639046,-110.16284,0.027418020949698984,-0.0032783260074211286,4.250644221901894,,,0.95,0.9,both,0.5174424276027675,0.49196052543609936,1.304071589411961,0.0,-113.78563,2350.377063039632,-114.547745
