# _tick,_time,plr_track_ground_roughness,track_ground_roughness,plr_track_student_ground_roughness,track_student_ground_roughness,plr_track_pit_gap_low,track_pit_gap_low,plr_track_student_pit_gap_low,track_student_pit_gap_low,plr_track_pit_gap_high,track_pit_gap_high,plr_track_student_pit_gap_high,track_student_pit_gap_high,plr_track_stump_height_low,track_stump_height_low,plr_track_student_stump_height_low,track_student_stump_height_low,plr_track_stump_height_high,track_stump_height_high,plr_track_student_stump_height_high,track_student_stump_height_high,plr_track_ued_ground_roughness,track_ued_ground_roughness,plr_track_ued_pit_gap_low,track_ued_pit_gap_low,plr_track_ued_pit_gap_high,track_ued_pit_gap_high,plr_track_ued_stump_height_low,track_ued_stump_height_low,plr_track_ued_stump_height_high,track_ued_stump_height_high,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,dces_l_pi,dces_l_delta,dces_l_tot,dces_q_delta,dces_q_delta_std,dces_w1,dces_w2,dces_buf,dces_c_std,dces_c_absmean,dces_reg_std,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,dps_mode,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:BipedalWalker-MADS-POET-Rose-3a-Eval-v0,test_returns:BipedalWalker-MADS-POET-Rose-3a-Eval-v0,sps,target_agent_return
10,1784863557.9159603,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.0509581682272255,,4.602362050907686,,6.966136575851124,,1.8083204333670437,,2.634950517269317,-0.09942302107810974,-0.009676555539044784,0.005853825317899464,1.4193089418113232,0.6278483867645264,0.9244668483734131,0.5380633473396301,-0.01989181712269783,0.07722669839859009,1.1042656898498535,0.44692182540893555,816,0.4592403769493103,4.212545871734619,0.014012422412633896,1671168,4429,816,51,-107.26335,0.0067378377134446055,-0.0018412989855278283,4.109983173012734,-108.549515,0.01722609020653181,-0.003240544622531161,3.6532504200935363,,,static,0.5130291108235131,0.7114288957929317,0.7983573389407684,0.0,-103.71608,2106.9100495399284,-107.26335
11,1784863635.536229,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.141043878160417,,4.799023418745492,,7.003114369465038,,1.989680542727001,,2.7354128931765445,-0.09196148067712784,-0.005574822556809522,0.005329891886503901,1.4086357317864895,0.5993229150772095,0.9370951652526855,0.5579968690872192,0.05598083883523941,0.11533890664577484,1.1786813735961914,0.40971559286117554,896,0.5016697645187378,4.333654880523682,0.01903247833251953,1835008,4602,896,56,-104.47789,0.010617249310598709,-0.0021076856086438057,3.9241701513528824,-110.468765,0.021403134369757028,-0.0020452180862776,3.388834664225578,,,static,0.5203122482161314,0.7368369746934411,0.684555744470477,0.0,-107.49282,2110.7891545925477,-104.47789
12,1784863710.1250901,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.306473397882655,,4.762757615419105,,7.094719217624515,,1.913890486510354,,2.7565391960088164,-0.04354088008403778,-0.00762689547809714,0.010024521485320292,1.3927613645792007,0.6316010355949402,0.9132276177406311,0.5912565588951111,-0.09911183267831802,0.2223866581916809,0.908787190914154,0.39036422967910767,976,0.5102587938308716,4.366876125335693,0.033086683601140976,1998848,4774,976,61,-95.097466,0.012457323193666525,-0.0004092211718671024,3.711279186606407,-104.20235,0.019586515647824855,-0.001343757786526112,3.1843552961945534,,,static,0.6129851388206328,0.8224113291031887,0.9621323512603024,0.0,-102.02579,2196.5746270951136,-95.097466
13,1784863785.3648853,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.164988772012293,,4.852315028416342,,7.413899523788132,,2.058959161862731,,2.7550616828375496,-0.1221800446510315,-0.01159501913934946,0.010562066639977274,1.3882204964756966,0.6805596947669983,0.8351137638092041,0.6413063406944275,-0.016577862203121185,0.03711465746164322,0.759518027305603,0.33228784799575806,1056,0.5060838460922241,4.449044227600098,0.01747233048081398,2162688,4947,1056,66,-96.59196,0.0095500151408487,-0.0006602069101063534,3.5498447880148887,-121.15951,0.020624345436226578,-0.0019977820957137737,2.990105275809765,,,static,0.6014812266843144,0.835726763774073,0.9236079397081596,0.0,-119.86582,2177.570742163013,-96.59196
14,1784863862.9355464,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.713196503696963,,5.128779347520322,,7.640433333814144,,2.025758379662875,,2.9213491324335337,-0.13039258122444153,-0.005982841888908297,0.0411381315352628,1.3897125199437141,0.6568641662597656,0.8381466865539551,0.5878603458404541,-0.03189077228307724,0.08582429587841034,0.9058550596237183,0.2934219241142273,1136,0.47144246101379395,4.685903549194336,0.015367426909506321,2326528,5120,1136,71,-91.74799,0.00830457211995963,-0.0031306060700444505,3.421508963406086,-90.28073,0.009603441119543277,-0.0009881123987725005,2.728587268292904,,,static,0.5911914853132811,0.9260839700392962,1.4107622817007923,0.0,-120.02163,2112.1388175493653,-91.74799
15,1784863941.065684,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.888518262188882,,4.5259602760197595,,7.280127195175737,,1.9308057706803083,,2.6695714546367526,-0.06750568747520447,-0.016454478027299047,0.008319531596498564,1.3847791105508804,0.34568333625793457,0.9154779314994812,0.23978132009506226,-0.17169593274593353,0.16124394536018372,0.8830887675285339,0.27710962295532227,1216,0.441157728433609,4.258996486663818,0.009079947136342525,2490368,5283,1216,76,-85.662964,0.004653561881423229,-0.002769353628173121,3.1383660212159157,-81.19185,0.008082008229393978,-0.0006164764054119587,2.4432946011424064,,,static,0.6924494074315074,0.8756275173001281,0.8257286985030716,0.0,-95.387535,2097.0143863865587,-85.662964
16,1784864018.1627452,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.82886966643855,,4.330693945259554,,6.9938275893218815,,1.8777954747056356,,2.4824714539572597,-0.1612848937511444,-0.010651023156242445,0.0015741656206955668,1.3747656755149364,0.42006716132164,0.8287420272827148,0.36042556166648865,-0.03214021027088165,0.0412704199552536,0.7284314632415771,0.24153059720993042,1296,0.468998521566391,4.102731227874756,0.02941683493554592,2654208,5456,1296,81,-86.3109,0.009158629368175752,-0.0015388171486847568,2.898225839436054,-80.1433,0.012637200549943373,-0.0006183787161717191,2.174974615871906,,,static,0.7175245643396722,1.0522824627415948,0.9989487326463187,0.0,-94.88126,2125.113395604886,-86.3109
17,1784864093.2124488,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.725181429181248,,4.395214266143739,,6.7305303029716015,,1.8016768817324191,,2.6122868999373168,-0.10484528541564941,-0.0016701288550393656,0.014797891082707793,1.3777246810495853,0.47287073731422424,0.8500188589096069,0.4336871802806854,-0.1582171469926834,0.17033348977565765,0.7332015037536621,0.22239336371421814,1376,0.4380195736885071,4.052978038787842,0.020670630037784576,2818048,5624,1376,86,-84.04555,0.006099182086472865,-0.0014580182847566902,2.650420767068863,-92.366806,0.019660771870985628,-0.0010191022549406626,1.937920555472374,,,static,0.7496461527684314,1.0568318972721926,0.9562481131374104,0.0,-94.72671,2183.0860774050166,-84.04555
18,1784864170.0806792,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.829191158758476,,4.449897382906784,,7.000589028932154,,1.7705899022403173,,2.638173934596125,-0.10395585000514984,-0.006819876958616078,0.03088261262018932,1.363159291446209,0.5179606676101685,0.8230416178703308,0.44594109058380127,0.09779799729585648,0.057062018662691116,0.7649907469749451,0.22009973227977753,1456,0.41137051582336426,4.137688159942627,0.02338324300944805,2981888,5786,1456,91,-78.044205,0.011098677922564092,-0.0008487013430567459,2.4456549882888794,-75.19127,0.014723046793369577,-0.0013401916483417153,1.7543913200497627,,,static,0.711744337110958,1.056432765619584,1.4136870784561897,0.0,-92.94785,2131.439708676867,-78.044205
19,1784864244.659869,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.212737242109142,,4.745085456874222,,6.943914340343326,,1.8700412150938064,,2.5973437388893217,-0.0325041189789772,0.0012031369042233564,0.008028124429984018,1.36354373767972,0.33301711082458496,0.8157936930656433,0.2897794842720032,-0.10032622516155243,0.24617888033390045,0.525282621383667,0.20821096003055573,1536,0.4728947579860687,4.273824691772461,0.025867220014333725,3145728,5957,1536,96,-90.24731,0.008298060783999972,-0.0012539828196167946,2.28783753067255,-65.39791,0.007741897366940975,-0.00044325217022560536,1.570217278599739,,,static,0.9323394223091668,1.206052690884587,0.9169435197729581,0.0,-97.57618,2196.85926667668,-90.24731
20,1784864320.0590527,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.027598018757999,,4.748249529860914,,6.840287707862444,,1.9221805386478081,,2.6386152893537655,-0.10032922029495239,-0.007731736899586394,0.06006192947097588,1.3615228533744812,0.40238574147224426,0.9219269156455994,0.3348585367202759,0.08612404763698578,0.08250124007463455,0.6798272132873535,0.21081165969371796,1616,0.46830645203590393,4.235386371612549,0.016978736966848373,3309568,6129,1616,101,-85.4006,0.011702548705216032,-0.0014088272117078304,2.1301529079675676,-73.63845,0.012023385308566503,-0.0009127924873610027,1.3717324271798135,,,static,0.8615514974074948,1.1270533607306414,1.4427234672393179,0.0,-94.25753,2172.9681912594524,-85.4006
21,1784864395.4453442,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.080749656830449,,4.725000670878217,,7.0593078676611185,,1.8502436042763293,,2.6303528880234808,-0.09770514816045761,-0.00017788272816687822,0.17011194219230674,1.3450753018260002,0.44981011748313904,0.8759632706642151,0.377020001411438,0.1278264820575714,0.0855281800031662,0.6897120475769043,0.2101297378540039,1696,0.4731479585170746,4.269130706787109,0.01699543371796608,3473408,6312,1696,106,-94.19731,0.052379071223549546,-0.00019971170113421976,2.0116347685456275,-74.740845,0.009940292633837089,7.709722558502108e-06,1.1820914909243583,,,static,0.9528003524979234,1.2928714464544115,1.9624456269414243,0.0,-101.32943,2173.3390322629957,-94.19731
22,1784864471.8289735,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.311237650807016,,5.280251141637564,,7.265237966785207,,2.244259165599942,,2.9024128096571076,-0.0773238018155098,-0.000822425714432029,0.00587538089894224,1.3408757597208023,0.6648427844047546,0.9205149412155151,0.6090250015258789,-0.18540656566619873,0.15177015960216522,0.6430819034576416,0.19396008551120758,1776,0.4381582736968994,4.600679397583008,0.026205040514469147,3637248,6487,1776,111,-75.13714,0.011476739068166352,-0.0015401596938318107,1.9037280149757863,-99.846924,0.02444983056630008,-9.930421874742024e-05,1.0090736277401446,,,static,0.9330421327627647,1.305180181237859,0.9278091799330614,0.0,-82.06633,2144.9628490875853,-75.13714
23,1784864546.5389223,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.822042970918119,,4.312683667987585,,6.930601170286536,,1.8135965944966301,,2.5218232418992557,-0.11939198523759842,-0.004776036541443318,0.004641718616767321,1.3384233117103577,0.681732177734375,0.8718536496162415,0.6105586290359497,0.19945712387561798,0.14546020328998566,0.49253734946250916,0.1635248214006424,1856,0.43745917081832886,4.0801496505737305,0.029001496732234955,3801088,6683,1856,116,-73.41749,0.01402727086097002,-0.0021642910796799697,1.7950035810470581,-91.35159,0.03332326045492664,-0.001620238714531297,0.8823640566319227,,,static,0.895914950474016,1.2580096986723297,0.7246440901266487,0.0,-95.09626,2193.0143433755193,-73.41749
24,1784864622.288249,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.016267264960334,,4.722524886485189,,6.980979746207595,,1.9589562290348113,,2.899864655919373,-0.0788392499089241,-0.028545344015583396,0.06412573045236059,1.3342394940555096,0.601242184638977,0.9024187326431274,0.500029444694519,0.22674985229969025,0.1261213719844818,0.60191810131073,0.14920689165592194,1936,0.4706197679042816,4.315718173980713,0.019029662013053894,3964928,6866,1936,121,-82.76613,0.026337561273248867,-0.0011772997782827587,1.7149925157427788,-69.21068,0.013604845845839009,-6.824577285442501e-05,0.7983463309705258,,,static,0.9406631949960975,1.4338399955774208,1.5296713512540836,0.0,-82.16576,2162.9236708246067,-82.76613
25,1784864698.8045108,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.585627598455176,,5.506312107667327,,7.53277656622231,,2.2008565575815737,,2.967360322829336,-0.1265266239643097,0.00037980166962370276,0.0011888302824445418,1.330082181841135,0.7224752902984619,0.8648398518562317,0.6345150470733643,-0.17219758033752441,0.09601762890815735,0.6994680166244507,0.14875148236751556,2016,0.3872462511062622,4.758586406707764,0.022908775135874748,4128768,7035,2016,126,-58.48813,0.008068908007408027,-0.0006212311651324854,1.6071694158017635,-85.200645,0.0218555664352607,-0.0002696200790524017,0.6510955329984427,,,static,0.9970585650891325,1.3522692089186183,0.7846098035967651,0.0,-104.293106,2141.24512150255,-58.48813
26,1784864773.7352264,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.028868887573481,,4.642679203301668,,7.148016148246825,,1.9516826781909913,,2.732251356355846,-0.05436399206519127,-0.0017144697994808666,0.022868647443829104,1.3251304402947426,0.3951563239097595,0.9095207452774048,0.27861523628234863,-0.05145133659243584,0.18478041887283325,0.8073704242706299,0.14221103489398956,2096,0.4721103608608246,4.300699710845947,0.011269261129200459,4292608,7200,2096,131,-73.38201,0.015377450519008563,0.0003016389935510233,1.539734411239624,-49.40682,0.008363986168114934,-0.00022362300514942036,0.5143403677269817,,,static,0.9815694318998289,1.3831449065096448,0.9033749001985574,0.0,-97.15619,2186.5522893342554,-73.38201
27,1784864850.5392768,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.314057017909363,,4.914438258390874,,7.357443161774427,,2.0143690437544137,,2.7436462920159097,0.0001202411949634552,0.00015752046601846814,0.00544030760647729,1.306746318936348,0.43613213300704956,0.9085310101509094,0.33361437916755676,-0.056901779025793076,0.28010648488998413,0.6472938060760498,0.13751302659511566,2176,0.4647875726222992,4.4687910079956055,0.01676412858068943,4456448,7384,2176,136,-67.829185,0.01811330698837992,-0.0009763542781001888,1.476399653404951,-69.91017,0.01653260176826734,-0.0016734668373828755,0.378473480977118,,,static,1.0105504483824466,1.3419832273112082,0.7412654669094396,0.0,-89.95001,2133.2210772406065,-67.829185
28,1784864925.3889163,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.7878949554869905,,4.962360468693078,,7.3663850370794535,,2.0925018747802824,,2.976850428560283,-0.08461334556341171,-0.018019630610069726,0.03398255034699105,1.3044196777045727,0.2514522969722748,0.8567336201667786,0.15886631608009338,-0.6193170547485352,0.11427075415849686,0.583606481552124,0.12479333579540253,2256,0.4234112799167633,4.637198448181152,0.008093884214758873,4620288,7547,2256,141,-56.432545,0.013077930177678354,-0.00042953457523253746,1.3570875868201255,-41.3067,0.0048252525564748796,-0.000733381701138569,0.1885069528594613,,,static,1.0164929195929282,1.7176678055238284,1.2330561522689019,0.0,-102.48848,2188.920878401229,-56.432545
29,1784864999.898655,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.932438121177256,,4.34864802804077,,6.992039013188332,,1.9531755321077071,,2.6253771951887757,-0.08401978760957718,-0.00949420859979,0.018051051592919976,1.2979431711137295,0.43143749237060547,0.8104429841041565,0.39950108528137207,-0.32445043325424194,0.2000824362039566,0.658420205116272,0.10826941579580307,2336,0.4768070578575134,4.17033576965332,0.015094034373760223,4784128,7711,2336,146,-46.81299,0.014305369058274665,-0.0005394803047238383,1.2066815383732319,-48.609657,0.016539800661848857,6.635427416767925e-06,0.06879002153873444,,,static,1.0063164717756343,1.5268093541256573,1.1267469077299097,0.0,-102.404686,2198.907449840771,-46.81299
