# _tick,_time,plr_track_ground_roughness,track_ground_roughness,plr_track_pit_gap_low,track_pit_gap_low,plr_track_pit_gap_high,track_pit_gap_high,plr_track_stump_height_low,track_stump_height_low,plr_track_stump_height_high,track_stump_height_high,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:BipedalWalker-MADS-POET-Rose-3a-Eval-v0,test_returns:BipedalWalker-MADS-POET-Rose-3a-Eval-v0,target_agent_return,target_solved_rate,sps
0,1784900014.4659092,,4.65340139111504,,2.2520651994273067,,6.098600393161178,,1.843620429863222,,3.5463083907961845,0.0,0.0,0.0,0.0,32768,43,16,1,-109.38383,0.15454237717203795,-0.004349136058590375,5.674439561367035,0,0.0,0.0,0.0,,,0.3756696079706271,0,0,0.0,-104.35474,-104.354736328125,0.0,4021.3271359482665
1,1784900055.0831168,,4.407553259516135,,2.512251096777618,,6.664794646203518,,1.7249178851488978,,3.259160192683339,0.0,0.0,0.0,0.0,196608,233,96,6,-106.28707,0.09244982537347823,-0.0023190708699985406,5.619069504737854,0,0.0,0.0,0.0,,,0.3561191187453888,0,0,0.0,-149.34018,-149.34017944335938,0.0,4033.761054564667
2,1784900095.4420156,,4.808753216639161,,3.544794741901569,,7.687558066099882,,1.6924592584837228,,3.0001041758805513,0.0,0.0,0.0,0.0,360448,311,176,11,-106.57017,0.06359953982755542,-0.0030067655563470906,5.496816048026085,0,0.0,0.0,0.0,,,0.359657455740486,0,0,0.0,-135.14987,-135.14987182617188,0.0,4059.575431531602
3,1784900135.3070633,,4.771526709664613,,2.486462774249958,,6.629007672891021,,2.073769838316366,,3.42794943600893,0.0,0.0,0.0,0.0,524288,412,256,16,-104.9857,0.05403369120322168,-0.002661636160337366,5.396677920222283,0,0.0,0.0,0.0,,,0.40144487819274194,0,0,0.0,-121.032394,-121.03239440917969,0.0,4109.866922071749
4,1784900173.398312,,5.057671595131978,,3.5915825073607266,,6.886076796799898,,1.1204561649356037,,2.423026446485892,0.0,0.0,0.0,0.0,688128,491,336,21,-108.80357,0.03381421536905691,-0.0023536519664048685,5.231187841296196,0,0.0,0.0,0.0,,,0.42979023494630997,0,0,0.0,-113.61987,-113.619873046875,0.0,4301.246189516269
5,1784900212.4143658,,4.87281022593379,,2.291848654858768,,7.102805711328983,,1.6756929666735232,,3.0365545954555273,0.0,0.0,0.0,0.0,851968,540,416,26,-107.07324,0.026081575488206,-0.003344713952537859,5.053693127632141,0,0.0,0.0,0.0,,,0.4490618856545117,0,0,0.0,-115.722496,-115.72249603271484,0.0,4199.29692141413
6,1784900252.096698,,4.388704262673855,,2.5800957513274625,,6.919549433514476,,1.8035301263444126,,3.272381853312254,0.0,0.0,0.0,0.0,1015808,573,496,31,-106.04922,0.02022634639288299,-0.001861768527305685,4.870677074790001,0,0.0,0.0,0.0,,,0.4837113834766008,0,0,0.0,-128.70784,-128.7078399658203,0.0,4128.792947897635
7,1784900290.382854,,3.073696943174582,,3.4378821041900665,,6.992766344919801,,1.9255263661034405,,3.1959278183057904,0.0,0.0,0.0,0.0,1179648,610,576,36,-104.31871,0.029671448329463602,-0.0022737296734703706,4.681545549631119,0,0.0,0.0,0.0,,,0.5360151356477211,0,0,0.0,-122.323814,-122.32381439208984,0.0,4279.354238312887
8,1784900329.2675226,,3.683959962800145,,1.4671233750414103,,5.595726636238396,,1.78333796444349,,3.263350734487176,0.0,0.0,0.0,0.0,1343488,654,656,41,-100.89151,0.026237200835021214,-0.0020447227740078232,4.528215336799621,0,0.0,0.0,0.0,,,0.5568212575411572,0,0,0.0,-119.801315,-119.80131530761719,0.0,4213.485292357737
9,1784900367.8211558,,4.285212598042563,,2.5771452754270285,,7.538070920854807,,1.9801609024580102,,3.5922962427139282,0.0,0.0,0.0,0.0,1507328,702,736,46,-98.61904,0.03278410127386451,-0.0016603762458544224,4.375282487273216,0,0.0,0.0,0.0,,,0.6401659518810148,0,0,0.0,-109.49437,-109.49436950683594,0.0,4249.66108883591
10,1784900406.4269068,,5.684992549940944,,3.6633098195306957,,5.998836075887084,,1.8586643041635398,,3.4463568357750773,0.0,0.0,0.0,0.0,1671168,757,816,51,-99.01091,0.039621571986936034,-0.0009907357569318264,4.217264321446419,0,0.0,0.0,0.0,,,0.6901821140683968,0,0,0.0,-144.06436,-144.06436157226562,0.0,4243.930233725303
11,1784900444.3153632,,5.476853791624308,,2.8031266771722585,,6.8939452432096004,,1.7217999696731567,,3.4742827899754047,0.0,0.0,0.0,0.0,1835008,820,896,56,-97.01573,0.06423848690465092,-0.0009190993252559565,4.00509379208088,0,0.0,0.0,0.0,,,0.7551687572371165,0,0,0.0,-113.52684,-113.52684020996094,0.0,4324.2687100855865
12,1784900482.9574025,,6.3994297524914145,,1.7642625457665417,,5.155433574691415,,1.3579003352788277,,3.678609225898981,0.0,0.0,0.0,0.0,1998848,886,976,61,-99.23123,0.058633200637996194,-0.0019139819472911769,3.8823005586862562,0,0.0,0.0,0.0,,,0.7596584037778145,0,0,0.0,-112.495605,-112.49560546875,0.0,4239.941903209476
13,1784900522.6233733,,4.727446543984115,,1.8613654481850972,,5.487203598022461,,1.8366704462096095,,3.4532187366858125,0.0,0.0,0.0,0.0,2162688,954,1056,66,-91.89009,0.08188976608216762,-0.0021486609650310127,3.709931018948555,0,0.0,0.0,0.0,,,0.7401485504623396,0,0,0.0,-115.98934,-115.98934173583984,0.0,4130.496942482273
14,1784900561.2116077,,5.610843328759074,,2.7183493366464972,,6.5984307415783405,,1.6155117028392851,,3.5595305310562253,0.0,0.0,0.0,0.0,2326528,1026,1136,71,-91.55687,0.06279340628534555,-0.001083879561338108,3.593754729628563,0,0.0,0.0,0.0,,,0.7914756234112609,0,0,0.0,-97.51507,-97.51506805419922,0.0,4245.852580697343
