# _tick,_time,plr_track_ground_roughness,track_ground_roughness,plr_track_student_ground_roughness,track_student_ground_roughness,plr_track_pit_gap_low,track_pit_gap_low,plr_track_student_pit_gap_low,track_student_pit_gap_low,plr_track_pit_gap_high,track_pit_gap_high,plr_track_student_pit_gap_high,track_student_pit_gap_high,plr_track_stump_height_low,track_stump_height_low,plr_track_student_stump_height_low,track_student_stump_height_low,plr_track_stump_height_high,track_stump_height_high,plr_track_student_stump_height_high,track_student_stump_height_high,plr_track_ued_ground_roughness,track_ued_ground_roughness,plr_track_ued_pit_gap_low,track_ued_pit_gap_low,plr_track_ued_pit_gap_high,track_ued_pit_gap_high,plr_track_ued_stump_height_low,track_ued_stump_height_low,plr_track_ued_stump_height_high,track_ued_stump_height_high,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,target_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,dps_lambda_skill,dps_lambda_target,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:BipedalWalker-MADS-POET-Rose-3a-Eval-v0,test_returns:BipedalWalker-MADS-POET-Rose-3a-Eval-v0,sps
27,1783184002.639988,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.865710217738524,,5.235765026882291,,7.674595084041357,,2.212956334464252,,2.896094210911542,-0.5561469793319702,-0.010288785138982348,0.13900081859901547,1.4486592300236225,8880128,11573,4336,271,-58.79239,-58.79239,0.013885925023350865,0.0010975182536640204,-1.7942502424120903,-43.182858,0.012331380299292505,0.0007479641906684264,-1.898145305365324,,,0.95,0.9,1.7082408620522394,2.0368041991318186,0.9550191583198451,0.0,-32.056683,2108.181106062664
28,1783184158.7014406,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.482556110713631,,4.711923472816125,,7.026381181785837,,1.958974689245224,,2.5966056536417454,-0.5359627604484558,-0.008276280679638148,0.08880865573883057,1.4517372660338879,9207808,11920,4496,281,-53.934204,-53.934204,0.010897458918043413,0.0027443988568848,-1.928843578696251,-38.565723,0.010145561465469655,0.002452945451659616,-2.0389942586421967,,,0.95,0.9,2.1027565647440998,2.3158850692090236,0.6174932448051689,0.0,-30.466211,2099.685316602304
29,1783184316.0090275,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.624099596403539,,4.383871825179085,,6.572769512422383,,1.7258265200071037,,2.4921168833971024,-0.4304538369178772,-0.008379546517971903,0.07921338663436472,1.4585057459771633,9535488,12260,4656,291,-45.810184,-45.810184,0.012589340403792448,0.0009624572194297798,-1.9939629338681697,-33.947502,0.00755047986167483,0.0006321291701169684,-2.089650350809097,,,0.95,0.9,1.7385310109700043,2.3186372218813234,0.8426690047974016,0.0,-68.68331,2083.052684293473
30,1783184492.572264,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,6.149540916085243,,5.463687359821051,,7.874781781807542,,2.307421936937317,,3.1227255864068866,-0.5696606636047363,-0.001778890349669382,0.11868084874004126,1.462100487202406,9863168,12595,4816,301,-35.101547,-35.101547,0.011605917106498964,0.0004837239102926105,-2.0444410368800163,-34.29212,0.006525353435426951,0.0002267686402774416,-2.1203241676092146,,,0.95,0.9,1.7389683351910143,1.9348185853354583,0.9550795609897427,0.0,-41.04759,1855.8794130407957
31,1783184670.373372,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.506905887275934,,4.006640525651164,,6.564714762847871,,1.626164031215012,,2.4751963620074093,-0.7744696140289307,-0.0003413154845475219,0.16652126307599247,1.4577356576919556,10190848,12933,4976,311,-30.821278,-30.821278,0.010762097494443878,0.0019345544162206352,-2.1172158479690553,-36.768417,0.014342549396678806,0.0019997032213723287,-2.1754740461707116,,,0.95,0.9,1.7502363379332564,2.189103370910968,1.2379782254468326,0.0,-35.401287,1842.957705992271
32,1783184820.9280334,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.855563153047115,,4.3050280450843275,,6.595760697789956,,1.81467753672041,,2.5681720077991486,-0.6541270613670349,-0.002164247584005352,0.23777048918418586,1.467295814305544,10518528,13264,5136,321,-37.513016,-37.513016,0.01373222257825546,0.0013171876955311746,-2.1562447428703306,-63.263355,0.01364536679466255,0.00039120166038628665,-2.2242982253432273,,,0.95,0.9,1.8507442903587823,2.2328917102775194,0.7941780640325631,0.0,-60.503826,2176.485422663536
33,1783184970.1058278,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.704259111662395,,4.019972676411271,,7.059375737502705,,1.6926308316469658,,2.5337092491681688,-0.7471063137054443,-0.004837335131014697,0.07989016058854759,1.478219646960497,10846208,13604,5296,331,-37.315395,-37.315395,0.009209332075261045,0.0023667046960326845,-2.20290462821722,-43.2542,0.008673811925109475,0.0009605863626347855,-2.2676629036664964,,,0.95,0.9,1.9781733599611624,2.101657401030685,0.7851293313635916,0.0,-67.98105,2196.5736036656735
34,1783185151.1761816,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.403343753656372,,3.8916201442480087,,6.326889842748642,,1.5066092982888222,,2.4160655674058944,-0.5642203092575073,0.0008730247645871714,0.2025023023597896,1.4855341613292694,11173888,13939,5456,341,-37.004566,-37.004566,0.011285439992207102,0.002178976478171535,-2.2437126532197,-52.752266,0.008426066837273538,0.00018876617250498384,-2.3278416872024534,,,0.95,0.9,1.9945762837131724,2.1671310615315496,1.166322669536798,0.0,-39.13611,1809.6832389272886
35,1783185330.534086,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.69634200494329,,4.190760871162638,,6.440190963447094,,1.7064082245051395,,2.3582256119698286,-0.5501826405525208,0.0018886924062826438,0.1974922837689519,1.4917969070374966,11501568,14291,5616,351,-44.20265,-44.20265,0.00852815439720871,8.886527211870998e-05,-2.3132990434765817,-47.887325,0.013528938387753441,0.0012163165054516866,-2.357622800767422,,,0.95,0.9,1.8396386158612557,2.0714121724563825,1.0707967306529804,0.0,-45.709026,1826.9618608158385
36,1783185483.7210758,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.55320359626603,,5.068504801020026,,7.370376427657902,,1.983474537730217,,2.906188657216262,-0.6252538561820984,-0.0020962829585187137,0.17202750663273036,1.4915503300726414,11829248,14642,5776,361,-54.726063,-54.726063,0.014194414706435055,0.0006916533835465089,-2.3156561225652696,-61.84983,0.014089085860177875,0.0007868356828112155,-2.369320748746395,,,0.95,0.9,1.9121342225927456,2.0834570977096476,1.0644949447569962,0.0,-45.80155,2139.0848866795336
37,1783185635.7017372,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.792905775828331,,5.451043983921409,,7.620697507169098,,2.28311048517935,,3.036050258204341,-0.5491979718208313,-0.004114189607207663,0.39127565873786807,1.4882779009640217,12156928,14996,5936,371,-65.19731,-65.19731,0.023837465926771984,0.0029775228671496735,-2.3553529873490335,-54.435528,0.015856833072029987,0.0013368286716286093,-2.393025539815426,,,0.95,0.9,2.0196136839083865,2.0068386320381117,0.7152293057206627,0.0,-58.374504,2156.0638302918733
38,1783185789.1063352,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,6.0974619477347005,,5.293005678802729,,7.859879688825458,,2.2577161570079625,,3.1087495870888233,-1.048741340637207,0.0005529069458134472,0.312435535248369,1.490956149995327,12484608,15361,6096,381,-59.4448,-59.4448,0.017307682929094882,0.0014801590412389487,-2.4387126594781874,-49.480274,0.014707235497189686,0.0003670100966701284,-2.409102103114128,,,0.95,0.9,2.2453501051039497,2.3988803920795734,1.1774188085649273,0.0,-57.028553,2136.0515999903455
39,1783185942.6067796,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.167242384632118,,4.837086193729192,,7.079453483205725,,1.713050882157404,,2.8626808295357478,-0.7183310985565186,-0.010987246652803151,0.2742820857092738,1.5130314156413078,12812288,15708,6256,391,-31.418741,-31.418741,0.016751301850308663,-0.0001573872345034033,-2.446444663405418,-54.899467,0.01348579520417843,0.001075108302757144,-2.446433497965336,,,0.95,0.9,1.9348531892535612,2.1265582924585225,0.9470602870477076,0.0,-59.95398,2134.7153516272933
40,1783186093.8312247,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.609774725977331,,4.044534012675285,,6.61499172821641,,1.67354227299802,,2.3626039773225784,-0.7682456970214844,0.00045097719703335315,0.17208435805514455,1.5155056416988373,13139968,16050,6416,401,-30.124996,-30.124996,0.009691104246303438,0.0012534874957054853,-2.4545866906642915,-48.25564,0.012487276250612921,0.0015018695063190534,-2.4975708782672883,,,0.95,0.9,1.9915393401907644,2.275672166755296,0.8829824675017524,0.0,-44.476135,2166.8460259237772
41,1783186243.5853562,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.881929188966751,,4.190127255395055,,6.9606658816337585,,1.7317118116188794,,2.5184900905005634,-1.1889359951019287,-0.005017705785576254,0.2363706522155553,1.5081445798277855,13467648,16394,6576,411,-38.73586,-38.73586,0.011389703949680552,0.0019184829521691426,-2.497332291305065,-72.544945,0.02193136729183607,0.00020547088060993702,-2.5135143876075743,,,0.95,0.9,1.9594233687047538,2.05790112333528,0.7132905820131358,0.0,-57.181427,2188.1198002127626
42,1783186395.4275815,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.702232520096004,,4.79778206627816,,7.206962339580059,,2.1688836144930974,,2.9037141292355955,-1.0690242052078247,-0.013220943656051531,0.2832152210175991,1.5114008337259293,13795328,16734,6736,421,-45.40654,-45.40654,0.012923882366158069,0.0017663639591773972,-2.4686204731464385,-59.870464,0.02207307864446193,0.0016229963468504139,-2.536492754518986,,,0.95,0.9,2.2086546728674774,2.190096886726825,0.9214229379802168,0.0,-45.62871,2158.0302009137563
43,1783186549.279306,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.0040613145101815,,4.390947728883475,,7.0375344915664755,,1.7689195410348475,,2.7152777262963355,-0.6633676290512085,6.449461216107011e-05,0.18236523866653442,1.5090481340885162,14123008,17085,6896,431,-49.12757,-49.12757,0.018202284930157474,0.0010225646663457155,-2.5181970968842506,-41.879383,0.011879116916679778,0.0010653242439730092,-2.5982582077383993,,,0.95,0.9,1.9423130323447975,2.2313109039066275,0.953841198052024,0.0,-50.754993,2129.8422231554746
44,1783186698.1960123,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.843814640073106,,5.3134873397648335,,7.514919857494533,,2.1888081529177725,,3.100705926772207,-0.7105715274810791,-0.0001531015441287309,0.17142582358792424,1.517507966607809,14450688,17438,7056,441,-44.059242,-44.059242,0.0113071888074046,0.0009068348881555721,-2.6048706978559495,-60.036957,0.01240237956517376,-6.594079459318892e-05,-2.6362282991409303,,,0.95,0.9,2.1778250049797023,2.0420924922802253,0.8619062886384882,0.0,-64.03081,2200.4245654606334
45,1783186852.4690866,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.893426283728331,,4.410888087702915,,6.799526746501215,,1.7228107890114188,,2.7639119162922725,-0.9365885853767395,0.001945239448104985,0.2528858473524451,1.5261482298374176,14778368,17793,7216,451,-72.406075,-72.406075,0.019844507926609366,0.002233972011890728,-2.681047832965851,-53.3492,0.01644394568284042,0.0013570532231824473,-2.694391168653965,,,0.95,0.9,2.421104007575282,2.3103156477808584,0.7978256886105051,0.0,-48.380215,2124.0260234255506
46,1783187006.758696,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.322050679475069,,4.236889780848287,,6.346352525986731,,1.7153868353925645,,2.352167039178312,-0.7688555121421814,0.0008878986845957115,0.17943477095104754,1.5389149151742458,15106048,18150,7376,461,-51.7336,-51.7336,0.02005960778333247,0.0003315944253699854,-2.708104509115219,-45.72281,0.011555125148152,0.002143303801130969,-2.758909074962139,,,0.95,0.9,2.126412169493725,2.498337844697198,0.9905803391246961,0.0,-43.31467,2123.798044979756
47,1783187162.1696239,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.155072915251367,,4.868939067586325,,7.213754804106429,,1.9626004491583444,,2.775640684645623,-0.6730925440788269,-0.002912003008532338,0.13562794984318316,1.5394088327884674,15433728,18483,7536,471,-22.218609,-22.218609,0.007489447627449408,-5.3740650764666496e-05,-2.734604482352734,-28.119091,0.0058540597718092615,0.0012251809850567952,-2.7904506996273994,,,0.95,0.9,2.0740281779011442,2.4840820660021987,1.024872344684432,0.0,-40.07162,2108.4747624427887
48,1783187316.8611548,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.0572309559211135,,4.4731183759868145,,7.025405622902326,,1.8673103814944625,,2.621518171246862,-0.6914886236190796,-0.013268059439724311,0.18982498534023762,1.5304200202226639,15761408,18825,7696,481,-39.545708,-39.545708,0.01714729558734689,0.0015997120295651256,-2.751532518863678,-31.361704,0.007736317339004017,0.0008903974754502997,-2.7957658603787423,,,0.95,0.9,2.1323512815093766,2.3020757254182507,1.089588155573706,0.0,-34.0091,2118.280250642658
49,1783187482.109597,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.820321377192158,,5.303955405717716,,7.727146368473768,,2.271821250207722,,3.110039103310555,-0.8495486974716187,-0.005343576325685717,0.32127643493004143,1.5431979149580002,16089088,19167,7856,491,-37.600174,-37.600174,0.009942344625596889,0.002406530629377812,-2.764321081340313,-49.071575,0.01468384256004356,0.0009749372824444435,-2.8064034730196,,,0.95,0.9,2.4327249181795354,2.210775735541577,0.8628004107733103,0.0,-37.86114,1982.9537375644018
50,1783187671.2917316,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.812176253646612,,4.781222298741341,,6.973821225226857,,1.855561881326139,,2.5951597237726673,-0.3243037760257721,-2.0193197997286916e-05,0.1935525198932737,1.5523681715130806,16416768,19504,8016,501,-40.504448,-40.504448,0.01238761682761833,0.0008697794284671545,-2.807200226187706,-26.44727,0.013880514790071175,0.0007706935255555436,-2.834091477096081,,,0.95,0.9,2.2196053788268286,2.2817726612770377,0.9997404720119889,0.0,-47.58979,1732.0872983981255
51,1783187823.7165093,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.737624038942158,,4.068796884268522,,6.6444431487470865,,1.8212871979922056,,2.486169249517843,-0.6996746063232422,-0.0005006572318961844,0.2711609024554491,1.560687132179737,16744448,19838,8176,511,-30.127048,-30.127048,0.010526175421546213,0.0006437730757170357,-2.81451018601656,-32.92319,0.00924964047735557,0.0014388184281415306,-2.849220705032349,,,0.95,0.9,2.1507840057806606,2.561341867380886,0.7187702061396958,0.0,-39.61538,2149.782088779857
52,1783187977.627907,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.325866843573749,,5.0764465008396655,,7.396662507671863,,2.1732065292308107,,2.772963950817939,-0.869827926158905,-0.008407830551732332,0.1997752923052758,1.5687350071966648,17072128,20181,8336,521,-17.26563,-17.26563,0.008199124883685727,0.0026389750593807547,-2.851917251944542,-59.115623,0.01319854566536378,0.0006844610077678226,-2.84552301466465,,,0.95,0.9,2.2516515732176114,2.086491309770206,0.8516314994628625,0.0,-33.285027,2129.0169605719234
53,1783188132.7193313,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.766114119440317,,5.088404089212418,,7.4771410740795545,,2.154965485446155,,2.879362551262602,-0.49757760763168335,-0.010677666839910671,0.12649032566696405,1.5822532251477242,17399808,20518,8496,531,-50.971245,-50.971245,0.012001245962164831,0.000582422579464037,-2.87669198513031,-29.8444,0.012676571565680205,0.0010081440457724966,-2.8771593153476713,,,0.95,0.9,2.0615083524306956,2.3327917590919087,0.8445032306416582,0.0,-48.265175,2112.818566084245
54,1783188317.874259,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.2929816293763,,4.756383112631738,,6.960445532924496,,2.0364654680888634,,2.7566967072198167,-0.44837939739227295,-0.014677321087219752,0.18332902598194778,1.5801626667380333,17727488,20845,8656,541,-57.246124,-57.246124,0.014145741876563988,0.0008247732359450311,-2.9229734227061273,-35.148277,0.010691129649057985,0.001480878893926274,-2.913972444832325,,,0.95,0.9,1.9986209734111793,2.310540257484991,0.7352176665033414,0.0,-46.424953,1769.7608215706243
55,1783188474.721233,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.218716157600284,,4.72271686187014,,7.116759438998997,,1.9777540090763068,,2.8460279628634453,-0.7621742486953735,-0.016646465053781867,0.2336903652176261,1.5638053454458714,18055168,21191,8816,551,-33.430534,-33.430534,0.013495813313056715,0.001818927441490814,-2.9479245081543923,-41.308434,0.012292751099448652,0.0007124377501895651,-2.952599273622036,,,0.95,0.9,2.198280462361707,2.501712553517966,0.6549139070248775,0.0,-43.71844,2089.170042625257
56,1783188629.967701,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.872952082107076,,4.613101906958036,,7.047596785007045,,1.9147763184737414,,2.651450603734702,-0.6382104754447937,-0.002573977631982416,0.08723475656006485,1.5663913935422897,18382848,21526,8976,561,-21.234884,-21.234884,0.007051160285482183,0.0008527645870344714,-2.993619602918625,-29.874212,0.011207177542382851,0.0005102874187286943,-3.029764898121357,,,0.95,0.9,2.310916923178347,2.4611700550284374,0.6113278251084697,0.0,-24.432003,2110.708238952379
57,1783188783.3767016,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.534308193251491,,4.692702972795814,,6.986918096314184,,1.8659309725044295,,2.8008337178616785,-0.7832247614860535,0.00014665969501947984,0.2871226358693093,1.5729638412594795,18710528,21858,9136,571,-26.376938,-26.376938,0.011217547256092076,0.0018659363762708382,-3.0538550540804863,-53.128704,0.022106790498946795,0.0002799518042593263,-3.0655413225293158,,,0.95,0.9,2.0283755270270962,2.1697895623468946,0.8815018120565072,0.0,-42.022938,2135.9895291988523
58,1783188932.6999793,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.65597799886018,,5.308951023966074,,7.435672654304653,,2.232177022844553,,2.872315461980179,-0.3529644310474396,-0.009352480294182897,0.16640360956080258,1.579545110464096,19038208,22191,9296,581,-57.603386,-57.603386,0.01785238403826952,0.0004444129517651163,-3.082670620083809,-32.67169,0.017411281855311246,0.0012106754744309,-3.1287581369280817,,,0.95,0.9,2.160477381650746,2.293272087742703,0.6821455851881177,0.0,-48.010418,2194.4333700198245
59,1783189088.0143714,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.189389987848699,,4.646107035689056,,7.034488468256313,,1.9771454092115164,,2.6783669209107757,-0.649239182472229,-0.0013327239721547812,0.18524021678604186,1.5916940458118916,19365888,22530,9456,591,-50.769333,-50.769333,0.015360424079699442,0.0008034166792640462,-3.1596872970461845,-40.81218,0.015195744734955951,0.0014044607640244066,-3.212274286150932,,,0.95,0.9,2.2536131303192364,2.660173118540573,0.7450502277411022,0.0,-39.9475,2109.7851262355352
60,1783189240.66372,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.62182389665395,,5.001798701996449,,7.576844299677759,,2.0141356682870537,,2.8019436297472566,-0.35099440813064575,-0.008768035870161839,0.23840001330245286,1.5910836532711983,19693568,22870,9616,601,-25.614178,-25.614178,0.009218741752556525,0.0020311418338678777,-3.1990574926137922,-34.784615,0.011593220505164935,0.001055593986529857,-3.248013345897198,,,0.95,0.9,2.527001777616766,2.545321461537714,0.6752967077698113,0.0,-33.765537,2146.618812149392
61,1783189393.3397765,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.369624989107251,,4.986750451847911,,7.15574156306684,,1.9270258601754904,,2.838048575213179,-0.5453177094459534,-0.005078626862086821,0.19639110378921032,1.5924186557531357,20021248,23202,9776,611,-27.261875,-27.261875,0.014498283286229707,0.0003728041599970311,-3.283241665363312,-51.564625,0.017916366565623322,0.0006669733935268596,-3.3008860036730767,,,0.95,0.9,2.609924395031091,2.237074930626208,0.6772736061847144,0.0,-56.746033,2146.243741742792
62,1783189548.6966515,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,6.006970228627324,,5.433846819680184,,7.763142789830454,,2.145006621547509,,3.1327358009293675,-0.6268293857574463,0.00029193216460043914,0.17746985680423677,1.598841655999422,20348928,23540,9936,621,-38.47499,-38.47499,0.012281977967359126,0.002020753180840984,-3.310009276866913,-62.46928,0.02347122860373929,0.0010948398354230448,-3.3397247016429903,,,0.95,0.9,2.548042379142447,2.3613050555501713,0.6378725897429618,0.0,-27.561563,2109.2082989473847
63,1783189703.6176884,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.835284700617194,,5.40804352494888,,7.735077206976712,,2.222382788779214,,3.0545357461087406,-0.2829180955886841,-0.0013123106036800891,0.16234061238355935,1.6104234084486961,20676608,23877,10096,631,-35.476276,-35.476276,0.013334308410412632,0.0002530037832912058,-3.338943836092949,-28.082275,0.01050018354144413,0.0012114485041820444,-3.3675311729311943,,,0.95,0.9,2.296363534292788,2.4788654658281843,0.7925537410715253,0.0,-21.240599,2115.142048573551
64,1783189858.292442,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.787283573299646,,5.151793442666531,,7.430065020918846,,1.9723109529586509,,2.8192865950986743,-0.699417233467102,0.0006827253964729607,0.1161416678223759,1.6120340786874294,21004288,24207,10256,641,-36.670696,-36.670696,0.010934488417115062,0.002747867602738552,-3.421299934387207,-48.880013,0.007986563714803196,0.001162345647753682,-3.4009617030620576,,,0.95,0.9,2.5058887261197906,2.763544578349505,0.8840180378687528,0.0,-19.232225,2118.509963121208
65,1783190011.1807864,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.051355700008571,,4.926335684256628,,7.275340149644762,,1.9432997254189104,,2.6529437861172482,-0.49347084760665894,-0.004258018686186915,0.16009315266273916,1.6258443742990494,21331968,24538,10416,651,-7.3121033,-7.3121033,0.011176402619457803,0.00030202775669749824,-3.4818703696131705,-25.01115,0.012784656582516618,0.004061952739721164,-3.5104695737361906,,,0.95,0.9,2.5028792431719227,2.71065594677391,0.6528211629269651,0.0,-30.821323,2143.263443421921
66,1783190167.5196054,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.81807766109705,,4.718403682345524,,6.816702128387988,,1.7311539314687252,,2.6011038050055504,-0.29553747177124023,-0.007306760664505418,0.11629561614245176,1.6436333656311035,21659648,24870,10576,661,-13.415341,-13.415341,0.008464424576959572,0.0026063224737299605,-3.5443088307976724,-32.776848,0.009094961507071276,0.0010257569316308945,-3.547580695152283,,,0.95,0.9,2.516802524622595,2.3320443911167543,0.9651148609219291,0.0,-29.9892,2095.9604727183387
67,1783190322.994357,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.425601271912456,,4.828408264555037,,6.8719405005685985,,1.868816712172702,,2.6402439075754955,-0.7432502508163452,-0.0010480850432941224,0.10095654660835862,1.644652858376503,21987328,25196,10736,671,-14.350332,-14.350332,0.00879471243097214,0.0021618673228658734,-3.5920010313391684,-38.415993,0.009858615399571136,0.0007690946033108049,-3.6051990732550623,,,0.95,0.9,2.6730810912746863,2.388912475221894,0.5967750835213863,0.0,-18.055088,2107.6090971531385
