# _tick,_time,plr_track_ground_roughness,track_ground_roughness,plr_track_student_ground_roughness,track_student_ground_roughness,plr_track_pit_gap_low,track_pit_gap_low,plr_track_student_pit_gap_low,track_student_pit_gap_low,plr_track_pit_gap_high,track_pit_gap_high,plr_track_student_pit_gap_high,track_student_pit_gap_high,plr_track_stump_height_low,track_stump_height_low,plr_track_student_stump_height_low,track_student_stump_height_low,plr_track_stump_height_high,track_stump_height_high,plr_track_student_stump_height_high,track_student_stump_height_high,plr_track_ued_ground_roughness,track_ued_ground_roughness,plr_track_ued_pit_gap_low,track_ued_pit_gap_low,plr_track_ued_pit_gap_high,track_ued_pit_gap_high,plr_track_ued_stump_height_low,track_ued_stump_height_low,plr_track_ued_stump_height_high,track_ued_stump_height_high,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,target_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,dps_lambda_skill,dps_lambda_target,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:BipedalWalker-MADS-POET-Rose-3a-Eval-v0,test_returns:BipedalWalker-MADS-POET-Rose-3a-Eval-v0,sps
10,1783181216.4008892,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.864741978235543,,4.555542265938129,,6.7038090810819995,,1.6679627252742648,,2.4266353292332496,-1.1579564809799194,0.000251894467510283,0.4673660462722182,1.4008127711713314,3309568,5640,1616,101,-69.808365,-69.808365,0.0111893133551348,0.0005534988449653611,1.357443019002676,-91.31445,0.018822792172431945,-0.0027469328400911764,1.350552511960268,,,0.95,0.9,0.9034226138179499,1.0355693598976603,1.0214734250870312,0.0,-70.414055,2093.9163861162647
11,1783181423.5603638,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.051245461218059,,4.781605679541826,,7.01838277420029,,2.041273289360106,,2.7063122882536845,-0.7678687572479248,0.0009599295663065277,0.20698085124604404,1.392226554453373,3637248,5966,1776,111,-47.665516,-47.665516,0.005704429664183408,0.00024305006372742354,0.9815730884671211,-59.013947,0.008357957980479114,-0.001684959810518194,0.941870640963316,,,0.95,0.9,1.005184794430091,0.9950651885735174,1.539865249944858,0.0,-62.38029,1581.7765539579002
12,1783181595.3624446,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.754562180489302,,4.3915245099924505,,6.730918078450486,,1.7234827282372862,,2.463423774112016,-0.3695133626461029,-0.0015387705207103863,0.14601486269384623,1.386485442519188,3964928,6290,1936,121,-46.809097,-46.809097,0.005507209817005787,-0.0005541015911148861,0.5901847064495087,-47.92543,0.0069003535725642,-0.0007023217447567731,0.5503490097820759,,,0.95,0.9,0.9678469711310281,1.1459382177706225,1.1631103141078785,0.0,-48.724247,1907.3110110548732
13,1783181752.2226453,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.000327802437823,,4.370430938899517,,6.840245109051466,,1.811374661163427,,2.71668163954746,-0.6447224617004395,-0.0013958926720079035,0.13759767869487405,1.3914145193994045,4292608,6614,2096,131,-39.305443,-39.305443,0.006484624977747444,0.0005316863273037598,0.14010061249136924,-53.30898,0.006021432529087179,3.713324258569628e-05,0.07409568801522255,,,0.95,0.9,1.1445435872077856,1.2706037434851285,1.0909155653306835,0.0,-53.708992,2088.993809648035
14,1783181916.3352926,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.884297251701355,,4.36278971331194,,7.180104995146394,,1.6748845702386461,,2.5211315560154617,-0.6365459561347961,-0.0066492164332885295,0.1662244477774948,1.4033422656357288,4620288,6937,2256,141,-36.558323,-36.558323,0.006123997073154896,0.0004983737453585491,-0.11385381519794464,-46.003365,0.007106990829925053,-3.156216844217852e-05,-0.2365168161690235,,,0.95,0.9,1.2111873160154953,1.397188729161315,0.9155160370509843,0.0,-53.460125,1996.6774931712048
15,1783182080.4160702,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.413904283661395,,4.760610688477755,,7.571197787299752,,2.0913698457879946,,2.958213261794299,-0.30523064732551575,-0.015608114950737217,0.07353475037962198,1.4092423096299171,4947968,7262,2416,151,-37.058556,-37.058556,0.009146715021051932,0.0008925795933464542,-0.3718257211148739,-39.8339,0.0057088385568931695,2.50049342866987e-05,-0.48837532475590706,,,0.95,0.9,1.374417688878776,1.6220056729777945,0.9273046914583585,0.0,-46.110497,1997.0653567547006
16,1783182277.645234,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.0156009420752525,,4.714644020423293,,6.935794735793024,,1.8413101588375866,,2.652164335595444,-1.0104880332946777,-1.4129465853329748e-05,0.23973283939994872,1.4017557203769684,5275648,7588,2576,161,-29.944683,-29.944683,0.013000566279515624,0.0013755030231550336,-0.6232366614043713,-45.568676,0.012989093427313492,-0.0008383595064515248,-0.6550961904227733,,,0.95,0.9,1.4308266222127897,1.5707277094835035,0.9310553481417871,0.0,-40.08043,1661.4174938573178
17,1783182438.3227446,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.084727365290746,,4.97044035725412,,7.436128789559007,,2.007745001290459,,2.769378879573196,-0.6046521663665771,-0.007282114413101226,0.14399118581786752,1.4143423400819302,5603328,7936,2736,171,-60.826225,-60.826225,0.01504851044737734,0.0018318816175451503,-0.7317097388207913,-36.804226,0.01051701275864616,-0.0007147959724534303,-0.8058212049305439,,,0.95,0.9,1.465485335871294,1.5777991730925907,1.3001151715457815,0.0,-45.168163,2039.3643330111724
18,1783182593.3704035,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.061104525113478,,4.411912619136274,,7.106134385801852,,1.9468070860020816,,2.6741415155120194,-0.6774808764457703,-0.022512767449370585,0.2124543588142842,1.4237107560038567,5931008,8276,2896,181,-74.23489,-74.23489,0.031508908706018704,0.0021316256301361137,-0.9082232803106308,-50.93675,0.010081515612546355,-9.829121991060674e-05,-0.946546746045351,,,0.95,0.9,1.6176727734886878,1.6295544641995814,1.2116480378927963,0.0,-46.391163,2113.4146911143093
19,1783182755.288289,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.0103165144100785,,4.813074364326894,,7.0069013852626085,,1.9109545913524926,,2.6097036559367552,-0.44839558005332947,-0.0032738230042923533,0.057880590145941824,1.4318451434373856,6258688,8649,3056,191,-39.265587,-39.265587,0.010712943180988078,-5.792545562144369e-05,-0.9800758011639118,-45.73507,0.007869497673527803,0.001204396270622965,-1.0664880275726318,,,0.95,0.9,1.3468212030856237,1.6020456207689677,0.9725138563906927,0.0,-54.196777,2023.741659460546
20,1783182914.3320112,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.51072104787454,,5.126480448059738,,7.462188631296158,,2.064226940856315,,2.8420016913150903,-0.27400916814804077,-0.005812853669340257,0.04851087857969105,1.4201004020869732,6586368,8996,3216,201,-59.911396,-59.911396,0.02143820727360435,0.001593953110568691,-1.137793766707182,-49.25022,0.008204114950785879,0.0009660111958510242,-1.2180720798671245,,,0.95,0.9,1.6881143268859902,1.7353979086438733,0.7963605765028883,0.0,-45.6603,2060.3140239190593
21,1783183068.9243746,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.07207315240521,,4.431377493194304,,6.849344997550361,,1.7420964702032506,,2.4818006698042154,-0.6227433085441589,-0.004703030615928583,0.14552738098427653,1.4120284765958786,6914048,9351,3376,211,-37.729454,-37.729454,0.015089847781928257,0.0008055459358729423,-1.2979816794395447,-53.40841,0.015110327384900302,0.0011348921121680177,-1.3403624184429646,,,0.95,0.9,1.6224219132537399,1.6875099430029217,0.8501235225742287,0.0,-51.648823,2119.6391786240924
22,1783183225.877909,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.458642760757357,,4.751327753532678,,6.936074282974005,,2.0521821049042046,,2.838465341250412,-0.9453301429748535,-0.0010990581649821252,0.20888607064262033,1.4249308444559574,7241728,9737,3536,221,-22.337994,-22.337994,0.013104709360050038,0.0004989132328773848,-1.4069292664527893,-51.825188,0.029318226024042816,0.0014383952802745625,-1.506675560027361,,,0.95,0.9,1.6150728892421913,1.8335557314023894,1.1074557856219758,0.0,-45.842873,2087.7514451423717
23,1783183376.7815242,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.074329212424345,,4.365967923775315,,6.717107261181809,,1.7273279805667698,,2.474908397998661,-0.36627525091171265,-0.00504180476127658,0.23540811613202095,1.4217618145048618,7569408,10104,3696,231,-47.096436,-47.096436,0.018483853695215657,0.001552401130902581,-1.541894482076168,-53.255516,0.01167598937463481,0.0009778681138413957,-1.5925180360674858,,,0.95,0.9,1.8557272519541308,2.1937454154336704,1.0985260798746128,0.0,-56.234215,2171.452302513871
24,1783183538.5967417,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.640229801298119,,5.088554736459628,,7.70776237314567,,2.197050161426887,,2.9731451965635642,-0.30204394459724426,-0.007915850306744687,0.228079613763839,1.4294943250715733,7897088,10467,3856,241,-71.88699,-71.88699,0.01725313083443325,0.0026981813804013654,-1.590664315968752,-44.64531,0.007989937585080042,0.0006056942642317153,-1.6467395290732383,,,0.95,0.9,1.8180081465501268,2.1901467146152145,0.6894512385614124,0.0,-45.781364,2025.025812989994
25,1783183692.29324,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,4.583579033613205,,4.283221464604139,,6.528177656466141,,1.7664588934567291,,2.4982094410588616,-0.38619500398635864,-0.004366730885521974,0.2472003996372223,1.4319233819842339,8224768,10859,4016,251,-90.92473,-90.92473,0.030138832842931153,0.0009539956459775567,-1.6870817095041275,-45.977364,0.024311757000396027,0.0010696732671931386,-1.7501979932188987,,,0.95,0.9,1.7810700740924645,1.8247203822828044,0.7714659884685516,0.0,-43.907463,2131.9939566244034
26,1783183847.2073946,,5.28,,5.28,,4.799999999999999,,4.799999999999999,,7.200000000000002,,7.200000000000002,,1.9800000000000002,,1.9800000000000002,,2.759999999999999,,2.759999999999999,,5.420891172252595,,4.902567259967327,,7.365215199068189,,2.0508170838002115,,2.7472410020418465,-0.09452831745147705,-0.004927656706513517,0.10039512073853984,1.4498173296451569,8552448,11238,4176,261,-59.445423,-59.445423,0.013237002067035064,0.0012112983327824622,-1.7523986168205739,-30.864923,0.012601855208049528,0.0001341425158898346,-1.7733548536896706,,,0.95,0.9,1.8017727218986344,1.8344709685608174,0.9515949896190313,0.0,-59.607353,2115.2360700029217
