# _tick,_time,plr_track_ground_roughness,track_ground_roughness,plr_track_student_ground_roughness,track_student_ground_roughness,plr_track_pit_gap_low,track_pit_gap_low,plr_track_student_pit_gap_low,track_student_pit_gap_low,plr_track_pit_gap_high,track_pit_gap_high,plr_track_student_pit_gap_high,track_student_pit_gap_high,plr_track_stump_height_low,track_stump_height_low,plr_track_student_stump_height_low,track_student_stump_height_low,plr_track_stump_height_high,track_stump_height_high,plr_track_student_stump_height_high,track_student_stump_height_high,plr_track_stair_height_low,track_stair_height_low,plr_track_student_stair_height_low,track_student_stair_height_low,plr_track_stair_height_high,track_stair_height_high,plr_track_student_stair_height_high,track_student_stair_height_high,plr_track_stair_steps,track_stair_steps,plr_track_student_stair_steps,track_student_stair_steps,plr_track_ued_ground_roughness,track_ued_ground_roughness,plr_track_ued_pit_gap_low,track_ued_pit_gap_low,plr_track_ued_pit_gap_high,track_ued_pit_gap_high,plr_track_ued_stump_height_low,track_ued_stump_height_low,plr_track_ued_stump_height_high,track_ued_stump_height_high,plr_track_ued_stair_height_low,track_ued_stair_height_low,plr_track_ued_stair_height_high,track_ued_stair_height_high,plr_track_ued_stair_steps,track_ued_stair_steps,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,dces_l_pi,dces_l_delta,dces_l_tot,dces_q_delta,dces_q_delta_std,dces_w1,dces_w2,dces_buf,dces_c_std,dces_c_absmean,dces_reg_std,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,dps_mode,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:BipedalWalker-MADS-Hard-Eval-v0,test_returns:BipedalWalker-MADS-Hard-Eval-v0,sps,target_agent_return
10,1784863209.6771338,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.66544836119283,,6.686959762126207,,9.938283605501056,,1.2084968336857855,,4.168120473623276,,2.2558848885819316,,4.958704074844718,,8.375,-0.1227002739906311,-0.009527750546112657,0.0005076551715319511,1.371821265667677,0.6686570644378662,0.8741574883460999,0.6036914587020874,0.0014567484613507986,0.03993537276983261,0.9239826202392578,0.43870383501052856,816,0.33296605944633484,5.7821125984191895,0.019979795441031456,1671168,5976,816,51,-92.64462,0.007098542188759893,-0.0018313424327061512,4.134261423349381,-111.6552,0.01242202166467905,-0.000858996305760229,4.002615922689438,,,static,0.5781913941078167,0.6350688351341818,0.8663360675181222,0.0,-95.15767,2209.8044223203874,-92.64462
11,1784863285.012171,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.587563442066312,,5.819755591568537,,9.394662097096443,,0.97945592016913,,3.8647052335727494,,1.8536059942853171,,4.792641217354685,,7.4375,-0.08148549497127533,-0.003837472992017865,0.03235900271101855,1.3642233721911907,0.7363274097442627,0.9031515121459961,0.6824320554733276,-0.05405611917376518,0.1874488890171051,0.8968811631202698,0.4044003486633301,896,0.42184507846832275,5.216235637664795,0.03088204748928547,1835008,6155,896,56,-96.601295,0.017166621203068645,-0.0017540345041197724,3.95923056602478,-103.699356,0.014645889442181214,-0.002706120921357069,3.7821839690208434,,,static,0.622044727249631,0.6641351928865689,1.1290468705518437,0.0,-102.758995,2174.818721477339,-96.601295
12,1784863361.8711514,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.8073769335169345,,5.644753055647016,,9.673175679519773,,0.845961278071627,,3.778931712731719,,1.8121784403920174,,4.74747523048427,,7.75,-0.05850435420870781,-0.0012833034852519631,0.01082436258730013,1.3693759441375732,0.698501706123352,0.9245221018791199,0.6750885844230652,0.004359334707260132,0.15926243364810944,0.9647200107574463,0.382409930229187,976,0.39082062244415283,5.257481575012207,0.020166387781500816,1998848,6323,976,61,-84.9261,0.0047406245663296435,-0.0024498113765730523,3.751332473754883,-112.9941,0.01343018345942255,-0.0020533246541162955,3.542217916250229,,,static,0.703759647293954,0.7212331595526258,0.7437997936724354,0.0,-99.973,2131.695372028438,-84.9261
13,1784863438.5644279,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.20934223709628,,6.138145771634299,,9.748684715654235,,1.106056176678976,,4.160961969289929,,2.220928567228839,,4.890232000499964,,8.4375,-0.09613778442144394,-0.00931377976667136,0.010700372600695118,1.3635376058518887,0.6527965068817139,0.9029198884963989,0.5429964661598206,-0.03878732770681381,0.07791821658611298,0.9116607308387756,0.35075297951698303,1056,0.41814565658569336,5.613981246948242,0.027104685083031654,2162688,6493,1056,66,-86.227875,0.005773363373009488,-0.0015932357579004019,3.491456186771393,-106.343994,0.01130358778173104,-0.0014407265596673823,3.3106626346707344,,,static,0.7739548796382734,0.7869624394610337,1.0210108752313305,0.0,-102.775246,2136.30248953755,-86.227875
14,1784863511.8936312,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.242542356485501,,6.017456034896895,,9.676030861213803,,1.1034808665281162,,4.0799946350525715,,1.938559272326529,,4.878409125609323,,8.0,-0.08870337158441544,-0.000683595979353413,0.05197711329674348,1.3553303591907024,0.8418574333190918,0.8483268618583679,0.7934016585350037,-0.03201546519994736,0.062231361865997314,0.8443257808685303,0.3457532227039337,1136,0.42265087366104126,5.492059230804443,0.03139033913612366,2326528,6662,1136,71,-72.70076,0.010588803485734388,-0.0011323640137561597,3.333504357933998,-104.386734,0.011130964063340798,-0.0021068251196993517,3.069647842645645,,,static,0.7718142213932742,0.7672161594620404,1.2529949655648593,0.0,-94.63767,2234.307433576063,-72.70076
15,1784863583.3171356,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.640007213689387,,6.73881690017879,,9.993605764582753,,1.3321658414788544,,4.289504328509793,,2.2791824620217085,,4.933316433802247,,8.3125,-0.11252079159021378,0.0003710396122187376,0.0007020185676083202,1.3488468527793884,0.670710027217865,0.8154520392417908,0.5506911277770996,0.08413085341453552,0.039060525596141815,0.793752133846283,0.32727786898612976,1216,0.26053386926651,5.814887523651123,0.019838320091366768,2490368,6838,1216,76,-73.429955,0.012943832817836665,-0.0005776021294877865,3.1496655002236364,-106.49984,0.01640224734437652,-0.0015664152932004071,2.88704195022583,,,static,0.8132788741762648,0.8008470641427664,0.7268827118875802,0.0,-90.177765,2293.92216852935,-73.429955
16,1784863655.9573252,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.482951765879989,,6.648445559665561,,9.928820320405066,,1.065735008334741,,4.10132103972137,,2.172879480145639,,4.954038060037419,,8.25,-0.05867188051342964,-0.022684653697069734,0.012677019942202605,1.3506859727203846,0.6193350553512573,0.9643260836601257,0.5118014216423035,0.11608915776014328,0.13228820264339447,0.7457743883132935,0.304469496011734,1296,0.3330017626285553,5.700523853302002,0.014579342678189278,2654208,7024,1296,81,-69.78808,0.006796089533600025,-0.0009101124960579909,2.9241362318396567,-97.56681,0.013250297715421766,-0.0016684056143276393,2.7409104228019716,,,static,0.9107272150468922,0.8260879559777576,0.9366512008445202,0.0,-87.43828,2255.501229565334,-69.78808
17,1784863727.3953679,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.542044719681144,,5.97110794018954,,9.671036802232265,,0.7320019878679886,,3.7816168814897537,,1.8392848341027275,,4.770672491053119,,7.625,-0.08650311827659607,-0.005075394641608,0.04138660794706084,1.3518940657377243,0.4577953815460205,0.9187783002853394,0.3864052891731262,0.10494377464056015,0.0942249670624733,0.5602202415466309,0.2618642747402191,1376,0.3889196217060089,5.241595268249512,0.013536482118070126,2818048,7191,1376,86,-60.89206,0.00537734089884907,-0.0007390656683128327,2.657008947432041,-76.10054,0.008265034997020849,-0.0015750222650240176,2.5422625809907915,,,static,0.9638378901891043,0.8836132369474342,1.1050371305162283,0.0,-91.514725,2293.4554242667377,-60.89206
18,1784863801.6082432,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.8680487321689725,,5.917327501025284,,9.633371350355446,,0.989639088860713,,3.9084359296248294,,1.7934886887669563,,4.81405909685418,,8.0,-0.08019790798425674,-0.001205865657539107,0.004209708349662833,1.3391523100435734,0.6604204773902893,0.9625809192657471,0.44559845328330994,-0.023642368614673615,0.07319356501102448,0.6842445135116577,0.2523621916770935,1456,0.41648077964782715,5.365546703338623,0.020617615431547165,2981888,7363,1456,91,-53.122124,0.003056066281715175,-0.00018183621868956835,2.435176707804203,-87.107994,0.010316390445223079,-0.0014476667405688205,2.3908757299184797,,,static,1.1465717856452666,0.8644352373737496,0.7161475499599808,0.0,-78.7255,2207.7034305722304,-53.122124
19,1784863873.8153348,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.99591944180429,,5.791148856864311,,9.770399472443387,,0.9871094221598469,,4.074866506271064,,2.0998258164618164,,4.925270724692382,,8.125,-0.07270831614732742,-0.02463212888687849,0.0020207617708365433,1.340116672217846,0.4841291308403015,0.9407012462615967,0.30465754866600037,-0.0464291125535965,0.09218160063028336,0.7938672304153442,0.23706266283988953,1536,0.4039831757545471,5.471192836761475,0.016490057110786438,3145728,7530,1536,96,-52.35412,0.004609614491346292,-2.7400695398682728e-05,2.1613259598612786,-84.1492,0.012471377590554767,-0.001573586971790064,2.1496156573295595,,,static,1.0378888000012239,0.9577843418148788,0.9598790454372098,0.0,-82.59208,2269.029072828162,-52.35412
20,1784863945.9991946,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.01963703695219,,5.713770032394677,,9.717071246821433,,0.9842963002156466,,4.11273543164134,,1.9548149306792766,,4.838406848255545,,7.5625,-0.08413815498352051,-0.01663759333314374,0.001657218623222434,1.345703125,0.3711048662662506,0.9453228116035461,0.24046079814434052,-0.07944987714290619,0.0496063306927681,0.7781597375869751,0.2227022647857666,1616,0.38616201281547546,5.362904071807861,0.012513531371951103,3309568,7701,1616,101,-58.94404,0.006142639259633142,-0.00016983453824650496,1.9713639631867408,-68.51522,0.005721040566277225,-0.0012820979056414217,1.8935306251049042,,,static,1.1372946998387066,1.0775408725587252,0.8945490601922661,0.0,-95.01863,2269.7597407025687,-58.94404
21,1784864018.9531906,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.831412070663646,,5.938173667876981,,9.607179069236736,,1.000779076013714,,3.8993421506602317,,2.0175268242601305,,4.826865299604833,,8.0,-0.0773141086101532,-0.009419167967280373,0.0019821457208308857,1.3424553088843822,0.44245392084121704,1.0019723176956177,0.21785487234592438,0.05743299052119255,0.0890258401632309,0.6467612981796265,0.23281270265579224,1696,0.4206361472606659,5.3901591300964355,0.022160902619361877,3473408,7871,1696,106,-41.671516,0.004998684046586277,-0.0006375097902491689,1.8116519756615161,-75.6585,0.012495877340552398,-0.0019378570570552256,1.6645870141685009,,,static,1.174087242040555,1.097704372510363,1.0430612626053584,0.0,-74.952286,2245.7985913438847,-41.671516
22,1784864089.9542646,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.005717976513552,,6.397531374823302,,9.676000546460273,,1.022933148778975,,4.0874837909359485,,2.0677651650330517,,4.891193191986531,,7.75,-0.07043742388486862,-0.005575489078182727,0.0036116634746576892,1.329736229032278,0.7743040323257446,0.9316306114196777,0.5374584197998047,-0.04697759822010994,0.0771438255906105,0.5788124203681946,0.22525759041309357,1776,0.3809937834739685,5.487328052520752,0.034042079001665115,3637248,8042,1776,111,-38.88759,0.004426000681269216,-0.0008962266452726908,1.622048632800579,-90.9716,0.01925945092225447,-0.0005688033517799341,1.489695818722248,,,static,1.2443878145103473,1.0991916922244873,0.776060132061505,0.0,-78.44641,2307.5708187345786,-38.88759
23,1784864160.6939323,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.420054099988192,,6.590094355400652,,9.935940145514905,,1.179407586925663,,4.264517169445753,,2.2460547328810208,,4.8811778128147125,,8.4375,-0.07197973877191544,-0.002359873498789966,0.005874172296898905,1.3210913874208927,0.4178270101547241,0.8885002136230469,0.21804708242416382,0.1771257519721985,0.15084737539291382,0.6405120491981506,0.2192380130290985,1856,0.35077640414237976,5.744343280792236,0.012068177573382854,3801088,8233,1856,116,-36.701,0.005599317900487222,-0.000512472381524276,1.421582791954279,-65.85289,0.008158006546727848,-0.0021558049906161615,1.3330093532800675,,,static,1.3892280370292625,1.1684849883817165,0.790349026813523,0.0,-74.53761,2316.0981399113793,-36.701
24,1784864230.7638886,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.967485131346621,,6.145024388039019,,9.717454004101455,,0.9885503428522497,,4.152650702279061,,2.0549044540384784,,4.845801528077573,,8.375,-0.06683483719825745,-0.008978802245110273,0.007584189781482564,1.3154501244425774,0.3423497676849365,0.9529935121536255,0.2061009705066681,0.1407187134027481,0.11165901273488998,0.9039047956466675,0.21754585206508636,1936,0.41160428524017334,5.530859470367432,0.006123394705355167,3964928,8399,1936,121,-36.33721,0.0072445216123014685,0.00038094485644251107,1.305801410228014,-57.645916,0.004268890008097515,-0.0002025949477683753,1.1093452177941798,,,static,1.283041936497901,1.4020670600609018,1.0983556750195391,0.0,-76.53992,2338.2347756450026,-36.33721
25,1784864297.1256747,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.090923730109353,,6.231647603213787,,9.846567475469783,,1.080738589327666,,4.28573779319413,,2.0415633260272443,,4.878082451876253,,8.25,-0.07904114574193954,-0.002336113539058715,0.013050036839558743,1.3047378286719322,0.4023412764072418,0.962270200252533,0.23271122574806213,0.030817758291959763,0.062364161014556885,0.6233524084091187,0.2028530389070511,2016,0.3872748017311096,5.5881571769714355,0.012638043612241745,4128768,8564,2016,126,-33.719856,0.008140781140537002,-0.0012048711221723351,1.1976313553750515,-66.00848,0.0071752887582988475,-0.00035320221504662184,0.8332790721207857,,,static,1.1472836695169986,1.223951198740292,0.9191354288976592,0.0,-82.15445,2468.8903228819668,-33.719856
26,1784864365.2265778,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.030189771205187,,5.9347002087160945,,9.812765590846539,,1.139599233865738,,3.991300738765858,,2.0041355877183378,,4.9102709190919995,,8.125,-0.05230278521776199,-0.009552166447974741,0.0049839039202197455,1.2960817068815231,0.3352498710155487,0.9811769723892212,0.28334513306617737,0.023026227951049805,0.10965175181627274,0.6957113742828369,0.1909719854593277,2096,0.4061061441898346,5.493495464324951,0.018599191680550575,4292608,8736,2096,131,-41.73474,0.008105900419468525,-0.0002714535869017709,1.1338035076856614,-47.082268,0.004981743429380003,-0.0016487801971379668,0.6707371450960636,,,static,1.3782620275011586,1.450768996911697,0.845100757642757,0.0,-67.24242,2405.8419172783324,-41.73474
27,1784864433.003909,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.501760115846992,,6.584262978751212,,9.898269537836313,,1.3043687113095075,,4.196664412971586,,2.2952443598769605,,4.95893487543799,,8.4375,-0.08334015309810638,-0.008015110273845494,0.00837132802553242,1.2911611571907997,0.6379843950271606,0.970204770565033,0.43199649453163147,0.00875248946249485,0.06131529062986374,0.6439805030822754,0.1845119297504425,2176,0.26921170949935913,5.772125244140625,0.020824218168854713,4456448,8915,2176,136,-33.867,0.009153715055435895,0.00010023519571404904,1.002450166642666,-83.02704,0.011345120874466375,-0.00019086319080088287,0.5088800024241209,,,static,1.3015327241698522,1.4376784946000312,0.890732498524279,0.0,-75.0189,2417.3274733704666,-33.867
