# _tick,_time,plr_track_ground_roughness,track_ground_roughness,plr_track_student_ground_roughness,track_student_ground_roughness,plr_track_pit_gap_low,track_pit_gap_low,plr_track_student_pit_gap_low,track_student_pit_gap_low,plr_track_pit_gap_high,track_pit_gap_high,plr_track_student_pit_gap_high,track_student_pit_gap_high,plr_track_stump_height_low,track_stump_height_low,plr_track_student_stump_height_low,track_student_stump_height_low,plr_track_stump_height_high,track_stump_height_high,plr_track_student_stump_height_high,track_student_stump_height_high,plr_track_stair_height_low,track_stair_height_low,plr_track_student_stair_height_low,track_student_stair_height_low,plr_track_stair_height_high,track_stair_height_high,plr_track_student_stair_height_high,track_student_stair_height_high,plr_track_stair_steps,track_stair_steps,plr_track_student_stair_steps,track_student_stair_steps,plr_track_ued_ground_roughness,track_ued_ground_roughness,plr_track_ued_pit_gap_low,track_ued_pit_gap_low,plr_track_ued_pit_gap_high,track_ued_pit_gap_high,plr_track_ued_stump_height_low,track_ued_stump_height_low,plr_track_ued_stump_height_high,track_ued_stump_height_high,plr_track_ued_stair_height_low,track_ued_stair_height_low,plr_track_ued_stair_height_high,track_ued_stair_height_high,plr_track_ued_stair_steps,track_ued_stair_steps,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,dces_l_pi,dces_l_delta,dces_l_tot,dces_q_delta,dces_q_delta_std,dces_w1,dces_w2,dces_buf,dces_c_std,dces_c_absmean,dces_reg_std,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,dps_lambda_skill,dps_lambda_target,dps_mode,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:BipedalWalker-MADS-Hard-Eval-v0,test_returns:BipedalWalker-MADS-Hard-Eval-v0,sps,target_agent_return
0,1784881961.0983183,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.4725200576358475,,5.967760858591646,,9.414045376703143,,0.8726801560260355,,3.8792424609928275,,1.744390313513577,,4.718350222334266,,7.5,-1.3969838619232178e-09,-0.002239785506390035,0.2587198264664039,1.4211470782756805,0.9946463108062744,0.0,1.0156686305999756,0.03838250786066055,0.00204484723508358,0.6480683088302612,0.7207022905349731,16,0.3841509222984314,5.196124076843262,0.047089315950870514,32768,37,16,1,-127.00734,0.04166823687264696,-0.0034878239617682993,5.668444129824638,-145.54619,0.06464401811826974,-0.004077488047187217,5.660864868760109,,,0.95,0.9,both,0.4076309714445772,0.37311056550904914,2.05932483405022,0.0,-140.814,1749.9720161221605,-127.00734
1,1784882036.602742,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.25705478247255,,5.999331605387852,,9.922849608585238,,1.093431003158912,,4.084247507620603,,2.012941233580932,,4.9124102528439835,,8.0,0.0,-0.007273000373970717,0.021179392220801674,1.4262437857687473,1.009053111076355,0.9372230172157288,0.9962403178215027,0.0008857538923621178,0.002126207109540701,0.7117730379104614,0.7042372226715088,96,0.40632709860801697,5.53528356552124,0.11648806929588318,196608,306,96,6,-136.29924,0.029956607206258923,-0.003202348810737021,5.563986718654633,-124.56704,0.09086298993788659,-0.002313813912041951,5.562146958708763,,,0.95,0.9,both,0.27637133710286893,0.25196298794053845,0.9420178931505214,0.0,-135.04256,2169.9385483092115,-136.29924
2,1784882112.0311267,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.263353042770177,,5.274165943032131,,9.205306490883231,,0.5752092152833939,,3.5734653910622,,1.544513637199998,,4.591822640039027,,7.125,0.0,-0.0017619200807530433,0.001028106089506764,1.42902098223567,0.9459550380706787,0.935366690158844,0.9177294373512268,0.006029008887708187,0.0009399164118804038,0.7475442886352539,0.7394447922706604,176,0.22519314289093018,4.894104957580566,0.04103309288620949,360448,562,176,11,-143.40068,0.03363320203498006,-0.0023680988495470958,5.392932358384132,-129.45674,0.04435012332396582,-0.002321941711124964,5.456306755542755,,,0.95,0.9,both,0.3027191964727022,0.2473577572080031,0.9289457778184786,0.0,-121.15251,2172.1266993452227,-143.40068
3,1784882188.1569078,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.89897304342594,,5.544552898732945,,9.777268080040812,,0.9777385533088818,,3.9147072199266404,,1.9218366456625517,,4.794617182807997,,7.8125,-1.7462298274040222e-10,0.00025692657800391316,0.006042985995009076,1.4335445910692215,0.8904274702072144,0.9344720244407654,0.7972325682640076,0.00017010001465678215,0.008879774250090122,1.011837363243103,0.7176061868667603,256,0.4268060624599457,5.3302741050720215,0.012525121681392193,524288,765,256,16,-139.87679,0.03321284848498181,-0.0036889868293656035,5.222875329852104,-122.49243,0.010775924066547305,-0.003987103342660702,5.239985847473145,,,0.95,0.9,both,0.3267163992297958,0.2971844307638178,0.6623141395655487,0.0,-121.089035,2152.22796568565,-139.87679
4,1784882261.9544003,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.942028284771368,,5.645025009289384,,9.526793664321303,,0.9814559805672616,,3.9078213378379587,,1.8450605750549585,,4.768324228469282,,7.9375,1.7462298274040222e-10,0.001040035393089056,0.005746888571593445,1.4332497008144855,0.7951614856719971,0.9338252544403076,0.5657721757888794,-0.0060577611438930035,0.008163797669112682,1.5386555194854736,0.6781978607177734,336,0.4335363805294037,5.319251537322998,0.02013428695499897,688128,984,336,21,-118.39445,0.028133775910828263,-0.004373234088416211,4.996258878707886,-114.486755,0.015331764193251728,-0.004528639038471738,5.015502247214317,,,0.95,0.9,both,0.34394008611240035,0.3436573234468645,0.8236715995319918,0.0,-109.61442,2220.128577135557,-118.39445
5,1784882336.9121172,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.845468478277326,,6.076097758021206,,9.635459162294865,,1.0552839371957816,,3.896828489145264,,2.0227793928206665,,4.880050661973655,,8.0625,0.0,-0.00889675531652756,0.00779259525006637,1.442670527845621,0.6316749453544617,0.9316708445549011,0.27789413928985596,-0.011440882459282875,0.022609461098909378,2.195714235305786,0.6011290550231934,416,0.42660149931907654,5.434308052062988,0.016827309504151344,851968,1231,416,26,-115.24353,0.0301677449955605,-0.0037277240349794737,4.824758851528168,-107.588234,0.022262923326343297,-0.0031878802954452114,4.829189476370812,,,0.95,0.9,both,0.42792167950717364,0.41874143730250923,0.7168163902740262,0.0,-109.61961,2185.7657933758137,-115.24353
6,1784882411.6087043,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.767690657405183,,5.917117753007915,,9.679161822306924,,0.8437888326589018,,3.9111911868676543,,1.8794560488458956,,4.8524547149427235,,7.875,9.313225746154785e-10,-0.007159480737755075,0.0026848829347727587,1.445896789431572,0.5506418347358704,0.9295199513435364,0.20921540260314941,-0.02807903289794922,0.022309165447950363,2.0698928833007812,0.592270016670227,496,0.4191229045391083,5.340732574462891,0.0197133831679821,1015808,1493,496,31,-116.507835,0.03323390031000599,-0.002039235905976966,4.61342886686325,-98.10206,0.02667238435242325,-0.0033697260601911693,4.633697587251663,,,0.95,0.9,both,0.47550399276652566,0.425027583189223,0.774857483578545,0.0,-102.252396,2193.4068334700237,-116.507835
7,1784882484.6822317,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.608669379726052,,5.38713742652908,,9.687692039879039,,0.8485845502000302,,3.8170478800311685,,1.9321899905626196,,4.6471345676109195,,7.6875,2.3283064365386963e-10,0.0010882896021939814,0.00011965126986979158,1.4450506754219532,0.40098837018013,0.9190033674240112,0.15261362493038177,-0.01299471128731966,0.019217006862163544,1.6398638486862183,0.6193498969078064,576,0.3969614505767822,5.2019944190979,0.0323028601706028,1179648,1828,576,36,-114.83624,0.02307018407154828,-0.00367099862487521,4.371558755636215,-92.08397,0.03255832468857989,-0.003761661678436212,4.403394475579262,,,0.95,0.9,both,0.5296222649368933,0.4732477935345448,0.7060785372794041,0.0,-91.13005,2242.1251241073774,-114.83624
8,1784882561.1364176,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.437685030978173,,6.426911937771365,,9.907635730225593,,1.1668262013117783,,4.29618999781087,,2.308702757174615,,4.923134622164071,,8.5,4.656612873077393e-10,0.0002577034756541252,0.03864510636776686,1.439996127039194,0.35323959589004517,0.9480531215667725,0.21911004185676575,-0.03513355925679207,0.022277070209383965,1.3212437629699707,0.6142491102218628,656,0.36995574831962585,5.745885848999023,0.027089666575193405,1343488,2137,656,41,-115.070335,0.022131581557914615,-0.002327933956985362,4.146991157531739,-97.885666,0.03446938031120226,-0.005017566292372067,4.204811915755272,,,0.95,0.9,both,0.5621368687183746,0.5611809507506154,1.264784615698201,0.0,-103.04047,2142.9832654980323,-115.070335
9,1784882636.399026,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.492182674788637,,5.37497425172478,,9.316437099128962,,0.7316825863235863,,3.6680176621302962,,1.655808626441285,,4.688467047177255,,7.4375,-1.7462298274040222e-10,-0.0017211001832038164,0.004330648733230191,1.4409924410283566,0.36462879180908203,0.9523962140083313,0.22118395566940308,-0.002672156784683466,0.015484285540878773,1.0562604665756226,0.5980899930000305,736,0.3759992718696594,5.045633792877197,0.03696005791425705,1507328,2428,736,46,-87.29207,0.013248772697988898,-0.0026945084813633003,3.906343737244606,-108.78339,0.040120026667136696,-0.0032454561587655917,4.038007298111916,,,0.95,0.9,both,0.6186718266052008,0.5830473667689893,0.6369282950127924,0.0,-95.370125,2176.910650113524,-87.29207
